id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,prediction_volumen_cer,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias,volumen_porcentaje_asistencia,prediction_volumen_porcentaje_asistencia
8882.0,55.0,2111.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
8814.0,55.0,1735.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
8537.0,55.0,132.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
8747.0,55.0,1376.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
8575.0,55.0,397.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
8600.0,55.0,498.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
8683.0,55.0,1050.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
8700.0,55.0,1133.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
8706.0,55.0,1152.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
8729.0,55.0,1268.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
8742.0,55.0,1351.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11778.0,840.0,348.0,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.477326968973747
11787.0,840.0,517.0,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.477326968973747
11776.0,840.0,273.0,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.477326968973747
11781.0,840.0,419.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
11792.0,840.0,612.0,40.0,40.0,240.0,240.0,10000.0,10000.0,0.0,0.9268313621990468
11772.0,840.0,154.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
11783.0,840.0,448.0,31.0,31.0,186.0,186.0,7750.0,7750.0,0.0,0.9268313621990468
11805.0,840.0,762.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.477326968973747
11826.0,840.0,1141.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11827.0,840.0,1147.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11830.0,840.0,1211.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11834.0,840.0,1275.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11840.0,840.0,1400.0,39.0,39.0,234.0,234.0,9750.0,9750.0,0.0,0.9268313621990468
11844.0,840.0,1610.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.8750994431185362
11850.0,840.0,1746.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11852.0,840.0,1787.0,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.477326968973747
11817.0,840.0,1006.0,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.8750994431185362
11774.0,840.0,193.0,41.0,41.0,246.0,246.0,10250.0,10250.0,0.0,0.9268313621990468
11795.0,840.0,636.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11813.0,840.0,947.0,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,0.8750994431185362
11775.0,840.0,266.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11777.0,840.0,341.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11808.0,840.0,826.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11819.0,840.0,1031.0,42.0,42.0,252.0,252.0,10500.0,10500.0,0.0,0.9268313621990468
11824.0,840.0,1126.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.8750994431185362
11829.0,840.0,1195.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11831.0,840.0,1247.0,39.0,39.0,234.0,234.0,9750.0,9750.0,0.0,0.9268313621990468
11843.0,840.0,1609.0,17.0,17.0,102.0,102.0,4250.0,4250.0,0.0,0.9268313621990468
11845.0,840.0,1615.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11851.0,840.0,1752.0,20.0,20.0,120.0,120.0,5000.0,5000.0,0.0,0.9268313621990468
11807.0,840.0,801.0,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
11785.0,840.0,492.0,41.0,41.0,246.0,246.0,10250.0,10250.0,0.0,0.9268313621990468
11862.0,840.0,2059.0,189.0,196.5,1134.0,1179.0,47250.0,49125.0,0.0,0.9268313621990468
11779.0,840.0,390.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.477326968973747
11802.0,840.0,707.0,95.0,95.0,570.0,570.0,23750.0,23875.0,0.0,0.9268313621990468
11812.0,840.0,923.0,22.0,22.0,132.0,132.0,5500.0,5500.0,0.0,0.9268313621990468
11814.0,840.0,975.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11820.0,840.0,1044.0,21.0,21.0,126.0,126.0,5250.0,5250.0,0.0,0.9268313621990468
11833.0,840.0,1266.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11863.0,840.0,2089.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11865.0,840.0,2139.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.477326968973747
11860.0,840.0,1994.0,45.0,45.0,270.0,270.0,11250.0,11176.98745275888,0.0,0.9268313621990468
11846.0,840.0,1634.0,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
11861.0,840.0,2019.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11791.0,840.0,587.0,17.0,17.0,102.0,102.0,4250.0,4250.0,0.0,0.9268313621990468
11858.0,840.0,1953.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11771.0,840.0,140.0,20.0,20.0,120.0,120.0,5000.0,5000.0,0.0,0.9268313621990468
11847.0,840.0,1650.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11806.0,840.0,781.0,46.0,46.0,276.0,276.0,11500.0,11176.98745275888,0.0,0.9268313621990468
11809.0,840.0,853.0,49.0,49.0,294.0,294.0,12250.0,12250.0,0.0,0.9268313621990468
11864.0,840.0,2134.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
11818.0,840.0,1013.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.8750994431185362
11855.0,840.0,1853.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11832.0,840.0,1253.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
11857.0,840.0,1933.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.477326968973747
11793.0,840.0,619.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
11770.0,840.0,99.0,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
11837.0,840.0,1338.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
11849.0,840.0,1682.0,20.0,20.0,120.0,120.0,5000.0,5000.0,0.0,0.9268313621990468
11859.0,840.0,1965.0,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
11800.0,840.0,690.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
11815.0,840.0,987.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11788.0,840.0,524.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
11822.0,840.0,1085.0,21.0,21.0,126.0,126.0,5250.0,5250.0,0.0,0.9268313621990468
11828.0,840.0,1155.0,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.8750994431185362
11816.0,840.0,1000.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11798.0,840.0,684.0,38.0,38.0,228.0,228.0,9500.0,9040.12069053412,0.0,0.9268313621990468
11841.0,840.0,1471.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
11838.0,840.0,1352.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11769.0,840.0,29.0,52.0,52.0,312.0,312.0,13000.0,13000.0,0.0,0.9268313621990468
11797.0,840.0,657.0,28.0,28.0,168.0,168.0,7000.0,7000.0,0.0,0.9268313621990468
11804.0,840.0,727.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
11825.0,840.0,1134.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
11811.0,840.0,918.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11801.0,840.0,696.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
11821.0,840.0,1076.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.8750994431185362
11853.0,840.0,1823.0,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
11773.0,840.0,171.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11799.0,840.0,689.0,42.0,42.0,252.0,252.0,10500.0,10500.0,0.0,0.9268313621990468
11782.0,840.0,442.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
11790.0,840.0,581.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11794.0,840.0,624.0,42.0,42.0,252.0,252.0,10500.0,10500.0,0.0,0.9268313621990468
11796.0,840.0,651.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
11803.0,840.0,721.0,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
11836.0,840.0,1327.0,60.0,60.0,360.0,360.0,15000.0,15000.0,0.0,0.9268313621990468
11854.0,840.0,1843.0,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
11856.0,840.0,1914.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
11835.0,840.0,1321.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
11789.0,840.0,548.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
11842.0,840.0,1540.0,26.0,26.0,156.0,156.0,6500.0,6500.0,0.0,0.9268313621990468
11848.0,840.0,1677.0,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
11786.0,840.0,503.0,17.0,17.0,102.0,102.0,4250.0,4250.0,0.0,0.9268313621990468
11784.0,840.0,486.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
11823.0,840.0,1115.0,42.0,42.0,252.0,252.0,10500.0,10500.0,0.0,0.9268313621990468
11810.0,840.0,861.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
11839.0,840.0,1394.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
11780.0,840.0,413.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12277.0,889.0,348.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12287.0,889.0,479.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12326.0,889.0,1307.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.8750994431185362
12337.0,889.0,1437.0,51.0,51.0,306.0,306.0,12750.0,12750.0,0.0,0.9268313621990468
12356.0,889.0,1824.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
12373.0,889.0,2037.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12275.0,889.0,308.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
12284.0,889.0,419.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12298.0,889.0,726.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12306.0,889.0,888.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.477326968973747
12333.0,889.0,1380.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.8750994431185362
12340.0,889.0,1497.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12372.0,889.0,2032.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.477326968973747
12262.0,889.0,154.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.477326968973747
12268.0,889.0,226.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
12269.0,889.0,232.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12271.0,889.0,262.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
12273.0,889.0,300.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12319.0,889.0,1139.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12325.0,889.0,1290.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12336.0,889.0,1414.0,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.8750994431185362
12338.0,889.0,1453.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12343.0,889.0,1552.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.8750994431185362
12346.0,889.0,1604.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12350.0,889.0,1714.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12357.0,889.0,1830.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12358.0,889.0,1834.0,24.0,24.0,144.0,144.0,6000.0,6000.0,0.0,0.6194690265486726
12364.0,889.0,1883.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12369.0,889.0,1979.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12377.0,889.0,2093.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
12379.0,889.0,2127.0,24.0,24.0,144.0,144.0,6000.0,6000.0,0.0,0.9268313621990468
12315.0,889.0,1040.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.8750994431185362
12297.0,889.0,719.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12323.0,889.0,1267.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12376.0,889.0,2066.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12296.0,889.0,706.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12327.0,889.0,1312.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12303.0,889.0,826.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12328.0,889.0,1320.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12335.0,889.0,1393.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12347.0,889.0,1609.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12363.0,889.0,1881.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.477326968973747
12259.0,889.0,91.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12289.0,889.0,511.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12316.0,889.0,1058.0,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.8750994431185362
12267.0,889.0,213.0,12.0,12.0,72.0,72.0,3000.0,3000.0,0.0,0.477326968973747
12281.0,889.0,378.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12302.0,889.0,793.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12309.0,889.0,923.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12322.0,889.0,1266.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12345.0,889.0,1602.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12354.0,889.0,1813.0,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.477326968973747
12367.0,889.0,1912.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12301.0,889.0,774.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12311.0,889.0,929.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.8750994431185362
12320.0,889.0,1209.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12332.0,889.0,1350.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12257.0,889.0,76.0,31.0,31.0,186.0,186.0,7750.0,7750.0,0.0,0.9268313621990468
12361.0,889.0,1846.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12304.0,889.0,859.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12310.0,889.0,927.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12261.0,889.0,140.0,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,0.477326968973747
12265.0,889.0,200.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
12270.0,889.0,248.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12365.0,889.0,1895.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12324.0,889.0,1279.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12292.0,889.0,586.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12313.0,889.0,1015.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12380.0,889.0,2134.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12368.0,889.0,1966.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12290.0,889.0,549.0,11.0,10.272727272727272,66.0,66.0,2750.0,2605.787157287157,0.0,0.477326968973747
12279.0,889.0,371.0,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
12260.0,889.0,99.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12263.0,889.0,165.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12291.0,889.0,560.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12294.0,889.0,618.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12330.0,889.0,1338.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
12283.0,889.0,403.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12272.0,889.0,289.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12274.0,889.0,307.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12312.0,889.0,1005.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12255.0,889.0,40.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12264.0,889.0,172.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12278.0,889.0,349.0,25.0,25.0,150.0,150.0,6250.0,6250.0,0.0,0.9268313621990468
12282.0,889.0,386.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12285.0,889.0,462.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12293.0,889.0,602.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
12295.0,889.0,702.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12299.0,889.0,738.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12314.0,889.0,1025.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
12334.0,889.0,1382.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12344.0,889.0,1577.0,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.8750994431185362
12362.0,889.0,1865.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
12374.0,889.0,2056.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12375.0,889.0,2057.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12256.0,889.0,59.0,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,0.477326968973747
12351.0,889.0,1747.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12317.0,889.0,1076.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.8750994431185362
12341.0,889.0,1520.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12300.0,889.0,763.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12329.0,889.0,1327.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12331.0,889.0,1344.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12352.0,889.0,1771.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12360.0,889.0,1843.0,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
12276.0,889.0,320.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
12371.0,889.0,2014.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12378.0,889.0,2110.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12339.0,889.0,1489.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12353.0,889.0,1781.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12308.0,889.0,912.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12288.0,889.0,486.0,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.477326968973747
12349.0,889.0,1703.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
12359.0,889.0,1836.0,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.477326968973747
12370.0,889.0,2008.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12280.0,889.0,373.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.477326968973747
12321.0,889.0,1230.0,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.8750994431185362
12348.0,889.0,1684.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12366.0,889.0,1909.0,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,0.477326968973747
12318.0,889.0,1095.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12266.0,889.0,208.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
12307.0,889.0,894.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12305.0,889.0,861.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
12342.0,889.0,1525.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
12258.0,889.0,78.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12286.0,889.0,467.0,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.477326968973747
12355.0,889.0,1819.0,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
1892.0,1204.0,479.0,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
1894.0,1204.0,1441.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
1893.0,1204.0,619.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
2539.0,1331.0,479.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
2576.0,1331.0,925.0,16.0,15.0,300.0,308.0,3813.5047619047614,3563.5047619047614,0.0,0.7605433173050975
2582.0,1331.0,971.0,104.0,107.0,1916.0,1899.0,26765.61587301587,27546.69841269841,0.0,0.7605433173050975
2614.0,1331.0,1307.0,4.0,4.0,92.0,92.0,937.8349206349204,937.8349206349208,0.0,0.7605433173050975
2635.0,1331.0,1437.0,24.0,25.0,348.0,352.0,6981.55619047619,7113.868095238095,0.0,0.7605433173050975
2512.0,1331.0,228.0,8.0,8.0,116.0,116.0,2327.1853968253963,2327.1853968253963,0.0,0.7605433173050975
2528.0,1331.0,406.0,28.0,28.0,168.0,168.0,7000.0,6750.0,0.0,0.9268313621990468
2530.0,1331.0,420.0,4.0,4.0,92.0,92.0,937.8349206349204,937.8349206349208,0.0,0.7605433173050975
2567.0,1331.0,750.0,116.0,123.0,1988.0,1976.0,30933.6673015873,33555.61587301587,0.0,0.7605433173050975
2579.0,1331.0,953.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
2676.0,1331.0,1760.0,104.0,120.0,1916.0,1899.0,27154.966349206345,26210.29111111111,0.0,0.7605433173050975
2705.0,1331.0,2032.0,86.0,91.33333333333331,1196.0,1748.0,22435.75111111111,22037.17873015873,0.0,3.6995128167219327
2506.0,1331.0,173.0,4.0,4.0,92.0,92.0,937.8349206349204,937.8349206349208,0.0,0.7605433173050975
2514.0,1331.0,244.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
2515.0,1331.0,262.0,8.0,8.0,116.0,116.0,2327.1853968253963,2327.1853968253963,0.0,0.7605433173050975
2518.0,1331.0,300.0,80.0,80.0,1636.0,1562.0,18943.193650793648,18193.64021164021,0.0,0.7605433173050975
2520.0,1331.0,331.0,8.0,8.0,116.0,116.0,2327.1853968253963,2327.1853968253963,0.0,0.7605433173050975
2529.0,1331.0,414.0,8.0,8.0,116.0,116.0,2327.1853968253963,2327.1853968253963,0.0,0.7605433173050975
2532.0,1331.0,448.0,4.0,4.0,92.0,92.0,937.8349206349204,937.8349206349208,0.0,0.7605433173050975
2560.0,1331.0,709.0,130.0,127.33333333333331,2140.0,2158.0,35928.904126984125,35477.38857142857,0.0,0.7605433173050975
2572.0,1331.0,824.0,130.0,123.0,1868.0,1730.0,36177.56444444444,33555.61587301587,0.0,0.7605433173050975
2578.0,1331.0,952.0,26.0,26.0,156.0,150.0,6500.0,6750.0,0.0,0.9268313621990468
2580.0,1331.0,954.0,20.0,19.0,324.0,377.3333333333333,5592.205714285714,6178.613015873016,0.0,0.7605433173050975
2583.0,1331.0,980.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
2600.0,1331.0,1139.0,108.0,110.0,1464.0,1389.3333333333333,26254.019047619047,28079.009523809524,0.0,0.7605433173050975
2601.0,1331.0,1140.0,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
2613.0,1331.0,1275.0,50.0,51.333333333333336,844.0,844.0,13560.081269841268,13726.747936507934,0.0,0.7605433173050975
