id_fact_ci_rs,id_razon_social,id_fecha,volumen_cap,prediction_volumen_cap,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias
256.0,1822.0,6.0,299.0,299.0,4840.0,4840.0,43178.30349206348,43181.509775276005
258.0,1828.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,376.2689926127787
260.0,1830.0,6.0,17.0,17.0,680.0,680.0,1190.0,2691.205738792836
262.0,1836.0,6.0,42.0,42.0,1680.0,1680.0,8803.2,5529.49562955898
263.0,1838.0,6.0,16.0,16.0,640.0,640.0,342.40000000000003,2717.3385596374865
264.0,184.0,6.0,9.0,7.666666666666667,216.0,126.66666666666669,2430.0,1053.350380132615
265.0,1841.0,6.0,36.0,36.0,560.0,560.0,3850.4888888888863,4292.505636165559
269.0,1854.0,6.0,674.0,853.0,21536.0,21536.0,116405.52,116032.78106459852
270.0,1855.0,6.0,125.0,125.0,4736.0,4736.0,21057.92,22964.67063439888
271.0,1857.0,6.0,1.0,1.0,32.0,32.0,60.16,-47.40907674032496
272.0,1861.0,6.0,3.0,3.0,120.0,120.0,1087.2,568.7960857252474
273.0,1863.0,6.0,5.0,5.0,80.0,80.0,550.0698412698409,718.1278793315287
278.0,1873.0,6.0,94.0,94.0,2256.0,1408.0,15047.52,12139.00392509502
280.0,1882.0,6.0,163.0,163.0,4680.0,4680.0,1892.8,9146.490789974749
281.0,1883.0,6.0,15.0,15.0,600.0,600.0,2700.0,2762.5868435601587
284.0,1886.0,6.0,426.0,426.0,8232.0,8232.0,56919.92,63639.77976019558
286.0,1888.0,6.0,29.0,29.0,696.0,696.0,2554.32,4014.8532698253994
287.0,189.0,6.0,472.0,472.0,15728.0,15728.0,28508.800000000003,34656.79301294562
288.0,1892.0,6.0,4.0,4.0,128.0,128.0,240.64,568.7960857252474
291.0,19.0,6.0,69.0,69.0,2760.0,2032.0,7700.4,9309.22298074764
292.0,190.0,6.0,97.0,97.0,776.0,2032.0,5335.677460317457,8838.752324114263
294.0,1903.0,6.0,35.0,35.0,1400.0,1400.0,5894.0,5401.152581463277
295.0,1904.0,6.0,2.0,3.25,48.0,37.333333333333336,223.68,338.1214031080599
297.0,1910.0,6.0,1.0,1.0,40.0,40.0,150.0,325.3732341627474
298.0,1911.0,6.0,589.0,589.0,11352.0,11352.0,51271.44,47347.317208139866
299.0,1912.0,6.0,50.0,50.0,1856.0,1856.0,7512.96,7658.120917970955
300.0,1913.0,6.0,239.0,239.0,9560.0,9560.0,12394.4,12158.58156646666
302.0,1916.0,6.0,307.0,307.0,12280.0,12280.0,55260.0,52457.09459353861
307.0,1931.0,6.0,1.0,1.0,40.0,40.0,117.6,325.3732341627474
308.0,1953.0,6.0,50.0,50.0,400.0,400.0,8424.0,6167.541943798482
309.0,1955.0,6.0,1.0,1.0,24.0,24.0,89.03999999999999,325.3732341627474
310.0,1956.0,6.0,26.0,26.0,624.0,624.0,9372.48,6614.19529629749
312.0,1958.0,6.0,31.0,31.0,592.0,592.0,2004.32,4080.973743687093
313.0,1960.0,6.0,240.0,240.0,9552.0,9552.0,40416.16,33632.28444827971
314.0,1961.0,6.0,20.0,20.0,800.0,800.0,2284.0,3120.171139965474
315.0,197.0,6.0,76.0,76.0,3040.0,3040.0,20902.653968253955,20291.61711419624
318.0,1989.0,6.0,94.0,94.0,3664.0,2398.6666666666665,15829.92,12177.080171833455
322.0,2000.0,6.0,5.0,5.0,200.0,160.0,350.0,685.0033000807161
324.0,2004.0,6.0,65.0,65.0,2600.0,2600.0,10946.0,8699.295124302327
326.0,2013.0,6.0,7.0,7.0,280.0,209.14285714285717,280.0,1191.4774336914415
327.0,2018.0,6.0,24.0,24.0,384.0,384.0,2640.3352380952365,2890.771105597436
328.0,2019.0,6.0,328.0,328.0,13120.0,13120.0,37921.6,37926.21611139056
329.0,2023.0,6.0,13.0,13.0,496.0,496.0,950.0139682539682,2262.783786604821
330.0,2024.0,6.0,189.0,189.0,7448.0,7258.666666666667,50679.63555555553,40575.76570555073
332.0,2031.0,6.0,167.0,167.0,6680.0,6680.0,11422.8,13329.556262041153
333.0,2034.0,6.0,90.0,90.0,1440.0,1037.3333333333333,10065.6,11819.867633591117
334.0,2035.0,6.0,96.0,96.0,3840.0,3840.0,4300.8,5708.065082440793
338.0,2040.0,6.0,405.0,405.0,16200.0,16200.0,72900.0,70373.89822444197
339.0,2041.0,6.0,10.0,10.0,160.0,160.0,1272.1879365079365,1058.8474838237162
340.0,2042.0,6.0,3.0,3.0,112.0,104.0,340.0279365079364,500.9484905104037
341.0,2045.0,6.0,1.0,1.0,40.0,40.0,44.8,309.06028003495885
342.0,2047.0,6.0,7.0,7.0,56.0,209.14285714285717,1179.36,996.36652029556
344.0,2051.0,6.0,123.0,123.0,984.0,984.0,6765.859047619044,7485.534338066995
345.0,2052.0,6.0,31.0,31.0,992.0,992.0,5227.839999999999,4722.461057911336
346.0,2053.0,6.0,55.0,55.0,1896.0,1896.0,1081.28,6127.747860858857
347.0,2054.0,6.0,124.0,124.0,4664.0,4664.0,19433.68,15681.930810759484
348.0,2056.0,6.0,46.0,46.0,976.0,976.0,4905.188571428571,4232.831427047669
349.0,2058.0,6.0,32.0,32.0,768.0,768.0,2818.56,4722.461057911336
350.0,2066.0,6.0,42.0,42.0,336.0,336.0,1136.96,4409.867771397054
351.0,2069.0,6.0,186.0,186.0,7440.0,7258.666666666667,31322.4,37159.30484494072
352.0,2073.0,6.0,57.0,53.0,488.0,488.0,3347.36,6097.196007202088
353.0,2075.0,6.0,35.0,35.0,1192.0,1229.3333333333333,5058.879999999999,5611.016545082151
354.0,2100.0,6.0,126.0,126.0,2352.0,2352.0,7778.986666666664,12211.36628777784
355.0,2102.0,6.0,858.0,853.0,31560.0,31560.0,146329.2,141858.72290477034
356.0,2103.0,6.0,4912.0,4912.0,112896.0,112896.0,746655.84,684382.1339193273
362.0,2115.0,6.0,4.0,4.0,160.0,160.0,300.79999999999995,568.7960857252474
363.0,2116.0,6.0,69.0,69.0,2760.0,2933.333333333333,5014.0,8809.8344328503
364.0,2118.0,6.0,4.0,4.0,160.0,160.0,240.0,667.5622474650736
365.0,2119.0,6.0,39.0,39.0,800.0,800.0,8391.6,6920.5676638434525
366.0,2121.0,6.0,450.0,450.0,7296.0,7296.0,129723.52,120962.05513360602
369.0,2126.0,6.0,4.0,4.0,160.0,160.0,280.0,667.5622474650736
370.0,2127.0,6.0,542.0,542.0,13008.0,13008.0,89441.35619047613,85496.58853420493
374.0,2133.0,6.0,110.0,110.0,4400.0,4400.0,15020.0,15761.415291855752
376.0,2137.0,6.0,2.0,2.0,32.0,32.0,220.0279365079364,112.63148189586354
377.0,2139.0,6.0,41.0,41.0,328.0,328.0,6907.679999999999,4472.45118928951
381.0,2150.0,6.0,1.0,1.0,40.0,34.666666666666664,168.4,325.3732341627474
382.0,2151.0,6.0,2.0,2.0,80.0,80.0,640.0,481.3860704998369
384.0,2153.0,6.0,58.0,58.0,2320.0,2320.0,4440.279365079364,4869.954489557713
385.0,2156.0,6.0,40.0,40.0,1600.0,1600.0,7056.0,5529.49562955898
386.0,2160.0,6.0,17.0,17.0,680.0,680.0,5440.0,3759.771025846421
388.0,217.0,6.0,4.0,4.0,32.0,32.0,220.0279365079364,3959.4505153584178
392.0,2181.0,6.0,88.0,88.0,3520.0,3520.0,6160.0,5072.349756578624
393.0,2185.0,6.0,20.0,20.0,800.0,800.0,2232.0,3011.9529087643023
395.0,2192.0,6.0,785.0,853.0,28216.0,28216.0,105058.88,111179.9838453221
397.0,2196.0,6.0,112.0,112.0,4480.0,4480.0,30803.91111111109,28438.39555127424
398.0,2198.0,6.0,1.0,1.0,16.0,16.0,392.0,424.1393959025736
399.0,2201.0,6.0,10.0,10.0,384.0,384.0,920.0558730158727,1331.6861888865824
400.0,2206.0,6.0,39.0,39.0,504.0,504.0,2175.230476190475,2825.582221160352
404.0,2215.0,6.0,21.0,21.0,672.0,672.0,188.16000000000005,3866.752943942964
405.0,2216.0,6.0,2.0,3.25,80.0,80.0,356.4,354.32312429946614
408.0,2221.0,6.0,194.0,194.0,4032.0,4032.0,15973.12,7070.032685144513
409.0,2223.0,6.0,5.0,5.0,88.0,88.0,988.24,715.269725153863
413.0,2230.0,6.0,11.0,11.0,280.0,280.0,1100.6349206349205,-1135.010718495876
414.0,2231.0,6.0,140.0,140.0,4480.0,4480.0,8960.0,14532.81916245696
416.0,2233.0,6.0,31.0,31.0,1240.0,1240.0,2760.0,2786.5321643452044
417.0,2235.0,6.0,45.0,45.0,816.0,816.0,269.28000000000003,5046.664942691743
418.0,2240.0,6.0,21.0,21.0,576.0,648.0,3653.28,2711.475297222554
420.0,2242.0,6.0,152.0,152.0,6080.0,6080.0,27360.0,29768.41377815482
422.0,2244.0,6.0,4.0,3.25,64.0,64.0,199.68,500.9484905104037
423.0,2246.0,6.0,11.0,11.0,312.0,312.0,2145.2723809523795,1257.6316390137072
426.0,2251.0,6.0,61.0,61.0,2280.0,2280.0,3223.2,6131.486722345173
427.0,2254.0,6.0,11.0,11.0,88.0,88.0,605.076825396825,554.48032755655
430.0,233.0,6.0,4.0,4.0,160.0,160.0,1100.139682539682,2074.7794731656904
431.0,239.0,6.0,88.0,88.0,704.0,1408.0,14826.24,10920.898941765248
432.0,24.0,6.0,126.0,126.0,2016.0,2016.0,14012.302222222212,13063.518509278714
433.0,240.0,6.0,61.0,61.0,2440.0,2440.0,4587.199999999999,5349.965068588674
434.0,241.0,6.0,274.0,274.0,10960.0,10960.0,47456.8,49112.413531317085
439.0,251.0,6.0,57.0,57.0,1368.0,1368.0,5075.28,6106.438124130189
440.0,252.0,6.0,6.0,6.0,240.0,240.0,1080.0,809.0516883830423
442.0,260.0,6.0,1.0,1.0,40.0,40.0,173.2,309.06028003495885
443.0,261.0,6.0,5.0,5.0,160.0,160.0,52.8,668.6903459529276
444.0,264.0,6.0,1.0,1.0,32.0,32.0,56.0,424.1393959025736
445.0,273.0,6.0,21.0,21.0,528.0,648.0,2791.84,2711.475297222554
448.0,286.0,6.0,274.0,274.0,9216.0,9216.0,24852.480000000003,27372.84430326399
449.0,287.0,6.0,27.0,27.0,1080.0,1080.0,7425.942857142852,6745.762113998353
450.0,288.0,6.0,5.0,5.0,200.0,200.0,558.0,685.0033000807161
451.0,295.0,6.0,49.0,49.0,984.0,984.0,8255.519999999999,6441.055644283711
452.0,296.0,6.0,55.0,55.0,2200.0,2200.0,19822.0,14705.294208774983
453.0,297.0,6.0,38.0,38.0,1520.0,1520.0,10451.326984126978,5529.49562955898
455.0,3.0,6.0,14.0,14.0,336.0,336.0,1841.28,1855.8910595874183
457.0,301.0,6.0,151.0,151.0,6040.0,6040.0,41530.27301587299,41116.63734872144
458.0,302.0,6.0,112.0,112.0,4480.0,4480.0,7005.6,6712.665670762479
460.0,31.0,6.0,43.0,43.0,1416.0,1416.0,8289.12,7359.469428389042
461.0,317.0,6.0,238.0,238.0,7384.0,7384.0,19851.92,24060.18222924572
462.0,319.0,6.0,334.0,334.0,10128.0,10128.0,37312.32,37283.971005930274
465.0,322.0,6.0,5.0,5.0,200.0,200.0,1375.1746031746025,1099.1377235750551
466.0,329.0,6.0,252.0,252.0,4544.0,4544.0,25318.70603174602,26030.217055733025
468.0,351.0,6.0,168.0,168.0,2600.0,2600.0,11291.249523809522,6886.451103671163
470.0,355.0,6.0,46.0,46.0,1840.0,1840.0,5372.8,5223.788751850545
474.0,362.0,6.0,225.0,225.0,1848.0,1848.0,33510.48,33157.320098991215
475.0,364.0,6.0,3.0,3.0,120.0,120.0,210.0,680.5969812969561
477.0,370.0,6.0,20.0,20.0,480.0,480.0,1780.7999999999995,2597.5276653866167
478.0,373.0,6.0,8.0,8.0,320.0,320.0,1440.0,1516.3761170009966
479.0,375.0,6.0,110.0,110.0,4400.0,4400.0,15440.0,15761.415291855752
480.0,376.0,6.0,62.0,62.0,2320.0,2320.0,9842.0,4479.813590629667
481.0,381.0,6.0,1046.0,853.0,41168.0,41168.0,88104.15999999999,125232.08892497298
482.0,382.0,6.0,28.0,28.0,544.0,544.0,3740.4749206349184,3415.2535609702463
483.0,385.0,6.0,1.0,1.0,24.0,34.666666666666664,165.02095238095228,325.3732341627474
485.0,394.0,6.0,1.0,1.0,8.0,8.0,111.76,325.3732341627474
486.0,413.0,6.0,39.0,39.0,896.0,896.0,3869.76,5000.902969608724
488.0,44.0,6.0,30.0,30.0,752.0,752.0,8724.64,5653.270288417756
490.0,458.0,6.0,7.0,7.666666666666667,248.0,164.0,1728.16,1053.350380132615
492.0,46.0,6.0,113.0,113.0,4520.0,4520.0,26482.60317460316,22687.54312856001
493.0,463.0,6.0,45.0,45.0,816.0,816.0,2715.84,3760.8062701920862
494.0,466.0,6.0,36.0,36.0,1440.0,1400.0,6350.400000000001,5401.152581463277
496.0,469.0,6.0,4.0,4.0,160.0,160.0,779.2,568.7960857252474
497.0,473.0,6.0,203.0,203.0,4872.0,4872.0,73177.44,72458.60921093327
498.0,475.0,6.0,1.0,1.0,40.0,40.0,362.4,325.3732341627474
501.0,486.0,6.0,73.0,73.0,2920.0,2920.0,23360.0,20890.17977757257
502.0,487.0,6.0,74.0,74.0,1184.0,1037.3333333333333,8276.16,10103.504964123187
503.0,488.0,6.0,147.0,147.0,4760.0,4760.0,25065.6,24884.74478275579
504.0,489.0,6.0,10.0,10.0,80.0,126.66666666666669,550.0698412698409,980.0535661677714
506.0,493.0,6.0,16.0,16.0,640.0,640.0,2880.0,3764.996473620354
507.0,494.0,6.0,1.0,1.0,24.0,24.0,165.02095238095228,452.4361803631182
508.0,496.0,6.0,4.0,4.0,112.0,136.0,195.36,484.6355363826151
509.0,498.0,6.0,312.0,312.0,12480.0,12480.0,82800.0,84788.38721246895
511.0,503.0,6.0,10.0,10.0,400.0,293.3333333333333,700.0,1223.201920996129
512.0,505.0,6.0,3.0,4.5,48.0,72.0,505.44,484.7467693189974
513.0,515.0,6.0,7.0,7.0,280.0,209.14285714285717,1467.2000000000005,1191.4774336914415
514.0,52.0,6.0,2.0,2.0,80.0,80.0,89.60000000000001,71.29270351928426
515.0,523.0,6.0,77.0,77.0,3016.0,3016.0,4310.56,4749.827736998617
516.0,526.0,6.0,872.0,853.0,34832.0,34832.0,114412.48,134688.12771281478
517.0,527.0,6.0,64.0,64.0,1432.0,1432.0,25154.96,15927.364053676543
518.0,54.0,6.0,5.0,3.25,80.0,80.0,249.6,667.2321208814974
519.0,544.0,6.0,44.0,44.0,1184.0,1184.0,7510.907936507932,6535.488425503194
520.0,547.0,6.0,3.0,3.0,120.0,120.0,825.1047619047614,620.0244986514444
521.0,577.0,6.0,12.0,12.0,312.0,312.0,973.2,1597.1790328125353
522.0,578.0,6.0,170.0,170.0,5440.0,5440.0,61308.8,59769.580682838976
524.0,583.0,6.0,10.0,10.0,160.0,126.66666666666669,44.8,1053.350380132615
526.0,586.0,6.0,64.0,64.0,2560.0,2032.0,4812.799999999999,8699.295124302327
527.0,588.0,6.0,15.0,15.0,480.0,480.0,2078.4,2133.5484191874857
528.0,590.0,6.0,13.0,13.0,312.0,312.0,4421.04,1753.8918013672228
529.0,599.0,6.0,134.0,134.0,4040.0,4040.0,27778.52698412697,23159.851086030423
533.0,607.0,6.0,45.0,45.0,1800.0,1800.0,2700.0,2898.456465850293
534.0,609.0,6.0,28.0,28.0,1120.0,1120.0,1960.0,2182.2542846302385
536.0,612.0,6.0,6.0,6.0,216.0,216.0,364.0,442.9736144642229
537.0,625.0,6.0,1.0,1.0,8.0,8.0,20.0,42.34281338256551
539.0,628.0,6.0,16.0,16.0,128.0,128.0,880.1117460317455,1619.0371782283182
542.0,635.0,6.0,84.0,84.0,3360.0,3360.0,14173.6,11388.726467936009
543.0,637.0,6.0,16.0,16.0,256.0,256.0,1760.223492063491,1562.2862785856123
544.0,64.0,6.0,2.0,2.0,80.0,80.0,150.39999999999998,453.0892860392924
545.0,641.0,6.0,24.0,24.0,960.0,960.0,4320.0,3979.182431171357
546.0,642.0,6.0,19.0,19.0,304.0,304.0,948.48,2202.777085254609
547.0,643.0,6.0,5.0,5.0,200.0,200.0,700.0,668.6903459529276
548.0,645.0,6.0,32.0,32.0,1280.0,1280.0,1433.6,5193.63204790157
550.0,651.0,6.0,17.0,17.0,272.0,272.0,6128.16,2444.629275510728
551.0,652.0,6.0,4.0,4.0,128.0,128.0,674.56,568.7960857252474
552.0,656.0,6.0,211.0,211.0,2680.0,2680.0,27850.0,32582.17073833448
555.0,661.0,6.0,20.0,20.0,640.0,640.0,7212.799999999999,5676.910453884571
556.0,67.0,6.0,22.0,22.0,880.0,880.0,1540.0,3740.5472859839792
557.0,69.0,6.0,43.0,43.0,1032.0,1032.0,340.56,5100.625328014314
559.0,705.0,6.0,38.0,38.0,1424.0,1424.0,6793.92,5466.912211666524
562.0,716.0,6.0,582.0,582.0,14128.0,14128.0,4930.24,11346.338013021916
563.0,73.0,6.0,3.0,3.0,120.0,120.0,1081.1999999999998,619.6918441752787
564.0,746.0,6.0,96.0,96.0,2712.0,2712.0,11742.96,9592.555107782304
565.0,748.0,6.0,89.0,89.0,3560.0,3560.0,13350.0,13431.228491733493
566.0,752.0,6.0,556.0,556.0,22096.0,22096.0,171242.88,171281.75306758162
567.0,753.0,6.0,18.0,18.0,288.0,288.0,2013.12,2287.6613476375933
568.0,759.0,6.0,85.0,85.0,2536.0,2398.6666666666665,5755.759999999999,9242.923651943624
570.0,769.0,6.0,5.0,5.0,120.0,120.0,657.6,668.6903459529276
572.0,775.0,6.0,7.0,7.666666666666667,224.0,288.0,969.92,1053.350380132615
573.0,776.0,6.0,7.0,7.0,224.0,224.0,2524.48,1774.8564735750551
574.0,779.0,6.0,92.0,92.0,3680.0,3600.0,11040.0,11355.88674951595
576.0,79.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,376.6016470889445
577.0,794.0,6.0,130.0,130.0,5200.0,5200.0,35754.53968253966,35808.373072455346
578.0,804.0,6.0,102.0,102.0,4080.0,4080.0,6976.8,7507.28727615875
584.0,83.0,6.0,50.0,50.0,1104.0,1104.0,7590.963809523805,7776.959257076203
585.0,86.0,6.0,28.0,28.0,896.0,896.0,8117.76,5837.12884230417
587.0,881.0,6.0,14.0,14.0,336.0,336.0,1246.56,997.1783388952608
588.0,883.0,6.0,68.0,68.0,1280.0,2398.6666666666665,8057.6,8354.155871639668
589.0,884.0,6.0,2.0,2.0,80.0,80.0,89.60000000000001,663.3619057039614
590.0,885.0,6.0,15.0,15.0,352.0,352.0,2420.307301587301,1862.376069257676
591.0,891.0,6.0,1.0,1.0,16.0,16.0,26.72,42.34281338256551
592.0,902.0,6.0,977.0,977.0,25400.0,25400.0,17708.399999999998,24537.5036588597
593.0,906.0,6.0,17.0,17.0,408.0,520.0,2864.16,2316.1548934082384
594.0,910.0,6.0,4.0,4.0,160.0,160.0,673.6,568.7960857252474
597.0,925.0,6.0,38.0,38.0,608.0,608.0,200.64,4110.53664774698
599.0,929.0,6.0,3.0,3.0,96.0,72.0,628.8,500.9484905104037
600.0,930.0,6.0,12.0,12.0,416.0,416.0,1275.52,1597.1790328125353
602.0,937.0,6.0,412.0,412.0,6592.0,6592.0,45325.75492063489,46082.23209478957
604.0,942.0,6.0,412.0,412.0,16480.0,16480.0,226220.8,220817.4217611241
605.0,945.0,6.0,532.0,532.0,20320.0,20320.0,139717.7396825396,141463.58457669494
606.0,946.0,6.0,8.0,8.0,200.0,209.14285714285717,1140.8,1069.6633342604036
608.0,952.0,6.0,2.0,2.0,16.0,21.33333333333333,336.96,338.1214031080599
609.0,961.0,6.0,21.0,21.0,840.0,840.0,1244.8,1437.7583171228762
610.0,965.0,6.0,355.0,355.0,14200.0,14200.0,84105.09206349202,89313.87554928538
612.0,97.0,6.0,10.0,10.0,160.0,160.0,3604.8,1610.669563064992
613.0,970.0,6.0,84.0,84.0,3360.0,3360.0,5040.0,4611.664210448682
614.0,971.0,6.0,153.0,153.0,3408.0,4688.0,25959.84,26476.144916648685
615.0,972.0,6.0,98.0,98.0,3920.0,3920.0,16503.2,18124.888994107663
616.0,974.0,6.0,36.0,36.0,1248.0,1229.3333333333333,4700.16,5218.844146976888
617.0,977.0,6.0,27.0,27.0,216.0,216.0,540.0,2991.456322620332
618.0,979.0,6.0,19.0,19.0,304.0,304.0,2090.265396825396,3255.540275185078
620.0,980.0,6.0,87.0,87.0,1696.0,2398.6666666666665,14660.8,11757.28421569866
621.0,982.0,6.0,401.0,401.0,8720.0,8720.0,59957.61269841266,60749.63870818791
622.0,985.0,6.0,1.0,1.0,16.0,16.0,110.0139682539682,325.3732341627474
623.0,986.0,6.0,2.0,2.333333333333333,80.0,56.0,140.0,354.32312429946614
625.0,99.0,6.0,67.0,67.0,536.0,536.0,3685.467936507934,7311.669578502595
2.0,1002.0,5.0,144.0,144.0,4632.0,4632.0,11960.656507936505,15578.953781912744
7.0,1018.0,5.0,2.0,2.0,80.0,74.66666666666667,419.2000000000001,382.261880765378
30.0,1258.0,5.0,235.0,235.0,9400.0,9400.0,39574.0,40160.7741037744
32.0,1265.0,5.0,26.0,26.0,1040.0,1040.0,1955.2,3425.480655441701
42.0,1276.0,5.0,542.0,542.0,21536.0,21536.0,107688.95999999998,110867.55910691497
73.0,1368.0,5.0,2.0,2.0,32.0,32.0,220.0279365079364,826.1343134145136
79.0,1384.0,5.0,84.0,84.0,3360.0,3536.0,3763.2,8829.006638298451
97.0,1436.0,5.0,1216.0,1216.0,29264.0,29264.0,204911.28,227503.27412089583
113.0,1478.0,5.0,495.0,485.6666666666667,19800.0,19800.0,103752.0,98800.1682115483
119.0,1487.0,5.0,158.0,158.0,2408.0,2408.0,16898.56253968253,18847.57757406932
120.0,1488.0,5.0,10.0,10.0,248.0,248.0,181.28,1730.689688454091
121.0,1490.0,5.0,149.0,149.0,5960.0,5980.0,53997.600000000006,39161.07525123161
126.0,1510.0,5.0,2.0,2.0,64.0,74.66666666666667,419.2,382.261880765378
161.0,1604.0,5.0,4.0,4.0,160.0,160.0,673.6,596.7348421911593
171.0,1635.0,5.0,2.0,2.0,80.0,80.0,233.6,382.261880765378
180.0,1646.0,5.0,6.0,6.0,240.0,240.0,720.0,704.9790103535051
186.0,1657.0,5.0,2.0,2.0,32.0,32.0,220.08,802.772810886323
210.0,1717.0,5.0,1524.0,1524.0,17376.0,17376.0,142206.79619047613,156209.88866862532
213.0,1723.0,5.0,4.0,4.0,128.0,128.0,224.0,2376.362435172021
214.0,1725.0,5.0,1.0,1.0,40.0,40.0,60.0,672.6511752704973
221.0,1744.0,5.0,56.0,56.0,1112.0,1112.0,7366.24,7386.47038407129
226.0,1754.0,5.0,6.0,6.0,240.0,240.0,451.19999999999993,-2178.8215326381032
229.0,176.0,5.0,46.0,46.0,736.0,736.0,7750.08,5117.970548878133
251.0,1807.0,5.0,1.0,1.0,40.0,40.0,176.4,292.87143577140523
261.0,1834.0,5.0,279.0,279.0,6648.0,6648.0,40265.52,33815.03261321288
266.0,1842.0,5.0,6.0,6.0,48.0,48.0,1010.88,704.251382718503
283.0,1885.0,5.0,389.0,389.0,14256.0,14256.0,57175.68000000001,57926.32057031867
289.0,1897.0,5.0,34.0,34.0,1360.0,1400.0,5725.6,5325.132031689107
296.0,191.0,5.0,222.0,222.0,7488.0,7488.0,17375.36,-4206.066913039715
303.0,1917.0,5.0,24.0,24.0,960.0,960.0,2080.0,-3603.993491561443
305.0,1922.0,5.0,190.0,190.0,7552.0,7416.0,30121.76,39186.60490713891
311.0,1957.0,5.0,17.0,17.0,168.0,168.0,2580.0419047619043,3414.87720961374
316.0,1980.0,5.0,164.0,164.0,6248.0,6248.0,14156.0,13792.939466203272
317.0,1984.0,5.0,28.0,28.0,1120.0,1120.0,5600.0,5856.991028259217
320.0,1999.0,5.0,9.0,9.0,360.0,380.0,1080.0,1321.8283884624834
321.0,20.0,5.0,94.0,94.0,3712.0,3536.0,10750.08,13245.885708803951
323.0,2003.0,5.0,614.0,639.5,19472.0,19472.0,108444.72,107918.52949437375
325.0,2005.0,5.0,294.0,294.0,4512.0,4512.0,49533.12,49655.09513331828
331.0,2027.0,5.0,12.0,12.0,288.0,288.0,1920.96,1664.0810129742022
343.0,2049.0,5.0,4433.0,4433.0,141472.0,141472.0,746630.56,684382.1339193273
357.0,2104.0,5.0,1.0,1.0,8.0,8.0,60.0,950.2869548301096
360.0,2110.0,5.0,28.0,28.0,448.0,572.0,4717.44,3571.665238628804
371.0,2128.0,5.0,182.0,182.0,7280.0,7416.0,20311.2,23386.54919918877
373.0,2131.0,5.0,1054.0,1054.0,42160.0,42160.0,103290.0,105105.75489100692
391.0,2180.0,5.0,41.0,41.0,1312.0,1312.0,14786.24,10798.889849970756
396.0,2195.0,5.0,150.0,150.0,6000.0,5980.0,25735.6,28661.646057734903
401.0,2210.0,5.0,665.0,639.5,25944.0,25944.0,127129.92,123006.32048281904
402.0,2213.0,5.0,166.0,166.0,3984.0,3984.0,3306.72,2010.2462815294855
406.0,2217.0,5.0,5.0,5.0,80.0,80.0,1449.6,1352.5863964061136
410.0,2224.0,5.0,39.0,39.0,1560.0,1540.0,6567.6,5660.995613346517
415.0,2232.0,5.0,29.0,29.0,696.0,572.0,4885.92,4146.353253612935
428.0,226.0,5.0,908.0,908.0,9160.0,9160.0,46773.69650793648,42631.81250378367
429.0,228.0,5.0,25.0,25.0,1000.0,1000.0,8000.0,5775.063260982453
435.0,245.0,5.0,2.0,2.0,32.0,32.0,220.0279365079364,815.2894782523508
446.0,275.0,5.0,336.0,336.0,8064.0,8064.0,37578.24,35899.056391640275
447.0,283.0,5.0,285.0,285.0,4560.0,4560.0,3784.8,6387.802583629906
454.0,298.0,5.0,455.0,485.6666666666667,16968.0,16968.0,44421.44,47232.4087205815
456.0,30.0,5.0,1288.0,1288.0,51520.0,51520.0,90150.0,175508.71582850692
463.0,32.0,5.0,6.0,6.0,240.0,240.0,420.0,-2178.8215326381032
469.0,354.0,5.0,507.0,485.6666666666667,19384.0,19384.0,80167.52,83631.57638367888
487.0,43.0,5.0,17.0,17.0,680.0,680.0,512.0,3074.126115093648
495.0,468.0,5.0,32.0,32.0,1280.0,1280.0,3979.6,5262.548613796651
510.0,499.0,5.0,1455.0,1455.0,51728.0,51728.0,519495.3155555556,531494.5343099523
532.0,606.0,5.0,102.0,102.0,2736.0,2736.0,14440.782222222218,16035.87817771238
535.0,610.0,5.0,168.0,168.0,3568.0,3568.0,24533.114920634904,22784.65385522944
538.0,627.0,5.0,3.0,3.0,104.0,104.0,305.0209523809523,834.5396913985605
541.0,634.0,5.0,2.0,2.0,32.0,37.333333333333336,223.68,305.61960471671773
553.0,657.0,5.0,1162.0,1162.0,16760.0,16760.0,164898.96,170459.97527751204
569.0,763.0,5.0,226.0,226.0,5424.0,5424.0,81468.48000000001,73996.94849931699
571.0,77.0,5.0,459.0,459.0,18360.0,18360.0,93444.8,91290.26304492232
583.0,825.0,5.0,14.0,14.0,224.0,224.0,1540.1955555555546,1878.530475566804
595.0,92.0,5.0,10.0,10.0,400.0,380.0,934.0,1161.5660755733843
607.0,950.0,5.0,170.0,170.0,5840.0,5840.0,40155.09841269839,41427.22414502007
611.0,967.0,5.0,101.0,101.0,2840.0,2840.0,15711.2,16790.03312338394
