"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_cursos","prediction(total_cursos)"
"procesos industriales","online","guayaquil","guayas",453.0,32.0,1389.0,384.0,0.0,0.0,12.0,0.0,2021.0,23.0,20.19540837168381
"educación y capacitación","online","guayaquil","guayas",455.0,8.0,1389.0,96.0,0.0,0.0,12.0,0.0,2021.0,23.0,19.961311248093125
"educación y capacitación","presencial","guayaquil","guayas",456.0,8.0,1389.0,96.0,0.0,0.0,12.0,0.0,2021.0,23.0,20.239861619126373
"mecánica automotriz","presencial","cayambe","pichincha",460.0,31.0,178.0,6200.0,0.0,0.0,200.0,0.0,2021.0,10.0,6.560614732280101
"alimentación gastronomía y turismo","presencial","quito","pichincha",461.0,9.0,324.0,1080.0,0.0,0.0,120.0,0.0,2021.0,8.0,8.661994942318643
"electricidad y electrónica","presencial","quito","pichincha",464.0,17.0,324.0,2040.0,0.0,0.0,120.0,0.0,2021.0,8.0,8.51558539299208
"alimentación gastronomía y turismo","presencial","quito","pichincha",465.0,71.0,324.0,8520.0,0.0,0.0,120.0,0.0,2021.0,8.0,7.519202627494224
"alimentación gastronomía y turismo","presencial","quito","pichincha",470.0,28.0,202.0,3360.0,0.0,0.0,120.0,0.0,2018.0,12.0,8.312351919230537
"tecnologías de la información y comunicación","presencial","quito","pichincha",472.0,3.0,202.0,360.0,3481.2000000000003,0.0,120.0,1160.4,2018.0,12.0,12.158915113683179
"educación y capacitación","presencial","quito","pichincha",476.0,241.0,352.0,28920.0,0.0,0.0,120.0,0.0,2021.0,11.0,4.617131221402701
"procesos industriales","presencial","quito","pichincha",479.0,28.0,349.0,224.0,0.0,0.0,8.0,0.0,2021.0,6.0,9.436714946810753
"procesos industriales","presencial","quito","pichincha",480.0,128.0,349.0,1024.0,0.0,0.0,8.0,0.0,2021.0,6.0,8.556447177867767
"procesos industriales","presencial","quito","pichincha",482.0,59.0,349.0,472.0,0.0,0.0,8.0,0.0,2021.0,6.0,9.164966392843212
"procesos industriales","presencial","quito","pichincha",483.0,30.0,349.0,360.0,0.0,0.0,12.0,0.0,2021.0,6.0,9.403685946232486
"procesos industriales","presencial","quito","pichincha",485.0,48.0,149.0,384.0,0.0,0.0,8.0,0.0,2018.0,8.0,8.541345484098883
"procesos industriales","presencial","quito","pichincha",486.0,5.0,149.0,60.0,0.0,0.0,12.0,0.0,2018.0,8.0,8.91197982409301
"administración y legislación","presencial","quito","pichincha",494.0,5.0,9.0,120.0,0.0,0.0,24.0,0.0,2021.0,3.0,6.04950318000715
"procesos industriales","online","latacunga","cotopaxi",498.0,206.0,1256.0,2060.0,0.0,0.0,10.0,0.0,2021.0,15.0,15.908852626056841
"procesos industriales","presencial","latacunga","cotopaxi",499.0,243.0,1256.0,4860.0,0.0,0.0,20.0,0.0,2021.0,15.0,15.628846175256058
"procesos industriales","presencial","latacunga","cotopaxi",509.0,52.0,1256.0,780.0,0.0,0.0,15.0,0.0,2021.0,15.0,17.54356861223107
"procesos industriales","presencial","latacunga","cotopaxi",515.0,6.0,1256.0,60.0,0.0,0.0,10.0,0.0,2021.0,15.0,17.990002706556652
"procesos industriales","online","latacunga","cotopaxi",516.0,6.0,1256.0,60.0,0.0,0.0,10.0,0.0,2021.0,15.0,17.712295796047442
"procesos industriales","presencial","latacunga","cotopaxi",519.0,63.0,1256.0,945.0,0.0,0.0,15.0,0.0,2021.0,15.0,17.4442740122671
"procesos industriales","online","latacunga","cotopaxi",520.0,63.0,1256.0,945.0,0.0,0.0,15.0,0.0,2021.0,15.0,17.16656710175789
"procesos industriales","presencial","latacunga","cotopaxi",521.0,14.0,44.0,560.0,0.0,0.0,40.0,0.0,2019.0,3.0,7.408828704082225
"tecnologías de la información y comunicación","presencial","riobamba","chimborazo",523.0,5.0,13.0,200.0,1334.0,0.0,40.0,266.8,2021.0,2.0,18.884238529499612
"artes y artesanía","presencial","pastaza","pastaza",525.0,5.0,16.0,1800.0,0.0,0.0,360.0,0.0,2021.0,2.0,5.414461529433424
"artes y artesanía","presencial","pastaza","pastaza",526.0,11.0,16.0,1100.0,0.0,0.0,100.0,0.0,2021.0,2.0,5.865920982865077
"educación y capacitación","presencial","quito","pichincha",529.0,3.0,3.0,720.0,0.0,0.0,240.0,0.0,2021.0,1.0,5.5816823579915535
"administración y legislación","presencial","quito","pichincha",530.0,32.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,10.0,8.978013068888231
"administración y legislación","online","quito","pichincha",531.0,32.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,10.0,8.700306158379021
"educación y capacitación","presencial","quito","pichincha",532.0,8.0,351.0,2240.0,0.0,0.0,280.0,0.0,2021.0,10.0,8.551833691846014
"administración y legislación","presencial","quito","pichincha",534.0,127.0,351.0,2540.0,0.0,0.0,20.0,0.0,2021.0,10.0,8.027005246948534
"administración y legislación","online","quito","pichincha",535.0,127.0,351.0,2540.0,0.0,0.0,20.0,0.0,2021.0,10.0,7.749298336439324
"procesos industriales","presencial","quito","pichincha",536.0,14.0,351.0,280.0,0.0,0.0,20.0,0.0,2021.0,10.0,9.567727961057699
"finanzas comercio y ventas","online","quito","pichincha",541.0,32.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,10.0,8.704523460999098
"tecnologías de la información y comunicación","online","cayambe","pichincha",543.0,51.0,121.0,2040.0,30090.0,0.0,40.0,590.0,2021.0,3.0,10.877008486670775
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",548.0,25.0,33.0,750.0,7252.500000000001,0.2033677702757667,30.0,290.1,2021.0,2.0,11.140615541611396
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",549.0,8.0,33.0,240.0,3540.0,0.0650776864882453,30.0,442.5,2021.0,2.0,11.149938097221707
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",550.0,41.0,107.0,1230.0,11894.1,0.3335231432522574,30.0,290.1,2018.0,4.0,12.99043866704767
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",553.0,33.0,107.0,990.0,6603.3,0.268445456764012,30.0,200.1,2018.0,4.0,12.83152750950353
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",554.0,44.0,397.0,1320.0,12764.4,0.3579272756853494,30.0,290.1,2019.0,7.0,15.299942171472594
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",555.0,6.0,397.0,180.0,2655.0,0.048808264866184,30.0,442.5,2019.0,7.0,15.236268489413874
"administración y legislación","online","quito","pichincha",570.0,32.0,1118.0,512.0,0.0,0.5149662053427744,16.0,0.0,2021.0,19.0,15.790609340267906
"procesos industriales","presencial","quito","pichincha",572.0,92.0,1118.0,1104.0,0.0,1.4805278403604765,12.0,0.0,2021.0,19.0,15.972091345558056
"administración y legislación","presencial","quito","pichincha",574.0,55.0,1118.0,440.0,0.0,0.8850981654328934,8.0,0.0,2021.0,19.0,15.905741554762358
"administración y legislación","online","quito","pichincha",581.0,20.0,1118.0,320.0,0.0,0.3218538783392339,16.0,0.0,2021.0,19.0,15.908008785693255
"administración y legislación","online","quito","pichincha",583.0,88.0,1118.0,704.0,0.0,1.4161570646926296,8.0,0.0,2021.0,19.0,15.344069549585697
"procesos industriales","presencial","quito","pichincha",584.0,4.0,1118.0,48.0,0.0,0.0643707756678468,12.0,0.0,2021.0,19.0,16.773725537045493
"procesos industriales","presencial","quito","pichincha",588.0,57.0,1118.0,684.0,0.0,0.9172835532668168,12.0,0.0,2021.0,19.0,16.29565800693217
"finanzas comercio y ventas","online","quito","pichincha",598.0,102.0,680.0,4080.0,0.0,1.641454779530093,40.0,0.0,2019.0,11.0,11.603337463846287
"procesos industriales","presencial","quito","pichincha",599.0,14.0,680.0,168.0,0.0,0.2252977148374637,12.0,0.0,2019.0,11.0,13.399756798527733
"procesos industriales","presencial","quito","pichincha",602.0,51.0,680.0,918.0,0.0,0.8207273897650467,18.0,0.0,2019.0,11.0,13.029586869652917
"educación y capacitación","presencial","quito","pichincha",603.0,16.0,16.0,128.0,0.0,0.0,8.0,0.0,2021.0,1.0,6.070318606493629
"alimentación gastronomía y turismo","presencial","ambato","tungurahua",605.0,34.0,354.0,2312.0,0.0,0.0,68.0,0.0,2021.0,12.0,8.778052244345645
"administración y legislación","online","quito","pichincha",612.0,50.0,104.0,1000.0,0.0,0.0,20.0,0.0,2021.0,4.0,6.262540793305334
"actividades de atención de la salud humana y de asistencia social","desconocida","loja","loja",613.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,2021.0,3.0,6.283461307998095
"educación y capacitación","presencial","quito","pichincha",617.0,69.0,69.0,4140.0,0.0,0.0,60.0,0.0,2018.0,1.0,6.822895477709267
"educación y capacitación","presencial","quito","pichincha",618.0,4.0,57.0,240.0,0.0,0.0,60.0,0.0,2019.0,2.0,7.202453183690068
"servicios socioculturales y a la comunidad","online","quito","pichincha",625.0,11.0,109.0,1760.0,0.0,0.0,160.0,0.0,2021.0,9.0,6.328589657643761
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",626.0,1.0,109.0,160.0,0.0,0.0,160.0,0.0,2021.0,9.0,6.8262064806820035
"procesos industriales","presencial","quito","pichincha",627.0,17.0,1373.0,510.0,0.0,0.0,30.0,0.0,2021.0,20.0,18.966440505887476
"procesos industriales","presencial","quito","pichincha",628.0,28.0,1373.0,336.0,0.0,0.0,12.0,0.0,2021.0,20.0,18.92298722995588
"procesos industriales","presencial","quito","pichincha",630.0,480.0,1373.0,8640.0,0.0,0.0,18.0,0.0,2021.0,20.0,14.528949943848488
"procesos industriales","presencial","quito","pichincha",633.0,51.0,1373.0,612.0,0.0,0.0,12.0,0.0,2021.0,20.0,18.714608500269946
"procesos industriales","presencial","quito","pichincha",634.0,1.0,1373.0,36.0,0.0,0.0,36.0,0.0,2021.0,20.0,19.129981770457675
"procesos industriales","presencial","quito","pichincha",635.0,429.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,20.0,15.256137612251564
"procesos industriales","online","quito","pichincha",636.0,429.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,20.0,14.978430701742354
"procesos industriales","presencial","quito","pichincha",638.0,111.0,1373.0,1332.0,0.0,0.0,12.0,0.0,2021.0,20.0,18.16761963593831
"procesos industriales","presencial","quito","pichincha",640.0,19.0,1373.0,228.0,0.0,0.0,12.0,0.0,2021.0,20.0,19.010412620446232
"procesos industriales","online","quito","pichincha",643.0,84.0,238.0,1512.0,0.0,0.0,18.0,0.0,2019.0,9.0,8.369977487372466
"procesos industriales","online","quito","pichincha",644.0,84.0,238.0,672.0,0.0,0.0,8.0,0.0,2019.0,9.0,8.459693133006795
"educación y capacitación","online","milagro","guayas",654.0,66.0,239.0,7920.0,0.0,0.0,120.0,0.0,2021.0,7.0,6.602753624996012
"educación y capacitación","presencial","milagro","guayas",655.0,41.0,239.0,4920.0,0.0,0.0,120.0,0.0,2021.0,7.0,7.3427875588811276
"educación y capacitación","presencial","milagro","guayas",662.0,26.0,91.0,6240.0,0.0,0.0,240.0,0.0,2019.0,3.0,6.534552717763063
"educación y capacitación","online","milagro","guayas",663.0,26.0,91.0,6240.0,0.0,0.0,240.0,0.0,2019.0,3.0,6.256845807253853
"administración y legislación","online","guayaquil","guayas",664.0,16.0,621.0,512.0,0.0,0.0,32.0,0.0,2021.0,12.0,12.861718004410932
"administración y legislación","online","guayaquil","guayas",666.0,113.0,621.0,3616.0,0.0,0.0,32.0,0.0,2021.0,12.0,11.807659634355446
"administración y legislación","online","guayaquil","guayas",673.0,36.0,47.0,1152.0,0.0,0.0,32.0,0.0,2018.0,4.0,8.47848942807127
"administración y legislación","online","guayaquil","guayas",675.0,170.0,336.0,5440.0,0.0,0.0,32.0,0.0,2019.0,14.0,9.312235366953928
"administración y legislación","online","guayaquil","guayas",676.0,3.0,336.0,114.0,0.0,0.0,38.0,0.0,2019.0,14.0,11.117136668486182
"administración y legislación","online","guayaquil","guayas",678.0,27.0,336.0,648.0,0.0,0.0,24.0,0.0,2019.0,14.0,10.900800993771895
"educación y capacitación","presencial","quito","pichincha",681.0,3.0,3.0,288.0,0.0,0.0,96.0,0.0,2021.0,1.0,5.926384275812893
"alimentación gastronomía y turismo","presencial","portoviejo","manabi",682.0,6.0,6.0,60.0,0.0,0.0,10.0,0.0,2021.0,1.0,6.121846969195985
"administración y legislación","online","guayaquil","guayas",684.0,52.0,1280.0,2080.0,0.0,0.0971962616822429,40.0,0.0,2021.0,38.0,18.504930027121077
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",688.0,14.0,1280.0,280.0,4130.0,0.0261682242990654,20.0,295.0,2021.0,38.0,22.69602665429204
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",689.0,22.0,1280.0,440.0,6490.0,0.0411214953271028,20.0,295.0,2021.0,38.0,22.72727326318011
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",691.0,69.0,1280.0,2760.0,28980.0,0.1289719626168224,40.0,420.0,2021.0,38.0,23.15652255194709
"tecnologías de la información y comunicación","online","guayaquil","guayas",695.0,33.0,1280.0,660.0,2640.0,0.0616822429906542,20.0,80.0,2021.0,38.0,22.16498058630259
"construcción e infraestructura","online","guayaquil","guayas",697.0,37.0,1280.0,740.0,0.0,0.0691588785046729,20.0,0.0,2021.0,38.0,25.65919183656547
"construcción e infraestructura","presencial","guayaquil","guayas",698.0,41.0,1280.0,820.0,0.0,0.0766355140186915,20.0,0.0,2021.0,38.0,25.89842416369379
"construcción e infraestructura","online","guayaquil","guayas",703.0,8.0,1280.0,160.0,0.0,0.0149532710280373,20.0,0.0,2021.0,38.0,25.946778036447995
"administración y legislación","presencial","guayaquil","guayas",704.0,231.0,1280.0,9240.0,0.0,0.4317757009345794,40.0,0.0,2021.0,38.0,16.72347721795211
"construcción e infraestructura","online","guayaquil","guayas",711.0,10.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,38.0,25.930492856591627
"electricidad y electrónica","online","guayaquil","guayas",713.0,9.0,1280.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,38.0,19.01394618445522
"finanzas comercio y ventas","online","guayaquil","guayas",718.0,6.0,1280.0,96.0,0.0,0.011214953271028,16.0,0.0,2021.0,38.0,19.103685953891954
"tecnologías de la información y comunicación","online","guayaquil","guayas",720.0,8.0,1280.0,160.0,640.0,0.0149532710280373,20.0,80.0,2021.0,38.0,22.328498086380478
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",721.0,28.0,1280.0,840.0,11415.6,0.0523364485981308,30.0,407.7,2021.0,38.0,22.869217911790884
"tecnologías de la información y comunicación","online","guayaquil","guayas",724.0,35.0,1280.0,1400.0,8526.0,0.0654205607476635,40.0,243.6,2021.0,38.0,22.336425898394964
"tecnologías de la información y comunicación","online","guayaquil","guayas",726.0,22.0,1280.0,440.0,7972.799999999999,0.0411214953271028,20.0,362.4,2021.0,38.0,22.533523523896065
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",727.0,116.0,1280.0,2320.0,34220.0,0.216822429906542,20.0,295.0,2021.0,38.0,23.10549133699317
"administración y legislación","presencial","guayaquil","guayas",729.0,13.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,38.0,19.3200601625922
"administración y legislación","online","guayaquil","guayas",730.0,13.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,38.0,19.04235325208299
"construcción e infraestructura","presencial","guayaquil","guayas",733.0,10.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,38.0,26.217899563126934
"construcción e infraestructura","online","guayaquil","guayas",734.0,10.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,38.0,25.940192652617725
"tecnologías de la información y comunicación","online","guayaquil","guayas",737.0,24.0,1280.0,480.0,4641.6,0.0448598130841121,20.0,193.4,2021.0,38.0,22.36399659779545
"tecnologías de la información y comunicación","online","guayaquil","guayas",739.0,108.0,1280.0,2160.0,8640.0,0.2018691588785046,20.0,80.0,2021.0,38.0,21.724613987247608
"tecnologías de la información y comunicación","online","guayaquil","guayas",742.0,2.0,1280.0,40.0,160.0,0.0037383177570093,20.0,80.0,2021.0,38.0,22.3744899705913
"tecnologías de la información y comunicación","online","guayaquil","guayas",743.0,30.0,1280.0,600.0,2400.0,0.0560747663551401,20.0,80.0,2021.0,38.0,22.203580548102195
"administración y legislación","presencial","guayaquil","guayas",746.0,106.0,318.0,4240.0,0.0,0.1981308411214953,40.0,0.0,2019.0,8.0,10.06501341286662
"construcción e infraestructura","presencial","guayaquil","guayas",752.0,12.0,318.0,480.0,0.0,0.022429906542056,40.0,0.0,2019.0,8.0,18.031446716099595
"tecnologías de la información y comunicación","online","guayaquil","guayas",753.0,76.0,318.0,3040.0,6840.0,0.1420560747663551,40.0,90.0,2019.0,8.0,13.67645499834589
"tecnologías de la información y comunicación","online","quito","pichincha",756.0,8.0,50.0,320.0,3865.6,0.0,40.0,483.2,2021.0,5.0,9.593266108302714
"educación y capacitación","presencial","quito","pichincha",757.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,5.0,6.477702337089909
"educación y capacitación","semipresencial","quito","pichincha",758.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,5.0,6.199995426580699
"tecnologías de la información y comunicación","online","quito","pichincha",760.0,6.0,50.0,240.0,2320.8,0.0,40.0,386.8,2021.0,5.0,9.54643195238316
"tecnologías de la información y comunicación","semipresencial","quito","pichincha",764.0,10.0,86.0,400.0,4832.0,0.0,40.0,483.2,2019.0,5.0,10.698175574506195
"tecnologías de la información y comunicación","online","quito","pichincha",765.0,10.0,86.0,400.0,4832.0,0.0,40.0,483.2,2019.0,5.0,10.698597304768214
"tecnologías de la información y comunicación","online","quito","pichincha",766.0,12.0,86.0,480.0,4641.6,0.0,40.0,386.8,2019.0,5.0,10.667058472608232
"tecnologías de la información y comunicación","online","quito","pichincha",767.0,12.0,86.0,1440.0,13924.8,0.0,120.0,1160.4,2019.0,5.0,10.880111671661552
"administración y legislación","semipresencial","quito","pichincha",770.0,46.0,86.0,1840.0,0.0,0.0,40.0,0.0,2019.0,5.0,6.837486759163312
"procesos industriales","presencial","riobamba","chimborazo",772.0,1.0,2.0,18.0,0.0,0.0,18.0,0.0,2021.0,2.0,16.116372265568998
"procesos industriales","presencial","riobamba","chimborazo",774.0,21.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,54.0,33.49912630810104
"procesos industriales","online","riobamba","chimborazo",775.0,21.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,54.0,33.22141939759183
"procesos industriales","presencial","riobamba","chimborazo",776.0,21.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,54.0,33.49996976862508
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",777.0,2.0,1783.0,60.0,0.0,0.0,30.0,0.0,2018.0,54.0,33.19891268266201
"educación y capacitación","online","riobamba","chimborazo",780.0,12.0,1783.0,1440.0,0.0,0.0,120.0,0.0,2018.0,54.0,32.54309488287481
"procesos industriales","presencial","riobamba","chimborazo",781.0,32.0,1783.0,256.0,0.0,0.0,8.0,0.0,2018.0,54.0,33.4052025750226
"procesos industriales","presencial","riobamba","chimborazo",786.0,192.0,1783.0,1536.0,0.0,0.0,8.0,0.0,2018.0,54.0,31.998208027604505
"procesos industriales","online","riobamba","chimborazo",787.0,192.0,1783.0,1536.0,0.0,0.0,8.0,0.0,2018.0,54.0,31.720501117095296
"procesos industriales","presencial","riobamba","chimborazo",790.0,10.0,1783.0,80.0,0.0,0.0,8.0,0.0,2018.0,54.0,33.60274983720569
"procesos industriales","presencial","riobamba","chimborazo",792.0,10.0,1783.0,240.0,0.0,0.0,24.0,0.0,2018.0,54.0,33.562763192652596
"procesos industriales","presencial","riobamba","chimborazo",793.0,155.0,1271.0,2790.0,0.0,0.0,18.0,0.0,2019.0,27.0,27.08262207644691
"educación y capacitación","presencial","riobamba","chimborazo",797.0,25.0,1271.0,3000.0,0.0,0.0,120.0,0.0,2019.0,27.0,27.494511845776287
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",799.0,20.0,1271.0,160.0,0.0,0.0,8.0,0.0,2019.0,27.0,27.996730261589164
"procesos industriales","online","riobamba","chimborazo",800.0,20.0,1271.0,160.0,0.0,0.0,8.0,0.0,2019.0,27.0,28.146859909493173
"procesos industriales","online","riobamba","chimborazo",802.0,43.0,1271.0,344.0,0.0,0.0,8.0,0.0,2019.0,27.0,27.9451447852
"procesos industriales","online","riobamba","chimborazo",810.0,9.0,1271.0,72.0,0.0,0.0,8.0,0.0,2019.0,27.0,28.24795305702571
"educación y capacitación","presencial","riobamba","chimborazo",811.0,14.0,1271.0,420.0,0.0,0.0,30.0,0.0,2019.0,27.0,27.964163902336168
"procesos industriales","presencial","riobamba","chimborazo",815.0,1.0,2.0,18.0,0.0,0.0,18.0,0.0,2020.0,2.0,16.50849273387064
"procesos industriales","presencial","riobamba","chimborazo",816.0,199.0,2842.0,3582.0,0.0,0.0,18.0,0.0,2022.0,39.0,40.027361705453586
"procesos industriales","presencial","riobamba","chimborazo",817.0,134.0,2842.0,1072.0,0.0,0.0,8.0,0.0,2022.0,39.0,40.788635477806224
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",820.0,50.0,2842.0,2000.0,0.0,0.0,40.0,0.0,2022.0,39.0,40.90986939339098
"educación y capacitación","online","riobamba","chimborazo",822.0,161.0,2842.0,19320.0,0.0,0.0,120.0,0.0,2022.0,39.0,38.076919421822936
"procesos industriales","online","riobamba","chimborazo",824.0,30.0,2842.0,240.0,0.0,0.0,8.0,0.0,2022.0,39.0,41.42937602804227
"procesos industriales","presencial","riobamba","chimborazo",825.0,277.0,2842.0,2216.0,0.0,0.0,8.0,0.0,2022.0,39.0,39.53262333603902
"procesos industriales","presencial","riobamba","chimborazo",829.0,133.0,2842.0,1064.0,0.0,0.0,8.0,0.0,2022.0,39.0,40.8025031359424
"procesos industriales","presencial","riobamba","chimborazo",830.0,133.0,2842.0,2128.0,0.0,0.0,16.0,0.0,2022.0,39.0,40.69770616757944
"procesos industriales","presencial","riobamba","chimborazo",832.0,39.0,2842.0,312.0,0.0,0.0,8.0,0.0,2022.0,39.0,41.63161645598109
"procesos industriales","presencial","riobamba","chimborazo",836.0,482.0,2842.0,7712.0,0.0,0.0,16.0,0.0,2022.0,39.0,37.38600846941256
"administración y legislación","presencial","riobamba","chimborazo",838.0,1.0,2842.0,30.0,0.0,0.0,30.0,0.0,2022.0,39.0,41.50189504265461
"educación y capacitación","presencial","riobamba","chimborazo",842.0,6.0,2842.0,240.0,0.0,0.0,40.0,0.0,2022.0,39.0,41.40125286140983
"procesos industriales","presencial","riobamba","chimborazo",845.0,28.0,2842.0,224.0,0.0,0.0,8.0,0.0,2022.0,39.0,41.7339747942998
"procesos industriales","presencial","riobamba","chimborazo",846.0,28.0,2842.0,448.0,0.0,0.0,16.0,0.0,2022.0,39.0,41.70157118235204
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",847.0,119.0,2842.0,4760.0,0.0,0.0,40.0,0.0,2022.0,39.0,40.12328924772237
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",850.0,26.0,2842.0,208.0,0.0,0.0,8.0,0.0,2022.0,39.0,41.325860677180685
"procesos industriales","presencial","riobamba","chimborazo",856.0,9.0,2842.0,108.0,0.0,0.0,12.0,0.0,2022.0,39.0,41.89608203603018
"procesos industriales","presencial","riobamba","chimborazo",858.0,327.0,2842.0,5232.0,0.0,0.0,16.0,0.0,2022.0,39.0,38.86722164222408
"administración y legislación","presencial","ibarra","imbabura",866.0,33.0,216.0,660.0,0.0,0.0,20.0,0.0,2021.0,3.0,7.847570660699375
"administración y legislación","presencial","ibarra","imbabura",867.0,148.0,216.0,59200.0,0.0,0.0,400.0,0.0,2021.0,3.0,1.2271387066929265
"administración y legislación","presencial","ibarra","imbabura",868.0,35.0,216.0,7000.0,0.0,0.0,200.0,0.0,2021.0,3.0,6.981571715285213
"educación y capacitación","presencial","quito","pichincha",870.0,97.0,223.0,16490.0,0.0,0.0,170.0,0.0,2021.0,2.0,5.749750527264382
"administración y legislación","presencial","quito","pichincha",871.0,36.0,77.0,6120.0,0.0,0.0,170.0,0.0,2019.0,2.0,6.567848440503667
"educación y capacitación","presencial","quito","pichincha",872.0,41.0,77.0,6970.0,0.0,0.0,170.0,0.0,2019.0,2.0,6.427684784447024
"artes y artesanía","presencial","quito","pichincha",873.0,284.0,2940.0,22720.0,0.0,0.0,80.0,0.0,2021.0,25.0,28.921924321453275
"artes y artesanía","presencial","quito","pichincha",880.0,1.0,17.0,360.0,0.0,0.0,360.0,0.0,2021.0,5.0,5.729967007704204
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",881.0,1.0,17.0,360.0,0.0,0.0,360.0,0.0,2021.0,5.0,5.730388737966223
"administración y legislación","presencial","guayaquil","guayas",883.0,20.0,161.0,480.0,0.0,0.0,24.0,0.0,2021.0,5.0,8.975457789294637
"administración y legislación","online","guayaquil","guayas",884.0,20.0,161.0,480.0,0.0,0.0,24.0,0.0,2021.0,5.0,8.697750878785428
"finanzas comercio y ventas","presencial","quito","pichincha",890.0,6.0,190.0,48.0,0.0,0.0,8.0,0.0,2021.0,11.0,7.91020370019578
"transporte y logística","presencial","quito","pichincha",892.0,24.0,190.0,312.0,0.0,0.0,13.0,0.0,2021.0,11.0,7.517980955750772
"administración y legislación","presencial","quito","pichincha",894.0,23.0,190.0,368.0,0.0,0.0,16.0,0.0,2021.0,11.0,7.732795366855612
"administración y legislación","presencial","quito","pichincha",896.0,8.0,116.0,96.0,0.0,0.0,12.0,0.0,2019.0,12.0,7.951397906269335
"transporte y logística","presencial","quito","pichincha",897.0,8.0,116.0,104.0,0.0,0.0,13.0,0.0,2019.0,12.0,7.733690212524152
"procesos industriales","presencial","guayaquil","guayas",900.0,19.0,385.0,418.0,0.0,0.0,22.0,0.0,2021.0,10.0,11.492271190586962
"electricidad y electrónica","presencial","guayaquil","guayas",902.0,9.0,385.0,180.0,0.0,0.0,20.0,0.0,2021.0,10.0,11.170344000021146
"electricidad y electrónica","presencial","guayaquil","guayas",903.0,7.0,385.0,140.0,0.0,0.0,20.0,0.0,2021.0,10.0,11.19044790187911
"procesos industriales","presencial","guayaquil","guayas",904.0,21.0,385.0,462.0,0.0,0.0,22.0,0.0,2021.0,10.0,11.473931209770399
"procesos industriales","presencial","guayaquil","guayas",905.0,230.0,385.0,2760.0,0.0,0.0,12.0,0.0,2021.0,10.0,9.596662158608297
"mecánica industrial y minería","presencial","guayaquil","guayas",907.0,45.0,385.0,900.0,0.0,0.0,20.0,0.0,2021.0,10.0,10.818173562603874
"procesos industriales","presencial","guayaquil","guayas",908.0,1.0,385.0,12.0,0.0,0.0,12.0,0.0,2021.0,10.0,11.69364953409331
"procesos industriales","presencial","guayaquil","guayas",913.0,5.0,840.0,40.0,0.0,0.0,8.0,0.0,2018.0,17.0,16.98405709151689
"procesos industriales","presencial","guayaquil","guayas",915.0,10.0,840.0,120.0,0.0,0.0,12.0,0.0,2018.0,17.0,16.930658550811245
"procesos industriales","presencial","guayaquil","guayas",916.0,21.0,840.0,252.0,0.0,0.0,12.0,0.0,2018.0,17.0,16.830412403205628
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",917.0,6.0,840.0,96.0,307.999999968,0.0,16.0,51.333333328,2018.0,17.0,19.768500901754578
"procesos industriales","presencial","guayaquil","guayas",919.0,79.0,840.0,632.0,0.0,0.0,8.0,0.0,2018.0,17.0,16.33487724367717
"mecánica industrial y minería","presencial","guayaquil","guayas",920.0,16.0,840.0,320.0,0.0,0.0,20.0,0.0,2018.0,17.0,16.42546907638166
