"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","volumen_capacitados","confidence(range2)","confidence(range1)","prediction(volumen_capacitados)","cost"
"procesos industriales","presencial","quito","pichincha",383.0,355.0,17.0,8520.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.8135467035506486,0.18645329644935127,"range2",0.6270934071012974
"procesos industriales","online","quito","pichincha",384.0,355.0,17.0,8520.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.8135467035506486,0.18645329644935127,"range2",0.6270934071012974
"procesos industriales","presencial","quito","pichincha",386.0,23.0,13.0,552.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"MISSING","desconocida","guayaquil","guayas",395.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",398.0,50.0,6.0,500.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",400.0,2.0,6.0,20.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",401.0,10.0,6.0,200.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","latacunga","cotopaxi",404.0,216.0,24.0,43200.0,0.0,0.0,200.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","online","latacunga","cotopaxi",408.0,58.0,24.0,2320.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","presencial","latacunga","cotopaxi",409.0,86.0,24.0,12900.0,0.0,0.0,150.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","guayaquil","guayas",414.0,85.0,20.0,850.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"transporte y logística","presencial","guayaquil","guayas",416.0,33.0,20.0,1254.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"transporte y logística","online","guayaquil","guayas",417.0,33.0,20.0,1254.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"transporte y logística","online","guayaquil","guayas",418.0,3.0,20.0,120.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"transporte y logística","presencial","guayaquil","guayas",419.0,8.0,20.0,320.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"transporte y logística","presencial","guayaquil","guayas",420.0,80.0,20.0,2080.0,0.0,0.0,26.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"educación y capacitación","semipresencial","rumiñahui","pichincha",423.0,48.0,4.0,1920.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",433.0,10.0,23.0,120.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",436.0,58.0,23.0,696.0,7308.0,0.0,12.0,126.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","online","guayaquil","guayas",437.0,58.0,23.0,696.0,7308.0,0.0,12.0,126.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",438.0,37.0,23.0,444.0,6549.0,0.0,12.0,177.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","online","guayaquil","guayas",439.0,37.0,23.0,444.0,6549.0,0.0,12.0,177.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","online","guayaquil","guayas",440.0,19.0,23.0,228.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","presencial","guayaquil","guayas",441.0,145.0,23.0,1740.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","online","guayaquil","guayas",442.0,145.0,23.0,1740.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","guayaquil","guayas",447.0,19.0,23.0,228.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","guayaquil","guayas",449.0,14.0,23.0,168.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","guayaquil","guayas",450.0,14.0,23.0,168.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","online","guayaquil","guayas",454.0,285.0,23.0,3420.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"educación y capacitación","online","guayaquil","guayas",455.0,8.0,23.0,96.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","guayaquil","guayas",458.0,15.0,23.0,180.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"procesos industriales","presencial","cayambe","pichincha",459.0,2.0,10.0,1132.0,0.0,0.0,566.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",462.0,24.0,8.0,2880.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","quito","pichincha",463.0,58.0,8.0,3480.0,0.0,0.0,60.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","quito","pichincha",468.0,11.0,12.0,1320.0,0.0,0.0,120.0,0.0,2018.0,"range1",0.49128558468862993,0.5087144153113701,"range1",0.017428830622740143
"alimentación gastronomía y turismo","presencial","quito","pichincha",470.0,28.0,12.0,3360.0,0.0,0.0,120.0,0.0,2018.0,"range1",0.49128558468862993,0.5087144153113701,"range1",0.017428830622740143
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",474.0,23.0,2.0,2760.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",476.0,241.0,11.0,28920.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.48824439237026834,0.5117556076297317,"range1",0.02351121525946337
"educación y capacitación","presencial","quito","pichincha",477.0,4.0,11.0,320.0,0.0,0.0,80.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",483.0,30.0,6.0,360.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",487.0,36.0,8.0,288.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",488.0,180.0,5.0,1440.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",491.0,34.0,5.0,272.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",492.0,3.0,3.0,72.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","quito","pichincha",493.0,3.0,3.0,72.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",494.0,5.0,3.0,120.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","latacunga","cotopaxi",495.0,3.0,15.0,60.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"administración y legislación","presencial","latacunga","cotopaxi",496.0,3.0,15.0,60.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"procesos industriales","presencial","latacunga","cotopaxi",497.0,206.0,15.0,2060.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.8153127468937461,0.18468725310625386,"range2",0.6306254937874922
"procesos industriales","online","latacunga","cotopaxi",498.0,206.0,15.0,2060.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.8153127468937461,0.18468725310625386,"range2",0.6306254937874922
"procesos industriales","presencial","latacunga","cotopaxi",499.0,243.0,15.0,4860.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.8153127468937461,0.18468725310625386,"range2",0.6306254937874922
"procesos industriales","online","latacunga","cotopaxi",502.0,215.0,15.0,2150.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.8153127468937461,0.18468725310625386,"range2",0.6306254937874922
"procesos industriales","online","latacunga","cotopaxi",504.0,123.0,15.0,1230.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","presencial","latacunga","cotopaxi",505.0,28.0,15.0,280.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"procesos industriales","presencial","latacunga","cotopaxi",506.0,82.0,15.0,3280.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","presencial","latacunga","cotopaxi",513.0,52.0,15.0,520.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","online","latacunga","cotopaxi",514.0,52.0,15.0,520.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","presencial","latacunga","cotopaxi",515.0,6.0,15.0,60.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"procesos industriales","online","latacunga","cotopaxi",516.0,6.0,15.0,60.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"procesos industriales","presencial","latacunga","cotopaxi",517.0,20.0,15.0,300.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.6547096749363678,0.34529032506363216,"range2",0.3094193498727356
"procesos industriales","presencial","latacunga","cotopaxi",519.0,63.0,15.0,945.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","online","latacunga","cotopaxi",520.0,63.0,15.0,945.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.6516684826180063,0.3483315173819938,"range2",0.30333696523601245
"procesos industriales","online","latacunga","cotopaxi",522.0,14.0,3.0,560.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","riobamba","chimborazo",523.0,5.0,2.0,200.0,1334.0,0.0,40.0,266.8,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","riobamba","chimborazo",524.0,8.0,2.0,320.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","pastaza","pastaza",526.0,11.0,2.0,1100.0,0.0,0.0,100.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"artes y artesanía","presencial","pastaza","pastaza",527.0,9.0,1.0,900.0,0.0,0.0,100.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","quito","pichincha",531.0,32.0,10.0,512.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",534.0,127.0,10.0,2540.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",536.0,14.0,10.0,280.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","online","quito","pichincha",537.0,14.0,10.0,280.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",538.0,113.0,10.0,4520.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"finanzas comercio y ventas","online","quito","pichincha",541.0,32.0,10.0,512.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","cayambe","pichincha",542.0,51.0,3.0,2040.0,30090.0,0.0,40.0,590.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","online","cayambe","pichincha",543.0,51.0,3.0,2040.0,30090.0,0.0,40.0,590.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",548.0,25.0,2.0,750.0,7252.500000000001,0.2033677702757667,30.0,290.1,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"comunicación y artes gráficas","presencial","guayaquil","guayas",551.0,24.0,4.0,720.0,0.0,0.195233059464736,30.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",554.0,44.0,7.0,1320.0,12764.4,0.3579272756853494,30.0,290.1,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","online","quito","pichincha",562.0,2.0,3.0,16.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","quito","pichincha",563.0,1.0,3.0,20.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","quito","pichincha",565.0,16.0,3.0,128.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",566.0,120.0,1.0,1920.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","presencial","quito","pichincha",574.0,55.0,19.0,440.0,0.0,0.8850981654328934,8.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"finanzas comercio y ventas","presencial","quito","pichincha",576.0,215.0,19.0,8600.0,0.0,3.459929192146766,40.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",584.0,4.0,19.0,48.0,0.0,0.0643707756678468,12.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",586.0,4.0,19.0,72.0,0.0,0.0643707756678468,18.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",587.0,46.0,19.0,828.0,0.0,0.7402639201802382,18.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",588.0,57.0,19.0,684.0,0.0,0.9172835532668168,12.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",590.0,160.0,19.0,1920.0,0.0,2.574831026713872,12.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"tecnologías de la información y comunicación","presencial","quito","pichincha",591.0,10.0,19.0,160.0,2200.0,0.1609269391696169,16.0,220.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"finanzas comercio y ventas","online","quito","pichincha",594.0,78.0,9.0,3120.0,0.0,1.2552301255230125,40.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",596.0,25.0,11.0,300.0,0.0,0.4023173479240425,12.0,0.0,2019.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",599.0,14.0,11.0,168.0,0.0,0.2252977148374637,12.0,0.0,2019.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"tecnologías de la información y comunicación","presencial","quito","pichincha",600.0,25.0,11.0,400.0,5900.0,0.4023173479240425,16.0,236.0,2019.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"finanzas comercio y ventas","presencial","quito","pichincha",601.0,6.0,11.0,48.0,0.0,0.0965561635017702,8.0,0.0,2019.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",603.0,16.0,1.0,128.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",604.0,44.0,2.0,352.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","ambato","tungurahua",607.0,33.0,12.0,660.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","quito","pichincha",609.0,4.0,4.0,160.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"finanzas comercio y ventas","online","quito","pichincha",610.0,19.0,4.0,380.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","quito","pichincha",611.0,31.0,4.0,1240.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","quito","pichincha",612.0,50.0,4.0,1000.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"actividades de atención de la salud humana y de asistencia social","desconocida","loja","loja",613.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",616.0,111.0,1.0,6660.0,0.0,0.0,60.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",617.0,69.0,1.0,4140.0,0.0,0.0,60.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","quito","pichincha",618.0,4.0,2.0,240.0,0.0,0.0,60.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",629.0,105.0,20.0,3150.0,0.0,0.0,30.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",630.0,480.0,20.0,8640.0,0.0,0.0,18.0,0.0,2021.0,"range2",0.8135467035506486,0.18645329644935127,"range2",0.6270934071012974
"procesos industriales","presencial","quito","pichincha",640.0,19.0,20.0,228.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.6545995879223669,0.34540041207763306,"range2",0.3091991758447339
"procesos industriales","presencial","quito","pichincha",646.0,78.0,9.0,936.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","online","quito","pichincha",647.0,78.0,9.0,936.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"procesos industriales","presencial","quito","pichincha",648.0,20.0,9.0,240.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","milagro","guayas",650.0,11.0,7.0,3960.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","milagro","guayas",652.0,21.0,7.0,2520.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","milagro","guayas",653.0,66.0,7.0,7920.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","online","milagro","guayas",654.0,66.0,7.0,7920.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"educación y capacitación","presencial","milagro","guayas",660.0,18.0,3.0,2160.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",664.0,16.0,12.0,512.0,0.0,0.0,32.0,0.0,2021.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",665.0,102.0,12.0,3264.0,0.0,0.0,32.0,0.0,2021.0,"range2",0.48824439237026834,0.5117556076297317,"range1",0.02351121525946337
"administración y legislación","online","guayaquil","guayas",667.0,106.0,12.0,4028.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.48824439237026834,0.5117556076297317,"range1",0.02351121525946337
"administración y legislación","online","guayaquil","guayas",671.0,9.0,12.0,216.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",672.0,37.0,12.0,888.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.48824439237026834,0.5117556076297317,"range1",0.02351121525946337
"administración y legislación","online","guayaquil","guayas",673.0,36.0,4.0,1152.0,0.0,0.0,32.0,0.0,2018.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",676.0,3.0,14.0,114.0,0.0,0.0,38.0,0.0,2019.0,"range1",0.4817979708739757,0.5182020291260243,"range1",0.03640405825204862
"administración y legislación","online","guayaquil","guayas",677.0,4.0,14.0,96.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",679.0,24.0,14.0,768.0,0.0,0.0,32.0,0.0,2019.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"alimentación gastronomía y turismo","presencial","portoviejo","manabi",682.0,6.0,1.0,60.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.32764132041289007,0.6723586795871098,"range1",0.34471735917421975
"administración y legislación","online","guayaquil","guayas",684.0,52.0,38.0,2080.0,0.0,0.0971962616822429,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","online","guayaquil","guayas",685.0,4.0,38.0,80.0,966.4,0.0074766355140186,20.0,241.6,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",686.0,4.0,38.0,80.0,966.4,0.0074766355140186,20.0,241.6,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","online","guayaquil","guayas",690.0,22.0,38.0,440.0,990.0,0.0411214953271028,20.0,45.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",693.0,6.0,38.0,240.0,0.0,0.011214953271028,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",694.0,33.0,38.0,660.0,8969.4,0.0616822429906542,20.0,271.8,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","presencial","guayaquil","guayas",696.0,37.0,38.0,740.0,0.0,0.0691588785046729,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","presencial","guayaquil","guayas",698.0,41.0,38.0,820.0,0.0,0.0766355140186915,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",700.0,9.0,38.0,216.0,0.0,0.016822429906542,24.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","presencial","guayaquil","guayas",702.0,8.0,38.0,160.0,0.0,0.0149532710280373,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",703.0,8.0,38.0,160.0,0.0,0.0149532710280373,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","presencial","guayaquil","guayas",704.0,231.0,38.0,9240.0,0.0,0.4317757009345794,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","online","guayaquil","guayas",705.0,231.0,38.0,9240.0,0.0,0.4317757009345794,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"administración y legislación","presencial","guayaquil","guayas",706.0,17.0,38.0,340.0,0.0,0.0317757009345794,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",709.0,36.0,38.0,864.0,8354.880000000001,0.0672897196261682,24.0,232.08,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"construcción e infraestructura","online","guayaquil","guayas",711.0,10.0,38.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
"electricidad y electrónica","presencial","guayaquil","guayas",712.0,9.0,38.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,"range2",0.818023678170105,0.1819763218298951,"range2",0.6360473563402099
