"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","volumen_capacitados","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_horas","confidence(range2)","confidence(range1)","prediction(total_horas)","cost"
"educación y capacitación","presencial","guayaquil","guayas",374.0,54.0,4.0,110.0,0.0,0.0,80.0,0.0,2021.0,"range2",0.6300886775495839,0.3699113224504161,"range2",0.2601773550991678
"procesos industriales","presencial","quito","pichincha",377.0,73.0,17.0,3031.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5092761817110307,0.4907238182889693,"range2",0.018552363422061402
"procesos industriales","semipresencial","quito","pichincha",378.0,73.0,17.0,3031.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5099169075371164,0.4900830924628836,"range2",0.019833815074232763
"procesos industriales","semipresencial","quito","pichincha",381.0,202.0,17.0,3031.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6515058779326681,0.3484941220673319,"range2",0.30301175586533624
"procesos industriales","semipresencial","quito","pichincha",385.0,355.0,17.0,3031.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.800798783540838,0.19920121645916203,"range2",0.601597567081676
"procesos industriales","presencial","quito","pichincha",386.0,23.0,13.0,648.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.34629907129331056,0.6537009287066894,"range1",0.30740185741337883
"procesos industriales","semipresencial","quito","pichincha",390.0,77.0,13.0,648.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.5047884239191331,0.49521157608086686,"range2",0.00957684783826629
"procesos industriales","online","quito","pichincha",391.0,77.0,13.0,648.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.5045114620657299,0.4954885379342701,"range2",0.00902292413145983
"procesos industriales","presencial","quito","pichincha",392.0,49.0,13.0,648.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.4871368082991016,0.5128631917008984,"range1",0.025726383401796837
"procesos industriales","online","quito","pichincha",393.0,49.0,13.0,648.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.497207630390825,0.5027923696091751,"range1",0.0055847392183500655
"industrias manufactureras","desconocida","guayaquil","guayas",395.0,19.0,2.0,20.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.05857802896991684,0.9414219710300832,"range1",0.8828439420601664
"procesos industriales","presencial","quito","pichincha",397.0,57.0,6.0,236.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.4606412779407198,0.5393587220592801,"range1",0.07871744411856035
"procesos industriales","presencial","quito","pichincha",400.0,2.0,6.0,236.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.18214470260291793,0.817855297397082,"range1",0.635710594794164
"administración y legislación","online","latacunga","cotopaxi",403.0,172.0,24.0,3608.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.6516450151772885,0.3483549848227116,"range2",0.30329003035457686
"administración y legislación","online","latacunga","cotopaxi",404.0,216.0,24.0,3608.0,0.0,0.0,200.0,0.0,2021.0,"range2",0.800801750189625,0.19919824981037504,"range2",0.6016035003792499
"educación y capacitación","online","latacunga","cotopaxi",408.0,58.0,24.0,3608.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.6312842791247464,0.3687157208752536,"range2",0.26256855824949277
"educación y capacitación","presencial","latacunga","cotopaxi",409.0,86.0,24.0,3608.0,0.0,0.0,150.0,0.0,2021.0,"range2",0.6515262632774083,0.3484737367225918,"range2",0.30305252655481646
"educación y capacitación","online","latacunga","cotopaxi",410.0,86.0,24.0,3608.0,0.0,0.0,150.0,0.0,2021.0,"range2",0.6515312743355494,0.3484687256644507,"range2",0.30306254867109866
"transporte y logística","online","guayaquil","guayas",412.0,496.0,20.0,5039.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.8008068954280244,0.1991931045719755,"range2",0.6016137908560489
"administración y legislación","online","guayaquil","guayas",413.0,6.0,20.0,5039.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.49406149323205734,0.5059385067679426,"range1",0.011877013535885272
"educación y capacitación","online","rumiñahui","pichincha",424.0,48.0,4.0,52.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.5028474898348002,0.49715251016519985,"range2",0.005694979669600364
"transporte y logística","online","guayaquil","guayas",428.0,107.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.6356615514736409,0.36433844852635905,"range2",0.27132310294728185
"administración y legislación","online","guayaquil","guayas",433.0,10.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.4685184854576476,0.5314815145423523,"range1",0.06296302908470464
"tecnologías de la información y comunicación","online","guayaquil","guayas",434.0,19.0,23.0,1389.0,731.499999924,0.0,12.0,38.499999996,2021.0,"range1",0.46791567509685045,0.5320843249031495,"range1",0.06416864980629905
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",435.0,19.0,23.0,1389.0,731.499999924,0.0,12.0,38.499999996,2021.0,"range1",0.41702180182826676,0.5829781981717332,"range1",0.16595639634346648
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",436.0,58.0,23.0,1389.0,7308.0,0.0,12.0,126.0,2021.0,"range1",0.5146182303190554,0.4853817696809446,"range2",0.029236460638110806
"tecnologías de la información y comunicación","online","guayaquil","guayas",439.0,37.0,23.0,1389.0,6549.0,0.0,12.0,177.0,2021.0,"range1",0.5016242762032188,0.4983757237967812,"range2",0.0032485524064376214
"administración y legislación","online","guayaquil","guayas",440.0,19.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.49098853115307967,0.5090114688469204,"range1",0.018022937693840724
"procesos industriales","online","guayaquil","guayas",452.0,26.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.46347562912858287,0.5365243708714171,"range1",0.07304874174283427
"procesos industriales","online","guayaquil","guayas",453.0,32.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.4831368050397669,0.516863194960233,"range1",0.033726389920466116
"educación y capacitación","online","guayaquil","guayas",455.0,8.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.4109973345257972,0.5890026654742028,"range1",0.1780053309484056
"procesos industriales","online","guayaquil","guayas",457.0,15.0,23.0,1389.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.38232972979896357,0.6176702702010366,"range1",0.23534054040207303
"MISSING","presencial","cayambe","pichincha",460.0,31.0,10.0,178.0,0.0,0.0,200.0,0.0,2021.0,"range2",0.6513915901417168,0.3486084098582832,"range2",0.3027831802834336
"procesos industriales","presencial","quito","pichincha",462.0,24.0,8.0,324.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.5247360193278673,0.47526398067213277,"range2",0.04947203865573452
"electricidad y electrónica","presencial","quito","pichincha",464.0,17.0,8.0,324.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.5340932533484112,0.4659067466515889,"range2",0.0681865066968223
"alimentación gastronomía y turismo","presencial","quito","pichincha",468.0,11.0,12.0,202.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.5108938624287124,0.48910613757128757,"range2",0.021787724857424806
"procesos industriales","presencial","quito","pichincha",469.0,18.0,12.0,202.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.5056579917518187,0.4943420082481813,"range2",0.011315983503637383
"alimentación gastronomía y turismo","presencial","quito","pichincha",470.0,28.0,12.0,202.0,0.0,0.0,120.0,0.0,2018.0,"range2",0.5695093703123849,0.43049062968761503,"range2",0.13901874062476988
"educación y capacitación","presencial","quito","pichincha",476.0,241.0,11.0,352.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.7839560905449282,0.21604390945507182,"range2",0.5679121810898564
"educación y capacitación","presencial","quito","pichincha",478.0,16.0,11.0,352.0,0.0,0.0,360.0,0.0,2021.0,"range2",0.6513394110095989,0.3486605889904011,"range2",0.3026788220191978
"procesos industriales","presencial","quito","pichincha",482.0,59.0,6.0,349.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.47133714345944994,0.5286628565405501,"range1",0.05732571308110018
"procesos industriales","presencial","quito","pichincha",486.0,5.0,8.0,149.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.17194162916330533,0.8280583708366948,"range1",0.6561167416733894
"procesos industriales","presencial","quito","pichincha",487.0,36.0,8.0,149.0,0.0,0.0,8.0,0.0,2018.0,"range1",0.354804680916992,0.645195319083008,"range1",0.29039063816601596
"administración y legislación","online","quito","pichincha",493.0,3.0,3.0,9.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.3915664811085943,0.6084335188914057,"range1",0.2168670377828114
"administración y legislación","presencial","latacunga","cotopaxi",495.0,3.0,15.0,1256.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.41510759127877955,0.5848924087212205,"range1",0.16978481744244095
"administración y legislación","presencial","latacunga","cotopaxi",496.0,3.0,15.0,1256.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.4150804324925636,0.5849195675074365,"range1",0.16983913501487286
"procesos industriales","presencial","latacunga","cotopaxi",497.0,206.0,15.0,1256.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6514711905789112,0.34852880942108877,"range2",0.30294238115782246
"procesos industriales","online","latacunga","cotopaxi",500.0,243.0,15.0,1256.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6774932919762348,0.3225067080237653,"range2",0.35498658395246946
"procesos industriales","presencial","latacunga","cotopaxi",505.0,28.0,15.0,1256.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.4074524868161888,0.5925475131838113,"range1",0.18509502636762248
"forestal ecología y medio ambiente","presencial","latacunga","cotopaxi",508.0,90.0,15.0,1256.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.6506160729688318,0.3493839270311681,"range2",0.30123214593766373
"procesos industriales","presencial","latacunga","cotopaxi",509.0,52.0,15.0,1256.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.4997701571563966,0.5002298428436034,"range1",4.5968568720677894E-4
"procesos industriales","online","latacunga","cotopaxi",510.0,52.0,15.0,1256.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.5029078887959814,0.4970921112040186,"range2",0.0058157775919627785
"procesos industriales","presencial","latacunga","cotopaxi",513.0,52.0,15.0,1256.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.49661184910773454,0.5033881508922655,"range1",0.00677630178453098
"procesos industriales","online","latacunga","cotopaxi",514.0,52.0,15.0,1256.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.5010033890278897,0.4989966109721103,"range2",0.002006778055779368
"artes y artesanía","presencial","pastaza","pastaza",525.0,5.0,2.0,16.0,0.0,0.0,360.0,0.0,2021.0,"range2",0.6514243881221405,0.3485756118778595,"range2",0.302848776244281
"administración y legislación","presencial","quito","pichincha",530.0,32.0,10.0,351.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.4740607842775865,0.5259392157224135,"range1",0.05187843144482701
"educación y capacitación","presencial","quito","pichincha",532.0,8.0,10.0,351.0,0.0,0.0,280.0,0.0,2021.0,"range2",0.6499171821603645,0.35008281783963535,"range2",0.2998343643207292
"administración y legislación","presencial","quito","pichincha",534.0,127.0,10.0,351.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6505353289372945,0.34946467106270557,"range2",0.3010706578745889
"administración y legislación","online","quito","pichincha",535.0,127.0,10.0,351.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6505388837299798,0.34946111627002013,"range2",0.3010777674599597
"procesos industriales","online","quito","pichincha",537.0,14.0,10.0,351.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.3388677961252104,0.6611322038747897,"range1",0.32226440774957926
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",539.0,11.0,10.0,351.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.36222780198331006,0.6377721980166899,"range1",0.2755443960333799
"procesos industriales","presencial","quito","pichincha",540.0,1.0,10.0,351.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.26896636037447513,0.7310336396255249,"range1",0.4620672792510498
"finanzas comercio y ventas","online","quito","pichincha",541.0,32.0,10.0,351.0,0.0,0.0,16.0,0.0,2021.0,"range1",0.4862523709025717,0.5137476290974283,"range1",0.027495258194856653
"tecnologías de la información y comunicación","presencial","cayambe","pichincha",542.0,51.0,3.0,121.0,30090.0,0.0,40.0,590.0,2021.0,"range2",0.6513941311659903,0.3486058688340097,"range2",0.30278826233198064
"tecnologías de la información y comunicación","online","cayambe","pichincha",543.0,51.0,3.0,121.0,30090.0,0.0,40.0,590.0,2021.0,"range2",0.6514088886782882,0.3485911113217119,"range2",0.3028177773565763
"comunicación y artes gráficas","online","cayambe","pichincha",545.0,24.0,3.0,121.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.5071522715225673,0.4928477284774327,"range2",0.014304543045134566
"administración y legislación","presencial","cayambe","pichincha",546.0,46.0,3.0,121.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.5392516384473969,0.4607483615526031,"range2",0.07850327689479375
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",548.0,25.0,2.0,33.0,7252.500000000001,0.2033677702757667,30.0,290.1,2021.0,"range2",0.496137648603161,0.503862351396839,"range1",0.007724702793677984
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",549.0,8.0,2.0,33.0,3540.0,0.0650776864882453,30.0,442.5,2021.0,"range1",0.3261428885863942,0.6738571114136058,"range1",0.34771422282721165
"comunicación y artes gráficas","presencial","guayaquil","guayas",551.0,24.0,4.0,107.0,0.0,0.195233059464736,30.0,0.0,2018.0,"range2",0.49688820720719,0.5031117927928098,"range1",0.006223585585619806
"comunicación y artes gráficas","presencial","guayaquil","guayas",552.0,9.0,4.0,107.0,0.0,0.073212397299276,30.0,0.0,2018.0,"range1",0.47282173950721407,0.527178260492786,"range1",0.05435652098557198
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",553.0,33.0,4.0,107.0,6603.3,0.268445456764012,30.0,200.1,2018.0,"range2",0.502902237565782,0.49709776243421805,"range2",0.0058044751315639576
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",555.0,6.0,7.0,397.0,2655.0,0.048808264866184,30.0,442.5,2019.0,"range1",0.29487475899860865,0.7051252410013914,"range1",0.41025048200278275
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",558.0,36.0,7.0,397.0,7203.599999999999,0.2928495891971041,30.0,200.1,2019.0,"range2",0.505736802132014,0.49426319786798595,"range2",0.011473604264028048
"procesos industriales","online","quito","pichincha",562.0,2.0,3.0,4.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.22109633808290993,0.77890366191709,"range1",0.5578073238341801
"administración y legislación","online","quito","pichincha",565.0,16.0,3.0,209.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.4277302624844044,0.5722697375155956,"range1",0.14453947503119124
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",566.0,120.0,1.0,120.0,0.0,0.0,16.0,0.0,2021.0,"range2",0.6458919965278361,0.3541080034721638,"range2",0.2917839930556723
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",567.0,120.0,1.0,120.0,0.0,0.0,30.0,0.0,2021.0,"range2",0.6496382931348229,0.35036170686517715,"range2",0.29927658626964576
"administración y legislación","presencial","quito","pichincha",569.0,32.0,19.0,1118.0,0.0,0.5149662053427744,16.0,0.0,2021.0,"range1",0.48686838926930825,0.5131316107306917,"range1",0.026263221461383435
"procesos industriales","presencial","quito","pichincha",571.0,59.0,19.0,1118.0,0.0,0.9494689411007402,12.0,0.0,2021.0,"range2",0.4925742706182989,0.5074257293817012,"range1",0.01485145876340227
"procesos industriales","presencial","quito","pichincha",572.0,92.0,19.0,1118.0,0.0,1.4805278403604765,12.0,0.0,2021.0,"range2",0.5221870161488563,0.4778129838511436,"range2",0.044374032297712696
"educación y capacitación","presencial","quito","pichincha",575.0,37.0,19.0,1118.0,0.0,0.5954296749275828,16.0,0.0,2021.0,"range1",0.47459196292977945,0.5254080370702205,"range1",0.05081607414044109
"finanzas comercio y ventas","presencial","quito","pichincha",576.0,215.0,19.0,1118.0,0.0,3.459929192146766,40.0,0.0,2021.0,"range2",0.6518552705109958,0.34814472948900416,"range2",0.30371054102199163
"finanzas comercio y ventas","presencial","quito","pichincha",578.0,88.0,19.0,1118.0,0.0,1.4161570646926296,8.0,0.0,2021.0,"range1",0.5382007121243255,0.4617992878756745,"range2",0.07640142424865104
"administración y legislación","online","quito","pichincha",581.0,20.0,19.0,1118.0,0.0,0.3218538783392339,16.0,0.0,2021.0,"range1",0.48474625832545737,0.5152537416745426,"range1",0.030507483349085263
"administración y legislación","presencial","quito","pichincha",582.0,88.0,19.0,1118.0,0.0,1.4161570646926296,8.0,0.0,2021.0,"range1",0.5434864608011369,0.45651353919886306,"range2",0.08697292160227388
"administración y legislación","online","quito","pichincha",583.0,88.0,19.0,1118.0,0.0,1.4161570646926296,8.0,0.0,2021.0,"range1",0.5435295234895622,0.4564704765104379,"range2",0.08705904697912431
"procesos industriales","presencial","quito","pichincha",584.0,4.0,19.0,1118.0,0.0,0.0643707756678468,12.0,0.0,2021.0,"range1",0.19987623298568238,0.8001237670143175,"range1",0.6002475340286352
"procesos industriales","presencial","quito","pichincha",585.0,36.0,19.0,1118.0,0.0,0.5793369810106211,12.0,0.0,2021.0,"range1",0.40096799134772004,0.5990320086522799,"range1",0.19806401730455986
"procesos industriales","presencial","quito","pichincha",586.0,4.0,19.0,1118.0,0.0,0.0643707756678468,18.0,0.0,2021.0,"range1",0.2203170105313602,0.7796829894686398,"range1",0.5593659789372796
"procesos industriales","presencial","quito","pichincha",587.0,46.0,19.0,1118.0,0.0,0.7402639201802382,18.0,0.0,2021.0,"range2",0.47154792966125464,0.5284520703387453,"range1",0.05690414067749067
"tecnologías de la información y comunicación","presencial","quito","pichincha",591.0,10.0,19.0,1118.0,2200.0,0.1609269391696169,16.0,220.0,2021.0,"range1",0.28184450474361317,0.7181554952563868,"range1",0.4363109905127736
"finanzas comercio y ventas","online","quito","pichincha",594.0,78.0,9.0,192.0,0.0,1.2552301255230125,40.0,0.0,2018.0,"range2",0.542843330189767,0.457156669810233,"range2",0.08568666037953404
"procesos industriales","presencial","quito","pichincha",595.0,1.0,9.0,192.0,0.0,0.0160926939169617,12.0,0.0,2018.0,"range1",0.14558405788093434,0.8544159421190657,"range1",0.7088318842381314
"procesos industriales","presencial","quito","pichincha",596.0,25.0,11.0,680.0,0.0,0.4023173479240425,12.0,0.0,2019.0,"range1",0.3066305140575934,0.6933694859424065,"range1",0.38673897188481315
"finanzas comercio y ventas","online","quito","pichincha",598.0,102.0,11.0,680.0,0.0,1.641454779530093,40.0,0.0,2019.0,"range2",0.6424111204774277,0.35758887952257234,"range2",0.2848222409548553
"procesos industriales","presencial","quito","pichincha",599.0,14.0,11.0,680.0,0.0,0.2252977148374637,12.0,0.0,2019.0,"range1",0.22533158671494233,0.7746684132850578,"range1",0.5493368265701154
"procesos industriales","presencial","quito","pichincha",602.0,51.0,11.0,680.0,0.0,0.8207273897650467,18.0,0.0,2019.0,"range2",0.4828787137287252,0.5171212862712747,"range1",0.03424257254254953
"alimentación gastronomía y turismo","presencial","ambato","tungurahua",606.0,42.0,12.0,354.0,0.0,0.0,68.0,0.0,2021.0,"range2",0.514751023504035,0.48524897649596505,"range2",0.029502047008069965
"alimentación gastronomía y turismo","presencial","ambato","tungurahua",608.0,35.0,12.0,354.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.6137345501719175,0.3862654498280825,"range2",0.227469100343835
"finanzas comercio y ventas","online","quito","pichincha",610.0,19.0,4.0,104.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.44134357667713503,0.5586564233228649,"range1",0.11731284664572988
"administración y legislación","online","quito","pichincha",611.0,31.0,4.0,104.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.4994785667970241,0.5005214332029758,"range1",0.0010428664059516923
"MISSING","desconocida","loja","loja",613.0,35.0,3.0,80.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.11736945934361674,0.8826305406563831,"range1",0.7652610813127664
"otras actividades de servicios","desconocida","loja","loja",614.0,11.0,3.0,80.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.056510544433975,0.943489455566025,"range1",0.8869789111320501
"MISSING","desconocida","loja","loja",615.0,34.0,3.0,80.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.11030615824101542,0.8896938417589846,"range1",0.7793876835179692
"educación y capacitación","presencial","quito","pichincha",616.0,111.0,1.0,111.0,0.0,0.0,60.0,0.0,2021.0,"range2",0.6508809193963767,0.3491190806036233,"range2",0.3017618387927534
"educación y capacitación","presencial","quito","pichincha",617.0,69.0,1.0,69.0,0.0,0.0,60.0,0.0,2018.0,"range2",0.5629638080951139,0.43703619190488613,"range2",0.1259276161902278
"educación y capacitación","presencial","quito","pichincha",618.0,4.0,2.0,57.0,0.0,0.0,60.0,0.0,2019.0,"range1",0.4411436576069066,0.5588563423930933,"range1",0.11771268478618674
"educación y capacitación","presencial","quito","pichincha",620.0,2.0,1.0,2.0,0.0,0.0,60.0,0.0,2022.0,"range1",0.2925673689985983,0.7074326310014017,"range1",0.41486526200280344
"servicios socioculturales y a la comunidad","online","quito","pichincha",621.0,13.0,9.0,109.0,0.0,0.0,80.0,0.0,2021.0,"range2",0.4954072792789166,0.5045927207210834,"range1",0.00918544144216682
"servicios socioculturales y a la comunidad","online","quito","pichincha",622.0,13.0,9.0,109.0,0.0,0.0,200.0,0.0,2021.0,"range2",0.6424945795984337,0.3575054204015662,"range2",0.2849891591968675
"educación y capacitación","online","quito","pichincha",624.0,8.0,9.0,109.0,0.0,0.0,80.0,0.0,2021.0,"range1",0.47547123690543264,0.5245287630945673,"range1",0.04905752618913467
"procesos industriales","online","quito","pichincha",631.0,480.0,20.0,1373.0,0.0,0.0,18.0,0.0,2021.0,"range2",0.8008068879199728,0.1991931120800273,"range2",0.6016137758399455
"procesos industriales","online","quito","pichincha",632.0,480.0,20.0,1373.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.8008068826980622,0.1991931173019378,"range2",0.6016137653961244
"procesos industriales","online","quito","pichincha",636.0,429.0,20.0,1373.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.8008066269439419,0.19919337305605808,"range2",0.6016132538878838
"procesos industriales","presencial","quito","pichincha",637.0,11.0,20.0,1373.0,0.0,0.0,18.0,0.0,2021.0,"range1",0.2680660554870717,0.7319339445129284,"range1",0.4638678890258567
"procesos industriales","presencial","quito","pichincha",638.0,111.0,20.0,1373.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.6040160488821814,0.3959839511178187,"range2",0.2080320977643627
"procesos industriales","presencial","quito","pichincha",640.0,19.0,20.0,1373.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.2988915320848709,0.701108467915129,"range1",0.40221693583025814
"procesos industriales","presencial","quito","pichincha",642.0,84.0,9.0,238.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.505345634190456,0.49465436580954397,"range2",0.010691268380912
"procesos industriales","online","quito","pichincha",647.0,78.0,9.0,238.0,0.0,0.0,12.0,0.0,2019.0,"range2",0.5025201193452957,0.4974798806547043,"range2",0.005040238690591448
"educación y capacitación","presencial","milagro","guayas",651.0,21.0,7.0,239.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.6387488328211989,0.3612511671788012,"range2",0.2774976656423977
"educación y capacitación","presencial","milagro","guayas",655.0,41.0,7.0,239.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.650038832773582,0.349961167226418,"range2",0.300077665547164
"educación y capacitación","presencial","milagro","guayas",659.0,21.0,7.0,239.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.638809659872763,0.361190340127237,"range2",0.27761931974552595
"educación y capacitación","presencial","milagro","guayas",660.0,18.0,3.0,91.0,0.0,0.0,120.0,0.0,2019.0,"range2",0.6311753005444517,0.3688246994555484,"range2",0.2623506010889033
"administración y legislación","online","guayaquil","guayas",666.0,113.0,12.0,621.0,0.0,0.0,32.0,0.0,2021.0,"range2",0.6503564848491162,0.3496435151508838,"range2",0.3007129696982324
"administración y legislación","online","guayaquil","guayas",667.0,106.0,12.0,621.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.650036098214834,0.34996390178516595,"range2",0.30007219642966804
"administración y legislación","online","guayaquil","guayas",668.0,102.0,12.0,621.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6444868993174918,0.35551310068250824,"range2",0.28897379863498357
"administración y legislación","online","guayaquil","guayas",671.0,9.0,12.0,621.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.48654370356825377,0.5134562964317462,"range1",0.0269125928634924
"administración y legislación","online","guayaquil","guayas",672.0,37.0,12.0,621.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5016680154922558,0.49833198450774424,"range2",0.003336030984511573
"administración y legislación","online","guayaquil","guayas",676.0,3.0,14.0,336.0,0.0,0.0,38.0,0.0,2019.0,"range1",0.48812822341914064,0.5118717765808594,"range1",0.023743553161718722
"administración y legislación","online","guayaquil","guayas",677.0,4.0,14.0,336.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.4654410125887123,0.5345589874112876,"range1",0.06911797482257531
"administración y legislación","online","guayaquil","guayas",678.0,27.0,14.0,336.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.49951315615931,0.50048684384069,"range1",9.736876813799533E-4
"alimentación gastronomía y turismo","presencial","portoviejo","manabi",682.0,6.0,1.0,6.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.12044927424679173,0.8795507257532083,"range1",0.7591014515064165
"administración y legislación","presencial","guayaquil","guayas",683.0,18.0,38.0,1280.0,0.0,0.0336448598130841,40.0,0.0,2021.0,"range2",0.49721217007813284,0.5027878299218672,"range1",0.005575659843734371
"tecnologías de la información y comunicación","online","guayaquil","guayas",685.0,4.0,38.0,1280.0,966.4,0.0074766355140186,20.0,241.6,2021.0,"range1",0.2719019464570094,0.7280980535429906,"range1",0.45619610708598124
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",688.0,14.0,38.0,1280.0,4130.0,0.0261682242990654,20.0,295.0,2021.0,"range1",0.3800596422380065,0.6199403577619934,"range1",0.23988071552398693
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",689.0,22.0,38.0,1280.0,6490.0,0.0411214953271028,20.0,295.0,2021.0,"range1",0.4767750864553039,0.523224913544696,"range1",0.046449827089392104
"tecnologías de la información y comunicación","online","guayaquil","guayas",690.0,22.0,38.0,1280.0,990.0,0.0411214953271028,20.0,45.0,2021.0,"range1",0.48894192384780716,0.5110580761521928,"range1",0.022116152304385628
"tecnologías de la información y comunicación","online","guayaquil","guayas",695.0,33.0,38.0,1280.0,2640.0,0.0616822429906542,20.0,80.0,2021.0,"range1",0.49944661817176567,0.5005533818282343,"range1",0.0011067636564686123
"construcción e infraestructura","online","guayaquil","guayas",699.0,41.0,38.0,1280.0,7929.400000000001,0.0766355140186915,20.0,193.4,2021.0,"range2",0.5157527210686708,0.48424727893132924,"range2",0.03150544213734152
"construcción e infraestructura","online","guayaquil","guayas",700.0,9.0,38.0,1280.0,0.0,0.016822429906542,24.0,0.0,2021.0,"range1",0.49257622902256665,0.5074237709774333,"range1",0.01484754195486665
"administración y legislación","presencial","guayaquil","guayas",704.0,231.0,38.0,1280.0,0.0,0.4317757009345794,40.0,0.0,2021.0,"range2",0.655178037850512,0.34482196214948796,"range2",0.310356075701024
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",709.0,36.0,38.0,1280.0,8354.880000000001,0.0672897196261682,24.0,232.08,2021.0,"range2",0.5056361430140565,0.4943638569859436,"range2",0.011272286028112866
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",714.0,6.0,38.0,1280.0,576.0,0.011214953271028,24.0,96.0,2021.0,"range1",0.30958974098141506,0.6904102590185849,"range1",0.3808205180371698
