"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","prediction(num_cap_cer)"
"alimentación gastronomía y turismo","presencial","quito","pichincha",470.0,12.0,202.0,3360.0,0.0,0.0,120.0,0.0,2018.0,28.0,28.0
"tecnologías de la información y comunicación","presencial","quito","pichincha",472.0,12.0,202.0,360.0,3481.2000000000003,0.0,120.0,1160.4,2018.0,3.0,4.0
"educación y capacitación","presencial","quito","pichincha",476.0,11.0,352.0,28920.0,0.0,0.0,120.0,0.0,2021.0,241.0,30.5
"procesos industriales","presencial","quito","pichincha",479.0,6.0,349.0,224.0,0.0,0.0,8.0,0.0,2021.0,28.0,28.333333333333332
"procesos industriales","presencial","quito","pichincha",480.0,6.0,349.0,1024.0,0.0,0.0,8.0,0.0,2021.0,128.0,124.0
"procesos industriales","presencial","quito","pichincha",482.0,6.0,349.0,472.0,0.0,0.0,8.0,0.0,2021.0,59.0,59.0
"procesos industriales","presencial","quito","pichincha",483.0,6.0,349.0,360.0,0.0,0.0,12.0,0.0,2021.0,30.0,35.75
"procesos industriales","presencial","quito","pichincha",485.0,8.0,149.0,384.0,0.0,0.0,8.0,0.0,2018.0,48.0,42.45454545454545
"procesos industriales","presencial","quito","pichincha",486.0,8.0,149.0,60.0,0.0,0.0,12.0,0.0,2018.0,5.0,4.0
"administración y legislación","presencial","quito","pichincha",494.0,3.0,9.0,120.0,0.0,0.0,24.0,0.0,2021.0,5.0,4.5
"procesos industriales","online","latacunga","cotopaxi",498.0,15.0,1256.0,2060.0,0.0,0.0,10.0,0.0,2021.0,206.0,204.0
"procesos industriales","presencial","latacunga","cotopaxi",499.0,15.0,1256.0,4860.0,0.0,0.0,20.0,0.0,2021.0,243.0,247.25
"procesos industriales","presencial","latacunga","cotopaxi",509.0,15.0,1256.0,780.0,0.0,0.0,15.0,0.0,2021.0,52.0,48.42857142857143
"procesos industriales","presencial","latacunga","cotopaxi",515.0,15.0,1256.0,60.0,0.0,0.0,10.0,0.0,2021.0,6.0,7.25
"procesos industriales","online","latacunga","cotopaxi",516.0,15.0,1256.0,60.0,0.0,0.0,10.0,0.0,2021.0,6.0,3.0
"procesos industriales","presencial","latacunga","cotopaxi",519.0,15.0,1256.0,945.0,0.0,0.0,15.0,0.0,2021.0,63.0,53.333333333333336
"procesos industriales","online","latacunga","cotopaxi",520.0,15.0,1256.0,945.0,0.0,0.0,15.0,0.0,2021.0,63.0,53.333333333333336
"procesos industriales","presencial","latacunga","cotopaxi",521.0,3.0,44.0,560.0,0.0,0.0,40.0,0.0,2019.0,14.0,13.5
"tecnologías de la información y comunicación","presencial","riobamba","chimborazo",523.0,2.0,13.0,200.0,1334.0,0.0,40.0,266.8,2021.0,5.0,5.0
"artes y artesanía","presencial","pastaza","pastaza",525.0,2.0,16.0,1800.0,0.0,0.0,360.0,0.0,2021.0,5.0,6.375
"artes y artesanía","presencial","pastaza","pastaza",526.0,2.0,16.0,1100.0,0.0,0.0,100.0,0.0,2021.0,11.0,10.666666666666666
"educación y capacitación","presencial","quito","pichincha",529.0,1.0,3.0,720.0,0.0,0.0,240.0,0.0,2021.0,3.0,2.0
"administración y legislación","presencial","quito","pichincha",530.0,10.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,32.0,32.0
"administración y legislación","online","quito","pichincha",531.0,10.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,32.0,32.0
"educación y capacitación","presencial","quito","pichincha",532.0,10.0,351.0,2240.0,0.0,0.0,280.0,0.0,2021.0,8.0,6.375
"administración y legislación","presencial","quito","pichincha",534.0,10.0,351.0,2540.0,0.0,0.0,20.0,0.0,2021.0,127.0,128.5
"administración y legislación","online","quito","pichincha",535.0,10.0,351.0,2540.0,0.0,0.0,20.0,0.0,2021.0,127.0,128.5
"procesos industriales","presencial","quito","pichincha",536.0,10.0,351.0,280.0,0.0,0.0,20.0,0.0,2021.0,14.0,17.0
"finanzas comercio y ventas","online","quito","pichincha",541.0,10.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,32.0,32.0
"tecnologías de la información y comunicación","online","cayambe","pichincha",543.0,3.0,121.0,2040.0,30090.0,0.0,40.0,590.0,2021.0,51.0,51.166666666666664
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",548.0,2.0,33.0,750.0,7252.500000000001,0.2033677702757667,30.0,290.1,2021.0,25.0,24.0
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",549.0,2.0,33.0,240.0,3540.0,0.0650776864882453,30.0,442.5,2021.0,8.0,8.0
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",550.0,4.0,107.0,1230.0,11894.1,0.3335231432522574,30.0,290.1,2018.0,41.0,40.333333333333336
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",553.0,4.0,107.0,990.0,6603.3,0.268445456764012,30.0,200.1,2018.0,33.0,30.25
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",554.0,7.0,397.0,1320.0,12764.4,0.3579272756853494,30.0,290.1,2019.0,44.0,40.333333333333336
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",555.0,7.0,397.0,180.0,2655.0,0.048808264866184,30.0,442.5,2019.0,6.0,5.0
"administración y legislación","online","quito","pichincha",570.0,19.0,1118.0,512.0,0.0,0.5149662053427744,16.0,0.0,2021.0,32.0,32.0
"procesos industriales","presencial","quito","pichincha",572.0,19.0,1118.0,1104.0,0.0,1.4805278403604765,12.0,0.0,2021.0,92.0,110.66666666666667
"administración y legislación","presencial","quito","pichincha",574.0,19.0,1118.0,440.0,0.0,0.8850981654328934,8.0,0.0,2021.0,55.0,42.45454545454545
"administración y legislación","online","quito","pichincha",581.0,19.0,1118.0,320.0,0.0,0.3218538783392339,16.0,0.0,2021.0,20.0,17.0
"administración y legislación","online","quito","pichincha",583.0,19.0,1118.0,704.0,0.0,1.4161570646926296,8.0,0.0,2021.0,88.0,88.0
"procesos industriales","presencial","quito","pichincha",584.0,19.0,1118.0,48.0,0.0,0.0643707756678468,12.0,0.0,2021.0,4.0,3.6666666666666665
"procesos industriales","presencial","quito","pichincha",588.0,19.0,1118.0,684.0,0.0,0.9172835532668168,12.0,0.0,2021.0,57.0,58.5
"finanzas comercio y ventas","online","quito","pichincha",598.0,11.0,680.0,4080.0,0.0,1.641454779530093,40.0,0.0,2019.0,102.0,103.66666666666667
"procesos industriales","presencial","quito","pichincha",599.0,11.0,680.0,168.0,0.0,0.2252977148374637,12.0,0.0,2019.0,14.0,14.666666666666666
"procesos industriales","presencial","quito","pichincha",602.0,11.0,680.0,918.0,0.0,0.8207273897650467,18.0,0.0,2019.0,51.0,53.333333333333336
"educación y capacitación","presencial","quito","pichincha",603.0,1.0,16.0,128.0,0.0,0.0,8.0,0.0,2021.0,16.0,17.0
"alimentación gastronomía y turismo","presencial","ambato","tungurahua",605.0,12.0,354.0,2312.0,0.0,0.0,68.0,0.0,2021.0,34.0,33.0
"administración y legislación","online","quito","pichincha",612.0,4.0,104.0,1000.0,0.0,0.0,20.0,0.0,2021.0,50.0,47.2
"actividades de atención de la salud humana y de asistencia social","desconocida","loja","loja",613.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,2021.0,35.0,45.95238095238095
"educación y capacitación","presencial","quito","pichincha",617.0,1.0,69.0,4140.0,0.0,0.0,60.0,0.0,2018.0,69.0,58.5
"educación y capacitación","presencial","quito","pichincha",618.0,2.0,57.0,240.0,0.0,0.0,60.0,0.0,2019.0,4.0,6.0
"servicios socioculturales y a la comunidad","online","quito","pichincha",625.0,9.0,109.0,1760.0,0.0,0.0,160.0,0.0,2021.0,11.0,13.25
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",626.0,9.0,109.0,160.0,0.0,0.0,160.0,0.0,2021.0,1.0,1.0
"procesos industriales","presencial","quito","pichincha",627.0,20.0,1373.0,510.0,0.0,0.0,30.0,0.0,2021.0,17.0,13.5
"procesos industriales","presencial","quito","pichincha",628.0,20.0,1373.0,336.0,0.0,0.0,12.0,0.0,2021.0,28.0,35.75
"procesos industriales","presencial","quito","pichincha",630.0,20.0,1373.0,8640.0,0.0,0.0,18.0,0.0,2021.0,480.0,488.85714285714283
"procesos industriales","presencial","quito","pichincha",633.0,20.0,1373.0,612.0,0.0,0.0,12.0,0.0,2021.0,51.0,48.333333333333336
"procesos industriales","presencial","quito","pichincha",634.0,20.0,1373.0,36.0,0.0,0.0,36.0,0.0,2021.0,1.0,1.0
"procesos industriales","presencial","quito","pichincha",635.0,20.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,429.0,462.75
"procesos industriales","online","quito","pichincha",636.0,20.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,429.0,462.75
"procesos industriales","presencial","quito","pichincha",638.0,20.0,1373.0,1332.0,0.0,0.0,12.0,0.0,2021.0,111.0,147.83333333333334
"procesos industriales","presencial","quito","pichincha",640.0,20.0,1373.0,228.0,0.0,0.0,12.0,0.0,2021.0,19.0,20.666666666666668
"procesos industriales","online","quito","pichincha",643.0,9.0,238.0,1512.0,0.0,0.0,18.0,0.0,2019.0,84.0,86.33333333333333
"procesos industriales","online","quito","pichincha",644.0,9.0,238.0,672.0,0.0,0.0,8.0,0.0,2019.0,84.0,88.0
"educación y capacitación","online","milagro","guayas",654.0,7.0,239.0,7920.0,0.0,0.0,120.0,0.0,2021.0,66.0,82.8
"educación y capacitación","presencial","milagro","guayas",655.0,7.0,239.0,4920.0,0.0,0.0,120.0,0.0,2021.0,41.0,43.333333333333336
"educación y capacitación","presencial","milagro","guayas",662.0,3.0,91.0,6240.0,0.0,0.0,240.0,0.0,2019.0,26.0,24.8
"educación y capacitación","online","milagro","guayas",663.0,3.0,91.0,6240.0,0.0,0.0,240.0,0.0,2019.0,26.0,24.8
"administración y legislación","online","guayaquil","guayas",664.0,12.0,621.0,512.0,0.0,0.0,32.0,0.0,2021.0,16.0,13.5
"administración y legislación","online","guayaquil","guayas",666.0,12.0,621.0,3616.0,0.0,0.0,32.0,0.0,2021.0,113.0,104.66666666666667
"administración y legislación","online","guayaquil","guayas",673.0,4.0,47.0,1152.0,0.0,0.0,32.0,0.0,2018.0,36.0,29.2
"administración y legislación","online","guayaquil","guayas",675.0,14.0,336.0,5440.0,0.0,0.0,32.0,0.0,2019.0,170.0,82.8
"administración y legislación","online","guayaquil","guayas",676.0,14.0,336.0,114.0,0.0,0.0,38.0,0.0,2019.0,3.0,5.666666666666667
"administración y legislación","online","guayaquil","guayas",678.0,14.0,336.0,648.0,0.0,0.0,24.0,0.0,2019.0,27.0,33.333333333333336
"educación y capacitación","presencial","quito","pichincha",681.0,1.0,3.0,288.0,0.0,0.0,96.0,0.0,2021.0,3.0,4.0
"alimentación gastronomía y turismo","presencial","portoviejo","manabi",682.0,1.0,6.0,60.0,0.0,0.0,10.0,0.0,2021.0,6.0,7.25
"administración y legislación","online","guayaquil","guayas",684.0,38.0,1280.0,2080.0,0.0,0.0971962616822429,40.0,0.0,2021.0,52.0,51.166666666666664
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",688.0,38.0,1280.0,280.0,4130.0,0.0261682242990654,20.0,295.0,2021.0,14.0,17.0
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",689.0,38.0,1280.0,440.0,6490.0,0.0411214953271028,20.0,295.0,2021.0,22.0,23.5
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",691.0,38.0,1280.0,2760.0,28980.0,0.1289719626168224,40.0,420.0,2021.0,69.0,71.5
"tecnologías de la información y comunicación","online","guayaquil","guayas",695.0,38.0,1280.0,660.0,2640.0,0.0616822429906542,20.0,80.0,2021.0,33.0,33.333333333333336
"construcción e infraestructura","online","guayaquil","guayas",697.0,38.0,1280.0,740.0,0.0,0.0691588785046729,20.0,0.0,2021.0,37.0,38.333333333333336
"construcción e infraestructura","presencial","guayaquil","guayas",698.0,38.0,1280.0,820.0,0.0,0.0766355140186915,20.0,0.0,2021.0,41.0,38.333333333333336
"construcción e infraestructura","online","guayaquil","guayas",703.0,38.0,1280.0,160.0,0.0,0.0149532710280373,20.0,0.0,2021.0,8.0,14.208333333333334
"administración y legislación","presencial","guayaquil","guayas",704.0,38.0,1280.0,9240.0,0.0,0.4317757009345794,40.0,0.0,2021.0,231.0,229.0
"construcción e infraestructura","online","guayaquil","guayas",711.0,38.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,10.0,14.208333333333334
"electricidad y electrónica","online","guayaquil","guayas",713.0,38.0,1280.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,9.0,9.5
"finanzas comercio y ventas","online","guayaquil","guayas",718.0,38.0,1280.0,96.0,0.0,0.011214953271028,16.0,0.0,2021.0,6.0,4.0
"tecnologías de la información y comunicación","online","guayaquil","guayas",720.0,38.0,1280.0,160.0,640.0,0.0149532710280373,20.0,80.0,2021.0,8.0,14.208333333333334
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",721.0,38.0,1280.0,840.0,11415.6,0.0523364485981308,30.0,407.7,2021.0,28.0,30.25
"tecnologías de la información y comunicación","online","guayaquil","guayas",724.0,38.0,1280.0,1400.0,8526.0,0.0654205607476635,40.0,243.6,2021.0,35.0,35.25
"tecnologías de la información y comunicación","online","guayaquil","guayas",726.0,38.0,1280.0,440.0,7972.799999999999,0.0411214953271028,20.0,362.4,2021.0,22.0,23.0
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",727.0,38.0,1280.0,2320.0,34220.0,0.216822429906542,20.0,295.0,2021.0,116.0,112.0
"administración y legislación","presencial","guayaquil","guayas",729.0,38.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,13.0,11.0
"administración y legislación","online","guayaquil","guayas",730.0,38.0,1280.0,208.0,0.0,0.0242990654205607,16.0,0.0,2021.0,13.0,13.0
"construcción e infraestructura","presencial","guayaquil","guayas",733.0,38.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,10.0,9.8
"construcción e infraestructura","online","guayaquil","guayas",734.0,38.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,10.0,14.208333333333334
"tecnologías de la información y comunicación","online","guayaquil","guayas",737.0,38.0,1280.0,480.0,4641.6,0.0448598130841121,20.0,193.4,2021.0,24.0,28.5
"tecnologías de la información y comunicación","online","guayaquil","guayas",739.0,38.0,1280.0,2160.0,8640.0,0.2018691588785046,20.0,80.0,2021.0,108.0,112.0
"tecnologías de la información y comunicación","online","guayaquil","guayas",742.0,38.0,1280.0,40.0,160.0,0.0037383177570093,20.0,80.0,2021.0,2.0,1.0
"tecnologías de la información y comunicación","online","guayaquil","guayas",743.0,38.0,1280.0,600.0,2400.0,0.0560747663551401,20.0,80.0,2021.0,30.0,28.5
"administración y legislación","presencial","guayaquil","guayas",746.0,8.0,318.0,4240.0,0.0,0.1981308411214953,40.0,0.0,2019.0,106.0,117.0
"construcción e infraestructura","presencial","guayaquil","guayas",752.0,8.0,318.0,480.0,0.0,0.022429906542056,40.0,0.0,2019.0,12.0,12.0
"tecnologías de la información y comunicación","online","guayaquil","guayas",753.0,8.0,318.0,3040.0,6840.0,0.1420560747663551,40.0,90.0,2019.0,76.0,71.5
"tecnologías de la información y comunicación","online","quito","pichincha",756.0,5.0,50.0,320.0,3865.6,0.0,40.0,483.2,2021.0,8.0,9.5
"educación y capacitación","presencial","quito","pichincha",757.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,5.0,5.0
"educación y capacitación","semipresencial","quito","pichincha",758.0,5.0,50.0,200.0,0.0,0.0,40.0,0.0,2021.0,5.0,6.0
"tecnologías de la información y comunicación","online","quito","pichincha",760.0,5.0,50.0,240.0,2320.8,0.0,40.0,386.8,2021.0,6.0,5.5
"tecnologías de la información y comunicación","semipresencial","quito","pichincha",764.0,5.0,86.0,400.0,4832.0,0.0,40.0,483.2,2019.0,10.0,6.0
"tecnologías de la información y comunicación","online","quito","pichincha",765.0,5.0,86.0,400.0,4832.0,0.0,40.0,483.2,2019.0,10.0,9.5
"tecnologías de la información y comunicación","online","quito","pichincha",766.0,5.0,86.0,480.0,4641.6,0.0,40.0,386.8,2019.0,12.0,12.0
"tecnologías de la información y comunicación","online","quito","pichincha",767.0,5.0,86.0,1440.0,13924.8,0.0,120.0,1160.4,2019.0,12.0,10.666666666666666
"administración y legislación","semipresencial","quito","pichincha",770.0,5.0,86.0,1840.0,0.0,0.0,40.0,0.0,2019.0,46.0,46.0
"procesos industriales","presencial","riobamba","chimborazo",772.0,2.0,2.0,18.0,0.0,0.0,18.0,0.0,2021.0,1.0,1.0
"procesos industriales","presencial","riobamba","chimborazo",774.0,54.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,21.0,20.333333333333332
"procesos industriales","online","riobamba","chimborazo",775.0,54.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,21.0,16.666666666666668
"procesos industriales","presencial","riobamba","chimborazo",776.0,54.0,1783.0,168.0,0.0,0.0,8.0,0.0,2018.0,21.0,20.333333333333332
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",777.0,54.0,1783.0,60.0,0.0,0.0,30.0,0.0,2018.0,2.0,3.1666666666666665
"educación y capacitación","online","riobamba","chimborazo",780.0,54.0,1783.0,1440.0,0.0,0.0,120.0,0.0,2018.0,12.0,10.666666666666666
"procesos industriales","presencial","riobamba","chimborazo",781.0,54.0,1783.0,256.0,0.0,0.0,8.0,0.0,2018.0,32.0,26.0
"procesos industriales","presencial","riobamba","chimborazo",786.0,54.0,1783.0,1536.0,0.0,0.0,8.0,0.0,2018.0,192.0,198.5
"procesos industriales","online","riobamba","chimborazo",787.0,54.0,1783.0,1536.0,0.0,0.0,8.0,0.0,2018.0,192.0,198.5
"procesos industriales","presencial","riobamba","chimborazo",790.0,54.0,1783.0,80.0,0.0,0.0,8.0,0.0,2018.0,10.0,8.5
"procesos industriales","presencial","riobamba","chimborazo",792.0,54.0,1783.0,240.0,0.0,0.0,24.0,0.0,2018.0,10.0,11.2
"procesos industriales","presencial","riobamba","chimborazo",793.0,27.0,1271.0,2790.0,0.0,0.0,18.0,0.0,2019.0,155.0,180.8
"educación y capacitación","presencial","riobamba","chimborazo",797.0,27.0,1271.0,3000.0,0.0,0.0,120.0,0.0,2019.0,25.0,24.0
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",799.0,27.0,1271.0,160.0,0.0,0.0,8.0,0.0,2019.0,20.0,20.333333333333332
"procesos industriales","online","riobamba","chimborazo",800.0,27.0,1271.0,160.0,0.0,0.0,8.0,0.0,2019.0,20.0,16.666666666666668
"procesos industriales","online","riobamba","chimborazo",802.0,27.0,1271.0,344.0,0.0,0.0,8.0,0.0,2019.0,43.0,44.0
"procesos industriales","online","riobamba","chimborazo",810.0,27.0,1271.0,72.0,0.0,0.0,8.0,0.0,2019.0,9.0,5.25
"educación y capacitación","presencial","riobamba","chimborazo",811.0,27.0,1271.0,420.0,0.0,0.0,30.0,0.0,2019.0,14.0,11.666666666666666
"procesos industriales","presencial","riobamba","chimborazo",815.0,2.0,2.0,18.0,0.0,0.0,18.0,0.0,2020.0,1.0,1.0
"procesos industriales","presencial","riobamba","chimborazo",816.0,39.0,2842.0,3582.0,0.0,0.0,18.0,0.0,2022.0,199.0,180.8
"procesos industriales","presencial","riobamba","chimborazo",817.0,39.0,2842.0,1072.0,0.0,0.0,8.0,0.0,2022.0,134.0,135.33333333333334
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",820.0,39.0,2842.0,2000.0,0.0,0.0,40.0,0.0,2022.0,50.0,51.166666666666664
"educación y capacitación","online","riobamba","chimborazo",822.0,39.0,2842.0,19320.0,0.0,0.0,120.0,0.0,2022.0,161.0,472.3333333333333
"procesos industriales","online","riobamba","chimborazo",824.0,39.0,2842.0,240.0,0.0,0.0,8.0,0.0,2022.0,30.0,29.0
"procesos industriales","presencial","riobamba","chimborazo",825.0,39.0,2842.0,2216.0,0.0,0.0,8.0,0.0,2022.0,277.0,277.6666666666667
"procesos industriales","presencial","riobamba","chimborazo",829.0,39.0,2842.0,1064.0,0.0,0.0,8.0,0.0,2022.0,133.0,135.33333333333334
"procesos industriales","presencial","riobamba","chimborazo",830.0,39.0,2842.0,2128.0,0.0,0.0,16.0,0.0,2022.0,133.0,99.0
"procesos industriales","presencial","riobamba","chimborazo",832.0,39.0,2842.0,312.0,0.0,0.0,8.0,0.0,2022.0,39.0,42.45454545454545
"procesos industriales","presencial","riobamba","chimborazo",836.0,39.0,2842.0,7712.0,0.0,0.0,16.0,0.0,2022.0,482.0,488.85714285714283
"administración y legislación","presencial","riobamba","chimborazo",838.0,39.0,2842.0,30.0,0.0,0.0,30.0,0.0,2022.0,1.0,1.0
"educación y capacitación","presencial","riobamba","chimborazo",842.0,39.0,2842.0,240.0,0.0,0.0,40.0,0.0,2022.0,6.0,6.0
"procesos industriales","presencial","riobamba","chimborazo",845.0,39.0,2842.0,224.0,0.0,0.0,8.0,0.0,2022.0,28.0,30.0
"procesos industriales","presencial","riobamba","chimborazo",846.0,39.0,2842.0,448.0,0.0,0.0,16.0,0.0,2022.0,28.0,32.0
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",847.0,39.0,2842.0,4760.0,0.0,0.0,40.0,0.0,2022.0,119.0,113.0
"forestal ecología y medio ambiente","presencial","riobamba","chimborazo",850.0,39.0,2842.0,208.0,0.0,0.0,8.0,0.0,2022.0,26.0,20.333333333333332
"procesos industriales","presencial","riobamba","chimborazo",856.0,39.0,2842.0,108.0,0.0,0.0,12.0,0.0,2022.0,9.0,9.666666666666666
"procesos industriales","presencial","riobamba","chimborazo",858.0,39.0,2842.0,5232.0,0.0,0.0,16.0,0.0,2022.0,327.0,239.33333333333334
"administración y legislación","presencial","ibarra","imbabura",866.0,3.0,216.0,660.0,0.0,0.0,20.0,0.0,2021.0,33.0,33.333333333333336
"administración y legislación","presencial","ibarra","imbabura",867.0,3.0,216.0,59200.0,0.0,0.0,400.0,0.0,2021.0,148.0,82.8
"administración y legislación","presencial","ibarra","imbabura",868.0,3.0,216.0,7000.0,0.0,0.0,200.0,0.0,2021.0,35.0,82.8
"educación y capacitación","presencial","quito","pichincha",870.0,2.0,223.0,16490.0,0.0,0.0,170.0,0.0,2021.0,97.0,168.0
"administración y legislación","presencial","quito","pichincha",871.0,2.0,77.0,6120.0,0.0,0.0,170.0,0.0,2019.0,36.0,79.16666666666667
"educación y capacitación","presencial","quito","pichincha",872.0,2.0,77.0,6970.0,0.0,0.0,170.0,0.0,2019.0,41.0,79.16666666666667
"artes y artesanía","presencial","quito","pichincha",873.0,25.0,2940.0,22720.0,0.0,0.0,80.0,0.0,2021.0,284.0,523.0
"artes y artesanía","presencial","quito","pichincha",880.0,5.0,17.0,360.0,0.0,0.0,360.0,0.0,2021.0,1.0,2.0
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",881.0,5.0,17.0,360.0,0.0,0.0,360.0,0.0,2021.0,1.0,2.0
"administración y legislación","presencial","guayaquil","guayas",883.0,5.0,161.0,480.0,0.0,0.0,24.0,0.0,2021.0,20.0,25.0
"administración y legislación","online","guayaquil","guayas",884.0,5.0,161.0,480.0,0.0,0.0,24.0,0.0,2021.0,20.0,25.0
"finanzas comercio y ventas","presencial","quito","pichincha",890.0,11.0,190.0,48.0,0.0,0.0,8.0,0.0,2021.0,6.0,6.0
"transporte y logística","presencial","quito","pichincha",892.0,11.0,190.0,312.0,0.0,0.0,13.0,0.0,2021.0,24.0,35.75
"administración y legislación","presencial","quito","pichincha",894.0,11.0,190.0,368.0,0.0,0.0,16.0,0.0,2021.0,23.0,19.5
"administración y legislación","presencial","quito","pichincha",896.0,12.0,116.0,96.0,0.0,0.0,12.0,0.0,2019.0,8.0,7.0
"transporte y logística","presencial","quito","pichincha",897.0,12.0,116.0,104.0,0.0,0.0,13.0,0.0,2019.0,8.0,9.666666666666666
"procesos industriales","presencial","guayaquil","guayas",900.0,10.0,385.0,418.0,0.0,0.0,22.0,0.0,2021.0,19.0,19.5
"electricidad y electrónica","presencial","guayaquil","guayas",902.0,10.0,385.0,180.0,0.0,0.0,20.0,0.0,2021.0,9.0,9.8
"electricidad y electrónica","presencial","guayaquil","guayas",903.0,10.0,385.0,140.0,0.0,0.0,20.0,0.0,2021.0,7.0,7.0
"procesos industriales","presencial","guayaquil","guayas",904.0,10.0,385.0,462.0,0.0,0.0,22.0,0.0,2021.0,21.0,22.0
"procesos industriales","presencial","guayaquil","guayas",905.0,10.0,385.0,2760.0,0.0,0.0,12.0,0.0,2021.0,230.0,320.5
"mecánica industrial y minería","presencial","guayaquil","guayas",907.0,10.0,385.0,900.0,0.0,0.0,20.0,0.0,2021.0,45.0,47.2
"procesos industriales","presencial","guayaquil","guayas",908.0,10.0,385.0,12.0,0.0,0.0,12.0,0.0,2021.0,1.0,1.0
"procesos industriales","presencial","guayaquil","guayas",913.0,17.0,840.0,40.0,0.0,0.0,8.0,0.0,2018.0,5.0,4.0
"procesos industriales","presencial","guayaquil","guayas",915.0,17.0,840.0,120.0,0.0,0.0,12.0,0.0,2018.0,10.0,9.666666666666666
"procesos industriales","presencial","guayaquil","guayas",916.0,17.0,840.0,252.0,0.0,0.0,12.0,0.0,2018.0,21.0,20.666666666666668
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",917.0,17.0,840.0,96.0,307.999999968,0.0,16.0,51.333333328,2018.0,6.0,7.0
"procesos industriales","presencial","guayaquil","guayas",919.0,17.0,840.0,632.0,0.0,0.0,8.0,0.0,2018.0,79.0,75.0
"mecánica industrial y minería","presencial","guayaquil","guayas",920.0,17.0,840.0,320.0,0.0,0.0,20.0,0.0,2018.0,16.0,15.666666666666666
"procesos industriales","presencial","samborondon","sin provincia",921.0,9.0,186.0,120.0,0.0,0.0,12.0,0.0,2021.0,10.0,9.666666666666666
"administración y legislación","presencial","samborondon","sin provincia",924.0,9.0,186.0,320.0,0.0,0.0,32.0,0.0,2021.0,10.0,9.333333333333334
"MISSING","desconocida","quito","pichincha",927.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,2021.0,32.0,45.95238095238095
"MISSING","desconocida","riobamba","chimborazo",932.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0,2021.0,35.0,45.95238095238095
"artes y artesanía","presencial","pastaza","pastaza",935.0,2.0,12.0,3564.0,0.0,0.0,324.0,0.0,2019.0,11.0,7.333333333333333
"administración y legislación","presencial","quito","pichincha",936.0,9.0,65.0,240.0,0.0,0.0,40.0,0.0,2021.0,6.0,6.0
"educación y capacitación","online","ibarra","imbabura",938.0,3.0,219.0,14640.0,0.0,0.0,120.0,0.0,2021.0,122.0,82.8
"educación y capacitación","online","ibarra","imbabura",939.0,3.0,219.0,1680.0,0.0,0.0,120.0,0.0,2021.0,14.0,15.666666666666666
"artes y artesanía","presencial","quito","pichincha",940.0,6.0,36.0,320.0,0.0,0.0,40.0,0.0,2018.0,8.0,8.0
"artes y artesanía","presencial","quito","pichincha",941.0,5.0,16.0,280.0,0.0,0.0,40.0,0.0,2019.0,7.0,8.0
"artes y artesanía","presencial","quito","pichincha",942.0,4.0,21.0,200.0,0.0,0.0,40.0,0.0,2022.0,5.0,5.0
"artes y artesanía","presencial","quito","pichincha",944.0,4.0,21.0,280.0,0.0,0.0,40.0,0.0,2022.0,7.0,8.0
"artes y artesanía","presencial","quito","pichincha",945.0,4.0,21.0,364.0,0.0,0.0,52.0,0.0,2022.0,7.0,10.0
"tecnologías de la información y comunicación","online","cuenca","azuay",946.0,5.0,203.0,1560.0,6240.0,0.7090909090909091,40.0,160.0,2018.0,39.0,41.0
