"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","confidence(range2)","confidence(range1)","prediction(num_cap_cer)","cost"
"educación y capacitación","online","quito","pichincha",362.0,30.0,2885.0,4480.0,0.0,0.0,28.0,0.0,2021.0,"range2",0.6252648830203666,0.3747351169796332,"range2",0.25052976604073346
"administración y legislación","online","quito","pichincha",370.0,3.0,18.0,440.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.3142568490446928,0.685743150955307,"range1",0.3714863019106142
"educación y capacitación","presencial","guayaquil","guayas",373.0,4.0,110.0,4888.0,0.0,0.0,104.0,0.0,2021.0,"range2",0.32590075283939485,0.6740992471606052,"range1",0.34819849432121036
"educación y capacitación","presencial","guayaquil","guayas",375.0,4.0,110.0,832.0,0.0,0.0,104.0,0.0,2021.0,"range1",0.3106801695271323,0.6893198304728677,"range1",0.3786396609457354
"educación y capacitación","presencial","guayaquil","guayas",376.0,4.0,110.0,72.0,0.0,0.0,72.0,0.0,2021.0,"range1",0.31070173373979776,0.6892982662602023,"range1",0.37859653252040454
"procesos industriales","presencial","quito","pichincha",377.0,17.0,3031.0,1752.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.46799793119900923,0.5320020688009908,"range1",0.06400413760198154
"procesos industriales","semipresencial","quito","pichincha",378.0,17.0,3031.0,1752.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5072196412490861,0.4927803587509139,"range2",0.014439282498172223
"procesos industriales","online","quito","pichincha",379.0,17.0,3031.0,1752.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.5071064377400553,0.4928935622599448,"range2",0.014212875480110465
"procesos industriales","presencial","quito","pichincha",380.0,17.0,3031.0,4848.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6420458281005615,0.3579541718994384,"range2",0.28409165620112314
"procesos industriales","semipresencial","quito","pichincha",381.0,17.0,3031.0,4848.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6428783843704292,0.35712161562957084,"range2",0.28575676874085837
"procesos industriales","presencial","quito","pichincha",383.0,17.0,3031.0,8520.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6439817970724661,0.356018202927534,"range2",0.28796359414493206
"procesos industriales","semipresencial","quito","pichincha",385.0,17.0,3031.0,8520.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.6439837074199999,0.3560162925800001,"range2",0.28796741483999977
"procesos industriales","presencial","quito","pichincha",386.0,13.0,648.0,552.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.318117890326995,0.6818821096730051,"range1",0.3637642193460101
"procesos industriales","presencial","quito","pichincha",389.0,13.0,648.0,1848.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.3659699403278874,0.6340300596721126,"range1",0.2680601193442252
"procesos industriales","semipresencial","quito","pichincha",390.0,13.0,648.0,1848.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.38773631363868205,0.6122636863613179,"range1",0.22452737272263584
"procesos industriales","online","quito","pichincha",391.0,13.0,648.0,1848.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.38765393507353757,0.6123460649264625,"range1",0.22469212985292492
"procesos industriales","presencial","quito","pichincha",392.0,13.0,648.0,1176.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.3308071911416699,0.66919280885833,"range1",0.3383856177166601
"procesos industriales","online","quito","pichincha",393.0,13.0,648.0,1176.0,0.0,0.0,24.0,0.0,2019.0,"range2",0.339617085780563,0.660382914219437,"range1",0.32076582843887397
"industrias manufactureras","desconocida","guayaquil","guayas",395.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.31422726226414205,0.6857727377358579,"range1",0.37154547547171585
"industrias  manufactureras","desconocida","guayaquil","guayas",396.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.3142225549966707,0.6857774450033293,"range1",0.3715548900066586
"procesos industriales","presencial","quito","pichincha",402.0,6.0,236.0,540.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.32528561095157804,0.6747143890484218,"range1",0.3494287780968438
"finanzas comercio y ventas","online","latacunga","cotopaxi",407.0,24.0,3608.0,32720.0,0.0,0.0,80.0,0.0,2021.0,"range2",0.6439880954927113,0.3560119045072887,"range2",0.2879761909854226
"educación y capacitación","online","latacunga","cotopaxi",408.0,24.0,3608.0,2320.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.3995518358415067,0.6004481641584932,"range1",0.2008963283169865
"transporte y logística","online","guayaquil","guayas",415.0,20.0,5039.0,11060.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.6439866571430558,0.35601334285694425,"range2",0.28797331428611156
"transporte y logística","online","guayaquil","guayas",417.0,20.0,5039.0,1254.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.3703284353323879,0.6296715646676122,"range1",0.2593431293352243
"transporte y logística","online","guayaquil","guayas",421.0,20.0,5039.0,2080.0,0.0,0.0,26.0,0.0,2021.0,"range2",0.5295464482959741,0.47045355170402586,"range2",0.05909289659194822
"educación y capacitación","online","rumiñahui","pichincha",424.0,4.0,52.0,1920.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.31774083039325357,0.6822591696067466,"range1",0.364518339213493
"administración y legislación","presencial","guayaquil","guayas",432.0,23.0,1389.0,120.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.3218981427742099,0.6781018572257901,"range1",0.35620371445158017
"administración y legislación","online","guayaquil","guayas",433.0,23.0,1389.0,120.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.32690952165216397,0.6730904783478359,"range1",0.3461809566956719
"tecnologías de la información y comunicación","online","guayaquil","guayas",434.0,23.0,1389.0,228.0,731.499999924,0.0,12.0,38.499999996,2021.0,"range1",0.31328073645980853,0.6867192635401914,"range1",0.3734385270803829
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",436.0,23.0,1389.0,696.0,7308.0,0.0,12.0,126.0,2021.0,"range2",0.5901229074769381,0.4098770925230619,"range2",0.18024581495387615
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",438.0,23.0,1389.0,444.0,6549.0,0.0,12.0,177.0,2021.0,"range2",0.36394492999978617,0.6360550700002138,"range1",0.2721101400004276
"tecnologías de la información y comunicación","online","guayaquil","guayas",439.0,23.0,1389.0,444.0,6549.0,0.0,12.0,177.0,2021.0,"range2",0.3850575466656341,0.614942453334366,"range1",0.22988490666873196
"administración y legislación","online","guayaquil","guayas",440.0,23.0,1389.0,228.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.3297940584558962,0.6702059415441037,"range1",0.3404118830882075
"procesos industriales","online","guayaquil","guayas",444.0,23.0,1389.0,456.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.33321703597096114,0.6667829640290388,"range1",0.33356592805807767
"procesos industriales","online","guayaquil","guayas",454.0,23.0,1389.0,3420.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.61798570195649,0.38201429804350995,"range2",0.2359714039129801
"educación y capacitación","presencial","guayaquil","guayas",456.0,23.0,1389.0,96.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.31265865306777935,0.6873413469322207,"range1",0.37468269386444136
"alimentación gastronomía y turismo","presencial","quito","pichincha",461.0,8.0,324.0,1080.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.31066904745063034,0.6893309525493696,"range1",0.37866190509873926
"procesos industriales","presencial","quito","pichincha",462.0,8.0,324.0,2880.0,0.0,0.0,120.0,0.0,2021.0,"range1",0.31157665873175594,0.6884233412682441,"range1",0.3768466825364882
"alimentación gastronomía y turismo","presencial","quito","pichincha",463.0,8.0,324.0,3480.0,0.0,0.0,60.0,0.0,2021.0,"range2",0.33002947493550855,0.6699705250644916,"range1",0.33994105012898307
"otras actividades de servicios","desconocida","quito","pichincha",466.0,8.0,324.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range2",0.3141053234851909,0.6858946765148092,"range1",0.3717893530296183
"otras actividades de servicios","desconocida","quito","pichincha",471.0,12.0,202.0,0.0,0.0,0.0,0.0,0.0,2018.0,"range2",0.3134746395042291,0.686525360495771,"range1",0.37305072099154185
"otras actividades de servicios","desconocida","quito","pichincha",473.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,2019.0,"range1",0.31391807470939853,0.6860819252906015,"range1",0.372163850581203
"MISSING","desconocida","portoviejo","manabi",475.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.3139144116427255,0.6860855883572746,"range1",0.37217117671454913
"educación y capacitación","presencial","quito","pichincha",476.0,11.0,352.0,28920.0,0.0,0.0,120.0,0.0,2021.0,"range2",0.6439867070761923,0.3560132929238076,"range2",0.2879734141523847
"educación y capacitación","presencial","quito","pichincha",477.0,11.0,352.0,320.0,0.0,0.0,80.0,0.0,2021.0,"range1",0.3106931452265262,0.6893068547734739,"range1",0.3786137095469477
"educación y capacitación","presencial","quito","pichincha",478.0,11.0,352.0,5760.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.31065346598898946,0.6893465340110106,"range1",0.3786930680220212
"procesos industriales","presencial","quito","pichincha",481.0,6.0,349.0,616.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.3287913917036875,0.6712086082963126,"range1",0.3424172165926251
"procesos industriales","presencial","quito","pichincha",484.0,6.0,349.0,216.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.32017035913303876,0.6798296408669612,"range1",0.3596592817339224
"procesos industriales","presencial","quito","pichincha",485.0,8.0,149.0,384.0,0.0,0.0,8.0,0.0,2018.0,"range2",0.3208933076198808,0.6791066923801193,"range1",0.35821338476023856
"procesos industriales","presencial","quito","pichincha",486.0,8.0,149.0,60.0,0.0,0.0,12.0,0.0,2018.0,"range1",0.3154249298065099,0.6845750701934902,"range1",0.3691501403869803
"procesos industriales","presencial","quito","pichincha",489.0,5.0,278.0,128.0,0.0,0.0,8.0,0.0,2019.0,"range1",0.31865441801617905,0.6813455819838209,"range1",0.36269116396764184
"procesos industriales","online","latacunga","cotopaxi",498.0,15.0,1256.0,2060.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.5022572927559164,0.4977427072440836,"range2",0.004514585511832758
"procesos industriales","presencial","latacunga","cotopaxi",499.0,15.0,1256.0,4860.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.6376823107285138,0.36231768927148617,"range2",0.2753646214570276
"procesos industriales","online","latacunga","cotopaxi",502.0,15.0,1256.0,2150.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.5143349594929094,0.48566504050709064,"range2",0.028669918985818776
"procesos industriales","online","latacunga","cotopaxi",504.0,15.0,1256.0,1230.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.39154913824187704,0.6084508617581229,"range1",0.21690172351624587
"procesos industriales","presencial","latacunga","cotopaxi",505.0,15.0,1256.0,280.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.32441208067342325,0.6755879193265768,"range1",0.35117583865315355
"procesos industriales","online","latacunga","cotopaxi",512.0,15.0,1256.0,1400.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.37235704581354917,0.6276429541864509,"range1",0.2552859083729017
"procesos industriales","online","latacunga","cotopaxi",514.0,15.0,1256.0,520.0,0.0,0.0,10.0,0.0,2021.0,"range2",0.33931341862678194,0.660686581373218,"range1",0.32137316274643607
"procesos industriales","online","latacunga","cotopaxi",520.0,15.0,1256.0,945.0,0.0,0.0,15.0,0.0,2021.0,"range2",0.35184076335313724,0.6481592366468628,"range1",0.29631847329372557
"procesos industriales","presencial","latacunga","cotopaxi",521.0,3.0,44.0,560.0,0.0,0.0,40.0,0.0,2019.0,"range1",0.31272997776261674,0.6872700222373833,"range1",0.3745400444747666
"educación y capacitación","presencial","riobamba","chimborazo",524.0,2.0,13.0,320.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.3109928647837856,0.6890071352162144,"range1",0.37801427043242875
"artes y artesanía","presencial","pastaza","pastaza",525.0,2.0,16.0,1800.0,0.0,0.0,360.0,0.0,2021.0,"range1",0.3106532784161867,0.6893467215838133,"range1",0.3786934431676266
"artes y artesanía","presencial","pastaza","pastaza",526.0,2.0,16.0,1100.0,0.0,0.0,100.0,0.0,2021.0,"range1",0.3106937759184291,0.6893062240815709,"range1",0.3786124481631418
"artes y artesanía","presencial","pastaza","pastaza",528.0,1.0,6.0,600.0,0.0,0.0,100.0,0.0,2019.0,"range1",0.3106732806371299,0.68932671936287,"range1",0.37865343872574014
"educación y capacitación","presencial","quito","pichincha",529.0,1.0,3.0,720.0,0.0,0.0,240.0,0.0,2021.0,"range1",0.31065341629340043,0.6893465837065995,"range1",0.3786931674131991
"administración y legislación","presencial","quito","pichincha",530.0,10.0,351.0,512.0,0.0,0.0,16.0,0.0,2021.0,"range2",0.3205324766208873,0.6794675233791126,"range1",0.35893504675822535
"educación y capacitación","presencial","quito","pichincha",532.0,10.0,351.0,2240.0,0.0,0.0,280.0,0.0,2021.0,"range1",0.3106534196029355,0.6893465803970643,"range1",0.3786931607941288
"procesos industriales","presencial","quito","pichincha",538.0,10.0,351.0,4520.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.5840198997319446,0.41598010026805543,"range2",0.16803979946388914
"procesos industriales","presencial","quito","pichincha",540.0,10.0,351.0,40.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.31156211737462974,0.6884378826253702,"range1",0.37687576525074046
"comunicación y artes gráficas","online","cayambe","pichincha",545.0,3.0,121.0,960.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.31202923537524857,0.6879707646247514,"range1",0.3759415292495028
"administración y legislación","online","cayambe","pichincha",547.0,3.0,121.0,1840.0,0.0,0.0,40.0,0.0,2021.0,"range2",0.339969182184817,0.660030817815183,"range1",0.32006163563036605
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",548.0,2.0,33.0,750.0,7252.500000000001,0.2033677702757667,30.0,290.1,2021.0,"range1",0.31165369644532537,0.6883463035546747,"range1",0.3766926071093494
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",550.0,4.0,107.0,1230.0,11894.1,0.3335231432522574,30.0,290.1,2018.0,"range2",0.5825625370105222,0.41743746298947776,"range2",0.16512507402104443
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",554.0,7.0,397.0,1320.0,12764.4,0.3579272756853494,30.0,290.1,2019.0,"range2",0.6285981371970715,0.37140186280292853,"range2",0.25719627439414294
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",555.0,7.0,397.0,180.0,2655.0,0.048808264866184,30.0,442.5,2019.0,"range1",0.3106534116800234,0.6893465883199766,"range1",0.3786931766399532
"comunicación y artes gráficas","presencial","guayaquil","guayas",557.0,7.0,397.0,270.0,0.0,0.073212397299276,30.0,0.0,2019.0,"range1",0.3112746267053544,0.6887253732946457,"range1",0.3774507465892913
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",558.0,7.0,397.0,1080.0,7203.599999999999,0.2928495891971041,30.0,200.1,2019.0,"range2",0.35035853007818235,0.6496414699218177,"range1",0.29928293984363535
"educación y capacitación","online","quito","pichincha",560.0,3.0,4.0,40.0,0.0,0.0,40.0,0.0,2021.0,"range1",0.31094384241996414,0.6890561575800359,"range1",0.37811231516007177
"procesos industriales","presencial","quito","pichincha",561.0,3.0,4.0,16.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.31590462264944436,0.6840953773505557,"range1",0.36819075470111134
"procesos industriales","online","quito","pichincha",562.0,3.0,4.0,16.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.3182595030942312,0.6817404969057689,"range1",0.3634809938115377
"educación y capacitación","online","quito","pichincha",563.0,3.0,4.0,20.0,0.0,0.0,20.0,0.0,2021.0,"range1",0.3115353349869015,0.6884646650130984,"range1",0.37692933002619694
"administración y legislación","online","quito","pichincha",564.0,3.0,209.0,720.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.34335878686418275,0.6566412131358171,"range1",0.3132824262716344
"administración y legislación","online","quito","pichincha",565.0,3.0,209.0,128.0,0.0,0.0,8.0,0.0,2021.0,"range1",0.3234653133463608,0.6765346866536391,"range1",0.35306937330727833
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",566.0,1.0,120.0,1920.0,0.0,0.0,16.0,0.0,2021.0,"range2",0.32954882410462216,0.6704511758953778,"range1",0.3409023517907557
"administración y legislación","online","quito","pichincha",570.0,19.0,1118.0,512.0,0.0,0.5149662053427744,16.0,0.0,2021.0,"range2",0.33102959995901354,0.6689704000409865,"range1",0.33794080008197297
"procesos industriales","presencial","quito","pichincha",572.0,19.0,1118.0,1104.0,0.0,1.4805278403604765,12.0,0.0,2021.0,"range2",0.3540828786120233,0.6459171213879767,"range1",0.29183424277595343
"procesos industriales","presencial","quito","pichincha",573.0,19.0,1118.0,636.0,0.0,0.85291277759897,12.0,0.0,2021.0,"range2",0.329618958722554,0.6703810412774461,"range1",0.34076208255489215
"educación y capacitación","presencial","quito","pichincha",575.0,19.0,1118.0,592.0,0.0,0.5954296749275828,16.0,0.0,2021.0,"range2",0.31375816362754166,0.6862418363724583,"range1",0.3724836727449166
"finanzas comercio y ventas","online","quito","pichincha",577.0,19.0,1118.0,8600.0,0.0,3.459929192146766,40.0,0.0,2021.0,"range2",0.6439142070479384,0.35608579295206155,"range2",0.2878284140958769
"administración y legislación","presencial","quito","pichincha",579.0,19.0,1118.0,152.0,0.0,0.3057611844222723,8.0,0.0,2021.0,"range1",0.32265089448629275,0.6773491055137072,"range1",0.35469821102741445
"administración y legislación","presencial","quito","pichincha",580.0,19.0,1118.0,320.0,0.0,0.3218538783392339,16.0,0.0,2021.0,"range1",0.3205029705724112,0.6794970294275888,"range1",0.3589940588551776
"procesos industriales","presencial","quito","pichincha",586.0,19.0,1118.0,72.0,0.0,0.0643707756678468,18.0,0.0,2021.0,"range1",0.31519297259878415,0.6848070274012158,"range1",0.36961405480243165
"procesos industriales","presencial","quito","pichincha",592.0,9.0,192.0,84.0,0.0,0.1126488574187318,12.0,0.0,2018.0,"range1",0.3150812296015886,0.6849187703984114,"range1",0.36983754079682285
"procesos industriales","presencial","quito","pichincha",595.0,9.0,192.0,12.0,0.0,0.0160926939169617,12.0,0.0,2018.0,"range1",0.3145042050671775,0.6854957949328225,"range1",0.370991589865645
"procesos industriales","presencial","quito","pichincha",596.0,11.0,680.0,300.0,0.0,0.4023173479240425,12.0,0.0,2019.0,"range1",0.3195715750760386,0.6804284249239614,"range1",0.36085684984792277
"finanzas comercio y ventas","online","quito","pichincha",598.0,11.0,680.0,4080.0,0.0,1.641454779530093,40.0,0.0,2019.0,"range2",0.495453445514995,0.5045465544850051,"range1",0.009093108970010089
"procesos industriales","presencial","quito","pichincha",602.0,11.0,680.0,918.0,0.0,0.8207273897650467,18.0,0.0,2019.0,"range2",0.32883572829065216,0.6711642717093479,"range1",0.34232854341869573
"educación y capacitación","presencial","quito","pichincha",604.0,2.0,45.0,352.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.3127601520984396,0.6872398479015605,"range1",0.37447969580312085
"administración y legislación","online","quito","pichincha",612.0,4.0,104.0,1000.0,0.0,0.0,20.0,0.0,2021.0,"range2",0.3324926294280758,0.6675073705719242,"range1",0.33501474114384844
"otras actividades de servicios","desconocida","loja","loja",614.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range1",0.31337678990037454,0.6866232100996253,"range1",0.3732464201992508
"actividades de atención de la salud humana y de asistencia social","desconocida","loja","loja",615.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,2021.0,"range2",0.31337321181590366,0.6866267881840963,"range1",0.3732535763681926
"educación y capacitación","presencial","quito","pichincha",616.0,1.0,111.0,6660.0,0.0,0.0,60.0,0.0,2021.0,"range2",0.6150498264840145,0.3849501735159855,"range2",0.23009965296802903
"educación y capacitación","presencial","quito","pichincha",618.0,2.0,57.0,240.0,0.0,0.0,60.0,0.0,2019.0,"range1",0.31074351734240535,0.6892564826575946,"range1",0.3785129653151893
"educación y capacitación","presencial","quito","pichincha",619.0,1.0,1.0,60.0,0.0,0.0,60.0,0.0,2020.0,"range1",0.3107212848547573,0.6892787151452427,"range1",0.37855743029048544
"educación y capacitación","presencial","quito","pichincha",620.0,1.0,2.0,120.0,0.0,0.0,60.0,0.0,2022.0,"range1",0.3107276046305992,0.6892723953694008,"range1",0.3785447907388016
"servicios socioculturales y a la comunidad","online","quito","pichincha",621.0,9.0,109.0,1040.0,0.0,0.0,80.0,0.0,2021.0,"range1",0.3107766429649872,0.6892233570350128,"range1",0.3784467140700256
"educación y capacitación","online","quito","pichincha",623.0,9.0,109.0,2640.0,0.0,0.0,80.0,0.0,2021.0,"range2",0.31215726822724227,0.6878427317727578,"range1",0.3756854635455155
"servicios socioculturales y a la comunidad","online","quito","pichincha",625.0,9.0,109.0,1760.0,0.0,0.0,160.0,0.0,2021.0,"range1",0.31065865241937535,0.6893413475806246,"range1",0.37868269516124925
"procesos industriales","presencial","quito","pichincha",629.0,20.0,1373.0,3150.0,0.0,0.0,30.0,0.0,2021.0,"range2",0.49385450239106055,0.5061454976089395,"range1",0.012290995217878908
"procesos industriales","online","quito","pichincha",631.0,20.0,1373.0,8640.0,0.0,0.0,18.0,0.0,2021.0,"range2",0.6439786582980432,0.3560213417019567,"range2",0.28795731659608653
"procesos industriales","online","quito","pichincha",632.0,20.0,1373.0,3840.0,0.0,0.0,8.0,0.0,2021.0,"range2",0.6318220916955464,0.36817790830445357,"range2",0.2636441833910928
"procesos industriales","presencial","quito","pichincha",635.0,20.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.64098838000593,0.3590116199940701,"range2",0.28197676001185984
"procesos industriales","online","quito","pichincha",636.0,20.0,1373.0,5148.0,0.0,0.0,12.0,0.0,2021.0,"range2",0.6422757694437548,0.35772423055624536,"range2",0.2845515388875094
"procesos industriales","presencial","quito","pichincha",640.0,20.0,1373.0,228.0,0.0,0.0,12.0,0.0,2021.0,"range1",0.3196343214447385,0.6803656785552615,"range1",0.360731357110523
"procesos industriales","presencial","quito","pichincha",642.0,9.0,238.0,1512.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.3397072704346607,0.6602927295653394,"range1",0.32058545913067865
"procesos industriales","online","quito","pichincha",643.0,9.0,238.0,1512.0,0.0,0.0,18.0,0.0,2019.0,"range2",0.3521118392919081,0.6478881607080919,"range1",0.29577632141618376
"procesos industriales","online","quito","pichincha",644.0,9.0,238.0,672.0,0.0,0.0,8.0,0.0,2019.0,"range2",0.3304949856824211,0.669505014317579,"range1",0.33901002863515795
"procesos industriales","presencial","quito","pichincha",645.0,9.0,238.0,48.0,0.0,0.0,12.0,0.0,2019.0,"range1",0.31459289695535936,0.6854071030446406,"range1",0.37081420608928123
"educación y capacitación","online","milagro","guayas",661.0,3.0,91.0,2160.0,0.0,0.0,120.0,0.0,2019.0,"range1",0.31073441237424176,0.6892655876257581,"range1",0.3785311752515163
"educación y capacitación","online","milagro","guayas",663.0,3.0,91.0,6240.0,0.0,0.0,240.0,0.0,2019.0,"range1",0.3107058191441048,0.6892941808558953,"range1",0.37858836171179056
"administración y legislación","online","guayaquil","guayas",664.0,12.0,621.0,512.0,0.0,0.0,32.0,0.0,2021.0,"range1",0.31602006157029905,0.683979938429701,"range1",0.3679598768594019
"administración y legislación","online","guayaquil","guayas",665.0,12.0,621.0,3264.0,0.0,0.0,32.0,0.0,2021.0,"range2",0.5236020403693077,0.47639795963069237,"range2",0.04720408073861532
"administración y legislación","online","guayaquil","guayas",667.0,12.0,621.0,4028.0,0.0,0.0,38.0,0.0,2021.0,"range2",0.5838488634926807,0.4161511365073192,"range2",0.1676977269853615
"administración y legislación","online","guayaquil","guayas",668.0,12.0,621.0,2448.0,0.0,0.0,24.0,0.0,2021.0,"range2",0.4491803376201426,0.5508196623798575,"range1",0.10163932475971488
"administración y legislación","online","guayaquil","guayas",670.0,12.0,621.0,336.0,0.0,0.0,24.0,0.0,2021.0,"range1",0.31707876930639195,0.6829212306936081,"range1",0.36584246138721616
"administración y legislación","online","guayaquil","guayas",673.0,4.0,47.0,1152.0,0.0,0.0,32.0,0.0,2018.0,"range2",0.3229319415239446,0.6770680584760554,"range1",0.35413611695211084
"administración y legislación","online","guayaquil","guayas",676.0,14.0,336.0,114.0,0.0,0.0,38.0,0.0,2019.0,"range1",0.3121543578158867,0.6878456421841133,"range1",0.3756912843682266
"administración y legislación","online","guayaquil","guayas",677.0,14.0,336.0,96.0,0.0,0.0,24.0,0.0,2019.0,"range1",0.3139753013571875,0.6860246986428126,"range1",0.3720493972856251
"educación y capacitación","presencial","quito","pichincha",681.0,1.0,3.0,288.0,0.0,0.0,96.0,0.0,2021.0,"range1",0.3106665468303977,0.6893334531696023,"range1",0.3786669063392046
"alimentación gastronomía y turismo","presencial","portoviejo","manabi",682.0,1.0,6.0,60.0,0.0,0.0,10.0,0.0,2021.0,"range1",0.3117099265967876,0.6882900734032124,"range1",0.37658014680642476
"administración y legislación","presencial","guayaquil","guayas",683.0,38.0,1280.0,720.0,0.0,0.0336448598130841,40.0,0.0,2021.0,"range1",0.3131992546591939,0.6868007453408062,"range1",0.37360149068161225
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",689.0,38.0,1280.0,440.0,6490.0,0.0411214953271028,20.0,295.0,2021.0,"range1",0.31090908610691653,0.6890909138930835,"range1",0.378181827786167
"tecnologías de la información y comunicación","online","guayaquil","guayas",690.0,38.0,1280.0,440.0,990.0,0.0411214953271028,20.0,45.0,2021.0,"range1",0.3118273203060322,0.6881726796939677,"range1",0.37634535938793545
"construcción e infraestructura","online","guayaquil","guayas",697.0,38.0,1280.0,740.0,0.0,0.0691588785046729,20.0,0.0,2021.0,"range2",0.3130021497435587,0.6869978502564412,"range1",0.3739957005128825
"construcción e infraestructura","presencial","guayaquil","guayas",698.0,38.0,1280.0,820.0,0.0,0.0766355140186915,20.0,0.0,2021.0,"range2",0.31250208278593816,0.687497917214062,"range1",0.3749958344281238
"administración y legislación","online","guayaquil","guayas",705.0,38.0,1280.0,9240.0,0.0,0.4317757009345794,40.0,0.0,2021.0,"range2",0.643971022297172,0.3560289777028281,"range2",0.28794204459434386
"tecnologías de la información y comunicación","online","guayaquil","guayas",708.0,38.0,1280.0,720.0,6962.400000000001,0.0672897196261682,20.0,193.4,2021.0,"range2",0.3456020440238074,0.6543979559761927,"range1",0.30879591195238526
"construcción e infraestructura","online","guayaquil","guayas",711.0,38.0,1280.0,200.0,0.0,0.0186915887850467,20.0,0.0,2021.0,"range1",0.3116120635668307,0.6883879364331693,"range1",0.3767758728663386
"electricidad y electrónica","presencial","guayaquil","guayas",712.0,38.0,1280.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,"range1",0.310926064891027,0.6890739351089731,"range1",0.3781478702179461
"electricidad y electrónica","online","guayaquil","guayas",713.0,38.0,1280.0,360.0,0.0,0.016822429906542,40.0,0.0,2021.0,"range1",0.3110427090113479,0.6889572909886521,"range1",0.3779145819773042
"construcción e infraestructura","presencial","guayaquil","guayas",715.0,38.0,1280.0,120.0,0.0,0.011214953271028,20.0,0.0,2021.0,"range1",0.3112367327829226,0.6887632672170775,"range1",0.3775265344341549
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",719.0,38.0,1280.0,160.0,2174.4,0.0149532710280373,20.0,271.8,2021.0,"range1",0.3106552710439043,0.6893447289560958,"range1",0.3786894579121915
"tecnologías de la información y comunicación","presencial","guayaquil","guayas",723.0,38.0,1280.0,1400.0,19026.0,0.0654205607476635,40.0,543.6,2021.0,"range2",0.5946771117853193,0.40532288821468065,"range2",0.1893542235706387
