id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_perfiles,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
5497,2050,1440,1.0,6.0,250.0,0.0,1,21-05-2021,21,5,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5502,2050,1497,1.0,6.0,250.0,0.0,1,22-02-2021,22,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5342,2050,73,1.0,6.0,250.0,0.0,1,01-12-2021,1,12,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5350,2050,160,1.0,6.0,250.0,0.0,1,03-03-2021,3,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5354,2050,215,14.0,84.0,3500.0,0.0,1,03-12-2021,3,12,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5356,2050,244,1.0,6.0,250.0,0.0,1,04-05-2021,4,5,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5357,2050,262,3.0,18.0,750.0,0.0,1,04-08-2021,4,8,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5368,2050,334,27.0,162.0,6750.0,0.0,1,05-08-2019,5,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5388,2050,519,3.0,18.0,750.0,0.0,1,08-04-2019,8,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5397,2050,605,7.0,42.0,1750.0,0.0,1,09-07-2019,9,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5403,2050,670,1.0,6.0,250.0,0.0,1,10-06-2019,10,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5420,2050,816,2.0,12.0,500.0,0.0,1,12-06-2021,12,6,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5456,2050,1140,1.0,6.0,250.0,0.0,1,17-02-2021,17,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5457,2050,1147,5.0,30.0,1250.0,0.0,1,17-03-2022,17,3,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5467,2050,1214,1.0,6.0,250.0,0.0,1,18-03-2021,18,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5468,2050,1215,1.0,6.0,250.0,0.0,1,18-03-2022,18,3,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5476,2050,1285,5.0,30.0,1250.0,0.0,1,19-03-2021,19,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5479,2050,1306,1.0,6.0,250.0,0.0,1,19-07-2021,19,7,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5494,2050,1400,3.0,18.0,750.0,0.0,1,20-10-2020,20,10,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5498,2050,1453,2.0,12.0,500.0,0.0,1,21-07-2021,21,7,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5500,2050,1467,1.0,6.0,250.0,0.0,1,21-09-2021,21,9,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5517,2050,1626,37.0,222.0,9250.0,0.0,1,23-12-2019,23,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5526,2050,1689,2.0,12.0,500.0,0.0,1,24-11-2020,24,11,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5528,2050,1709,2.0,12.0,500.0,0.0,2,25-02-2021,25,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5531,2050,1724,9.0,54.0,2250.0,0.0,1,25-05-2021,25,5,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5534,2050,1758,9.0,54.0,2250.0,0.0,1,25-11-2019,25,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5536,2050,1783,3.0,18.0,750.0,0.0,1,26-03-2021,26,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5540,2050,1812,1.0,6.0,250.0,0.0,1,26-08-2020,26,8,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5543,2050,1828,37.0,222.0,9250.0,0.0,1,26-11-2019,26,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5544,2050,1834,11.0,66.0,2750.0,0.0,1,26-12-2019,26,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5556,2050,1931,1.0,6.0,250.0,0.0,1,28-04-2022,28,4,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5559,2050,1947,7.0,42.0,1750.0,0.0,1,28-07-2020,28,7,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5562,2050,1979,2.0,12.0,500.0,0.0,1,28-12-2020,28,12,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5575,2050,2076,1.0,6.0,250.0,0.0,1,30-07-2021,30,7,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5577,2050,2094,2.0,12.0,500.0,0.0,1,30-10-2020,30,10,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5581,2050,2117,2.0,12.0,500.0,0.0,1,31-03-2021,31,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5373,2050,392,1.0,6.0,250.0,0.0,1,06-05-2022,6,5,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5483,2050,1328,1.0,6.0,250.0,0.0,1,19-10-2021,19,10,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5520,2050,1657,13.0,78.0,3250.0,0.0,3,24-05-2022,24,5,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5338,2050,37,4.0,24.0,1000.0,0.0,1,01-07-2019,1,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5347,2050,121,28.0,168.0,7000.0,0.0,1,02-09-2019,2,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5382,2050,472,10.0,60.0,2500.0,0.0,1,07-08-2019,7,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5401,2050,636,47.0,282.0,11750.0,0.0,1,09-12-2019,9,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5460,2050,1159,31.0,186.0,7750.0,0.0,1,17-06-2019,17,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5445,2050,1040,2.0,12.0,500.0,0.0,1,15-09-2021,15,9,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5339,2050,39,1.0,6.0,250.0,0.0,1,01-07-2021,1,7,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5367,2050,324,2.0,12.0,500.0,0.0,1,05-06-2021,5,6,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5371,2050,354,4.0,24.0,1000.0,0.0,1,05-11-2021,5,11,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5454,2050,1127,3.0,18.0,750.0,0.0,2,16-12-2020,16,12,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5466,2050,1210,3.0,18.0,750.0,0.0,1,18-02-2021,18,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5452,2050,1101,11.0,66.0,2750.0,0.0,1,16-08-2019,16,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5480,2050,1312,27.0,162.0,6750.0,0.0,1,19-08-2019,19,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5377,2050,412,1.0,6.0,250.0,0.0,1,06-09-2019,6,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5404,2050,677,12.0,72.0,3000.0,0.0,1,10-07-2019,10,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5413,2050,761,11.0,66.0,2750.0,0.0,1,11-09-2019,11,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5419,2050,815,4.0,24.0,1000.0,0.0,1,12-06-2019,12,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5421,2050,826,21.0,126.0,5250.0,0.0,1,12-08-2019,12,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5440,2050,1008,3.0,18.0,750.0,0.0,1,15-04-2019,15,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5442,2050,1024,3.0,18.0,750.0,0.0,1,15-07-2019,15,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5453,2050,1126,31.0,186.0,7750.0,0.0,1,16-12-2019,16,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5481,2050,1320,1.0,6.0,250.0,0.0,1,19-09-2019,19,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5493,2050,1393,6.0,36.0,1500.0,0.0,1,20-09-2019,20,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5511,2050,1595,11.0,66.0,2750.0,0.0,1,23-07-2019,23,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5515,2050,1609,13.0,78.0,3250.0,0.0,1,23-09-2019,23,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5532,2050,1734,7.0,42.0,1750.0,0.0,1,25-07-2019,25,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5533,2050,1752,2.0,12.0,500.0,0.0,1,25-10-2019,25,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5551,2050,1881,12.0,72.0,3000.0,0.0,1,27-08-2019,27,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5567,2050,2011,1.0,6.0,250.0,0.0,1,29-07-2019,29,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5537,2050,1790,2.0,12.0,500.0,0.0,1,26-04-2022,26,4,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5584,2050,2135,1.0,6.0,250.0,0.0,1,31-08-2021,31,8,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5416,2050,804,4.0,24.0,1000.0,0.0,1,12-04-2019,12,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5573,2050,2059,2.0,12.0,500.0,0.0,2,30-04-2019,30,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5334,2050,16,5.0,30.0,1250.0,0.0,1,01-02-2021,1,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5473,2050,1260,8.0,48.0,2000.0,0.0,1,18-11-2019,18,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5359,2050,281,1.0,6.0,250.0,0.0,1,04-11-2021,4,11,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5386,2050,511,1.0,6.0,250.0,0.0,1,08-02-2022,8,2,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5400,2050,631,1.0,6.0,250.0,0.0,1,09-11-2021,9,11,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5519,2050,1641,1.0,6.0,250.0,0.0,1,24-02-2022,24,2,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5340,2050,44,1.0,6.0,250.0,0.0,1,01-08-2019,1,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5348,2050,127,1.0,6.0,250.0,0.0,1,02-10-2019,2,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5372,2050,390,8.0,48.0,2000.0,0.0,1,06-05-2019,6,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5412,2050,757,7.0,42.0,1750.0,0.0,1,11-08-2021,11,8,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5431,2050,923,2.0,12.0,500.0,0.0,1,13-12-2019,13,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5446,2050,1044,13.0,78.0,3250.0,0.0,1,15-10-2020,15,10,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5465,2050,1183,7.0,42.0,1750.0,0.0,1,17-10-2019,17,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5508,2050,1550,1.0,6.0,250.0,0.0,1,22-11-2019,22,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5514,2050,1602,10.0,60.0,2500.0,0.0,1,23-08-2019,23,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5523,2050,1676,9.0,54.0,2250.0,0.0,1,24-09-2019,24,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5527,2050,1694,1.0,6.0,250.0,0.0,1,24-12-2019,24,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5549,2050,1869,1.0,6.0,250.0,0.0,1,27-06-2019,27,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5552,2050,1888,7.0,42.0,1750.0,0.0,1,27-09-2019,27,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5568,2050,2031,11.0,66.0,2750.0,0.0,1,29-10-2019,29,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5576,2050,2088,60.0,360.0,15000.0,0.0,1,30-09-2019,30,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5383,2050,485,13.0,78.0,3250.0,0.0,1,07-10-2019,7,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5406,2050,713,2.0,12.0,500.0,0.0,1,11-01-2021,11,1,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5411,2050,756,8.0,48.0,2000.0,0.0,1,11-08-2020,11,8,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5414,2050,774,13.0,78.0,3250.0,0.0,1,11-11-2019,11,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5428,2050,881,4.0,24.0,1000.0,0.0,1,13-05-2019,13,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5489,2050,1366,2.0,12.0,500.0,0.0,1,20-05-2019,20,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5564,2050,1994,7.0,42.0,1750.0,0.0,1,29-04-2019,29,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5363,2050,313,2.0,12.0,500.0,0.0,1,05-04-2021,5,4,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5364,2050,314,2.0,12.0,500.0,0.0,1,05-04-2022,5,4,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5433,2050,929,1.0,6.0,250.0,0.0,1,14-01-2022,14,1,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5539,2050,1804,1.0,6.0,250.0,0.0,1,26-07-2019,26,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5546,2050,1861,2.0,12.0,500.0,0.0,2,27-04-2022,27,4,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5583,2050,2121,1.0,6.0,250.0,0.0,1,31-05-2019,31,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5360,2050,288,20.0,120.0,5000.0,0.0,1,04-12-2019,4,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5429,2050,883,13.0,78.0,3250.0,0.0,1,13-05-2022,13,5,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5346,2050,107,3.0,18.0,750.0,0.0,1,02-07-2019,2,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5560,2050,1953,23.0,138.0,5750.0,0.0,1,28-08-2019,28,8,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5343,2050,83,2.0,12.0,500.0,0.0,1,02-02-2021,2,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5423,2050,846,15.0,90.0,3750.0,0.0,1,12-11-2019,12,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5521,2050,1659,32.0,192.0,8000.0,0.0,1,24-06-2019,24,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5547,2050,1863,4.0,24.0,1000.0,0.0,1,27-05-2019,27,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5529,2050,1718,1.0,6.0,250.0,0.0,1,25-04-2019,25,4,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5554,2050,1895,3.0,18.0,750.0,0.0,1,27-10-2020,27,10,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5333,2050,4,9.0,54.0,2250.0,0.0,1,31-12-2019,31,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5424,2050,853,10.0,60.0,2500.0,0.0,1,12-12-2019,12,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5395,2050,586,4.0,24.0,1000.0,0.0,1,09-03-2021,9,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5449,2050,1079,1.0,6.0,250.0,0.0,1,16-04-2021,16,4,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5390,2050,533,35.0,210.0,8750.0,0.0,2,08-07-2019,8,7,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5393,2050,555,1.0,6.0,250.0,0.0,1,08-10-2021,8,10,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5415,2050,794,3.0,18.0,750.0,0.0,2,12-02-2021,12,2,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5418,2050,810,3.0,18.0,750.0,0.0,2,12-05-2021,12,5,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5506,2050,1541,1.0,6.0,250.0,0.0,1,22-09-2021,22,9,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5366,2050,323,2.0,12.0,500.0,0.0,1,05-06-2019,5,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5478,2050,1298,4.0,24.0,1000.0,0.0,1,19-06-2019,19,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5516,2050,1611,1.0,6.0,250.0,0.0,1,23-09-2021,23,9,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5545,2050,1853,2.0,12.0,500.0,0.0,1,27-03-2019,27,3,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5392,2050,553,12.0,72.0,3000.0,0.0,1,08-10-2019,8,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5345,2050,99,1.0,6.0,250.0,0.0,1,02-05-2019,2,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5352,2050,174,1.0,6.0,250.0,0.0,1,03-06-2019,3,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5370,2050,352,12.0,72.0,3000.0,0.0,1,05-11-2019,5,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5378,2050,423,1.0,6.0,250.0,0.0,1,06-11-2019,6,11,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5380,2050,460,1.0,6.0,250.0,0.0,1,07-06-2019,7,6,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5398,2050,618,10.0,60.0,2500.0,0.0,1,09-09-2019,9,9,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5485,2050,1338,1.0,6.0,250.0,0.0,1,19-12-2019,19,12,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5496,2050,1439,75.0,450.0,18750.0,0.0,1,21-05-2019,21,5,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5525,2050,1682,1.0,6.0,250.0,0.0,1,24-10-2019,24,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5561,2050,1965,9.0,54.0,2250.0,0.0,1,28-10-2019,28,10,2019,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5503,2050,1498,2.0,12.0,500.0,0.0,1,22-02-2022,22,2,2022,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5394,2050,568,2.0,12.0,500.0,0.0,1,08-12-2020,8,12,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5438,2050,987,9.0,54.0,2250.0,0.0,1,14-12-2020,14,12,2020,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
5439,2050,1005,3.0,18.0,750.0,0.0,1,15-03-2021,15,3,2021,torres espinoza edwin paul / integral safety ecuador,habilitado,organismo evaluador de la conformidad,13-01-2022,quito,pichincha
