"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","dia","volumen_ganancias","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","volumen_cap_cer","volumen_horas","total_cursos","mes","anio","prediction(volumen_ganancias)"
"quito","pichincha",106.0,1850.0,6.0,0.0,31.0,500.0,"31-12-2021","rosero rosero ximena alexandra","calificado","operador de capacitación","1/3/2021",2.0,12.0,1.0,12.0,2021.0,462.92591269841273
"quito","pichincha",106.0,1850.0,6.0,0.0,1.0,500.0,"01-02-2019","rosero rosero ximena alexandra","calificado","operador de capacitación","1/3/2021",2.0,12.0,1.0,2.0,2019.0,462.92591269841273
"santo domingo","santo domingo de los tsachilas",107.0,186.0,6.0,0.0,31.0,3875.2,"31-12-2021","baldeon quishpe paul enrique","calificado","operador de capacitación","16-05-2021",20.0,800.0,2.0,12.0,2021.0,3875.2
"santo domingo","santo domingo de los tsachilas",107.0,186.0,6.0,0.0,1.0,3875.2,"01-02-2019","baldeon quishpe paul enrique","calificado","operador de capacitación","16-05-2021",20.0,800.0,2.0,2.0,2019.0,3875.2
"quito","pichincha",109.0,1860.0,6.0,0.0,31.0,193654.4,"31-12-2021","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",16.0,7720.0,4.0,12.0,2021.0,193654.4
"quito","pichincha",109.0,1860.0,6.0,0.0,1.0,193654.4,"01-02-2019","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",16.0,7720.0,4.0,2.0,2019.0,193654.4
"quito","pichincha",108.0,1860.0,4.0,0.0,31.0,29736.0,"31-12-2019","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",5.0,1800.0,1.0,12.0,2019.0,29736.0
"quito","pichincha",108.0,1860.0,4.0,0.0,1.0,29736.0,"01-02-2017","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",5.0,1800.0,1.0,2.0,2017.0,29736.0
"guayaquil","guayas",110.0,1870.0,6.0,0.0,31.0,22488.744126984115,"31-12-2021","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",124.0,2936.0,4.0,12.0,2021.0,22488.744126984115
"guayaquil","guayas",110.0,1870.0,6.0,0.0,1.0,22488.744126984115,"01-02-2019","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",124.0,2936.0,4.0,2.0,2019.0,22488.744126984115
"quito","pichincha",116.0,1929.0,6.0,0.0,31.0,28483.05396825396,"31-12-2021","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",149.0,2032.0,9.0,12.0,2021.0,28660.184126984117
"quito","pichincha",116.0,1929.0,6.0,0.0,1.0,28483.05396825396,"01-02-2019","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",149.0,2032.0,9.0,2.0,2019.0,28660.184126984117
"quito","pichincha",115.0,1929.0,4.0,0.0,31.0,7092.299682539682,"31-12-2019","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",27.0,348.0,4.0,12.0,2019.0,7176.874920634921
"quito","pichincha",115.0,1929.0,4.0,0.0,1.0,7092.299682539682,"01-02-2017","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",27.0,348.0,4.0,2.0,2017.0,7176.874920634921
"quito","pichincha",121.0,194.0,6.0,0.0,31.0,5507.574285714282,"31-12-2021","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",3.0,801.0,3.0,12.0,2021.0,5507.574285714282
"quito","pichincha",121.0,194.0,6.0,0.0,1.0,5507.574285714282,"01-02-2019","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",3.0,801.0,3.0,2.0,2019.0,5507.574285714282
"quito","pichincha",120.0,194.0,3.0,0.0,31.0,1835.8580952380944,"31-12-2018","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",1.0,267.0,1.0,12.0,2018.0,2045.103809523809
"quito","pichincha",120.0,194.0,3.0,0.0,1.0,1835.8580952380944,"01-01-2022","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",1.0,267.0,1.0,1.0,2022.0,2045.103809523809
"quito","pichincha",124.0,196.0,6.0,0.0,31.0,401.06,"31-12-2021","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",1.0,22.0,1.0,12.0,2021.0,462.92591269841273
"quito","pichincha",124.0,196.0,6.0,0.0,1.0,401.06,"01-02-2019","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",1.0,22.0,1.0,2.0,2019.0,462.92591269841273
"quito","pichincha",123.0,196.0,3.0,0.0,31.0,75078.24,"31-12-2018","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",142.0,1136.0,4.0,12.0,2018.0,75078.24
"quito","pichincha",123.0,196.0,3.0,0.0,1.0,75078.24,"01-01-2022","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",142.0,1136.0,4.0,1.0,2022.0,75078.24
"guayaquil","guayas",129.0,1972.0,6.0,0.0,31.0,75945.0,"31-12-2021","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",385.0,5600.0,10.0,12.0,2021.0,75945.0
"guayaquil","guayas",129.0,1972.0,6.0,0.0,1.0,75945.0,"01-02-2019","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",385.0,5600.0,10.0,2.0,2019.0,75945.0
"guayaquil","guayas",128.0,1972.0,3.0,0.0,31.0,123581.74,"31-12-2018","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",766.0,9442.0,11.0,12.0,2018.0,123581.74
"guayaquil","guayas",128.0,1972.0,3.0,0.0,1.0,123581.74,"01-01-2022","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",766.0,9442.0,11.0,1.0,2022.0,123581.74
"samborondon","sin provincia",130.0,1974.0,6.0,0.0,31.0,133725.91999999998,"31-12-2021","sociedad general de certificaciones ensayos y calibraciones del ecuador s.a. sgcec del ecuador","calificado","operador de capacitación","5/10/2021",176.0,2944.0,12.0,12.0,2021.0,133725.91999999998
"samborondon","sin provincia",130.0,1974.0,6.0,0.0,1.0,133725.91999999998,"01-02-2019","sociedad general de certificaciones ensayos y calibraciones del ecuador s.a. sgcec del ecuador","calificado","operador de capacitación","5/10/2021",176.0,2944.0,12.0,2.0,2019.0,133725.91999999998
"quito","pichincha",134.0,2009.0,6.0,0.0,31.0,8000.0,"31-12-2021","tapia camacuari dilmer maximo","calificado","operador de capacitación","2/9/2021",32.0,192.0,1.0,12.0,2021.0,7176.874920634921
"quito","pichincha",134.0,2009.0,6.0,0.0,1.0,8000.0,"01-02-2019","tapia camacuari dilmer maximo","calificado","operador de capacitación","2/9/2021",32.0,192.0,1.0,2.0,2019.0,7176.874920634921
"rumiñahui","pichincha",136.0,2083.0,6.0,0.0,31.0,99141.6,"31-12-2021","universidad de las fuerzas armadas - espe","calificado","operador de capacitación","27-09-2021",420.0,40480.0,10.0,12.0,2021.0,99141.6
"rumiñahui","pichincha",136.0,2083.0,6.0,0.0,1.0,99141.6,"01-02-2019","universidad de las fuerzas armadas - espe","calificado","operador de capacitación","27-09-2021",420.0,40480.0,10.0,2.0,2019.0,99141.6
"quito","pichincha",142.0,212.0,6.0,0.0,31.0,791379.84,"31-12-2021","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",2788.0,34560.0,24.0,12.0,2021.0,791379.84
"quito","pichincha",142.0,212.0,6.0,0.0,1.0,791379.84,"01-02-2019","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",2788.0,34560.0,24.0,2.0,2019.0,791379.84
"quito","pichincha",141.0,212.0,4.0,0.0,31.0,126614.72,"31-12-2019","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",448.0,5056.0,20.0,12.0,2019.0,126614.72
"quito","pichincha",141.0,212.0,4.0,0.0,1.0,126614.72,"01-02-2017","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",448.0,5056.0,20.0,2.0,2017.0,126614.72
"riobamba","chimborazo",143.0,2134.0,6.0,0.0,31.0,8750.0,"31-12-2021","vasco vasco jorge antonio","calificado","operador de capacitación","25-11-2021",35.0,210.0,1.0,12.0,2021.0,8750.0
"riobamba","chimborazo",143.0,2134.0,6.0,0.0,1.0,8750.0,"01-02-2019","vasco vasco jorge antonio","calificado","operador de capacitación","25-11-2021",35.0,210.0,1.0,2.0,2019.0,8750.0
"pastaza","pastaza",147.0,2191.0,6.0,0.0,31.0,431464.32,"31-12-2021","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",28.0,9072.0,1.0,12.0,2021.0,431464.32
"pastaza","pastaza",147.0,2191.0,6.0,0.0,1.0,431464.32,"01-02-2019","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",28.0,9072.0,1.0,2.0,2019.0,431464.32
"pastaza","pastaza",145.0,2191.0,3.0,0.0,31.0,308188.8,"31-12-2018","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",20.0,6480.0,1.0,12.0,2018.0,308188.8
"pastaza","pastaza",145.0,2191.0,3.0,0.0,1.0,308188.8,"01-01-2022","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",20.0,6480.0,1.0,1.0,2022.0,308188.8
"pastaza","pastaza",146.0,2191.0,4.0,0.0,31.0,169503.84,"31-12-2019","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",11.0,3564.0,1.0,12.0,2019.0,169503.84
"pastaza","pastaza",146.0,2191.0,4.0,0.0,1.0,169503.84,"01-02-2017","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",11.0,3564.0,1.0,2.0,2017.0,169503.84
"quito","pichincha",148.0,2194.0,6.0,0.0,31.0,1650.2095238095228,"31-12-2021","villegas rodriguez pablo hernan","calificado","operador de capacitación","5/11/2021",6.0,240.0,1.0,12.0,2021.0,1443.9333333333325
"quito","pichincha",148.0,2194.0,6.0,0.0,1.0,1650.2095238095228,"01-02-2019","villegas rodriguez pablo hernan","calificado","operador de capacitación","5/11/2021",6.0,240.0,1.0,2.0,2019.0,1443.9333333333325
"ibarra","imbabura",152.0,220.0,6.0,0.0,31.0,175500.0,"31-12-2021","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",588.0,22024.0,10.0,12.0,2021.0,175500.0
"ibarra","imbabura",152.0,220.0,6.0,0.0,1.0,175500.0,"01-02-2019","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",588.0,22024.0,10.0,2.0,2019.0,175500.0
"ibarra","imbabura",150.0,220.0,3.0,0.0,31.0,16704.0,"31-12-2018","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",96.0,2752.0,6.0,12.0,2018.0,16704.0
"ibarra","imbabura",150.0,220.0,3.0,0.0,1.0,16704.0,"01-01-2022","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",96.0,2752.0,6.0,1.0,2022.0,16704.0
"ibarra","imbabura",151.0,220.0,4.0,0.0,31.0,68238.0,"31-12-2019","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",204.0,8160.0,4.0,12.0,2019.0,68238.0
"ibarra","imbabura",151.0,220.0,4.0,0.0,1.0,68238.0,"01-02-2017","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",204.0,8160.0,4.0,2.0,2017.0,68238.0
"ibarra","imbabura",153.0,2208.0,6.0,0.0,31.0,15242.399999999998,"31-12-2021","xide","calificado","operador de capacitación","30-12-2021",219.0,26280.0,3.0,12.0,2021.0,15242.399999999998
"ibarra","imbabura",153.0,2208.0,6.0,0.0,1.0,15242.399999999998,"01-02-2019","xide","calificado","operador de capacitación","30-12-2021",219.0,26280.0,3.0,2.0,2019.0,15242.399999999998
"quito","pichincha",156.0,235.0,6.0,0.0,31.0,275.03492063492047,"31-12-2021","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",1.0,40.0,1.0,12.0,2021.0,462.92591269841273
"quito","pichincha",156.0,235.0,6.0,0.0,1.0,275.03492063492047,"01-02-2019","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",1.0,40.0,1.0,2.0,2019.0,462.92591269841273
"quito","pichincha",157.0,235.0,7.0,0.0,31.0,20627.619047619035,"31-12-2022","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",75.0,3000.0,3.0,12.0,2022.0,20627.619047619035
"quito","pichincha",157.0,235.0,7.0,0.0,1.0,20627.619047619035,"01-02-2020","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",75.0,3000.0,3.0,2.0,2020.0,20627.619047619035
"quito","pichincha",154.0,235.0,4.0,0.0,31.0,14851.885714285703,"31-12-2019","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",54.0,2160.0,2.0,12.0,2019.0,14851.885714285703
"quito","pichincha",154.0,235.0,4.0,0.0,1.0,14851.885714285703,"01-02-2017","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",54.0,2160.0,2.0,2.0,2017.0,14851.885714285703
"quito","pichincha",155.0,235.0,5.0,0.0,31.0,825.1047619047614,"31-12-2020","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",3.0,120.0,1.0,12.0,2020.0,896.6948571428568
"quito","pichincha",155.0,235.0,5.0,0.0,1.0,825.1047619047614,"01-02-2018","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",3.0,120.0,1.0,2.0,2018.0,896.6948571428568
"quito","pichincha",158.0,243.0,6.0,0.0,31.0,2644.0000000000005,"31-12-2021","borniatti sega margareth isabel","calificado","operador de capacitación","25-01-2021",5.0,200.0,1.0,12.0,2021.0,2045.103809523809
"quito","pichincha",158.0,243.0,6.0,0.0,1.0,2644.0000000000005,"01-02-2019","borniatti sega margareth isabel","calificado","operador de capacitación","25-01-2021",5.0,200.0,1.0,2.0,2019.0,2045.103809523809
"quito","pichincha",159.0,246.0,6.0,0.0,31.0,1306401.6,"31-12-2021","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",335.0,79080.0,5.0,12.0,2021.0,1306401.6
"quito","pichincha",159.0,246.0,6.0,0.0,1.0,1306401.6,"01-02-2019","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",335.0,79080.0,5.0,2.0,2019.0,1306401.6
"guayaquil","guayas",161.0,257.0,6.0,0.0,31.0,848896.5,"31-12-2021","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",1307.0,196050.0,3.0,12.0,2021.0,848896.5
"guayaquil","guayas",161.0,257.0,6.0,0.0,1.0,848896.5,"01-02-2019","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",1307.0,196050.0,3.0,2.0,2019.0,848896.5
"quito","pichincha",164.0,263.0,6.0,0.0,31.0,6115.200000000001,"31-12-2021","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",20.0,256.0,2.0,12.0,2021.0,7176.874920634921
"quito","pichincha",164.0,263.0,6.0,0.0,1.0,6115.200000000001,"01-02-2019","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",20.0,256.0,2.0,2.0,2019.0,7176.874920634921
"quito","pichincha",163.0,263.0,3.0,0.0,31.0,12644.0,"31-12-2018","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",45.0,440.0,2.0,12.0,2018.0,12644.0
"quito","pichincha",163.0,263.0,3.0,0.0,1.0,12644.0,"01-01-2022","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",45.0,440.0,2.0,1.0,2022.0,12644.0
"santo domingo","santo domingo de los tsachilas",166.0,303.0,6.0,0.0,31.0,238288.48,"31-12-2021","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",792.0,8444.0,10.0,12.0,2021.0,238288.48
"santo domingo","santo domingo de los tsachilas",166.0,303.0,6.0,0.0,1.0,238288.48,"01-02-2019","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",792.0,8444.0,10.0,2.0,2019.0,238288.48
"quito","pichincha",168.0,333.0,6.0,10.941666666666666,31.0,420079.2698412697,"31-12-2021","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",1313.0,67500.0,24.0,12.0,2021.0,420079.2698412697
"quito","pichincha",168.0,333.0,6.0,10.941666666666666,1.0,420079.2698412697,"01-02-2019","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",1313.0,67500.0,24.0,2.0,2019.0,420079.2698412697
"quito","pichincha",167.0,333.0,4.0,0.2083333333333333,31.0,6875.873015873011,"31-12-2019","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",25.0,1000.0,5.0,12.0,2019.0,8539.834285714282
"quito","pichincha",167.0,333.0,4.0,0.2083333333333333,1.0,6875.873015873011,"01-02-2017","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",25.0,1000.0,5.0,2.0,2017.0,8539.834285714282
"guayaquil","guayas",170.0,337.0,6.0,0.0,31.0,20615.04,"31-12-2021","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",48.0,6912.0,4.0,12.0,2021.0,20615.04
"guayaquil","guayas",170.0,337.0,6.0,0.0,1.0,20615.04,"01-02-2019","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",48.0,6912.0,4.0,2.0,2019.0,20615.04
"guayaquil","guayas",169.0,337.0,4.0,0.0,31.0,49245.12000000001,"31-12-2019","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",68.0,11520.0,6.0,12.0,2019.0,49245.12000000001
"guayaquil","guayas",169.0,337.0,4.0,0.0,1.0,49245.12000000001,"01-02-2017","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",68.0,11520.0,6.0,2.0,2017.0,49245.12000000001
"guayaquil","guayas",171.0,341.0,6.0,0.0,31.0,2862.08,"31-12-2021","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",26.0,416.0,2.0,12.0,2021.0,2862.08
"guayaquil","guayas",171.0,341.0,6.0,0.0,1.0,2862.08,"01-02-2019","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",26.0,416.0,2.0,2.0,2019.0,2862.08
"guayaquil","guayas",175.0,348.0,6.0,0.0,31.0,20545.0,"31-12-2021","captecsol s.a.","calificado","operador de capacitación","5/11/2021",61.0,1420.0,2.0,12.0,2021.0,20545.0
"guayaquil","guayas",175.0,348.0,6.0,0.0,1.0,20545.0,"01-02-2019","captecsol s.a.","calificado","operador de capacitación","5/11/2021",61.0,1420.0,2.0,2.0,2019.0,20545.0
"quito","pichincha",179.0,371.0,6.0,0.0,31.0,150940.32126984128,"31-12-2021","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",308.0,12008.0,14.0,12.0,2021.0,150940.32126984128
"quito","pichincha",179.0,371.0,6.0,0.0,1.0,150940.32126984128,"01-02-2019","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",308.0,12008.0,14.0,2.0,2019.0,150940.32126984128
"quito","pichincha",178.0,371.0,4.0,0.0,31.0,8460.800000000001,"31-12-2019","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",16.0,640.0,1.0,12.0,2019.0,8460.800000000001
"quito","pichincha",178.0,371.0,4.0,0.0,1.0,8460.800000000001,"01-02-2017","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",16.0,640.0,1.0,2.0,2017.0,8460.800000000001
"ambato","tungurahua",181.0,4.0,6.0,0.0,31.0,7500.0,"31-12-2021","abkrea ingenieria cia. ltda.","calificado","operador de capacitación","28-03-2021",25.0,1500.0,1.0,12.0,2021.0,7500.0
"ambato","tungurahua",181.0,4.0,6.0,0.0,1.0,7500.0,"01-02-2019","abkrea ingenieria cia. ltda.","calificado","operador de capacitación","28-03-2021",25.0,1500.0,1.0,2.0,2019.0,7500.0
"quito","pichincha",183.0,403.0,6.0,0.0,31.0,1652.0,"31-12-2021","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",1.0,100.0,1.0,12.0,2021.0,896.6948571428568
"quito","pichincha",183.0,403.0,6.0,0.0,1.0,1652.0,"01-02-2019","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",1.0,100.0,1.0,2.0,2019.0,896.6948571428568
"quito","pichincha",182.0,403.0,4.0,0.0,31.0,16520.0,"31-12-2019","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",10.0,1000.0,1.0,12.0,2019.0,14224.010000000002
"quito","pichincha",182.0,403.0,4.0,0.0,1.0,16520.0,"01-02-2017","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",10.0,1000.0,1.0,2.0,2017.0,14224.010000000002
"quito","pichincha",186.0,417.0,6.0,0.0,31.0,1925.2444444444432,"31-12-2021","centro caec","calificado","operador de capacitación","5/11/2021",7.0,280.0,1.0,12.0,2021.0,2517.3629629629622
"quito","pichincha",186.0,417.0,6.0,0.0,1.0,1925.2444444444432,"01-02-2019","centro caec","calificado","operador de capacitación","5/11/2021",7.0,280.0,1.0,2.0,2019.0,2517.3629629629622
"quito","pichincha",185.0,417.0,4.0,0.0,31.0,1925.2444444444432,"31-12-2019","centro caec","calificado","operador de capacitación","5/11/2021",7.0,280.0,1.0,12.0,2019.0,2517.3629629629622
"quito","pichincha",185.0,417.0,4.0,0.0,1.0,1925.2444444444432,"01-02-2017","centro caec","calificado","operador de capacitación","5/11/2021",7.0,280.0,1.0,2.0,2017.0,2517.3629629629622
"daule","guayas",189.0,440.0,6.0,0.0,31.0,495740.88,"31-12-2021","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",235.0,68808.0,4.0,12.0,2021.0,495740.88
"daule","guayas",189.0,440.0,6.0,0.0,1.0,495740.88,"01-02-2019","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",235.0,68808.0,4.0,2.0,2019.0,495740.88
"daule","guayas",187.0,440.0,3.0,0.0,31.0,97687.2,"31-12-2018","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",49.0,15288.0,2.0,12.0,2018.0,97687.2
"daule","guayas",187.0,440.0,3.0,0.0,1.0,97687.2,"01-01-2022","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",49.0,15288.0,2.0,1.0,2022.0,97687.2
"daule","guayas",188.0,440.0,4.0,0.0,31.0,75703.68000000001,"31-12-2019","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",54.0,16848.0,2.0,12.0,2019.0,75703.68000000001
"daule","guayas",188.0,440.0,4.0,0.0,1.0,75703.68000000001,"01-02-2017","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",54.0,16848.0,2.0,2.0,2017.0,75703.68000000001
"quito","pichincha",191.0,446.0,6.0,0.0,31.0,115514.6666666666,"31-12-2021","centro educacional de idiomas y especializaciones administrativas cendia c.a.","calificado","operador de capacitación","22-05-2021",210.0,16800.0,1.0,12.0,2021.0,115514.6666666666
"quito","pichincha",191.0,446.0,6.0,0.0,1.0,115514.6666666666,"01-02-2019","centro educacional de idiomas y especializaciones administrativas cendia c.a.","calificado","operador de capacitación","22-05-2021",210.0,16800.0,1.0,2.0,2019.0,115514.6666666666
"quito","pichincha",192.0,452.0,6.0,18.679514632405425,31.0,1570741.4563492062,"31-12-2021","cetecform cia. ltda.","calificado","operador de capacitación","20-07-2021",5234.0,132950.0,44.0,12.0,2021.0,1570741.4563492062
"quito","pichincha",192.0,452.0,6.0,18.679514632405425,1.0,1570741.4563492062,"01-02-2019","cetecform cia. ltda.","calificado","operador de capacitación","20-07-2021",5234.0,132950.0,44.0,2.0,2019.0,1570741.4563492062
"ibarra","imbabura",193.0,457.0,6.0,0.0,31.0,2410.1400000000003,"31-12-2021","cevallos villegas paulo cesar","calificado","operador de capacitación","9/11/2021",345.0,63930.0,5.0,12.0,2021.0,2410.1400000000003
"ibarra","imbabura",193.0,457.0,6.0,0.0,1.0,2410.1400000000003,"01-02-2019","cevallos villegas paulo cesar","calificado","operador de capacitación","9/11/2021",345.0,63930.0,5.0,2.0,2019.0,2410.1400000000003
"quito","pichincha",197.0,50.0,6.0,0.0,31.0,248786.7022222221,"31-12-2021","alban vazquez s.c.c.","calificado","operador de capacitación","17-12-2021",84.0,31584.0,4.0,12.0,2021.0,248786.7022222221
"quito","pichincha",197.0,50.0,6.0,0.0,1.0,248786.7022222221,"01-02-2019","alban vazquez s.c.c.","calificado","operador de capacitación","17-12-2021",84.0,31584.0,4.0,2.0,2019.0,248786.7022222221
"guayaquil","guayas",201.0,538.0,6.0,0.0,31.0,176361.59999999998,"31-12-2021","consultoria de sistema integrado de gestión cia. ltda. cecuasig","calificado","operador de capacitación","30-12-2021",98.0,10140.0,6.0,12.0,2021.0,176361.59999999998
"guayaquil","guayas",201.0,538.0,6.0,0.0,1.0,176361.59999999998,"01-02-2019","consultoria de sistema integrado de gestión cia. ltda. cecuasig","calificado","operador de capacitación","30-12-2021",98.0,10140.0,6.0,2.0,2019.0,176361.59999999998
"salcedo","cotopaxi",203.0,541.0,6.0,0.0,31.0,19890.0,"31-12-2021","consultoria y capacitacion damagecuador s.a.","calificado","operador de capacitación","30-12-2021",143.0,3160.0,2.0,12.0,2021.0,19890.0
"salcedo","cotopaxi",203.0,541.0,6.0,0.0,1.0,19890.0,"01-02-2019","consultoria y capacitacion damagecuador s.a.","calificado","operador de capacitación","30-12-2021",143.0,3160.0,2.0,2.0,2019.0,19890.0
"quito","pichincha",208.0,572.0,6.0,0.0,31.0,4688166.50952381,"31-12-2021","corporacion una oportunidad de superacion","calificado","operador de capacitación","15-10-2021",17116.0,372460.0,99.0,12.0,2021.0,4688166.50952381
"quito","pichincha",208.0,572.0,6.0,0.0,1.0,4688166.50952381,"01-02-2019","corporacion una oportunidad de superacion","calificado","operador de capacitación","15-10-2021",17116.0,372460.0,99.0,2.0,2019.0,4688166.50952381
"quito","pichincha",209.0,582.0,6.0,0.0,31.0,4758.96,"31-12-2021","cranes engineering & operator ecuador cia. ltda","calificado","operador de capacitación","12/10/2021",9.0,120.0,4.0,12.0,2021.0,4758.96
"quito","pichincha",209.0,582.0,6.0,0.0,1.0,4758.96,"01-02-2019","cranes engineering & operator ecuador cia. ltda","calificado","operador de capacitación","12/10/2021",9.0,120.0,4.0,2.0,2019.0,4758.96
"quito","pichincha",214.0,632.0,6.0,0.0,31.0,240446.08,"31-12-2021","defensoria del pueblo","calificado","operador de capacitación","22-05-2021",1337.0,85568.0,1.0,12.0,2021.0,240446.08
"quito","pichincha",214.0,632.0,6.0,0.0,1.0,240446.08,"01-02-2019","defensoria del pueblo","calificado","operador de capacitación","22-05-2021",1337.0,85568.0,1.0,2.0,2019.0,240446.08
"guayaquil","guayas",217.0,66.0,6.0,0.0,31.0,316639.80000000005,"31-12-2021","altitudevm marketing digital cia.ltda.","calificado","operador de capacitación","23-05-2021",1146.0,34380.0,2.0,12.0,2021.0,316639.80000000005
