"fecha","canton","provincia","total_cursos_perfiles","dia","mes","id_fact_oc_rs","volumen_porcentaje_asistencia","razon_social","estado","tipo_razon_social","fecha_resolucion","id_razon_social","id_fecha","volumen_cap_cer","volumen_horas","volumen_ganancias","anio","total_cursos","prediction(volumen_porcentaje_asistencia)"
"31-12-2019","daule","guayas",2.0,31.0,12.0,188.0,0.0,"centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",440.0,4.0,54.0,16848.0,75703.68000000001,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,191.0,0.0,"centro educacional de idiomas y especializaciones administrativas cendia c.a.","calificado","operador de capacitación","22-05-2021",446.0,6.0,210.0,16800.0,115514.6666666666,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",44.0,31.0,12.0,192.0,18.679514632405425,"cetecform cia. ltda.","calificado","operador de capacitación","20-07-2021",452.0,6.0,5234.0,132950.0,1570741.4563492062,2021.0,7.829411764705882,18.679514632405425
"31-12-2021","ibarra","imbabura",5.0,31.0,12.0,193.0,0.0,"cevallos villegas paulo cesar","calificado","operador de capacitación","9/11/2021",457.0,6.0,345.0,63930.0,2410.1400000000003,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",4.0,31.0,12.0,197.0,0.0,"alban vazquez s.c.c.","calificado","operador de capacitación","17-12-2021",50.0,6.0,84.0,31584.0,248786.7022222221,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",6.0,31.0,12.0,201.0,0.0,"consultoria de sistema integrado de gestión cia. ltda. cecuasig","calificado","operador de capacitación","30-12-2021",538.0,6.0,98.0,10140.0,176361.59999999998,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","salcedo","cotopaxi",2.0,31.0,12.0,203.0,0.0,"consultoria y capacitacion damagecuador s.a.","calificado","operador de capacitación","30-12-2021",541.0,6.0,143.0,3160.0,19890.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",99.0,31.0,12.0,208.0,0.0,"corporacion una oportunidad de superacion","calificado","operador de capacitación","15-10-2021",572.0,6.0,17116.0,372460.0,4688166.50952381,2021.0,7.829411764705882,0.0
"31-12-2021","quito","pichincha",4.0,31.0,12.0,209.0,0.0,"cranes engineering & operator ecuador cia. ltda","calificado","operador de capacitación","12/10/2021",582.0,6.0,9.0,120.0,4758.96,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,214.0,0.0,"defensoria del pueblo","calificado","operador de capacitación","22-05-2021",632.0,6.0,1337.0,85568.0,240446.08,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",2.0,31.0,12.0,217.0,0.0,"altitudevm marketing digital cia.ltda.","calificado","operador de capacitación","23-05-2021",66.0,6.0,1146.0,34380.0,316639.80000000005,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","latacunga","cotopaxi",3.0,31.0,12.0,221.0,0.0,"econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",665.0,6.0,432.0,4970.0,211101.2,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","latacunga","cotopaxi",1.0,31.0,12.0,219.0,0.0,"econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",665.0,3.0,68.0,408.0,17000.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","latacunga","cotopaxi",1.0,31.0,12.0,220.0,0.0,"econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",665.0,4.0,18.0,288.0,13697.28,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",12.0,31.0,12.0,227.0,0.0,"eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",680.0,6.0,1792.0,41629.0,286235.71777777764,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",2.0,31.0,12.0,226.0,0.0,"eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",680.0,4.0,46.0,966.0,6642.09333333333,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",3.0,31.0,12.0,228.0,0.0,"egae estrategia gestion alimentaria empresarial s.a.","calificado","operador de capacitación","15-10-2021",681.0,6.0,18.0,720.0,4950.628571428568,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",2.0,31.0,12.0,233.0,0.0,"escuela profesional y tecnica codadepro c.a.","calificado","operador de capacitación","29-09-2021",737.0,6.0,79.0,3160.0,15072.996825396818,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","francisco de orellana","sin provincia",1.0,31.0,12.0,235.0,0.0,"estrella castro sebastian benigno","calificado","operador de capacitación","27-07-2021",764.0,6.0,100.0,800.0,5500.69841269841,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",4.0,31.0,12.0,236.0,0.0,"f&e ecuatoriana s.a.","calificado","operador de capacitación","28-12-2021",768.0,6.0,110.0,10112.0,36200.96,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",10.0,31.0,12.0,248.0,0.0,"fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",829.0,6.0,1891.0,45366.0,489782.08,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",10.0,31.0,12.0,247.0,0.0,"fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",829.0,4.0,481.0,10932.0,123822.64,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",2.0,31.0,12.0,249.0,0.0,"fundacion benefica accion solidaria","calificado","operador de capacitación","9/11/2021",834.0,6.0,38.0,228.0,9500.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",1.0,31.0,12.0,250.0,0.0,"anaya centro de formacion style & beauty care","calificado","operador de capacitación","23-05-2021",84.0,6.0,1.0,30.0,528.6,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",6.0,31.0,12.0,253.0,0.0,"fundacion criterium","calificado","operador de capacitación","29-03-2021",844.0,6.0,236.0,2460.0,83347.90000000001,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","latacunga","cotopaxi",9.0,31.0,12.0,255.0,0.0,"fundacion de desarrollo humano y social latacu","calificado","operador de capacitación","9/11/2021",847.0,6.0,1336.0,123280.0,249272.0,2021.0,7.829411764705882,0.0
"31-12-2021","guayaquil","guayas",10.0,31.0,12.0,256.0,0.0,"fundacion de la gente de mar","calificado","operador de capacitación","6/10/2021",849.0,6.0,1930.0,23130.0,156280.9657142857,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",1.0,31.0,12.0,257.0,0.0,"fundacion ecuador","calificado","operador de capacitación","21-10-2021",851.0,6.0,17.0,340.0,1217.1999999999998,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","rumiñahui","pichincha",2.0,31.0,12.0,258.0,0.0,"fundacion emprender el futuro","calificado","operador de capacitación","20-07-2021",854.0,6.0,96.0,3840.0,11174.4,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","guayaquil","guayas",34.0,31.0,12.0,259.0,0.0,"fundacion rio guayas","calificado","operador de capacitación","15-10-2021",863.0,6.0,1833.0,21996.0,260971.92,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","cayambe","pichincha",2.0,31.0,12.0,260.0,0.0,"fundacion tainate huasi","calificado","operador de capacitación","14-12-2021",868.0,6.0,33.0,7332.0,168966.64,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",7.0,31.0,12.0,264.0,0.0,"fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",871.0,6.0,287.0,22296.0,297407.2,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",5.0,31.0,12.0,262.0,0.0,"fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",871.0,3.0,101.0,7446.0,98519.31428571428,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",2.0,31.0,12.0,263.0,0.0,"fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",871.0,4.0,37.0,2844.0,49095.2,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","portoviejo","manabi",1.0,31.0,12.0,265.0,0.0,"funpipe","calificado","operador de capacitación","22-12-2021",876.0,6.0,2.0,12.0,500.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",3.0,31.0,12.0,266.0,0.0,"garcia villamarin marcia soledad","calificado","operador de capacitación","15-12-2021",899.0,6.0,261.0,35000.0,240655.55555555545,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",6.0,31.0,12.0,270.0,0.0,"gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",908.0,6.0,349.0,2912.0,184523.28000000003,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",3.0,31.0,12.0,268.0,0.0,"gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",908.0,3.0,89.0,732.0,47056.08,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",4.0,31.0,12.0,269.0,0.0,"gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",908.0,4.0,269.0,2308.0,142225.68,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","quito","pichincha",3.0,31.0,12.0,271.0,0.0,"get total getcons cia.ltda.","calificado","operador de capacitación","14-10-2021",913.0,6.0,11.0,264.0,1815.2304761904752,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","latacunga","cotopaxi",52.0,31.0,12.0,274.0,0.0,"granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",943.0,6.0,4776.0,73840.0,1329847.7,2021.0,7.829411764705882,0.196665509595469
"31-12-2019","latacunga","cotopaxi",4.0,31.0,12.0,273.0,0.0,"granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",943.0,4.0,56.0,2240.0,26342.4,2019.0,7.829411764705882,0.196665509595469
"31-12-2021","riobamba","chimborazo",2.0,31.0,12.0,276.0,0.0,"gualli panchi silvana del rocio","calificado","operador de capacitación","29-11-2021",956.0,6.0,13.0,520.0,3004.0,2021.0,7.829411764705882,0.196665509595469
"31-12-2021","pastaza","pastaza",2.0,31.0,12.0,280.0,0.0,"guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",984.0,6.0,16.0,2900.0,85729.00000000001,2021.0,7.829411764705882,0.196665509595469
"31-12-2018","pastaza","pastaza",1.0,31.0,12.0,278.0,0.0,"guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",984.0,3.0,9.0,900.0,99.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","pastaza","pastaza",1.0,31.0,12.0,279.0,0.0,"guevara aguilar yesenia del carmen","calificado","operador de capacitación","30-12-2021",984.0,4.0,6.0,600.0,66.0,2019.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",8.0,31.0,12.0,63.0,0.0,"ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",1452.0,3.0,290.0,5178.0,87065.93904761903,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",2.0,31.0,12.0,64.0,0.0,"ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",1452.0,7.0,15.0,310.0,3501.0095238095228,2022.0,7.829411764705882,0.196665509595469
"31-12-2017","quito","pichincha",1.0,31.0,12.0,62.0,0.0,"ministerio de produccion comercio exterior inversiones y pesca","calificado","operador de capacitación","27-06-2022",1452.0,2.0,1.0,8.0,528.72,2017.0,7.829411764705882,0.196665509595469
"31-12-2018","ambato","tungurahua",1.0,31.0,12.0,84.0,0.0,"nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",1587.0,3.0,5.0,30.0,1250.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","ambato","tungurahua",1.0,31.0,12.0,85.0,0.0,"nuñez castro amanda maricela","calificado","operador de capacitación","8/4/2022",1587.0,7.0,10.0,60.0,2500.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",1.0,31.0,12.0,111.0,0.0,"ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",188.0,3.0,8.0,320.0,4230.400000000001,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",4.0,31.0,12.0,113.0,0.0,"ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",188.0,7.0,21.0,972.0,14051.04,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",1.0,31.0,12.0,112.0,0.0,"ballen murcia martha cecilia","calificado","operador de capacitación","7/1/2022",188.0,4.0,7.0,280.0,3701.6,2019.0,7.829411764705882,0.196665509595469
"31-12-2018","guayaquil","guayas",2.0,31.0,12.0,139.0,0.0,"valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",2114.0,3.0,70.0,14700.0,212709.0,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","guayaquil","guayas",2.0,31.0,12.0,140.0,0.0,"valdez macias luis alfredo","calificado","operador de capacitación","10/3/2022",2114.0,7.0,132.0,27720.0,401108.4,2022.0,7.829411764705882,0.196665509595469
"31-12-2018","cuenca","azuay",3.0,31.0,12.0,205.0,2.145454545454545,"corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",564.0,3.0,118.0,4720.0,4059.2,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","cuenca","azuay",7.0,31.0,12.0,207.0,3.6,"corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",564.0,7.0,198.0,7920.0,6811.2,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","cuenca","azuay",3.0,31.0,12.0,206.0,1.581818181818182,"corporacion ecuatoriana para el desarrollo de la investigacion y la academia cedia","calificado","operador de capacitación","15-11-2022",564.0,4.0,87.0,3480.0,2992.8,2019.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",2.0,31.0,12.0,222.0,0.0,"ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",673.0,3.0,31.0,620.0,4263.041269841267,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",4.0,31.0,12.0,223.0,0.0,"ediciones legales edle s.a.","calificado","operador de capacitación","10/3/2022",673.0,7.0,105.0,2050.0,14095.539682539677,2022.0,7.829411764705882,0.196665509595469
"31-12-2018","quito","pichincha",16.0,31.0,12.0,230.0,0.0,"escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",731.0,3.0,1280.0,12800.0,277352.8,2018.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",4.0,31.0,12.0,231.0,0.0,"escuela de eventos con carla eventoscarla cia.ltda.","calificado","operador de capacitación","1/10/2018",731.0,4.0,4.0,40.0,710.0999999999999,2019.0,7.829411764705882,0.196665509595469
"31-12-2018","latacunga","cotopaxi",1.0,31.0,12.0,238.0,0.0,"fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",773.0,3.0,29.0,232.0,22067.84,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","latacunga","cotopaxi",4.0,31.0,12.0,239.0,0.0,"fad prevention cia. ltda.","calificado","operador de capacitación","16-02-2022",773.0,7.0,1315.0,19196.0,690544.433015873,2022.0,7.829411764705882,0.196665509595469
"31-12-2018","santo domingo","santo domingo de los tsachilas",1.0,31.0,12.0,244.0,0.0,"formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",816.0,3.0,11.0,88.0,714.56,2018.0,7.829411764705882,0.196665509595469
"31-12-2022","santo domingo","santo domingo de los tsachilas",4.0,31.0,12.0,245.0,0.0,"formacion de capacitacion empresarial fecaee s.a","calificado","operador de capacitación","21-04-2022",816.0,7.0,322.0,2756.0,356392.4,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","guayaquil","guayas",1.0,31.0,12.0,4.0,0.0,"imporvalor s.a.","calificado","operador de capacitación","26-04-2022",1038.0,7.0,310.0,37200.0,867876.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","pillaro","sin provincia",1.0,31.0,12.0,6.0,0.0,"instituto de capacitacion tecnico profesional atlanticoquito c.l.","calificado","operador de capacitación","4/5/2022",1058.0,7.0,35.0,210.0,8750.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","guayaquil","guayas",6.0,31.0,12.0,8.0,0.0,"instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",1063.0,7.0,674.0,36950.0,493054.5,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","guayaquil","guayas",3.0,31.0,12.0,7.0,0.0,"instituto de formacion academica proezas insformac s.a.","calificado","operador de capacitación","29-04-2022",1063.0,4.0,38.0,3280.0,67111.2,2019.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",2.0,31.0,12.0,9.0,0.0,"instituto superior de tecnologias apropiadas - insta","calificado","operador de capacitación","8/8/2022",1067.0,7.0,52.0,9360.0,32413.08571428569,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","latacunga","cotopaxi",3.0,31.0,12.0,10.0,0.0,"instituto superior tecnológico cotopaxi","calificado","operador de capacitación","4/10/2022",1119.0,7.0,195.0,7800.0,110756.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","azogues","cañar",1.0,31.0,12.0,13.0,0.0,"instituto superior tecnológico luis rogerio gonzález","calificado","operador de capacitación","27-06-2022",1157.0,7.0,26.0,1040.0,19780.8,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",16.0,31.0,12.0,19.0,0.0,"instituto tecnologico superior cenestur","calificado","operador de capacitación","23-06-2022",1209.0,7.0,280.0,5456.0,151908.56,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,24.0,0.0,"isoserv consultores y servicios cia ltda","calificado","operador de capacitación","28-01-2022",1237.0,7.0,28.0,1120.0,7700.977777777773,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","latacunga","cotopaxi",1.0,31.0,12.0,25.0,0.0,"jacho villafuerte daniel moises","calificado","operador de capacitación","8/4/2022",1241.0,7.0,21.0,8400.0,2772.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",2.0,31.0,12.0,28.0,0.0,"jah corporacion afec cia.ltda.","calificado","operador de capacitación","28-01-2022",1248.0,7.0,56.0,336.0,14000.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",3.0,31.0,12.0,30.0,0.0,"jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",1264.0,7.0,186.0,7440.0,98356.80000000002,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","quito","pichincha",2.0,31.0,12.0,29.0,0.0,"jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",1264.0,4.0,4.0,160.0,2115.2000000000003,2019.0,7.829411764705882,0.196665509595469
"31-12-2022","portoviejo","manabi",3.0,31.0,12.0,31.0,0.0,"jimenez mendoza dolores monica","calificado","operador de capacitación","30-09-2022",1271.0,7.0,90.0,23920.0,717.5999999999999,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","latacunga","cotopaxi",1.0,31.0,12.0,41.0,0.0,"legal coach legal-coach-c&a cia.ltda.","calificado","operador de capacitación","26-04-2022",1307.0,7.0,145.0,870.0,36250.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,44.0,0.0,"lincango simbaña silvia patricia","calificado","operador de capacitación","31-03-2022",1335.0,7.0,6.0,120.0,825.1047619047614,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","manta","manabi",8.0,31.0,12.0,46.0,0.0,"lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1356.0,7.0,361.0,7972.0,55017.16,2022.0,7.829411764705882,0.196665509595469
"31-12-2019","manta","manabi",3.0,31.0,12.0,45.0,0.0,"lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",1356.0,4.0,116.0,2370.0,57077.03999999999,2019.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",4.0,31.0,12.0,53.0,0.0,"marcillo gomez carlos augusto","calificado","operador de capacitación","27-06-2022",1396.0,7.0,237.0,9884.0,166872.32,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,58.0,0.0,"mauricio arroyo consultores y asociados cia. ltda.","calificado","operador de capacitación","18-03-2022",1414.0,7.0,15.0,900.0,6188.28571428571,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","rumiñahui","pichincha",7.0,31.0,12.0,61.0,0.0,"merino gomez adriana karina","calificado","operador de capacitación","6/4/2022",1440.0,7.0,78.0,8382.0,91230.2,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","daule","guayas",7.0,31.0,12.0,75.0,0.0,"narvaez velasquez pablo alejandro","calificado","operador de capacitación","15-03-2022",1563.0,7.0,1738.0,68494.0,581597.7000000001,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",2.0,31.0,12.0,76.0,0.0,"naula guzman daniel fernando","calificado","operador de capacitación","9/3/2022",1564.0,7.0,41.0,2870.0,20177.844444444432,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,77.0,0.0,"audetic-ec cia.ltda.","calificado","operador de capacitación","28-09-2022",157.0,7.0,4.0,96.0,356.16,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,91.0,0.0,"automovil club del ecuador aneta","calificado","operador de capacitación","15-02-2022",161.0,7.0,87.0,1044.0,45998.64,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","shushufindi","sucumbios",9.0,31.0,12.0,93.0,0.0,"ortiz caizapanta marco vinicio","calificado","operador de capacitación","28-06-2022",1615.0,7.0,862.0,17240.0,608908.6,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,94.0,0.0,"autotrain sa","calificado","operador de capacitación","27-06-2022",162.0,7.0,30.0,180.0,7500.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","ambato","tungurahua",2.0,31.0,12.0,95.0,0.0,"oyaque mora julio mauricio","calificado","operador de capacitación","8/7/2022",1624.0,7.0,30.0,1200.0,35628.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","guayaquil","guayas",3.0,31.0,12.0,97.0,0.0,"panchana san lucas yulafin elizabeth","calificado","operador de capacitación","29-04-2022",1644.0,7.0,80.0,27422.0,575750.8400000001,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","rumiñahui","pichincha",11.0,31.0,12.0,101.0,0.0,"proaño triviño marcelo alejandro","calificado","operador de capacitación","26-01-2022",1730.0,7.0,173.0,5576.0,28157.12,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",7.0,31.0,12.0,102.0,0.0,"qhse gestion integral cia. ltda.","calificado","operador de capacitación","3/5/2022",1747.0,7.0,415.0,5260.0,202372.84,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","la libertad","santa elena",4.0,31.0,12.0,114.0,0.0,"saltos pazuña alonso vicente","calificado","operador de capacitación","3/1/2022",1889.0,7.0,126.0,40390.0,33372.8,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","guayaquil","guayas",4.0,31.0,12.0,117.0,0.0,"schatz & wissen wichatz cia ltda","calificado","operador de capacitación","23-06-2022",1930.0,7.0,454.0,4540.0,45489.4,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",25.0,31.0,12.0,119.0,0.0,"seguridad industrial salud ocupacional seinsao cia ltda","calificado","operador de capacitación","25-01-2022",1934.0,7.0,1004.0,32640.0,403175.2,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",3.0,31.0,12.0,122.0,0.0,"servicio integrado de seguridad ecu 911","calificado","operador de capacitación","25-02-2022",1941.0,7.0,117.0,6372.0,43813.06285714283,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","chone","manabi",2.0,31.0,12.0,125.0,0.0,"smart ceim institute ceiminstitute s.a.","calificado","operador de capacitación","26-07-2022",1968.0,7.0,10.0,2400.0,71.99999999999999,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",4.0,31.0,12.0,126.0,0.0,"smith olu","calificado","operador de capacitación","29-08-2022",1970.0,7.0,16.0,2400.0,16502.09523809523,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","tulcan","sin provincia",5.0,31.0,12.0,127.0,0.0,"sociedad civil anonima cambria international languaje academy efl s.c.","calificado","operador de capacitación","16-03-2022",1971.0,7.0,36.0,4004.0,5192.72,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",5.0,31.0,12.0,131.0,0.0,"stanford","calificado","operador de capacitación","7/3/2022",1992.0,7.0,150.0,18000.0,123765.7142857142,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",2.0,31.0,12.0,132.0,0.0,"suntasig segovia yajaira karina","calificado","operador de capacitación","24-03-2022",1998.0,7.0,16.0,96.0,4000.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","cuenca","azuay",2.0,31.0,12.0,133.0,0.0,"suquisupa espinoza lucio humberto","calificado","operador de capacitación","6/1/2022",2002.0,7.0,518.0,24080.0,41176.8,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","ambato","tungurahua",5.0,31.0,12.0,135.0,0.0,"tobar jacome mayra catalina","calificado","operador de capacitación","21-04-2022",2039.0,7.0,389.0,16350.0,134822.0,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","machala","el oro",6.0,31.0,12.0,138.0,0.0,"universidad tecnica de machala","calificado","operador de capacitación","21-04-2022",2094.0,7.0,190.0,90960.0,35376.600000000006,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",6.0,31.0,12.0,144.0,0.0,"vergara hidalgo karina veronica","calificado","operador de capacitación","10/3/2022",2165.0,7.0,130.0,6188.0,44217.86031746029,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",6.0,31.0,12.0,149.0,0.0,"vinueza tapia katherine stefany","calificado","operador de capacitación","23-06-2022",2199.0,7.0,180.0,9637.0,151211.94000000003,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",13.0,31.0,12.0,160.0,0.0,"bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",247.0,7.0,348.0,15628.0,131237.7231746031,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",1.0,31.0,12.0,162.0,0.0,"business intelligent iwalton cia. ltda.","calificado","operador de capacitación","18-03-2022",262.0,7.0,32.0,1280.0,8801.117460317455,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",10.0,31.0,12.0,173.0,0.0,"capaglobs.a.","calificado","operador de capacitación","28-09-2022",344.0,7.0,836.0,28640.0,178944.63999999998,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","quito","pichincha",6.0,31.0,12.0,174.0,0.0,"capaseg cia. ltda.","calificado","operador de capacitación","15-11-2022",345.0,7.0,800.0,25760.0,322794.4,2022.0,7.829411764705882,0.196665509595469
"31-12-2022","manta","manabi",3.0,31.0,12.0,176.0,0.0,"cardenas paz juan sebastian","calificado","operador de capacitación","18-04-2022",356.0,7.0,619.0,24760.0,735124.4000000001,2022.0,7.829411764705882,0.196665509595469
