id_fact_oc_cp,id_razon_social,id_curso_perfil,id_fecha,num_cap_cer,prediction_num_cap_cer,total_horas,prediction_total_horas,total_ganancias,prediction_total_ganancias,porcentaje_asistencia,prediction_porcentaje_asistencia
435.0,908.0,2947.0,6.0,77.0,77.0,616.0,616.0,40711.44,40711.44,0.0,1.4805278403604765
436.0,908.0,2953.0,6.0,59.0,59.0,472.0,472.0,31194.480000000003,31194.480000000007,0.0,2.9761904761904754
437.0,908.0,2954.0,6.0,30.0,30.0,360.0,360.0,15861.6,15861.6,0.0,0.6598004505954297
438.0,908.0,2952.0,6.0,27.0,27.0,216.0,216.0,14275.44,14275.44,0.0,2.9761904761904754
867.0,908.0,2951.0,3.0,48.0,48.0,384.0,384.0,25378.56,25378.56,0.0,2.9761904761904754
868.0,908.0,2954.0,3.0,5.0,5.0,60.0,60.0,2643.6000000000004,2643.6,0.0,0.0643707756678467
869.0,908.0,2952.0,3.0,36.0,36.0,288.0,306.6666666666667,19033.92,19033.92,0.0,2.9761904761904754
1034.0,908.0,2951.0,4.0,180.0,180.0,1440.0,1440.0,95169.6,95169.6,0.0,33.909530124742766
1035.0,908.0,2947.0,4.0,16.0,16.0,128.0,128.0,8459.52,8459.52,0.0,2.9761904761904754
1036.0,908.0,2954.0,4.0,39.0,39.0,468.0,468.0,20620.08,20620.08,0.0,0.482780817508851
1037.0,908.0,2952.0,4.0,34.0,34.0,272.0,272.0,17976.48,17976.48,0.0,2.9761904761904754
439.0,913.0,4792.0,6.0,3.0,3.0,72.0,72.0,495.0628571428568,495.0628571428568,0.0,0.8946635012386455
440.0,913.0,4807.0,6.0,3.0,3.0,72.0,72.0,495.0628571428568,495.0628571428568,0.0,0.8946635012386455
441.0,913.0,4794.0,6.0,5.0,5.0,120.0,120.0,825.1047619047614,825.1047619047614,0.0,0.8946635012386455
442.0,943.0,5236.0,6.0,3.0,3.0,60.0,60.0,3562.2,3562.2,0.0,5.654745167593132
443.0,943.0,5237.0,6.0,3.0,3.0,60.0,60.0,3562.2,3562.2,0.0,5.654745167593132
444.0,943.0,5234.0,6.0,3.0,3.0,60.0,60.0,3562.2,3562.2,0.0,5.654745167593132
445.0,943.0,5235.0,6.0,3.0,3.0,60.0,60.0,3562.2,3562.2,0.0,5.654745167593132
446.0,943.0,5248.0,6.0,206.0,206.0,2060.0,2060.0,97973.6,97973.6,0.0,33.909530124742766
447.0,943.0,5249.0,6.0,206.0,206.0,2060.0,2060.0,97973.6,97973.6,0.0,33.909530124742766
448.0,943.0,5288.0,6.0,206.0,206.0,2060.0,2060.0,2080.6,2080.6,0.0,33.909530124742766
449.0,943.0,5289.0,6.0,206.0,206.0,2060.0,2060.0,2080.6,2080.6,0.0,33.909530124742766
450.0,943.0,5242.0,6.0,243.0,243.0,4860.0,4860.0,51030.0,51030.0,0.0,151.19047619047618
451.0,943.0,5243.0,6.0,243.0,243.0,4860.0,4860.0,51030.0,51030.0,0.0,151.19047619047618
452.0,943.0,5290.0,6.0,243.0,243.0,4860.0,4860.0,24057.0,24057.0,0.0,151.19047619047618
453.0,943.0,5291.0,6.0,243.0,243.0,4860.0,4860.0,24057.0,24057.0,0.0,151.19047619047618
454.0,943.0,5244.0,6.0,215.0,215.0,2150.0,2150.0,102254.0,102254.0,0.0,33.909530124742766
455.0,943.0,5245.0,6.0,215.0,215.0,2150.0,2150.0,102254.0,102254.0,0.0,33.909530124742766
456.0,943.0,5292.0,6.0,215.0,215.0,2150.0,2150.0,3225.0,3225.0,0.0,33.909530124742766
457.0,943.0,5293.0,6.0,215.0,215.0,2150.0,2150.0,3225.0,3225.0,0.0,33.909530124742766
458.0,943.0,5246.0,6.0,123.0,124.66666666666669,1230.0,1230.0,78006.6,79058.13,0.0,33.909530124742766
459.0,943.0,5247.0,6.0,123.0,124.66666666666669,1230.0,1230.0,78006.6,79058.13,0.0,33.909530124742766
460.0,943.0,5270.0,6.0,123.0,123.0,1230.0,1230.0,356.7,356.7,0.0,33.909530124742766
461.0,943.0,5271.0,6.0,123.0,123.0,1230.0,1230.0,356.7,356.7,0.0,33.909530124742766
462.0,943.0,5250.0,6.0,28.0,28.0,280.0,280.0,526.3999999999999,526.3999999999999,0.0,0.6598004505954297
463.0,943.0,5251.0,6.0,28.0,28.0,280.0,280.0,526.3999999999999,526.3999999999999,0.0,0.6598004505954297
464.0,943.0,5254.0,6.0,82.0,82.0,3280.0,3280.0,62385.6,62385.6,0.0,1.4805278403604765
465.0,943.0,5255.0,6.0,82.0,82.0,3280.0,3280.0,62385.6,62385.6,0.0,1.4805278403604765
466.0,943.0,5268.0,6.0,82.0,82.0,3280.0,3280.0,14760.0,14760.0,0.0,20.680740110656423
467.0,943.0,5269.0,6.0,82.0,82.0,3280.0,3280.0,14760.0,14760.0,0.0,20.680740110656423
468.0,943.0,5240.0,6.0,90.0,90.0,1350.0,1350.0,19534.5,19534.5,0.0,6.944444444444445
469.0,943.0,5241.0,6.0,90.0,90.0,1350.0,1350.0,19534.5,19534.5,0.0,6.944444444444445
470.0,943.0,5264.0,6.0,52.0,52.0,780.0,780.0,37096.8,37096.8,0.0,0.9065550906555088
471.0,943.0,5265.0,6.0,52.0,52.0,780.0,780.0,37096.8,37096.8,0.0,0.9065550906555088
472.0,943.0,5274.0,6.0,52.0,52.0,780.0,780.0,8837.4,8837.4,0.0,1.3536783917676638
473.0,943.0,5275.0,6.0,52.0,52.0,780.0,780.0,8837.4,8837.4,0.0,1.3536783917676638
474.0,943.0,5258.0,6.0,70.0,70.0,1400.0,1400.0,53270.0,53270.0,0.0,1.4805278403604765
475.0,943.0,5259.0,6.0,70.0,70.0,1400.0,1400.0,53270.0,53270.0,0.0,1.4805278403604765
476.0,943.0,5280.0,6.0,70.0,70.0,1400.0,1400.0,11927.999999999998,11927.999999999998,0.0,20.680740110656423
477.0,943.0,5281.0,6.0,70.0,70.0,1400.0,1400.0,11927.999999999998,11927.999999999998,0.0,20.680740110656423
478.0,943.0,5260.0,6.0,52.0,52.0,520.0,520.0,24731.2,24731.2,0.0,0.9065550906555088
479.0,943.0,5261.0,6.0,52.0,52.0,520.0,520.0,24731.2,24731.2,0.0,0.9065550906555088
480.0,943.0,5282.0,6.0,52.0,54.333333333333336,520.0,520.0,1341.6,1341.6,0.0,1.3536783917676638
481.0,943.0,5283.0,6.0,52.0,54.333333333333336,520.0,520.0,1341.6,1341.6,0.0,1.3536783917676638
482.0,943.0,5262.0,6.0,6.0,6.0,60.0,60.0,913.2,913.2,0.0,0.0643707756678468
483.0,943.0,5263.0,6.0,6.0,6.0,60.0,60.0,913.2,913.2,0.0,0.0643707756678468
484.0,943.0,5294.0,6.0,6.0,6.0,60.0,60.0,100.2,100.2,0.0,1.3536783917676638
485.0,943.0,5295.0,6.0,6.0,6.0,60.0,60.0,100.2,100.2,0.0,1.3536783917676638
486.0,943.0,5256.0,6.0,20.0,20.0,300.0,300.0,4341.0,4341.0,0.0,0.0643707756678468
487.0,943.0,5257.0,6.0,20.0,20.0,300.0,300.0,4341.0,4341.0,0.0,0.0643707756678468
488.0,943.0,5278.0,6.0,20.0,20.0,300.0,300.0,3399.0,3399.0,0.0,1.3536783917676638
489.0,943.0,5279.0,6.0,20.0,20.0,300.0,300.0,3399.0,3399.0,0.0,1.3536783917676638
490.0,943.0,5252.0,6.0,63.0,63.0,945.0,945.0,44944.2,44944.2,0.0,1.4805278403604765
491.0,943.0,5253.0,6.0,63.0,63.0,945.0,945.0,44944.2,44944.2,0.0,1.4805278403604765
492.0,943.0,5266.0,6.0,63.0,63.0,945.0,945.0,10706.85,10706.85,0.0,20.680740110656423
493.0,943.0,5267.0,6.0,63.0,63.0,945.0,945.0,10706.85,10706.85,0.0,20.680740110656423
1038.0,943.0,5254.0,4.0,14.0,14.0,560.0,560.0,10651.2,10651.2,0.0,0.482780817508851
1039.0,943.0,5255.0,4.0,14.0,14.0,560.0,560.0,10651.2,10651.2,0.0,0.482780817508851
1040.0,943.0,5268.0,4.0,14.0,14.0,560.0,560.0,2520.0,2520.0,0.0,1.3536783917676638
1041.0,943.0,5269.0,4.0,14.0,14.0,560.0,560.0,2520.0,2520.0,0.0,1.3536783917676638
494.0,956.0,4973.0,6.0,5.0,5.0,200.0,200.0,1804.0,1804.0,0.0,0.4683375824828322
495.0,956.0,4975.0,6.0,8.0,8.0,320.0,320.0,1200.0,1200.0,0.0,0.0916666666666666
496.0,984.0,5331.0,6.0,5.0,5.0,1800.0,1800.0,85608.00000000001,85608.00000000001,0.0,6.944444444444445
497.0,984.0,5330.0,6.0,11.0,11.0,1100.0,1100.0,121.0,121.0,0.0,6.944444444444445
870.0,984.0,5330.0,3.0,9.0,9.0,900.0,900.0,99.0,99.0,0.0,6.944444444444445
1042.0,984.0,5330.0,4.0,6.0,6.0,600.0,600.0,66.0,66.0,0.0,6.944444444444445
498.0,1015.0,656.0,6.0,3.0,3.0,720.0,720.0,4950.628571428569,4950.628571428569,0.0,0.1262626262626262
499.0,1049.0,6259.0,6.0,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,1.1363636363636365
500.0,1147.0,4042.0,6.0,32.0,32.0,512.0,512.0,3520.446984126982,3520.446984126982,0.0,0.984849484073092
501.0,1147.0,4087.0,6.0,32.0,32.0,512.0,512.0,3520.446984126982,3520.446984126982,0.0,0.984849484073092
502.0,1147.0,4054.0,6.0,8.0,8.0,2240.0,2240.0,15401.955555555543,15401.955555555543,0.0,0.1262626262626262
503.0,1147.0,4079.0,6.0,12.0,12.0,720.0,720.0,1389.6,1389.6,0.0,4.074224386724387
504.0,1147.0,4041.0,6.0,127.0,127.0,2540.0,2540.0,17464.71746031745,17464.71746031745,0.0,0.984849484073092
505.0,1147.0,4091.0,6.0,127.0,127.0,2540.0,2540.0,17464.71746031745,17464.71746031745,0.0,0.984849484073092
506.0,1147.0,4062.0,6.0,14.0,14.0,280.0,280.0,7403.200000000001,7403.200000000001,0.0,0.0643707756678468
507.0,1147.0,4086.0,6.0,14.0,14.0,280.0,280.0,515.2,515.2,0.0,1.3536783917676638
508.0,1147.0,4066.0,6.0,113.0,113.0,4520.0,4520.0,59754.40000000001,59754.40000000001,0.0,33.909530124742766
509.0,1147.0,4084.0,6.0,11.0,11.0,440.0,440.0,5816.800000000001,5816.800000000001,0.0,4.074224386724387
510.0,1147.0,4061.0,6.0,1.0,1.0,40.0,40.0,528.8000000000001,528.8000000000001,0.0,6.944444444444445
511.0,1147.0,4092.0,6.0,32.0,32.0,512.0,512.0,942.08,942.08,0.0,8.432358012144478
512.0,1163.0,286.0,6.0,51.0,51.0,2040.0,2040.0,18400.8,18400.8,0.0,0.4683375824828322
513.0,1163.0,289.0,6.0,51.0,51.0,2040.0,2040.0,13586.4,13586.4,0.0,0.4683375824828322
514.0,1163.0,285.0,6.0,24.0,24.0,960.0,960.0,18259.2,18259.2,0.0,6.944444444444445
515.0,1163.0,288.0,6.0,24.0,24.0,960.0,960.0,1440.0,1440.0,0.0,6.944444444444445
516.0,1163.0,284.0,6.0,46.0,46.0,1840.0,1840.0,54629.600000000006,54629.600000000006,0.0,5.654745167593132
517.0,1163.0,287.0,6.0,46.0,46.0,1840.0,1840.0,2060.8,2060.8,0.0,5.654745167593132
518.0,1208.0,4739.0,6.0,25.0,25.0,750.0,807.0,6697.499999999999,6697.499999999999,0.2033677702757667,0.1587859550879189
519.0,1208.0,4741.0,6.0,8.0,8.0,240.0,240.0,2520.0,2520.0,0.0650776864882453,0.0896409131941583
873.0,1208.0,4739.0,3.0,41.0,41.0,1230.0,1110.0,10983.9,10983.9,0.3335231432522574,0.3009843000081347
871.0,1208.0,4747.0,3.0,24.0,24.0,720.0,720.0,6962.400000000001,6962.400000000001,0.195233059464736,0.134222728382006
872.0,1208.0,4746.0,3.0,9.0,9.0,270.0,270.0,2610.9,2610.9,0.073212397299276,0.134222728382006
874.0,1208.0,4740.0,3.0,33.0,33.0,990.0,1110.0,10395.0,10395.0,0.268445456764012,0.3009843000081347
1055.0,1208.0,4739.0,4.0,44.0,44.0,1320.0,1200.0,11787.6,11787.6,0.3579272756853494,0.2331950432495458
1058.0,1208.0,4741.0,4.0,6.0,6.0,180.0,180.0,1890.0,1890.0,0.048808264866184,0.2331950432495458
1053.0,1208.0,4747.0,4.0,40.0,40.0,1200.0,1200.0,11604.0,11604.0,0.3253884324412267,0.1993004148702513
1054.0,1208.0,4746.0,4.0,9.0,9.0,270.0,270.0,2610.9,2610.9,0.073212397299276,0.1993004148702513
1057.0,1208.0,4740.0,4.0,36.0,36.0,1080.0,1200.0,11340.0,11340.0,0.2928495891971041,0.2331950432495458
1056.0,1208.0,4749.0,4.0,8.0,8.0,240.0,240.0,3540.0,3540.0,0.0650776864882453,0.0650776864882453
520.0,1242.0,5038.0,6.0,1.0,1.0,40.0,40.0,275.03492063492047,275.0349206349205,0.0,0.0333333333333333
521.0,1242.0,4989.0,6.0,2.0,2.0,16.0,16.0,1057.44,1057.44,0.0,0.5952380952380952
522.0,1242.0,5005.0,6.0,2.0,2.0,16.0,16.0,208.96,208.96,0.0,1.1904761904761905
523.0,1242.0,5034.0,6.0,1.0,1.0,20.0,20.0,137.51746031746023,137.51746031746023,0.0,10.714285714285714
524.0,1243.0,1687.0,6.0,90.0,90.0,720.0,720.0,4950.628571428569,4950.628571428569,0.0,0.984849484073092
525.0,1243.0,1686.0,6.0,16.0,16.0,128.0,128.0,880.1117460317455,880.1117460317455,0.0,5.335761920429985
526.0,1280.0,5344.0,6.0,120.0,120.0,1920.0,1920.0,34790.4,34790.4,0.0,57.738095238095234
527.0,1280.0,5348.0,6.0,120.0,120.0,3600.0,3600.0,34812.0,34812.0,0.0,57.738095238095234
528.0,1280.0,5349.0,6.0,120.0,120.0,960.0,960.0,18000.0,18000.0,0.0,57.738095238095234
529.0,1286.0,90.0,6.0,32.0,32.0,512.0,512.0,3520.446984126982,3520.446984126982,0.5149662053427744,0.5149662053427744
530.0,1286.0,169.0,6.0,32.0,32.0,512.0,512.0,3520.446984126982,3520.446984126982,0.5149662053427744,0.5149662053427744
531.0,1286.0,140.0,6.0,59.0,59.0,708.0,708.0,31194.480000000003,31194.480000000007,0.9494689411007402,0.9065550906555088
532.0,1286.0,154.0,6.0,92.0,101.5,1104.0,1104.0,48642.240000000005,48642.240000000005,1.4805278403604765,1.4805278403604765
533.0,1286.0,148.0,6.0,53.0,53.0,636.0,636.0,28022.16,28022.16,0.85291277759897,0.9065550906555088
534.0,1286.0,92.0,6.0,55.0,55.0,440.0,440.0,3025.384126984125,3025.384126984125,0.8850981654328934,0.8850981654328934
535.0,1286.0,124.0,6.0,37.0,37.0,592.0,592.0,4070.516825396823,4070.516825396823,0.5954296749275828,0.5954296749275828
536.0,1286.0,120.0,6.0,215.0,215.0,8600.0,8600.0,113692.0,113692.0,3.459929192146766,3.459929192146766
537.0,1286.0,158.0,6.0,215.0,215.0,8600.0,8600.0,22446.0,22446.0,3.459929192146766,3.459929192146766
538.0,1286.0,123.0,6.0,88.0,88.0,704.0,704.0,46527.36,46527.36,1.4161570646926296,1.4161570646926296
539.0,1286.0,72.0,6.0,19.0,19.0,152.0,152.0,1045.1326984126977,1045.1326984126977,0.3057611844222723,0.3057611844222723
540.0,1286.0,76.0,6.0,20.0,20.0,320.0,320.0,2200.279365079364,2200.279365079364,0.3218538783392339,0.3218538783392339
541.0,1286.0,159.0,6.0,20.0,20.0,320.0,320.0,2200.279365079364,2200.279365079364,0.3218538783392339,0.3218538783392339
542.0,1286.0,80.0,6.0,88.0,88.0,704.0,704.0,4840.6146031746,4840.6146031746,1.4161570646926296,1.4161570646926296
543.0,1286.0,160.0,6.0,88.0,88.0,704.0,704.0,4840.6146031746,4840.6146031746,1.4161570646926296,1.4161570646926296
544.0,1286.0,144.0,6.0,4.0,4.0,48.0,48.0,2114.88,2114.880000000001,0.0643707756678468,0.0643707756678468
545.0,1286.0,145.0,6.0,36.0,36.0,432.0,432.0,19033.92,19033.92,0.5793369810106211,0.6598004505954297
546.0,1286.0,147.0,6.0,4.0,4.0,72.0,72.0,2115.36,2115.36,0.0643707756678468,0.0643707756678468
547.0,1286.0,149.0,6.0,46.0,46.0,828.0,828.0,24326.640000000003,24326.640000000003,0.7402639201802382,0.6598004505954297
548.0,1286.0,65.0,6.0,57.0,57.0,684.0,684.0,30137.04,30137.04,0.9172835532668168,0.9065550906555088
549.0,1286.0,66.0,6.0,57.0,57.0,684.0,684.0,1258.5600000000002,1258.5600000000002,0.9172835532668168,0.9172835532668168
550.0,1286.0,146.0,6.0,160.0,160.0,1920.0,1920.0,84595.20000000001,79058.13,2.574831026713872,2.574831026713872
551.0,1286.0,104.0,6.0,10.0,10.0,160.0,160.0,1100.139682539682,1100.139682539682,0.1609269391696169,0.1609269391696169
875.0,1286.0,154.0,3.0,7.0,7.0,84.0,84.0,3701.04,3701.04,0.1126488574187318,0.0643707756678467
876.0,1286.0,120.0,3.0,78.0,78.0,3120.0,3120.0,41246.40000000001,41246.40000000001,1.2552301255230125,1.2552301255230125
877.0,1286.0,158.0,3.0,78.0,78.0,3120.0,3120.0,8143.199999999999,8143.199999999999,1.2552301255230125,1.2552301255230125
878.0,1286.0,146.0,3.0,1.0,1.0,12.0,12.0,528.72,528.7200000000001,0.0160926939169617,0.0643707756678467
1063.0,1286.0,154.0,4.0,25.0,25.0,300.0,300.0,13218.0,13218.0,0.4023173479240425,0.482780817508851
1065.0,1286.0,120.0,4.0,102.0,102.0,4080.0,4080.0,53937.600000000006,53937.600000000006,1.641454779530093,1.641454779530093
1066.0,1286.0,158.0,4.0,102.0,102.0,4080.0,4080.0,10648.8,10648.8,1.641454779530093,1.641454779530093
1069.0,1286.0,146.0,4.0,14.0,14.0,168.0,168.0,7402.08,7402.08,0.2252977148374637,0.482780817508851
1064.0,1286.0,100.0,4.0,25.0,25.0,400.0,400.0,2750.349206349205,2750.349206349205,0.4023173479240425,0.4023173479240425
1067.0,1286.0,105.0,4.0,6.0,6.0,48.0,48.0,3172.32,3172.32,0.0965561635017702,0.0965561635017702
1068.0,1286.0,143.0,4.0,51.0,51.0,918.0,918.0,26970.84,26970.84,0.8207273897650467,0.482780817508851
552.0,1296.0,2653.0,6.0,16.0,16.0,128.0,128.0,880.1117460317455,880.1117460317455,0.0,10.714285714285714
1070.0,1296.0,2653.0,4.0,44.0,44.0,352.0,352.0,2420.3073015873,2420.3073015873,0.0,27.97619047619048
553.0,1323.0,1251.0,6.0,34.0,34.0,2312.0,2312.0,18773.44,18773.44,0.0,6.944444444444445
554.0,1323.0,1252.0,6.0,42.0,42.0,2856.0,2856.0,5369.28,5369.28,0.0,6.944444444444445
555.0,1323.0,1260.0,6.0,33.0,33.0,660.0,660.0,5359.199999999999,5359.199999999999,0.0,6.944444444444445
556.0,1323.0,1254.0,6.0,35.0,35.0,4200.0,4200.0,7896.0,7896.0,0.0,6.944444444444445
557.0,1330.0,2455.0,6.0,4.0,4.0,160.0,160.0,1100.139682539682,1100.139682539682,0.0,0.0333333333333333
558.0,1330.0,2456.0,6.0,4.0,4.0,160.0,160.0,651.2,651.2,0.0,0.0333333333333333
559.0,1330.0,6283.0,6.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,1.1363636363636365
560.0,1330.0,6284.0,6.0,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,1.1363636363636365
561.0,1330.0,2441.0,6.0,19.0,19.0,380.0,380.0,1983.6,1983.6,0.0,6.944444444444445
562.0,1330.0,2442.0,6.0,19.0,19.0,380.0,380.0,8808.4,8808.4,0.0,6.944444444444445
563.0,1330.0,2449.0,6.0,31.0,31.0,1240.0,1240.0,8526.082539682535,8526.082539682535,0.0,5.654745167593132
564.0,1330.0,2450.0,6.0,31.0,31.0,1240.0,1240.0,8407.199999999999,8407.199999999999,0.0,5.654745167593132
565.0,1330.0,2469.0,6.0,50.0,50.0,1000.0,1000.0,6875.873015873011,6875.873015873011,0.0,6.944444444444445
566.0,1330.0,2470.0,6.0,50.0,50.0,1000.0,1000.0,13569.999999999998,13569.999999999998,0.0,6.944444444444445
567.0,1372.0,5777.0,6.0,35.0,35.0,210.0,210.0,8750.0,8750.0,0.0,6.944444444444445
568.0,1372.0,5788.0,6.0,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,6.944444444444445
569.0,1372.0,5776.0,6.0,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,6.944444444444445
570.0,1375.0,5298.0,6.0,111.0,111.0,6660.0,6660.0,45793.31428571426,45793.31428571426,0.0,100.0
879.0,1375.0,5298.0,3.0,69.0,69.0,4140.0,4140.0,28466.11428571427,28466.11428571427,0.0,27.97619047619048
1074.0,1375.0,5298.0,4.0,4.0,4.0,240.0,240.0,1650.2095238095228,1650.2095238095228,0.0,0.1262626262626262
799.0,1375.0,5298.0,5.0,1.0,1.0,60.0,60.0,412.5523809523807,412.5523809523807,0.0,0.1262626262626262
1696.0,1375.0,5298.0,7.0,2.0,2.0,120.0,120.0,825.1047619047614,825.1047619047614,0.0,0.1262626262626262
571.0,1399.0,5596.0,6.0,13.0,13.0,1040.0,1040.0,187.2,187.2,0.0,4.074224386724387
572.0,1399.0,5598.0,6.0,13.0,13.0,2600.0,2600.0,4784.0,4784.0,0.0,4.074224386724387
573.0,1399.0,5594.0,6.0,33.0,33.0,2640.0,2640.0,18152.30476190475,18152.30476190475,0.0,6.944444444444445
574.0,1399.0,5595.0,6.0,8.0,8.0,640.0,640.0,4400.558730158728,4400.558730158728,0.0,6.944444444444445
575.0,1399.0,5597.0,6.0,11.0,11.0,1760.0,1760.0,17019.2,17019.2,0.0,4.074224386724387
576.0,1399.0,5593.0,6.0,1.0,1.0,160.0,160.0,5288.0,5288.0,0.0,4.074224386724387
577.0,1412.0,4162.0,6.0,17.0,17.0,510.0,510.0,8986.2,8986.2,0.0,0.0643707756678468
578.0,1412.0,4158.0,6.0,28.0,28.0,336.0,336.0,14804.16,14804.16,0.0,0.6598004505954297
579.0,1412.0,4168.0,6.0,105.0,105.0,3150.0,3150.0,55503.0,55503.0,0.0,33.909530124742766
580.0,1412.0,4167.0,6.0,480.0,480.0,8640.0,8640.0,253843.2,253843.2,0.0,307.1428571428573
581.0,1412.0,4171.0,6.0,480.0,480.0,8640.0,8640.0,15897.600000000002,15897.600000000002,0.0,307.1428571428573
582.0,1412.0,4172.0,6.0,480.0,480.0,3840.0,3840.0,7065.6,7065.6,0.0,307.1428571428573
583.0,1412.0,4161.0,6.0,51.0,51.0,612.0,612.0,26964.72,26964.72,0.0,0.9065550906555088
584.0,1412.0,4155.0,6.0,1.0,1.0,36.0,36.0,528.84,528.84,0.0,0.0643707756678468
585.0,1412.0,4157.0,6.0,429.0,429.0,5148.0,5148.0,226820.88,226820.88,0.0,307.1428571428573
586.0,1412.0,4173.0,6.0,429.0,429.0,5148.0,5148.0,9472.320000000002,9472.320000000002,0.0,307.1428571428573
587.0,1412.0,4174.0,6.0,11.0,11.0,198.0,198.0,5817.240000000001,5817.240000000001,0.0,0.0643707756678468
588.0,1412.0,4169.0,6.0,111.0,101.5,1332.0,1332.0,58687.920000000006,58687.920000000006,0.0,33.909530124742766
589.0,1412.0,4170.0,6.0,4.0,4.0,72.0,72.0,2115.36,2115.36,0.0,0.0643707756678468
590.0,1412.0,4164.0,6.0,19.0,19.0,228.0,228.0,10045.68,10045.68,0.0,0.0643707756678468
1076.0,1412.0,4168.0,4.0,1.0,1.0,30.0,30.0,528.6,528.6,0.0,0.482780817508851
1077.0,1412.0,4167.0,4.0,84.0,84.0,1512.0,1512.0,44422.560000000005,44422.560000000005,0.0,1.4805278403604765
1078.0,1412.0,4171.0,4.0,84.0,84.0,1512.0,1512.0,2782.0800000000004,2782.0800000000004,0.0,20.680740110656423
1079.0,1412.0,4172.0,4.0,84.0,84.0,672.0,672.0,1236.48,1236.48,0.0,20.680740110656423
1080.0,1412.0,4161.0,4.0,4.0,4.0,48.0,48.0,2114.88,2114.880000000001,0.0,0.482780817508851
1081.0,1412.0,4157.0,4.0,78.0,78.0,936.0,936.0,41240.16,41240.16,0.0,1.4805278403604765
1082.0,1412.0,4173.0,4.0,78.0,78.0,936.0,936.0,1722.2400000000002,1722.2400000000002,0.0,20.680740110656423
1075.0,1412.0,4160.0,4.0,20.0,20.0,240.0,240.0,10574.4,10574.4,0.0,0.482780817508851
1701.0,1412.0,4158.0,7.0,1.0,1.0,12.0,12.0,528.72,528.7200000000001,0.0,1.046176046176046
591.0,1427.0,4567.0,6.0,11.0,11.0,3960.0,3960.0,6771.6,6771.6,0.0,0.1262626262626262
592.0,1427.0,4565.0,6.0,21.0,21.0,2520.0,2520.0,9021.6,9021.6,0.0,2.525252525252525
593.0,1427.0,4573.0,6.0,21.0,21.0,2520.0,2520.0,10911.6,10911.6,0.0,2.525252525252525
594.0,1427.0,4568.0,6.0,66.0,66.0,7920.0,7920.0,28353.6,28353.6,0.0,2.525252525252525
595.0,1427.0,4575.0,6.0,66.0,66.0,7920.0,7920.0,13464.0,13464.0,0.0,2.525252525252525
596.0,1427.0,4569.0,6.0,41.0,41.0,4920.0,4920.0,17613.600000000002,17613.600000000002,0.0,2.525252525252525
597.0,1427.0,4574.0,6.0,41.0,41.0,4920.0,4920.0,8364.0,8364.0,0.0,2.525252525252525
598.0,1427.0,4570.0,6.0,71.0,71.0,17040.0,17040.0,511.19999999999993,511.19999999999993,0.0,2.525252525252525
599.0,1427.0,4572.0,6.0,71.0,71.0,17040.0,17040.0,2044.8,2044.8,0.0,2.525252525252525
600.0,1427.0,4571.0,6.0,21.0,21.0,2520.0,2520.0,9021.6,9021.6,0.0,2.525252525252525
1083.0,1427.0,4565.0,4.0,18.0,18.0,2160.0,2160.0,7732.8,7732.8,0.0,2.0202020202020203
1084.0,1427.0,4573.0,4.0,18.0,18.0,2160.0,2160.0,9352.8,9352.8,0.0,2.0202020202020203
1085.0,1427.0,4570.0,4.0,26.0,26.0,6240.0,6240.0,187.2,187.2,0.0,2.525252525252525
1086.0,1427.0,4572.0,4.0,26.0,26.0,6240.0,6240.0,748.8,748.8,0.0,2.525252525252525
601.0,1508.0,1199.0,6.0,16.0,16.0,512.0,512.0,4341.76,4341.76,0.0,5.335761920429985
602.0,1508.0,1200.0,6.0,16.0,16.0,512.0,512.0,10972.16,10972.16,0.0,5.335761920429985
603.0,1508.0,1215.0,6.0,102.0,102.0,3264.0,3264.0,27678.72,27678.72,0.0,5.335761920429985
604.0,1508.0,1216.0,6.0,102.0,102.0,3264.0,3264.0,76149.12,76149.12,0.0,5.335761920429985
605.0,1508.0,1197.0,6.0,113.0,113.0,3616.0,3616.0,30663.68,30663.68,0.0,5.335761920429985
606.0,1508.0,1198.0,6.0,113.0,113.0,3616.0,3616.0,77490.88,77490.88,0.0,5.335761920429985
607.0,1508.0,1209.0,6.0,106.0,106.0,4028.0,4028.0,11318.68,11318.68,0.0,5.335761920429985
608.0,1508.0,1210.0,6.0,106.0,106.0,4028.0,4028.0,2658.48,2658.48,0.0,5.335761920429985
609.0,1508.0,1211.0,6.0,102.0,102.0,2448.0,2448.0,8053.920000000001,8053.920000000001,0.0,5.335761920429985
610.0,1508.0,1212.0,6.0,102.0,102.0,2448.0,2448.0,1615.68,1615.68,0.0,5.335761920429985
611.0,1508.0,1213.0,6.0,105.0,105.0,2520.0,2520.0,8290.800000000001,8290.800000000001,0.0,5.335761920429985
612.0,1508.0,1214.0,6.0,105.0,105.0,2520.0,2520.0,1663.2,1663.2,0.0,5.335761920429985
613.0,1508.0,1217.0,6.0,14.0,14.0,336.0,336.0,1246.56,1246.5599999999995,0.0,6.944444444444445
614.0,1508.0,1218.0,6.0,14.0,14.0,336.0,336.0,1246.56,1246.5599999999995,0.0,6.944444444444445
