id_fact_ci_cp,id_razon_social,id_curso_perfil,id_fecha,num_cap,prediction_num_cap,total_horas,prediction_total_horas,total_ganancias,prediction_total_ganancias
283.0,1257.0,9654.0,6.0,180.0,180.0,2880.0,2950.927809948905,20131.2,20131.2
284.0,1257.0,9653.0,6.0,270.0,270.0,2160.0,2073.9438350972373,30175.2,30175.2
285.0,1263.0,8250.0,6.0,23.0,23.0,368.0,371.07542557535953,2572.32,2572.32
286.0,1263.0,8249.0,6.0,1.0,1.0,40.0,45.17164467821158,111.6,111.6
287.0,1266.0,9775.0,6.0,29.0,29.0,1160.0,1155.9595597999755,4883.6,4883.6
288.0,1266.0,9774.0,6.0,33.0,33.0,1320.0,1310.9231075363818,1478.4,1478.4
289.0,1266.0,9776.0,6.0,24.0,24.0,960.0,963.890393977857,4041.6,4041.6
290.0,1267.0,9279.0,6.0,2.0,2.0,32.0,38.446250269993016,85.44,85.44
291.0,1268.0,9011.0,6.0,69.0,69.0,1656.0,1636.5019061890084,24873.120000000003,24873.120000000003
292.0,1269.0,9361.0,6.0,79.0,79.0,1264.0,1226.9023264747698,13309.92,13309.92
293.0,1270.0,9117.0,6.0,34.0,34.0,544.0,548.3811488997776,3740.4749206349184,3740.4749206349184
294.0,1272.0,10109.0,6.0,1.0,1.0,40.0,45.17164467821158,70.0,70.0
295.0,1275.0,9913.0,6.0,3.0,3.0,120.0,124.2389618585471,314.40000000000003,314.40000000000003
296.0,1275.0,9912.0,6.0,8.0,8.0,320.0,322.6158848832015,480.0,480.0
297.0,1281.0,8924.0,6.0,4.0,4.0,160.0,162.1081976796154,240.0,240.0
298.0,1282.0,9310.0,6.0,1.0,1.0,16.0,21.62285835562534,140.0,140.0
299.0,1294.0,9046.0,6.0,13.0,13.0,520.0,516.1864427457217,582.4000000000001,582.4000000000001
300.0,1298.0,9283.0,6.0,124.0,124.0,4960.0,4931.022079299077,22320.0,22320.0
301.0,1301.0,9410.0,6.0,1019.0,1019.0,32608.0,32484.680933482818,224343.04,224343.04
302.0,1313.0,8265.0,6.0,1.0,1.0,32.0,36.990215676708885,168.64,168.64
303.0,1315.0,9375.0,6.0,24.0,24.0,960.0,963.890393977857,4041.6,4041.6
304.0,1316.0,9164.0,6.0,3.0,3.0,96.0,98.20545632658786,335.04,335.04
305.0,1333.0,9137.0,6.0,2.0,2.0,32.0,37.845491955860325,99.84,99.84
306.0,1337.0,9952.0,6.0,77.0,77.0,3080.0,3086.470544936939,13336.4,13336.4
307.0,1337.0,9951.0,6.0,23.0,23.0,368.0,369.79859949915,6668.160000000001,6668.160000000001
308.0,1339.0,8920.0,6.0,11.0,11.0,440.0,441.1793094555501,3964.4,3964.4
309.0,1339.0,8919.0,6.0,26.0,26.0,416.0,411.26349820463247,9372.48,9372.48
310.0,1343.0,9732.0,6.0,13.0,13.0,520.0,513.8227018917564,1450.8,1450.8
311.0,1345.0,9471.0,6.0,4.0,4.0,96.0,84.45310337363071,356.16,356.16
312.0,1345.0,9472.0,6.0,4.0,4.0,160.0,162.1081976796154,446.4,446.4
313.0,1348.0,9114.0,6.0,7.0,7.0,56.0,62.08896560488529,420.0,420.0
314.0,1348.0,9115.0,6.0,2.0,2.0,32.0,38.446250269993016,280.0,280.0
315.0,1349.0,10202.0,6.0,6.0,6.0,144.0,142.3275835186828,2700.0,2700.0
316.0,1349.0,10203.0,6.0,7.0,7.0,224.0,219.73121568268425,1540.1955555555546,1540.1955555555546
317.0,1350.0,10373.0,6.0,5.0,5.0,200.0,199.71264760742224,350.0,350.0
318.0,1353.0,10213.0,6.0,70.0,70.0,2800.0,2775.5434258159835,8176.0,8176.0
319.0,1353.0,10212.0,6.0,91.0,91.0,3640.0,3606.802027205809,10628.8,10628.8
320.0,1358.0,9040.0,6.0,331.0,331.0,13240.0,13185.39698673772,36939.6,36939.6
321.0,1358.0,9041.0,6.0,471.0,471.0,7536.0,7916.118488624565,52676.64,52676.64
322.0,1358.0,9963.0,6.0,63.0,63.0,1512.0,1559.0023136240084,5609.52,5609.52
323.0,1358.0,9961.0,6.0,18.0,18.0,720.0,714.3033582771782,2008.8,2008.8
324.0,1359.0,9612.0,6.0,45.0,45.0,1800.0,1800.7099856155578,2700.0,2700.0
325.0,1362.0,9118.0,6.0,37.0,37.0,592.0,599.2215492603023,9620.0,9620.0
326.0,1362.0,9948.0,6.0,12.0,12.0,192.0,207.63570422945804,1559.04,1559.04
327.0,1364.0,10316.0,6.0,41.0,41.0,656.0,615.4562556099731,4510.572698412696,4510.572698412696
328.0,1367.0,8979.0,6.0,10.0,10.0,400.0,402.0784393156532,1684.0,1684.0
329.0,1370.0,9249.0,6.0,1.0,1.0,40.0,46.735976694023975,173.2,173.2
330.0,1371.0,10278.0,6.0,31.0,31.0,1240.0,1231.705968545622,1240.0,1240.0
331.0,1371.0,10277.0,6.0,12.0,12.0,192.0,199.53051444409675,63.36,63.36
332.0,1379.0,9452.0,6.0,11.0,11.0,440.0,441.00127872625626,1980.0,1980.0
333.0,1379.0,9453.0,6.0,18.0,18.0,720.0,715.7202722708348,6487.2,6487.2
334.0,1379.0,9454.0,6.0,13.0,13.0,520.0,513.8227018917564,910.0,910.0
335.0,1380.0,8840.0,6.0,260.0,260.0,10400.0,10367.291450336448,46800.0,46800.0
336.0,1385.0,9934.0,6.0,4.0,4.0,160.0,163.52511167327202,1100.139682539682,1100.139682539682
337.0,1386.0,9352.0,6.0,25.0,25.0,1000.0,998.4795223380092,1120.0,1120.0
338.0,1386.0,9353.0,6.0,13.0,13.0,520.0,516.1864427457217,582.4000000000001,582.4000000000001
339.0,1390.0,9185.0,6.0,5.0,5.0,160.0,162.3441857111061,1100.139682539682,1100.139682539682
340.0,1390.0,9184.0,6.0,54.0,54.0,864.0,846.0515227567989,2695.6800000000003,2695.6800000000003
341.0,1393.0,9742.0,6.0,13.0,13.0,520.0,513.9701199139122,780.0,780.0
342.0,1393.0,8691.0,6.0,2.0,2.0,64.0,63.461034129245945,120.32,120.32
343.0,1395.0,8875.0,6.0,74.0,74.0,592.0,577.0248376083214,4440.0,4440.0
344.0,1395.0,8876.0,6.0,139.0,139.0,2224.0,2274.3884122891936,40298.880000000005,40298.880000000005
345.0,1395.0,9985.0,6.0,44.0,44.0,1760.0,1759.1422352361146,1971.2000000000005,1971.2000000000005
346.0,1397.0,9694.0,6.0,12.0,12.0,384.0,404.3147664171297,1340.16,1340.16
347.0,1398.0,10247.0,6.0,6.0,6.0,96.0,95.57602501927204,533.76,533.76
348.0,1401.0,10283.0,6.0,5.0,5.0,200.0,199.71264760742224,350.0,350.0
349.0,1401.0,10284.0,6.0,10.0,10.0,400.0,402.0784393156532,700.0,700.0
350.0,1402.0,8962.0,6.0,1.0,1.0,16.0,20.18474842129536,129.92,129.92
351.0,1406.0,9893.0,6.0,54.0,54.0,2160.0,2155.878087097651,14851.885714285703,14851.885714285703
352.0,1406.0,9897.0,6.0,48.0,48.0,384.0,397.52543879566974,2640.3352380952365,2640.3352380952365
353.0,1406.0,9890.0,6.0,64.0,64.0,512.0,497.512142996176,3520.446984126982,3520.446984126982
354.0,1406.0,9896.0,6.0,8.0,8.0,320.0,324.357027647889,1440.0,1440.0
355.0,1406.0,9895.0,6.0,9.0,9.0,288.0,258.3166919526297,1980.251428571428,1980.251428571428
356.0,1406.0,9894.0,6.0,18.0,18.0,288.0,284.3414774042208,1980.251428571428,1980.251428571428
357.0,1406.0,9892.0,6.0,11.0,11.0,176.0,170.91080922900028,1210.15365079365,1210.15365079365
358.0,1408.0,8287.0,6.0,2.0,2.0,16.0,22.490266571624943,120.0,120.0
359.0,1408.0,8288.0,6.0,4.0,4.0,64.0,62.70032413570471,1159.68,1159.68
360.0,1413.0,9397.0,6.0,5.0,5.0,160.0,163.75554443417377,692.8,692.8
361.0,1413.0,9398.0,6.0,4.0,4.0,128.0,138.40281588850803,554.24,554.24
362.0,1413.0,9399.0,6.0,8.0,8.0,192.0,200.98204780636613,831.36,831.36
363.0,1416.0,8918.0,6.0,43.0,43.0,1720.0,1731.8604533466164,15497.2,15497.2
364.0,1416.0,8917.0,6.0,11.0,11.0,440.0,441.1793094555501,3025.384126984125,3025.384126984125
365.0,1420.0,8913.0,6.0,2.0,2.0,32.0,37.845491955860325,220.0279365079364,220.0279365079364
366.0,1430.0,9589.0,6.0,47.0,47.0,752.0,762.7745993834574,5170.656507936505,5170.656507936505
367.0,1430.0,9591.0,6.0,47.0,47.0,1128.0,1134.076161379798,1928.88,1928.88
368.0,1438.0,8238.0,6.0,84.0,84.0,672.0,662.684906924947,4620.586666666664,4620.586666666664
369.0,1438.0,8237.0,6.0,26.0,26.0,416.0,402.7003279429514,2860.363174603173,2860.363174603173
370.0,1439.0,9830.0,6.0,241.0,241.0,1928.0,1737.187559324189,14460.0,14460.0
371.0,1439.0,8902.0,6.0,29.0,29.0,1160.0,1155.9595597999755,1160.0,1160.0
372.0,1441.0,10663.0,6.0,7.0,7.0,112.0,88.07956119148321,770.0977777777773,770.0977777777773
373.0,1441.0,8289.0,6.0,17.0,17.0,680.0,682.6238009388212,1278.4,1278.4
374.0,1441.0,8290.0,6.0,12.0,12.0,96.0,110.4385920268137,240.0,240.0
375.0,1453.0,8243.0,6.0,26.0,26.0,208.0,222.79183058707304,4380.48,4380.48
376.0,1455.0,10180.0,6.0,6.0,6.0,240.0,237.121365470684,1650.2095238095228,1650.2095238095228
377.0,1455.0,9133.0,6.0,9.0,9.0,144.0,142.92036891995258,540.0,540.0
378.0,1457.0,10046.0,6.0,1.0,1.0,40.0,44.74876428790185,275.03492063492047,275.03492063492047
379.0,1457.0,10044.0,6.0,56.0,56.0,2240.0,2236.352323688788,15401.955555555543,15401.955555555543
380.0,1457.0,10045.0,6.0,1.0,1.0,40.0,85.08650269625969,550.0,550.0
381.0,1464.0,10393.0,6.0,22.0,22.0,880.0,876.0947819183234,3960.0,3960.0
382.0,1465.0,9851.0,6.0,21.0,21.0,840.0,843.5025643760923,1470.0,1470.0
383.0,1468.0,10854.0,6.0,6.0,6.0,144.0,143.82808972416706,473.7600000000001,473.7600000000001
384.0,1468.0,8844.0,6.0,30.0,30.0,960.0,925.8242776256408,6600.838095238091,6600.838095238091
385.0,1469.0,9567.0,6.0,16.0,16.0,640.0,644.1726462209949,4400.558730158728,4400.558730158728
386.0,1470.0,9753.0,6.0,2.0,2.0,32.0,37.27781541912145,336.96,336.96
387.0,1472.0,8222.0,6.0,9.0,9.0,72.0,81.6548606854517,540.0,540.0
388.0,1474.0,9497.0,6.0,84.0,84.0,672.0,662.7846993756134,1680.0,1680.0
389.0,1474.0,9498.0,6.0,10.0,10.0,400.0,374.3850561360482,448.00000000000006,448.00000000000006
390.0,1475.0,9217.0,6.0,25.0,25.0,200.0,194.9818443161089,1376.0,1376.0
391.0,1475.0,9216.0,6.0,56.0,56.0,1344.0,1356.0809955400068,8964.48,8964.48
392.0,1476.0,8958.0,6.0,13.0,13.0,312.0,321.4840550523836,1026.48,1026.48
393.0,1479.0,9082.0,6.0,26.0,26.0,624.0,613.7479905512769,4380.48,4380.48
394.0,1481.0,9135.0,6.0,20.0,20.0,320.0,317.9964534294445,998.4,998.4
395.0,1481.0,9134.0,6.0,38.0,38.0,1520.0,1514.2949097695414,10451.326984126978,10451.326984126978
396.0,1481.0,9535.0,6.0,32.0,32.0,1280.0,1273.6596127989355,8801.117460317455,8801.117460317455
397.0,1482.0,9196.0,6.0,1.0,1.0,40.0,46.58855867186821,275.03492063492047,275.03492063492047
398.0,1496.0,9173.0,6.0,1.0,1.0,16.0,20.454423504753777,360.48,360.48
399.0,1502.0,9127.0,6.0,362.0,362.0,14480.0,17197.668478496245,199100.0,199100.0
400.0,1502.0,9999.0,6.0,1.0,1.0,16.0,21.055181818886467,289.92,289.92
401.0,1502.0,9998.0,6.0,10.0,10.0,80.0,83.09157533465213,200.0,200.0
402.0,1505.0,9287.0,6.0,17.0,17.0,544.0,557.7366791468698,1898.56,1898.56
403.0,1506.0,10223.0,6.0,5.0,5.0,200.0,201.12956160107888,1048.0,1048.0
404.0,1514.0,9132.0,6.0,28.0,28.0,1120.0,1124.7961913047943,1960.0,1960.0
405.0,1515.0,9349.0,6.0,1.0,1.0,8.0,9.22431064663715,60.0,60.0
406.0,1515.0,10794.0,6.0,20.0,20.0,320.0,323.486245649739,5798.400000000001,5798.400000000001
407.0,1515.0,10795.0,6.0,9.0,9.0,360.0,399.1476712924082,4950.0,4950.0
408.0,1521.0,10052.0,6.0,5.0,5.0,120.0,122.50247384129352,445.19999999999993,445.19999999999993
409.0,1523.0,9512.0,6.0,16.0,16.0,256.0,262.308024893387,1410.56,1410.56
410.0,1525.0,10024.0,6.0,26.0,26.0,1040.0,1032.418399428821,2901.6,2901.6
411.0,1525.0,10026.0,6.0,13.0,13.0,208.0,228.6847410303194,1453.92,1453.92
412.0,1526.0,10036.0,6.0,15.0,15.0,600.0,607.824254697061,1050.0,1050.0
413.0,1527.0,9068.0,6.0,79.0,79.0,1264.0,1341.4886658292849,417.12,417.12
414.0,1527.0,10110.0,6.0,6.0,6.0,144.0,144.88959648726768,47.52,47.52
415.0,1527.0,10111.0,6.0,3.0,3.0,72.0,72.05493744729347,23.76,23.76
416.0,1527.0,10644.0,6.0,6.0,6.0,96.0,96.90243146835157,840.0,840.0
417.0,1527.0,10643.0,6.0,1.0,1.0,24.0,28.0639699873168,340.08,340.08
418.0,1532.0,9274.0,6.0,21.0,21.0,840.0,843.5025643760923,3536.4,3536.4
419.0,1539.0,10351.0,6.0,8.0,8.0,256.0,243.5116232809264,2560.0,2560.0
420.0,1541.0,8828.0,6.0,94.0,94.0,1504.0,1506.1398669805965,10341.31301587301,10341.31301587301
421.0,1544.0,9683.0,6.0,4.0,4.0,32.0,43.24595554439611,673.92,673.92
422.0,1545.0,10287.0,6.0,2.0,2.0,48.0,53.78627224533148,560.16,560.16
423.0,1545.0,8890.0,6.0,7.0,7.0,280.0,279.33829801330603,313.6,313.6
424.0,1545.0,10286.0,6.0,216.0,216.0,8640.0,8470.628799344286,9676.8,9676.8
425.0,1545.0,8889.0,6.0,9.0,9.0,360.0,360.0958201194767,360.0,360.0
426.0,1549.0,9766.0,6.0,54.0,54.0,2160.0,2155.878087097651,9352.8,9352.8
427.0,1549.0,9765.0,6.0,65.0,65.0,2600.0,2593.694327486551,11258.0,11258.0
428.0,1549.0,9767.0,6.0,55.0,55.0,2200.0,2197.253271037585,17600.0,17600.0
429.0,1550.0,10224.0,6.0,6.0,6.0,192.0,187.5675227743227,831.36,831.36
430.0,1550.0,10226.0,6.0,7.0,7.0,224.0,221.32866086332388,1541.12,1541.12
431.0,1550.0,10225.0,6.0,3.0,3.0,120.0,123.4395530203942,960.0,960.0
432.0,1551.0,9025.0,6.0,2.0,2.0,80.0,80.92171931067742,640.0,640.0
433.0,1552.0,9111.0,6.0,47.0,47.0,1880.0,1868.414563180751,2105.6000000000004,2105.6000000000004
434.0,1558.0,8982.0,6.0,4.0,4.0,160.0,162.1081976796154,446.4,446.4
435.0,1568.0,8898.0,6.0,5.0,5.0,40.0,52.89894015608616,558.8000000000001,558.8000000000001
436.0,1568.0,8899.0,6.0,5.0,5.0,40.0,52.89894015608616,558.8000000000001,558.8000000000001
437.0,1571.0,9047.0,6.0,55.0,55.0,2200.0,2200.8136583733026,3300.0,3300.0
438.0,1572.0,9726.0,6.0,2.0,2.0,80.0,80.92171931067742,640.0,640.0
439.0,1576.0,9370.0,6.0,74.0,74.0,2960.0,2966.45798014371,20352.584126984115,20352.584126984115
440.0,1577.0,10714.0,6.0,22.0,22.0,176.0,182.06716652481143,3706.56,3706.56
441.0,1588.0,8285.0,6.0,4.0,4.0,160.0,162.25561570177115,240.0,240.0
442.0,1593.0,9715.0,6.0,28.0,28.0,1120.0,1121.464152118063,1254.4,1254.4
443.0,1597.0,9609.0,6.0,18.0,18.0,288.0,283.7738008674819,3032.64,3032.64
444.0,1597.0,9610.0,6.0,49.0,49.0,784.0,791.0149728533465,8255.519999999999,8255.519999999999
445.0,1597.0,9605.0,6.0,38.0,38.0,1520.0,1518.9677497091357,6840.0,6840.0
446.0,1597.0,9607.0,6.0,10.0,10.0,160.0,147.85472347108907,1684.8,1684.8
447.0,1603.0,9087.0,6.0,2.0,2.0,32.0,-2.5098048906188524,720.96,720.96
448.0,1609.0,9817.0,6.0,280.0,280.0,11200.0,13134.143850810698,154000.0,154000.0
449.0,1609.0,10766.0,6.0,63.0,63.0,2520.0,2553.0475675183,8820.0,8820.0
450.0,1609.0,10765.0,6.0,309.0,309.0,12360.0,12377.271599585994,13843.2,13843.2
451.0,1609.0,9816.0,6.0,21.0,21.0,840.0,882.5544155490238,11550.0,11550.0
452.0,1612.0,8766.0,6.0,41.0,41.0,1640.0,1608.8104712533418,2460.0,2460.0
453.0,1617.0,9220.0,6.0,207.0,207.0,8280.0,8257.858407619282,14490.0,14490.0
454.0,1617.0,9219.0,6.0,1.0,1.0,40.0,45.17164467821158,70.0,70.0
455.0,1619.0,9426.0,6.0,47.0,47.0,1880.0,1877.2473456429905,3290.0,3290.0
456.0,1619.0,9427.0,6.0,19.0,19.0,760.0,753.8396767938862,5225.663492063489,5225.663492063489
457.0,1620.0,9211.0,6.0,8.0,8.0,320.0,359.45141322432346,4400.0,4400.0
458.0,1622.0,10317.0,6.0,1.0,1.0,40.0,84.37091387329883,550.0,550.0
459.0,1632.0,10165.0,6.0,16.0,16.0,640.0,643.2405440265898,2694.4,2694.4
460.0,1636.0,10445.0,6.0,19.0,19.0,608.0,617.5913789820511,1143.04,1143.04
461.0,1638.0,10374.0,6.0,9.0,9.0,72.0,79.03802658884115,1516.32,1516.32
462.0,1639.0,10094.0,6.0,14.0,14.0,560.0,542.3930514658455,627.2,627.2
463.0,1640.0,10020.0,6.0,43.0,43.0,1720.0,1729.8354623279188,2580.0,2580.0
464.0,1640.0,9224.0,6.0,198.0,198.0,7920.0,7953.192581251136,13860.0,13860.0
465.0,1640.0,10021.0,6.0,48.0,48.0,1152.0,1139.2766740963448,4032.0,4032.0
466.0,1645.0,9265.0,6.0,43.0,43.0,1720.0,1726.7441705110136,7740.0,7740.0
467.0,1645.0,10656.0,6.0,20.0,20.0,800.0,757.1194391081694,3368.0,3368.0
468.0,1650.0,10128.0,6.0,23.0,23.0,736.0,764.9227924969632,3878.72,3878.72
469.0,1650.0,10130.0,6.0,1.0,1.0,32.0,36.990215676708885,168.64,168.64
470.0,1650.0,10127.0,6.0,90.0,90.0,3600.0,3629.248464087828,15156.0,15156.0
471.0,1650.0,10125.0,6.0,29.0,29.0,1160.0,1155.9595597999755,4883.6,4883.6
472.0,1650.0,10126.0,6.0,34.0,34.0,1360.0,1357.4659619646732,5725.6,5725.6
473.0,1653.0,10296.0,6.0,65.0,65.0,2600.0,2602.0666837374333,11700.0,11700.0
474.0,1655.0,9577.0,6.0,11.0,11.0,88.0,90.70293862639257,1229.36,1229.36
475.0,1664.0,9863.0,6.0,1.0,1.0,40.0,45.17164467821158,75.19999999999999,75.19999999999999
476.0,1664.0,9862.0,6.0,2.0,2.0,16.0,20.25802482186145,40.0,40.8
477.0,1668.0,9805.0,6.0,88.0,88.0,3520.0,3531.695608894213,10278.4,10278.4
478.0,1672.0,10197.0,6.0,1.0,1.0,40.0,46.58855867186821,200.0,200.0
479.0,1672.0,10196.0,6.0,5.0,5.0,200.0,199.71264760742224,350.0,350.0
480.0,1677.0,9931.0,6.0,41.0,41.0,328.0,332.33934784947223,2460.0,2460.0
481.0,1677.0,11009.0,6.0,3.0,3.0,120.0,122.02263902673758,180.0,180.0
482.0,1677.0,9932.0,6.0,16.0,16.0,256.0,261.74034835664816,4638.72,4638.72
483.0,1677.0,9933.0,6.0,33.0,33.0,1320.0,1310.9231075363818,1478.4,1478.4
484.0,1680.0,9792.0,6.0,1.0,1.0,40.0,50.3494610738594,275.03492063492047,275.03492063492047
485.0,1685.0,8294.0,6.0,3.0,3.0,96.0,97.70163698761051,505.92,505.50000000000006
486.0,1685.0,8293.0,6.0,3.0,3.0,72.0,71.71907881913967,267.12,267.11999999999995
487.0,1688.0,9618.0,6.0,2.0,2.0,80.0,79.50480531702078,89.60000000000001,89.60000000000001
488.0,1688.0,9617.0,6.0,14.0,14.0,448.0,452.2896261912424,1308.16,1308.16
489.0,1689.0,8214.0,6.0,1.0,1.0,24.0,28.56778932629413,41.04,36.52
490.0,1689.0,8213.0,6.0,70.0,70.0,2800.0,2796.1227575939733,3136.0000000000005,3136.0000000000005
491.0,1689.0,8215.0,6.0,1.0,1.0,32.0,37.91676260052509,54.72,54.72
492.0,1690.0,10394.0,6.0,60.0,60.0,2400.0,2362.8023178147737,10104.0,9890.4
493.0,1690.0,10396.0,6.0,58.0,58.0,2320.0,2322.762385384983,9767.2,9890.4
494.0,1690.0,10395.0,6.0,8.0,8.0,320.0,320.2521440292362,358.40000000000003,358.40000000000003
495.0,1691.0,9085.0,6.0,10.0,10.0,160.0,149.02315832196064,440.0,440.0
496.0,1698.0,9445.0,6.0,49.0,49.0,1960.0,1943.4384421723548,3430.0,3430.0
497.0,1699.0,10175.0,6.0,14.0,14.0,448.0,452.5111147788007,2360.96,2360.96
498.0,1700.0,9552.0,6.0,19.0,19.0,760.0,759.1369733343486,5225.663492063489,5225.663492063489
499.0,1702.0,9354.0,6.0,8.0,8.0,64.0,71.6427231532175,440.0558730158728,440.0558730158728
500.0,1702.0,10304.0,6.0,36.0,36.0,864.0,841.3334919464428,3205.44,3205.44
501.0,1702.0,10305.0,6.0,24.0,24.0,384.0,373.3597365122873,2640.3352380952365,2640.3352380952365
502.0,1706.0,9923.0,6.0,9.0,9.0,360.0,361.5127341131333,2880.0,2880.0
503.0,1706.0,9922.0,6.0,23.0,23.0,920.0,912.9805373678568,7360.0,7360.0
504.0,1709.0,8994.0,6.0,3.0,3.0,120.0,121.87522100458182,505.2000000000001,505.50000000000006
505.0,1709.0,8991.0,6.0,4.0,4.0,160.0,162.1081976796154,179.20000000000002,179.20000000000002
506.0,1709.0,8995.0,6.0,58.0,58.0,2320.0,2309.0173454153005,2598.4,2598.4
507.0,1710.0,10512.0,6.0,2.0,2.0,48.0,56.32838368682451,320.16,320.16
508.0,1721.0,8869.0,6.0,31.0,31.0,1240.0,1234.022059881932,11172.4,11172.4
509.0,1729.0,2765.0,6.0,16.0,16.0,384.0,366.3246680003245,1263.36,1263.36
510.0,1729.0,2781.0,6.0,16.0,16.0,640.0,644.1101808230046,4339.2,4339.2
511.0,1729.0,10439.0,6.0,16.0,16.0,384.0,365.9988793906409,5767.68,5767.68
512.0,1729.0,10441.0,6.0,62.0,62.0,2480.0,2480.4111479882736,34100.0,34100.0
513.0,1729.0,10440.0,6.0,9.0,9.0,216.0,218.04281951008625,801.3599999999999,801.3599999999999
514.0,1731.0,10083.0,6.0,8.0,8.0,320.0,320.399562051392,480.0,480.0
515.0,1743.0,8957.0,6.0,1.0,1.0,8.0,6.607476550026604,168.48,168.48
516.0,1743.0,9768.0,6.0,4.0,4.0,96.0,84.1273147639472,673.92,673.92
517.0,1743.0,8956.0,6.0,198.0,198.0,7920.0,7933.084539147898,33343.200000000004,33343.200000000004
518.0,1743.0,9769.0,6.0,28.0,28.0,448.0,458.8850420889098,4717.44,4717.44
519.0,1748.0,9825.0,6.0,4.0,4.0,64.0,62.66724235831089,440.0558730158728,440.0558730158728
520.0,1748.0,10705.0,6.0,63.0,63.0,2520.0,2546.882147939748,4737.599999999999,4737.599999999999
521.0,1750.0,10061.0,6.0,46.0,46.0,1104.0,1091.3254207920868,3632.16,3632.16
522.0,1750.0,9022.0,6.0,62.0,62.0,1984.0,1993.9299792674024,13641.732063492054,13641.732063492054
523.0,1750.0,9023.0,6.0,12.0,12.0,480.0,479.4947881380681,3300.4190476190456,3300.4190476190456
524.0,1750.0,10060.0,6.0,2.0,2.0,80.0,79.50480531702078,209.6,209.6
525.0,1750.0,10062.0,6.0,38.0,38.0,1520.0,1519.5150269063774,10451.326984126978,10451.326984126978
526.0,1753.0,9508.0,6.0,9.0,9.0,360.0,359.9484020973209,403.2000000000001,403.2000000000001
527.0,1755.0,10447.0,6.0,26.0,26.0,832.0,850.900082963391,5724.16,5724.16
528.0,1755.0,10448.0,6.0,27.0,27.0,1080.0,1075.6760290915731,1620.0,1620.0
529.0,1755.0,11073.0,6.0,3.0,3.0,120.0,128.7137938345436,180.0,180.0
530.0,1758.0,10184.0,6.0,28.0,28.0,448.0,442.33983584760017,3080.391111111109,3080.391111111109
531.0,1760.0,9045.0,6.0,373.0,373.0,8952.0,8460.147730834655,104469.84,104469.84
532.0,1762.0,9158.0,6.0,4.0,4.0,160.0,162.1081976796154,280.0,280.0
533.0,1763.0,9303.0,6.0,35.0,35.0,1400.0,1396.51279521907,7336.000000000001,7336.000000000001
534.0,1767.0,8226.0,6.0,99.0,99.0,3960.0,3939.595846819564,27228.457142857125,27228.457142857125
535.0,1769.0,9832.0,6.0,5.0,5.0,200.0,199.860065629578,350.0,350.0
536.0,1772.0,9970.0,6.0,7.0,7.0,280.0,280.6077939848069,1467.2000000000005,1467.2000000000005
537.0,1772.0,8865.0,6.0,151.0,151.0,3624.0,3683.765103752597,16887.84,16887.84
538.0,1772.0,9972.0,6.0,13.0,13.0,312.0,321.1582664427001,2190.24,2190.24
539.0,1778.0,10246.0,6.0,15.0,15.0,360.0,336.51759415386505,2401.2,2401.2
540.0,1779.0,10138.0,6.0,63.0,63.0,2520.0,2551.783061982936,7030.799999999999,7030.799999999999
541.0,1779.0,10139.0,6.0,11.0,11.0,176.0,167.76949931202716,969.76,969.76
542.0,1790.0,9738.0,6.0,11.0,11.0,440.0,439.7623954618935,1852.4,1852.4
543.0,1793.0,10370.0,6.0,18.0,18.0,720.0,717.9786973799232,1080.0,1080.0
544.0,1793.0,10371.0,6.0,16.0,16.0,384.0,371.6005152714092,529.92,529.92
545.0,1794.0,9320.0,6.0,8.0,8.0,320.0,321.66905802289284,1440.0,1440.0
546.0,1798.0,9593.0,6.0,4.0,4.0,96.0,84.55004234878606,1360.32,1360.32
547.0,1798.0,10681.0,6.0,1.0,1.0,40.0,46.04471083531416,44.8,44.8
548.0,1800.0,9396.0,6.0,22.0,22.0,880.0,873.1441138068799,6050.76825396825,6050.76825396825
549.0,1801.0,9666.0,6.0,21.0,21.0,504.0,500.6024292063553,3465.439999999998,3465.439999999998
550.0,1806.0,9620.0,6.0,14.0,14.0,336.0,335.6445283469397,5046.72,5046.72
551.0,1806.0,9619.0,6.0,7.0,7.0,168.0,178.22412194578237,2523.36,2523.36
552.0,1810.0,9499.0,6.0,14.0,14.0,448.0,437.7148160420943,842.24,842.24
553.0,1813.0,9327.0,6.0,13.0,13.0,208.0,228.6847410303194,1156.48,1156.48
554.0,1815.0,10086.0,6.0,18.0,18.0,720.0,796.6054660183031,4950.628571428569,4950.628571428569
555.0,1815.0,10087.0,6.0,3.0,3.0,24.0,43.58983448134995,165.02095238095228,165.02095238095228
556.0,1822.0,8934.0,6.0,80.0,80.0,2560.0,2567.53530041395,17602.23492063491,17602.23492063491
557.0,1822.0,8932.0,6.0,153.0,153.0,1224.0,1196.2526484680016,8416.068571428566,8416.068571428566
558.0,1822.0,8933.0,6.0,66.0,66.0,1056.0,1084.7699133780438,17160.0,17160.0
559.0,1828.0,10356.0,6.0,1.0,1.0,40.0,46.58855867186821,275.03492063492047,275.0349206349205
560.0,1830.0,8974.0,6.0,17.0,17.0,680.0,682.6238009388212,1190.0,1190.0
561.0,1836.0,9373.0,6.0,42.0,42.0,1680.0,1700.8366857709948,8803.2,8803.2
562.0,1838.0,9326.0,6.0,12.0,12.0,480.0,477.9304561222557,249.6,249.6
563.0,1838.0,10383.0,6.0,4.0,4.0,160.0,162.1081976796154,92.8,92.8
