id_fact_ci_rs,id_razon_social,id_fecha,total_cursos,prediction_total_cursos,volumen_cap,prediction_volumen_cap,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias
155.0,1577.0,6.0,1.0,1.2044518481293165,22.0,22.0,176.0,292.0,3706.56,2464.352726111829
156.0,1588.0,6.0,1.0,1.112159255945222,4.0,4.0,160.0,136.0,240.0,552.4831315974589
157.0,1593.0,6.0,1.0,1.4447907044654822,28.0,28.0,1120.0,1120.0,1254.4,1352.5170298914309
159.0,1597.0,6.0,4.0,3.777080496768782,115.0,115.0,2752.0,2752.0,19812.96,20572.230180169165
160.0,1603.0,6.0,1.0,1.0933011486981523,2.0,2.0,32.0,32.0,720.96,489.9306388596888
162.0,1609.0,6.0,4.0,4.025435862004976,673.0,673.0,26920.0,26920.0,188213.2,191296.858625977
163.0,1612.0,6.0,1.0,1.0429563756283424,41.0,41.0,1640.0,1640.0,2460.0,6894.280539820611
164.0,1617.0,6.0,2.0,2.202013783011331,208.0,208.0,8320.0,8320.0,14560.0,17971.1342769998
165.0,1619.0,6.0,2.0,1.9853430245843595,66.0,66.0,2640.0,2640.0,8515.66349206349,13153.280023525178
166.0,1620.0,6.0,1.0,1.1339053776777983,8.0,8.0,320.0,288.0,4400.0,1445.4906951884625
167.0,1622.0,6.0,1.0,0.927893523209128,1.0,1.0,40.0,40.0,550.0,309.06028003495885
169.0,1632.0,6.0,1.0,1.2637062394155474,16.0,16.0,640.0,520.0,2694.4,2609.1203284363146
172.0,1636.0,6.0,1.0,1.4412991275153,19.0,19.0,608.0,608.0,1143.04,2247.6756985287066
173.0,1638.0,6.0,1.0,1.18244818458195,9.0,9.0,72.0,209.1428571428572,1516.32,996.36652029556
174.0,1639.0,6.0,1.0,1.2176318096376018,14.0,14.0,560.0,560.0,627.2,1009.46741665405
175.0,1640.0,6.0,3.0,2.958088586767168,289.0,289.0,10792.0,10792.0,20472.0,17936.881000368565
179.0,1645.0,6.0,2.0,1.508708481588179,63.0,63.0,2520.0,2398.6666666666665,11108.0,8636.711706409871
182.0,165.0,6.0,3.0,3.261057490492,170.0,170.0,3736.0,3736.0,13651.2,17330.809496010363
183.0,1650.0,6.0,5.0,4.336371076363299,177.0,177.0,6888.0,7258.666666666667,29812.56,27112.75913452608
184.0,1653.0,6.0,1.0,1.3363878766817616,65.0,65.0,2600.0,2600.0,11700.0,8699.295124302327
185.0,1655.0,6.0,1.0,1.408926555143331,11.0,11.0,88.0,88.0,1229.36,1030.796238313138
187.0,1664.0,6.0,2.0,1.4250528984361843,3.0,2.333333333333333,56.0,56.0,115.2,484.7467693189974
188.0,1668.0,6.0,1.0,1.3045166280194065,88.0,88.0,3520.0,3600.0,10278.4,11920.527298222005
189.0,1672.0,6.0,2.0,1.749104628283454,6.0,6.0,240.0,240.0,550.0,914.147330472886
190.0,1677.0,6.0,4.0,3.894629326181963,93.0,93.0,2024.0,2024.0,8757.12,9579.803944552958
192.0,168.0,6.0,1.0,1.1239790759304706,30.0,30.0,720.0,720.0,4802.4,5509.455594013154
193.0,1680.0,6.0,1.0,0.9772201126347464,1.0,1.0,40.0,40.0,275.03492063492047,433.1264587144251
195.0,1685.0,6.0,2.0,1.9046163151929032,6.0,6.0,168.0,168.0,773.04,710.2855266432161
196.0,1688.0,6.0,2.0,2.027344136086391,16.0,16.0,528.0,528.0,1397.7599999999998,1085.2699955801363
197.0,1689.0,6.0,3.0,3.6284267131982015,72.0,72.0,2856.0,2856.0,3231.76,3360.405584941327
198.0,1690.0,6.0,3.0,2.515072539791823,126.0,126.0,5040.0,5040.0,20229.6,23268.41630948585
199.0,1691.0,6.0,1.0,1.0198659297552477,10.0,10.0,160.0,160.0,440.0,683.0993136267061
200.0,1698.0,6.0,1.0,1.3610006555086112,49.0,49.0,1960.0,1960.0,3430.0,5788.96569849056
201.0,1699.0,6.0,1.0,1.1669020081849122,14.0,14.0,448.0,520.0,2360.96,1911.2596449951525
202.0,1700.0,6.0,1.0,1.1303776688787148,19.0,19.0,760.0,760.0,5225.663492063489,3970.572218249261
204.0,1702.0,6.0,3.0,2.697338749005645,68.0,68.0,1312.0,1312.0,6285.831111111109,8865.888972232759
206.0,1706.0,6.0,2.0,1.7947771447092928,32.0,32.0,1280.0,1280.0,10240.0,6373.733980129182
207.0,1709.0,6.0,3.0,2.474050845920352,65.0,65.0,2600.0,2933.333333333333,3282.8,8199.906576404988
208.0,171.0,6.0,1.0,1.0999139265900122,23.0,23.0,920.0,920.0,1030.4,3055.321149120748
209.0,1710.0,6.0,1.0,1.00308500425897,2.0,2.0,48.0,48.0,320.16,112.63148189586354
211.0,1721.0,6.0,1.0,1.4136204711125866,31.0,31.0,1240.0,1240.0,11172.4,6564.87725825113
215.0,1729.0,6.0,5.0,4.712039830060327,119.0,119.0,4104.0,4104.0,46271.600000000006,31033.840286369144
216.0,173.0,6.0,1.0,0.9722117148057589,704.0,704.0,16896.0,16896.0,31764.48,32257.669886677235
217.0,1731.0,6.0,1.0,1.216990234427136,8.0,8.0,320.0,288.0,480.0,1445.4906951884625
218.0,174.0,6.0,1.0,1.0141018641538504,1.0,1.0,24.0,24.0,88.08,325.3732341627474
220.0,1743.0,6.0,4.0,3.4686384925125604,231.0,231.0,8472.0,8472.0,38903.04000000001,29552.16718082008
222.0,1748.0,6.0,2.0,1.747047836701746,67.0,67.0,2584.0,2584.0,5177.655873015872,4979.290174255788
223.0,175.0,6.0,3.0,2.431562503089004,6.0,6.0,240.0,240.0,420.0,719.6919486026163
224.0,1750.0,6.0,5.0,4.988369153526016,160.0,160.0,5168.0,5168.0,31235.23809523808,30581.645552272617
225.0,1753.0,6.0,1.0,1.2234587957122822,9.0,9.0,360.0,360.0,403.2000000000001,1251.496330449998
227.0,1755.0,6.0,3.0,2.853775881433172,56.0,56.0,2032.0,2032.0,7524.16,9411.085007051646
228.0,1758.0,6.0,1.0,1.0628091127750632,28.0,28.0,448.0,448.0,3080.391111111109,3577.7090219954844
230.0,1760.0,6.0,1.0,1.006414406797354,373.0,373.0,8952.0,8952.0,104469.84,106456.63118965802
232.0,1762.0,6.0,1.0,1.0278043557723104,4.0,4.0,160.0,160.0,280.0,568.7960857252474
233.0,1763.0,6.0,1.0,1.3040332663099217,35.0,35.0,1400.0,1400.0,7336.000000000001,5401.152581463277
235.0,1767.0,6.0,1.0,1.1092173563756442,99.0,99.0,3960.0,3960.0,27228.457142857125,24042.65418852371
236.0,1769.0,6.0,1.0,1.1708945492887106,5.0,5.0,200.0,200.0,350.0,668.6903459529276
237.0,177.0,6.0,1.0,1.2297812381134243,5.0,5.0,200.0,200.0,900.0,685.0033000807161
238.0,1772.0,6.0,3.0,2.918227116983395,171.0,171.0,4216.0,4688.0,20545.28,22685.222028637945
240.0,1778.0,6.0,1.0,1.3234015122238598,15.0,15.0,360.0,360.0,2401.2,1976.180575559556
241.0,1779.0,6.0,2.0,1.8539756729137264,74.0,74.0,2696.0,2398.6666666666665,8000.559999999999,9733.030271778523
243.0,1790.0,6.0,1.0,1.0955373094024945,11.0,11.0,440.0,440.0,1852.4,1414.9994826416369
244.0,1793.0,6.0,2.0,1.848705166087235,34.0,34.0,1104.0,1104.0,1609.92,2256.307093272626
245.0,1794.0,6.0,1.0,1.1603155310572002,8.0,8.0,320.0,209.1428571428572,1440.0,1223.201920996129
247.0,1798.0,6.0,2.0,1.8034049532275056,5.0,5.0,136.0,136.0,1405.12,668.6903459529276
248.0,1800.0,6.0,1.0,1.018650751173915,22.0,22.0,880.0,880.0,6050.76825396825,4009.479994128167
249.0,1801.0,6.0,1.0,1.6386904121631924,21.0,21.0,504.0,504.0,3465.439999999998,2839.519137332856
250.0,1806.0,6.0,2.0,1.823352094479993,21.0,21.0,504.0,504.0,7570.08,4232.996269176423
252.0,1810.0,6.0,1.0,0.999528895418258,14.0,14.0,448.0,448.0,842.24,1055.65491665405
253.0,1813.0,6.0,1.0,1.2081806011069385,13.0,13.0,208.0,208.0,1156.48,1536.220225522935
254.0,1815.0,6.0,2.0,1.8066823714529856,21.0,21.0,744.0,744.0,5115.649523809521,3723.762446949898
256.0,1822.0,6.0,3.0,3.0505661680353806,299.0,299.0,4840.0,4840.0,43178.30349206348,43181.509775276005
258.0,1828.0,6.0,1.0,0.979800573962144,1.0,1.0,40.0,40.0,275.03492063492047,376.2689926127787
260.0,1830.0,6.0,1.0,1.0897473318386584,17.0,17.0,680.0,680.0,1190.0,2691.205738792836
262.0,1836.0,6.0,1.0,0.9832369765376608,42.0,42.0,1680.0,1680.0,8803.2,5529.49562955898
263.0,1838.0,6.0,2.0,1.8869269433148257,16.0,16.0,640.0,640.0,342.40000000000003,2717.3385596374865
264.0,184.0,6.0,1.0,1.2487941587992064,9.0,7.666666666666667,216.0,126.66666666666669,2430.0,1053.350380132615
265.0,1841.0,6.0,2.0,2.0799180531198327,36.0,36.0,560.0,560.0,3850.4888888888863,4292.505636165559
269.0,1854.0,6.0,5.0,4.938568364891559,674.0,853.0,21536.0,21536.0,116405.52,116032.78106459852
270.0,1855.0,6.0,2.0,1.7675758233465113,125.0,125.0,4736.0,4736.0,21057.92,22964.67063439888
271.0,1857.0,6.0,1.0,0.9521597126390372,1.0,1.0,32.0,32.0,60.16,-47.40907674032496
272.0,1861.0,6.0,1.0,1.2348353840047603,3.0,3.0,120.0,120.0,1087.2,568.7960857252474
273.0,1863.0,6.0,1.0,1.03205222201948,5.0,5.0,80.0,80.0,550.0698412698409,718.1278793315287
278.0,1873.0,6.0,1.0,1.3555213779645563,94.0,94.0,2256.0,1408.0,15047.52,12139.00392509502
280.0,1882.0,6.0,3.0,3.008814521470391,163.0,163.0,4680.0,4680.0,1892.8,9146.490789974749
281.0,1883.0,6.0,1.0,1.246384658743842,15.0,15.0,600.0,600.0,2700.0,2762.5868435601587
284.0,1886.0,6.0,6.0,5.439154788317843,426.0,426.0,8232.0,8232.0,56919.92,63639.77976019558
286.0,1888.0,6.0,1.0,1.2642316734513552,29.0,29.0,696.0,696.0,2554.32,4014.8532698254
287.0,189.0,6.0,4.0,3.967203121924264,472.0,472.0,15728.0,15728.0,28508.800000000003,34656.79301294562
288.0,1892.0,6.0,1.0,1.0278043557723104,4.0,4.0,128.0,128.0,240.64,568.7960857252474
291.0,19.0,6.0,1.0,1.8683197220075047,69.0,69.0,2760.0,2032.0,7700.4,9309.22298074764
292.0,190.0,6.0,1.0,0.941008368607505,97.0,97.0,776.0,2032.0,5335.677460317457,8838.752324114263
294.0,1903.0,6.0,1.0,1.3360870822093385,35.0,35.0,1400.0,1400.0,5894.0,5401.152581463277
295.0,1904.0,6.0,1.0,1.1220992644907493,2.0,3.25,48.0,37.333333333333336,223.68,338.1214031080599
297.0,1910.0,6.0,1.0,1.023260722950432,1.0,1.0,40.0,40.0,150.0,325.3732341627474
298.0,1911.0,6.0,4.0,3.85134569011732,589.0,589.0,11352.0,11352.0,51271.44,47347.317208139866
299.0,1912.0,6.0,5.0,4.271847812646662,50.0,50.0,1856.0,1856.0,7512.96,7658.120917970955
300.0,1913.0,6.0,3.0,2.9607572409586065,239.0,239.0,9560.0,9560.0,12394.4,12158.58156646666
302.0,1916.0,6.0,1.0,1.1570511883664731,307.0,307.0,12280.0,12280.0,55260.0,52457.09459353861
307.0,1931.0,6.0,1.0,1.024332778144959,1.0,1.0,40.0,40.0,117.6,325.3732341627474
308.0,1953.0,6.0,1.0,1.305723119809478,50.0,50.0,400.0,400.0,8424.0,6167.541943798482
309.0,1955.0,6.0,1.0,1.0141018641538504,1.0,1.0,24.0,24.0,89.03999999999999,325.3732341627474
310.0,1956.0,6.0,1.0,1.075721976436831,26.0,26.0,624.0,624.0,9372.48,6614.19529629749
312.0,1958.0,6.0,3.0,2.1458277694896206,31.0,31.0,592.0,592.0,2004.32,4080.973743687093
313.0,1960.0,6.0,2.0,2.141775699096776,240.0,240.0,9552.0,9552.0,40416.16,33632.28444827971
314.0,1961.0,6.0,2.0,1.480773940535506,20.0,20.0,800.0,800.0,2284.0,3120.171139965474
315.0,197.0,6.0,2.0,2.0260164245396264,76.0,76.0,3040.0,3040.0,20902.653968253955,20291.61711419624
318.0,1989.0,6.0,2.0,2.079806688280747,94.0,94.0,3664.0,2398.6666666666665,15829.92,12177.080171833455
322.0,2000.0,6.0,1.0,1.2007388902079366,5.0,5.0,200.0,160.0,350.0,685.0033000807161
324.0,2004.0,6.0,1.0,1.3349722816187533,65.0,65.0,2600.0,2600.0,10946.0,8699.295124302327
326.0,2013.0,6.0,1.0,1.1032809883858827,7.0,7.0,280.0,209.1428571428572,280.0,1191.4774336914415
327.0,2018.0,6.0,1.0,1.1282980753116827,24.0,24.0,384.0,384.0,2640.3352380952365,2890.771105597436
328.0,2019.0,6.0,2.0,1.9459846695108136,328.0,328.0,13120.0,13120.0,37921.6,37926.21611139056
329.0,2023.0,6.0,2.0,1.859965470036037,13.0,13.0,496.0,496.0,950.0139682539682,2262.783786604821
330.0,2024.0,6.0,2.0,2.0316376066939266,189.0,189.0,7448.0,7258.666666666667,50679.63555555553,40575.76570555073
332.0,2031.0,6.0,1.0,1.135331432147701,167.0,167.0,6680.0,6680.0,11422.8,13329.556262041153
333.0,2034.0,6.0,1.0,1.3009303317689738,90.0,90.0,1440.0,1037.3333333333333,10065.6,11819.867633591117
334.0,2035.0,6.0,1.0,1.2136889471134746,96.0,96.0,3840.0,3840.0,4300.8,5708.065082440793
338.0,2040.0,6.0,1.0,1.317400058823274,405.0,405.0,16200.0,16200.0,72900.0,70373.89822444197
339.0,2041.0,6.0,2.0,1.6929640974071627,10.0,10.0,160.0,160.0,1272.1879365079365,1058.8474838237162
340.0,2042.0,6.0,3.0,2.043685725943284,3.0,3.0,112.0,104.0,340.0279365079364,500.9484905104037
341.0,2045.0,6.0,1.0,1.0260379446794796,1.0,1.0,40.0,40.0,44.8,309.06028003495885
342.0,2047.0,6.0,1.0,1.1475051899019273,7.0,7.0,56.0,209.1428571428572,1179.36,996.36652029556
344.0,2051.0,6.0,1.0,1.147233178939565,123.0,123.0,984.0,984.0,6765.859047619044,7485.534338066995
345.0,2052.0,6.0,1.0,1.1224585701624856,31.0,31.0,992.0,992.0,5227.839999999999,4722.461057911336
346.0,2053.0,6.0,2.0,2.314631321335106,55.0,55.0,1896.0,1896.0,1081.28,6127.747860858857
347.0,2054.0,6.0,2.0,2.1509902988429768,124.0,124.0,4664.0,4664.0,19433.68,15681.930810759484
348.0,2056.0,6.0,2.0,1.9257359169628,46.0,46.0,976.0,976.0,4905.188571428571,4232.831427047669
349.0,2058.0,6.0,1.0,1.37684096670862,32.0,32.0,768.0,768.0,2818.56,4722.461057911336
350.0,2066.0,6.0,2.0,1.7055640291459675,42.0,42.0,336.0,336.0,1136.96,4409.867771397054
351.0,2069.0,6.0,1.0,1.8762927270845249,186.0,186.0,7440.0,7258.666666666667,31322.4,37159.30484494072
352.0,2073.0,6.0,2.0,1.841743301747989,57.0,53.0,488.0,488.0,3347.36,6097.196007202088
353.0,2075.0,6.0,4.0,2.579304791014216,35.0,35.0,1192.0,1229.3333333333333,5058.879999999999,5611.016545082151
354.0,2100.0,6.0,3.0,3.016709798363514,126.0,126.0,2352.0,2352.0,7778.986666666664,12211.36628777784
355.0,2102.0,6.0,3.0,2.9809659731153952,858.0,853.0,31560.0,31560.0,146329.2,141858.72290477034
356.0,2103.0,6.0,9.0,8.239925314589506,4912.0,4912.0,112896.0,112896.0,746655.84,684382.1339193273
362.0,2115.0,6.0,1.0,1.0278043557723104,4.0,4.0,160.0,160.0,300.79999999999995,568.7960857252474
363.0,2116.0,6.0,3.0,2.159416643988585,69.0,69.0,2760.0,2933.333333333333,5014.0,8809.8344328503
364.0,2118.0,6.0,1.0,0.9994314410891784,4.0,4.0,160.0,160.0,240.0,667.5622474650736
365.0,2119.0,6.0,5.0,3.970303598739043,39.0,39.0,800.0,800.0,8391.6,6920.5676638434525
366.0,2121.0,6.0,2.0,2.056734740593107,450.0,450.0,7296.0,7296.0,129723.52,120962.05513360602
369.0,2126.0,6.0,1.0,1.0267996597271811,4.0,4.0,160.0,160.0,280.0,667.5622474650736
370.0,2127.0,6.0,1.0,1.028398586579875,542.0,542.0,13008.0,13008.0,89441.35619047613,85496.58853420493
374.0,2133.0,6.0,3.0,2.9499790379327133,110.0,110.0,4400.0,4400.0,15020.0,15761.415291855752
376.0,2137.0,6.0,1.0,1.0159546392955927,2.0,2.0,32.0,32.0,220.0279365079364,112.63148189586354
377.0,2139.0,6.0,1.0,1.1411264363909832,41.0,41.0,328.0,328.0,6907.679999999999,4472.45118928951
381.0,2150.0,6.0,1.0,1.023260722950432,1.0,1.0,40.0,34.666666666666664,168.4,325.3732341627474
382.0,2151.0,6.0,1.0,0.9598758138222148,2.0,2.0,80.0,80.0,640.0,481.3860704998369
384.0,2153.0,6.0,2.0,2.1071602184369804,58.0,58.0,2320.0,2320.0,4440.279365079364,4869.954489557713
385.0,2156.0,6.0,1.0,1.0602184252661355,40.0,40.0,1600.0,1600.0,7056.0,5529.49562955898
386.0,2160.0,6.0,1.0,1.2805070075469085,17.0,17.0,680.0,680.0,5440.0,3759.771025846421
388.0,217.0,6.0,1.0,1.0561054946215118,4.0,4.0,32.0,32.0,220.0279365079364,3959.4505153584178
392.0,2181.0,6.0,1.0,1.1243803908277878,88.0,88.0,3520.0,3520.0,6160.0,5072.349756578624
393.0,2185.0,6.0,1.0,1.4301169215163791,20.0,20.0,800.0,800.0,2232.0,3011.9529087643023
395.0,2192.0,6.0,2.0,2.0584531996328006,785.0,853.0,28216.0,28216.0,105058.88,111179.9838453221
397.0,2196.0,6.0,1.0,1.1900987179896911,112.0,112.0,4480.0,4480.0,30803.91111111109,28438.39555127424
398.0,2198.0,6.0,1.0,1.0688476968884753,1.0,1.0,16.0,16.0,392.0,424.1393959025736
399.0,2201.0,6.0,2.0,1.8324883901500253,10.0,10.0,384.0,384.0,920.0558730158727,1331.6861888865824
400.0,2206.0,6.0,2.0,2.025962456380945,39.0,39.0,504.0,504.0,2175.230476190475,2825.582221160352
404.0,2215.0,6.0,1.0,1.2449231525483593,21.0,21.0,672.0,672.0,188.16000000000005,3866.752943942964
405.0,2216.0,6.0,2.0,1.382068303263146,2.0,3.25,80.0,80.0,356.4,354.32312429946614
408.0,2221.0,6.0,6.0,5.073404811797424,194.0,194.0,4032.0,4032.0,15973.12,7070.032685144513
409.0,2223.0,6.0,2.0,1.9241228011219167,5.0,5.0,88.0,88.0,988.24,715.269725153863
413.0,2230.0,6.0,4.0,3.179914835977321,11.0,11.0,280.0,280.0,1100.6349206349205,-1135.010718495876
414.0,2231.0,6.0,2.0,1.9407913472300389,140.0,140.0,4480.0,4480.0,8960.0,14532.81916245696
416.0,2233.0,6.0,2.0,1.808337891522093,31.0,31.0,1240.0,1240.0,2760.0,2786.5321643452044
417.0,2235.0,6.0,2.0,1.7428711615998291,45.0,45.0,816.0,816.0,269.28000000000003,5046.664942691743
418.0,2240.0,6.0,2.0,1.5505852510563964,21.0,21.0,576.0,648.0,3653.28,2711.475297222554
420.0,2242.0,6.0,1.0,1.0029058295767537,152.0,152.0,6080.0,6080.0,27360.0,29768.41377815482
422.0,2244.0,6.0,1.0,1.240590723692072,4.0,3.25,64.0,64.0,199.68,500.9484905104037
423.0,2246.0,6.0,2.0,1.4415806536403362,11.0,11.0,312.0,312.0,2145.2723809523795,1257.6316390137072
426.0,2251.0,6.0,5.0,3.935714561869169,61.0,61.0,2280.0,2280.0,3223.2,6131.486722345173
427.0,2254.0,6.0,1.0,1.057224596685479,11.0,11.0,88.0,88.0,605.076825396825,554.48032755655
430.0,233.0,6.0,1.0,1.0478037451234523,4.0,4.0,160.0,160.0,1100.139682539682,2074.7794731656904
431.0,239.0,6.0,1.0,1.1520758655596874,88.0,88.0,704.0,1408.0,14826.24,10920.898941765248
432.0,24.0,6.0,3.0,2.954321396972297,126.0,126.0,2016.0,2016.0,14012.302222222212,13063.518509278714
433.0,240.0,6.0,1.0,1.293578612835041,61.0,61.0,2440.0,2440.0,4587.199999999999,5349.965068588674
434.0,241.0,6.0,1.0,1.256765535469618,274.0,274.0,10960.0,10960.0,47456.8,49112.413531317085
439.0,251.0,6.0,1.0,1.38790893503981,57.0,57.0,1368.0,1368.0,5075.28,6106.438124130189
440.0,252.0,6.0,1.0,1.0180540764508588,6.0,6.0,240.0,240.0,1080.0,809.0516883830423
442.0,260.0,6.0,1.0,1.0753253793468285,1.0,1.0,40.0,40.0,173.2,309.06028003495885
443.0,261.0,6.0,1.0,1.045909027389349,5.0,5.0,160.0,160.0,52.8,668.6903459529276
444.0,264.0,6.0,1.0,0.987395631020696,1.0,1.0,32.0,32.0,56.0,424.1393959025736
445.0,273.0,6.0,2.0,1.5446452199489396,21.0,21.0,528.0,648.0,2791.84,2711.475297222554
448.0,286.0,6.0,2.0,2.1808739761326943,274.0,274.0,9216.0,9216.0,24852.480000000003,27372.84430326399
449.0,287.0,6.0,2.0,1.9430001515306468,27.0,27.0,1080.0,1080.0,7425.942857142852,6745.762113998353
450.0,288.0,6.0,1.0,0.9828571969360164,5.0,5.0,200.0,200.0,558.0,685.0033000807161
451.0,295.0,6.0,2.0,1.6883952787597774,49.0,49.0,984.0,984.0,8255.519999999999,6441.055644283711
452.0,296.0,6.0,2.0,2.066222526270145,55.0,55.0,2200.0,2200.0,19822.0,14705.294208774983
453.0,297.0,6.0,1.0,1.506687219344236,38.0,38.0,1520.0,1520.0,10451.326984126978,5529.49562955898
455.0,3.0,6.0,1.0,0.9576334795042168,14.0,14.0,336.0,336.0,1841.28,1855.8910595874183
457.0,301.0,6.0,1.0,1.0417271627729645,151.0,151.0,6040.0,6040.0,41530.27301587299,41116.63734872144
458.0,302.0,6.0,2.0,1.7085821612767869,112.0,112.0,4480.0,4480.0,7005.6,6712.665670762479
460.0,31.0,6.0,2.0,2.012567450189159,43.0,43.0,1416.0,1416.0,8289.12,7359.469428389042
461.0,317.0,6.0,5.0,4.746700182153724,238.0,238.0,7384.0,7384.0,19851.92,24060.18222924572
462.0,319.0,6.0,2.0,1.894222436862925,334.0,334.0,10128.0,10128.0,37312.32,37283.971005930274
465.0,322.0,6.0,1.0,1.03435218952152,5.0,5.0,200.0,200.0,1375.1746031746025,1099.1377235750551
466.0,329.0,6.0,3.0,2.978099369831376,252.0,252.0,4544.0,4544.0,25318.70603174602,26030.217055733025
468.0,351.0,6.0,6.0,5.714942866014077,168.0,168.0,2600.0,2600.0,11291.249523809522,6886.451103671163
470.0,355.0,6.0,1.0,1.1197765327255875,46.0,46.0,1840.0,1840.0,5372.8,5223.788751850545
474.0,362.0,6.0,2.0,2.016882655580936,225.0,225.0,1848.0,1848.0,33510.48,33157.320098991215
475.0,364.0,6.0,1.0,1.096737015474424,3.0,3.0,120.0,120.0,210.0,680.5969812969561
477.0,370.0,6.0,1.0,1.171433959795173,20.0,20.0,480.0,480.0,1780.7999999999995,2597.5276653866167
478.0,373.0,6.0,1.0,0.9569629474776558,8.0,8.0,320.0,320.0,1440.0,1516.3761170009966
479.0,375.0,6.0,3.0,2.8402404310968232,110.0,110.0,4400.0,4400.0,15440.0,15761.415291855752
480.0,376.0,6.0,6.0,5.559746134384547,62.0,62.0,2320.0,2320.0,9842.0,4479.813590629667
481.0,381.0,6.0,4.0,4.033660446283626,1046.0,853.0,41168.0,41168.0,88104.15999999999,125232.08892497298
482.0,382.0,6.0,2.0,1.7954295686526858,28.0,28.0,544.0,544.0,3740.4749206349184,3415.2535609702463
483.0,385.0,6.0,1.0,1.023260722950432,1.0,1.0,24.0,34.666666666666664,165.02095238095228,325.3732341627474
485.0,394.0,6.0,1.0,1.014049497748125,1.0,1.0,8.0,8.0,111.76,325.3732341627474
486.0,413.0,6.0,2.0,1.9106629107031727,39.0,39.0,896.0,896.0,3869.76,5000.902969608724
488.0,44.0,6.0,2.0,2.3185173710867057,30.0,30.0,752.0,752.0,8724.64,5653.270288417756
490.0,458.0,6.0,2.0,1.6917054372883975,7.0,7.666666666666667,248.0,164.0,1728.16,1053.350380132615
492.0,46.0,6.0,2.0,1.98199616786767,113.0,113.0,4520.0,4520.0,26482.60317460316,22687.54312856001
493.0,463.0,6.0,2.0,2.0036145875551266,45.0,45.0,816.0,816.0,2715.84,3760.8062701920862
494.0,466.0,6.0,1.0,1.2163091060087718,36.0,36.0,1440.0,1400.0,6350.400000000001,5401.152581463277
496.0,469.0,6.0,2.0,1.7979967649284627,4.0,4.0,160.0,160.0,779.2,568.7960857252474
497.0,473.0,6.0,1.0,1.118462340741622,203.0,203.0,4872.0,4872.0,73177.44,72458.60921093327
498.0,475.0,6.0,1.0,1.1503237902311194,1.0,1.0,40.0,40.0,362.4,325.3732341627474
501.0,486.0,6.0,1.0,1.1114734332313456,73.0,73.0,2920.0,2920.0,23360.0,20890.17977757257
502.0,487.0,6.0,1.0,1.5476485410422138,74.0,74.0,1184.0,1037.3333333333333,8276.16,10103.504964123187
503.0,488.0,6.0,2.0,1.957231131417508,147.0,147.0,4760.0,4760.0,25065.6,24884.74478275579
504.0,489.0,6.0,1.0,1.0944007228922383,10.0,10.0,80.0,126.66666666666669,550.0698412698409,980.0535661677714
506.0,493.0,6.0,1.0,1.200204247050784,16.0,16.0,640.0,640.0,2880.0,3764.996473620354
507.0,494.0,6.0,1.0,0.9917438427569104,1.0,1.0,24.0,24.0,165.02095238095228,452.4361803631182
508.0,496.0,6.0,3.0,1.9782103662678088,4.0,4.0,112.0,136.0,195.36,484.6355363826151
509.0,498.0,6.0,2.0,1.9063807875745409,312.0,312.0,12480.0,12480.0,82800.0,84788.38721246895
511.0,503.0,6.0,1.0,1.0870511664056504,10.0,10.0,400.0,293.3333333333333,700.0,1223.201920996129
512.0,505.0,6.0,1.0,0.975428423460904,3.0,4.5,48.0,72.0,505.44,484.7467693189974
513.0,515.0,6.0,1.0,1.0557785920522984,7.0,7.0,280.0,209.1428571428572,1467.2000000000005,1191.4774336914415
514.0,52.0,6.0,1.0,1.0645932259453512,2.0,2.0,80.0,80.0,89.60000000000001,71.29270351928426
515.0,523.0,6.0,4.0,3.490248281376331,77.0,77.0,3016.0,3016.0,4310.56,4749.827736998617
516.0,526.0,6.0,4.0,4.014212349798051,872.0,853.0,34832.0,34832.0,114412.48,134688.12771281478
517.0,527.0,6.0,3.0,2.693965178155828,64.0,64.0,1432.0,1432.0,25154.96,15927.364053676543
518.0,54.0,6.0,1.0,1.0710069358415022,5.0,3.25,80.0,80.0,249.6,667.2321208814974
519.0,544.0,6.0,2.0,2.00219078145026,44.0,44.0,1184.0,1184.0,7510.907936507932,6535.488425503194
520.0,547.0,6.0,1.0,1.202478144884004,3.0,3.0,120.0,120.0,825.1047619047614,620.0244986514444
521.0,577.0,6.0,2.0,1.4975746881959604,12.0,12.0,312.0,312.0,973.2,1597.1790328125353
522.0,578.0,6.0,1.0,0.9958265134164104,170.0,170.0,5440.0,5440.0,61308.8,59769.580682838976
524.0,583.0,6.0,1.0,1.1246084859107903,10.0,10.0,160.0,126.66666666666669,44.8,1053.350380132615
526.0,586.0,6.0,1.0,1.7799065662243048,64.0,64.0,2560.0,2032.0,4812.799999999999,8699.295124302327
527.0,588.0,6.0,2.0,2.1122121050998213,15.0,15.0,480.0,480.0,2078.4,2133.5484191874857
528.0,590.0,6.0,1.0,0.9961843501537042,13.0,13.0,312.0,312.0,4421.04,1753.8918013672228
529.0,599.0,6.0,3.0,3.250625535575615,134.0,134.0,4040.0,4040.0,27778.52698412697,23159.851086030423
533.0,607.0,6.0,1.0,1.1944870392494304,45.0,45.0,1800.0,1800.0,2700.0,2898.456465850293
534.0,609.0,6.0,1.0,1.03276218678409,28.0,28.0,1120.0,1120.0,1960.0,2182.2542846302385
