id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
2016,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2017,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2018,formacion de auditor interno iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,24,
2019,"manejo de portal de compras públicas, preparación de ofertas con módulo mfc y cálculo del vae (para proveedores)",administración y legislación,administración general,desconocida,24,
2024,sensibilizacion ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,24,
2025,docencia virtual,educación y capacitación,capacitación,desconocida,40,
2026,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2027,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2028,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2042,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2047,peritaje informático forense judicial,tecnologías de la información y comunicación,servicios telemáticos y generados de valor agregado,desconocida,40,386.8
2048,planificación y control de proyectos con microsoft project,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,243.6
2049,"innovación empresarial: design thinking, agilidad y kanban",administración y legislación,administración general,desconocida,40,
2050,marketing estratégico digital,finanzas comercio y ventas,marketing y ventas,desconocida,40,
2051,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
2052,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2053,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2054,retoque de imágenes y editar en photoshop,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
2055,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2056,arcgis aplicado a la ingeniería. nivel básico - intermedio,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
2057,implementación de sistemas de gestión ambiental en la industria,administración y legislación,gestión de la calidad,desconocida,40,
2058,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
2059,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2068,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2069,sistema de comando de incidente,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2070,excel para negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,633.2
2082,bailoterapia para la comunidad,servicios socioculturales y a la comunidad,gestión cultural,desconocida,24,
2083,"asistencia en peluquería, belleza y cosmetología",artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
2084,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2087,"investigación, producción y redacción de textos académicos",administración y legislación,atención y servicios de oficina,desconocida,40,
2088,estadística descriptiva aplicada a la investigación científica,educación y capacitación,capacitación,desconocida,40,
2089,estudio de mercado para emprendimiento,administración y legislación,administración general,desconocida,16,
2090,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
2091,administración del subsistema de evaluación de desempeño,administración y legislación,gestión del talento humano,desconocida,16,
2092,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2093,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
2100,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2101,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
2102,neuroventas y técnicas basadas en la conexión emocional,finanzas comercio y ventas,marketing y ventas,desconocida,32,
2103,estrategias y técnicas de negociación,finanzas comercio y ventas,marketing y ventas,desconocida,40,
2104,"auditorías ambientales a sistemas de gestión medio ambiental (sgm) iso 14001 2015, auditorías de cumplimiento y cierre según formato mae suia",forestal ecología y medio ambiente,contaminación ambiental,desconocida,40,
2105,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2106,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2107,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2108,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2109,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2110,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2120,peritaje ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2132,buenas prácticas operativas y mantenimiento preventivo de calderas de generación de vapor,procesos industriales,calderos,desconocida,24,
2133,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
2134,herramientas de marketing digital,finanzas comercio y ventas,marketing y ventas,desconocida,40,
2135,clínica de ventas para emprendedores,finanzas comercio y ventas,marketing y ventas,desconocida,8,
2139,docencia virtual,educación y capacitación,capacitación,desconocida,40,
2140,google para la educación y trabajo colaborativo,educación y capacitación,capacitación,desconocida,40,
2141,fundamentos del emprendimiento e innovación,administración y legislación,administración general,desconocida,8,
2142,liderazgo y trabajo en equipo,administración y legislación,gestión del talento humano,desconocida,16,
2143,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
2144,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2145,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2146,violencia de género,servicios socioculturales y a la comunidad,género,desconocida,32,
2147,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2148,sistema de gestión de seguridad y salud laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2149,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2152,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2164,auditoría ambiental de cumplimiento,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2165,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
2166,"word, excel y power point básico",tecnologías de la información y comunicación,programas de escritorio,desconocida,24,232.07999999999998
2167,herramientas para la educación digital de niños y adolescentes,tecnologías de la información y comunicación,internet e intranet,desconocida,8,77.36
2168,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2169,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2170,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2171,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2172,higiene y manipulación de alimentos,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,24,
2173,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2177,anexos y devoluciones tributarias,administración y legislación,administración contable y de costos,desconocida,8,
2178,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
2187,aprendiendo a enseñar: procesos metodológicos para la enseñanza de adultos,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2188,metodologías activas para la formación por competencias,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2189,formación docente para educación virtual,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2190,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2193,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2194,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2201,taller de identificación de necesidades educativas especiales,educación y capacitación,capacitación,desconocida,8,
2202,sistema de gestión de seguridad y salud laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2203,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
2204,planificacion estrategica para emprendedores,administración y legislación,administración general,desconocida,32,
2205,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
2206,gestión y elaboración de estudios de impactos ambientales,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2207,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2208,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2218,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
2219,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2220,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2221,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2222,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2223,reglamento de seguridad y salud - organismos paritarios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2224,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2225,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
2234,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
2235,legislación ambiental y auditorías ambientales en la industria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2236,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2237,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2246,acompañamientos de ritmos tradicionales y populares en piano,educación y capacitación,capacitación,desconocida,40,
2247,tútoría de educación en casa,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2276,diseño geométrico de vías con autodesk civil 3d,educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
2277,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2278,gestión de plataformas virtuales educativas,tecnologías de la información y comunicación,software especializado,desconocida,40,386.8
2279,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2280,sistema de gestión de seguridad y salud laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2281,teletrabajo administrativo - comercial,administración y legislación,administración general,desconocida,40,
2286,"contratación pública de bienes y servicios, para proveedores del estado",administración y legislación,administración general,desconocida,32,
2287,"contratación pública de obras, para proveedores del estado",administración y legislación,administración general,desconocida,32,
2288,atención primaria en emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2289,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2290,auditoria financiera,administración y legislación,administración contable y de costos,desconocida,40,
2291,control interno contable,administración y legislación,administración contable y de costos,desconocida,16,
2292,"administración de la economía, popular y solidaria",administración y legislación,administración general,desconocida,24,
2293,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
2298,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
2299,interpretación de la norma iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,16,
2302,"manejo de software de visualización, procesamiento, y análisis de datos medioambientales",tecnologías de la información y comunicación,software especializado,desconocida,40,386.8
2303,sistemas de información geográfica: arcgis nivel básico-intermedio,tecnologías de la información y comunicación,programas de escritorio,desconocida,24,354.0
2304,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2315,plan de emergencia y auto protección,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2316,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2317,sistema de comando de incidente,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2321,comunicación efectiva y presentaciones exitosas,comunicación y artes gráficas,medios de comunicación social,desconocida,16,
2322,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2323,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2324,inteligencia emocional,educación y capacitación,capacitación,desconocida,16,
2325,sistema de gestión de seguridad y salud laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2326,prevención de riesgos en el manejo de productos químicos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,32,
2336,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2337,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2338,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
2339,formación docente para educación virtual,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2342,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",administración y legislación,administración contable y de costos,desconocida,40,
2343,seguridad frente a tsunamis para el sector turístico y hotelero,servicios socioculturales y a la comunidad,salud y medicina,desconocida,16,
2348,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2349,gestión interna de los residuos y desechos generados en los establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2350,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2351,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2352,calidad e inocuidad alimentaria (ppr - haccp),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2353,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2354,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2355,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2364,primeros auxilios básicos mención en brigadas de emergencia,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2365,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
2366,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2367,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2368,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2372,"word, excel y power point",tecnologías de la información y comunicación,programas de escritorio,desconocida,40,386.8
2373,metodologías activas para la formación por competencias,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2374,gestión de proyectos de desarrollo con enfoque de marco lógico,administración y legislación,administración general,desconocida,32,
2377,legislación ambiental y auditorías ambientales en la industria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2378,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2379,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2380,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2381,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2382,sistemas de información geográfica: arcgis,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
2383,sistemas de información geográfica: qgis,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
2384,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2385,"word, excel y power point básico",tecnologías de la información y comunicación,programas de escritorio,desconocida,24,232.07999999999998
2386,herramientas para la educación digital de niños y adolescentes,tecnologías de la información y comunicación,internet e intranet,desconocida,8,77.36
2387,entrenamiento avanzado en crianza asertiva,educación y capacitación,capacitación,desconocida,40,
2391,diseño geométrico de vías con autodesk civil 3d,educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
2392,"bim en diseño de plataformas, movimiento de tierras y planillaje con civil-3d",educación y capacitación,capacitación,desconocida,40,
2393,excel avanzado y tablas dinámicas,educación y capacitación,capacitación,desconocida,32,
2394,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2395,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
2396,buenas practicas de manufactura de alimentos procesados (bpm),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2406,gestión y elaboración de estudios de impactos ambientales,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2407,análisis financiero de proyectos inmobiliarios,administración y legislación,evaluación de proyectos,desconocida,16,
2412,colorimetría aplicada a la asesoría de imagen,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,16,
2413,estilismo y protocolo en asesoría de imagen,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,16,
2414,patronaje femenino y tipos de cuerpos,procesos industriales,textil,desconocida,40,
2415,supervisión de las actividades de vigilancia y seguridad,administración y legislación,gestión del talento humano,desconocida,40,
2416,técnicas de atención al cliente para el sector sanitario y de la seguridad privada,administración y legislación,atención y servicios de oficina,desconocida,16,
2417,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2421,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
2422,técnicas de atención y servicio al cliente,finanzas comercio y ventas,marketing y ventas,desconocida,24,
2429,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
2430,auditoría interna bajo la norma iso 9001,administración y legislación,gestión de la calidad,desconocida,32,
2431,interpretación de la norma iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,16,
2432,curso avanzado de adaptaciones curriculares para personas con necesidades educativas especiales (nee),educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2433,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
2434,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
2435,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2436,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2437,supervisión de control de calidad en higiene ambiental hospitalaria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2438,bioseguridad frente al covid-19,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2439,reglamento de seguridad y salud - organismos paritarios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2440,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2441,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
2442,supervisión de las actividades de vigilancia y seguridad,administración y legislación,gestión del talento humano,desconocida,40,
2460,docencia virtual,educación y capacitación,capacitación,desconocida,40,
2467,perfilacion de personas segun su lenguaje corporal,alimentación gastronomía y turismo,servicio de agencias de viaje,desconocida,32,
2468,seguridad aérea básica,transporte y logística,aeronáutica,desconocida,24,
2469,tráfico aéreo básico,transporte y logística,aeronáutica,desconocida,24,
2470,pasaportes del mundo y tipos de visas,alimentación gastronomía y turismo,servicio de agencias de viaje,desconocida,24,
2471,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
2472,documentos de viaje y detección de impostores,transporte y logística,aeronáutica,desconocida,32,
2473,control eléctrico industrial,electricidad y electrónica,electricidad industrial,desconocida,40,
2474,"administración de la economía, popular y solidaria",administración y legislación,administración general,desconocida,24,
2475,planificacion estrategica para emprendedores,administración y legislación,administración general,desconocida,32,
2478,inteligencia emocional,educación y capacitación,capacitación,desconocida,16,
2479,plan de emergencia y auto protección,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
2480,curso online de digitopresion,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2481,gestion riesgos antisoborno,finanzas comercio y ventas,riesgo financiero,desconocida,16,
2484,fotogrametría con drones,educación y capacitación,capacitación,desconocida,32,
2485,retoque de imágenes y editar en photoshop,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
2486,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
2487,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2502,metodologías activas para la formación por competencias,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2503,gestión pedagógica,educación y capacitación,diseño educativo y curricular,desconocida,32,
2504,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2505,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2506,metodología instruccional para facilitadores del aprendizaje,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2507,elaboración de términos de referencia y especificaciones técnicas bajo la losncp: presupuesto referencial y parámetros de calificación,administración y legislación,legislación,desconocida,8,
2508,"control y pre-auditoria de procesos de contratación: fase precontractual y contractual , taller y marco legal",administración y legislación,legislación,desconocida,16,
2509,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2510,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2513,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2534,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2535,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
2539,robotica usando arduino y programacion en bloques,tecnologías de la información y comunicación,lenguaje de programación,desconocida,16,154.72
2540,interpretación de la norma nte inen-iso/iec 17025,administración y legislación,gestión de la calidad,desconocida,16,
2541,buenas practicas de manufactura de alimentos procesados (bpm),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2542,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2543,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
2544,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2547,manejo de drones,tecnologías de la información y comunicación,transmisión emisión y recepción de información,desconocida,40,243.6
2553,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2560,compras públicas transparentes - reformas en materia anticorrupción,administración y legislación,administración general,desconocida,32,
2561,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
2562,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2563,diseño y construcción con bambú aplicando la norma ecuatoriana de construcción - nec,construcción e infraestructura,tecnología de la construcción,desconocida,32,
2564,mantenimiento de edificaciones de bambú,construcción e infraestructura,mantenimiento de edificios y acabados,desconocida,24,
2565,"diseño, funcionamiento y manejo de sistemas de saneamiento ecológico",construcción e infraestructura,construcciones rurales,desconocida,16,
2571,"el arte, eje transversal en la educación actual",educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
2572,arbitraje de fútbol amateur (inicial-1),educación y capacitación,capacitación,desconocida,40,
2573,árbitraje de fútbol amateur (medio -3),educación y capacitación,capacitación,desconocida,40,
2574,arbitraje de fútbol amateur (preparación -2),educación y capacitación,capacitación,desconocida,40,
2578,análisis financiero,finanzas comercio y ventas,riesgo financiero,desconocida,40,
2579,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
2580,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
2581,sensibilizacion ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,24,
2587,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
2588,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
2589,reparacion de telefonos celulares y tablets,tecnologías de la información y comunicación,hardware y equipos,desconocida,40,386.8
2596,atención primaria en emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
2597,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
2603,manipulación de alimentos y bpm en establecimientos gastronómicos (codex alimentarius - arcsa),alimentación gastronomía y turismo,catering y servicio de bar y comedores,desconocida,40,
2604,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",administración y legislación,administración general,desconocida,40,
2605,auditoría interna en bpm (fda - arcsa) y sistema haccp (codex alimentarius) de industrias alimentarias,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
2606,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2615,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
2616,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
2617,sistema de inyección electrónica a gasolina,mecánica automotriz,diagnóstico y reparación de sistemas automotrices,desconocida,32,
2618,electricidad y electrónica automotriz,mecánica automotriz,mecánica general,desconocida,40,
2619,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
2620,"metodología de la investigación, elaboración y publicación de artículos científicos y libros",educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
2621,atención al público,administración y legislación,atención y servicios de oficina,desconocida,32,
2622,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
2628,determinación de las etapas o fases de la contratación pública,administración y legislación,administración general,desconocida,24,
2629,,,,desconocida,0,
