id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
495,administración y legislación,atención y servicios de oficina,asistente administrativo,desconocida,24.0,
496,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
497,administración y legislación,administración general,cultura emprendedora,desconocida,8.0,
498,alimentación gastronomía y turismo,catering y servicio de bar y comedores,servicio a la mesa módulo 1,desconocida,40.0,
499,educación y capacitación,capacitación,docencia virtual,desconocida,40.0,
500,tecnologías de la información y comunicación,internet e intranet,big data - analítica avanzada para la toma de decisiones,desconocida,32.0,746.56
501,tecnologías de la información y comunicación,software especializado,microsoft power bi – mejora tu negocio utilizando el analisis de datos,desconocida,32.0,177.92
502,administración y legislación,legislación,perito en caligrafía forense,desconocida,40.0,
503,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
504,administración y legislación,administración contable y de costos,tributacion,desconocida,24.0,
505,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
506,administración y legislación,administración contable y de costos,contabilidad básica,desconocida,40.0,
507,educación y capacitación,capacitación,excel avanzado y tablas dinámicas,desconocida,32.0,
508,tecnologías de la información y comunicación,programas de escritorio,excel para la gestión comercial,desconocida,40.0,243.6
509,finanzas comercio y ventas,marketing y ventas,servicio y atención al cliente con pnl,desconocida,16.0,
510,servicios socioculturales y a la comunidad,salud y medicina,terapia alternativa con hipnosis y técnicas de relajación,desconocida,40.0,
511,artes y artesanía,artesanía,manualidades para la comunidad,desconocida,24.0,
512,educación y capacitación,capacitación,mecanismos de participación ciudadana modulos iii y iv,desconocida,40.0,
513,artes y artesanía,artesanía,manualidades para la comunidad,desconocida,24.0,
514,tecnologías de la información y comunicación,programas de escritorio,planificación y gestión de clases virtuales con microsoft teams,desconocida,40.0,90.0
515,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
516,finanzas comercio y ventas,riesgo financiero,fundamentos de administración integral de riesgos en el sistema financiero,desconocida,8.0,
517,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
518,servicios socioculturales y a la comunidad,gestión cultural,método del arte de actuar,desconocida,32.0,
519,servicios socioculturales y a la comunidad,gestión cultural,aprendiendo el arte dramático,desconocida,32.0,
520,servicios socioculturales y a la comunidad,gestión cultural,técnicas básicas de las artes escénicas,desconocida,32.0,
521,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,defensa personal,desconocida,40.0,
522,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
523,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
524,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
525,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
526,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
527,finanzas comercio y ventas,marketing y ventas,neuroventas y técnicas basadas en la conexión emocional,desconocida,32.0,
528,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
529,administración y legislación,gestión del talento humano,administración del subsistema de evaluación de desempeño,desconocida,16.0,
530,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
531,servicios socioculturales y a la comunidad,gestión cultural,técnicas básicas de dj,desconocida,40.0,
532,tecnologías de la información y comunicación,programas de escritorio,excel para la gestión comercial,desconocida,40.0,243.6
533,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
534,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
535,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
536,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
537,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
538,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
539,administración y legislación,administración contable y de costos,contabilidad básica,desconocida,40.0,
540,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
541,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
542,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,desconocida,24.0,
543,servicios socioculturales y a la comunidad,salud y medicina,reflexología,desconocida,32.0,
544,servicios socioculturales y a la comunidad,salud y medicina,terapias alternativas con biomagnetismo y campos magnéticos,desconocida,40.0,
545,servicios socioculturales y a la comunidad,salud y medicina,curso online de digitopresion,desconocida,40.0,
546,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,aprendizaje acelerado para formadores,desconocida,40.0,
547,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
548,alimentación gastronomía y turismo,catering y servicio de bar y comedores,barismo,desconocida,40.0,
549,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
550,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
551,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
552,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24.0,
553,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
554,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
555,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
556,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,desconocida,24.0,
557,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
558,mecánica automotriz,diagnóstico y reparación de sistemas automotrices,instalación de sistemas de seguridad móvil y car audio,desconocida,40.0,
559,mecánica automotriz,mecánica general,electricidad y electrónica automotriz,desconocida,40.0,
560,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
561,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
562,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
563,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
564,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40.0,
565,administración y legislación,administración general,gestión de proyectos de desarrollo con enfoque de marco lógico,desconocida,32.0,
566,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
567,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
568,mecánica automotriz,mecánica general,reparación de motor de cuatro tiempos,desconocida,40.0,
569,mecánica automotriz,mecánica general,mecánica de patio - chasís,desconocida,40.0,
570,mecánica automotriz,mecánica general,electricidad y electrónica automotriz,desconocida,40.0,
571,forestal ecología y medio ambiente,contaminación ambiental,"fundamento y operación de plantas de tratamiento de agua potable, municipal e industrial",desconocida,40.0,
572,servicios socioculturales y a la comunidad,gestión cultural,bailoterapias,desconocida,16.0,
573,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,defensa personal,desconocida,40.0,
574,tecnologías de la información y comunicación,internet e intranet,domótica casa inteligente,desconocida,40.0,590.0
575,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
576,administración y legislación,administración contable y de costos,estadistica basica con aplicacion de excel,desconocida,16.0,
577,transporte y logística,sistemas de información geográfica y rutas,arcgis aplicado a la gestión ambiental,desconocida,40.0,
578,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
579,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
580,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
581,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
582,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y auto protección,desconocida,8.0,
583,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
584,procesos industriales,seguridad prevención de riesgos e higiene industrial,limpieza y desinfección hospitalaria,desconocida,40.0,
585,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión interna de los residuos y desechos generados en los establecimientos de salud,desconocida,8.0,
586,administración y legislación,administración general,gestión de proyectos de desarrollo con enfoque de marco lógico,desconocida,32.0,
587,administración y legislación,administración general,gerencia y administración pública,desconocida,24.0,
588,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point",desconocida,40.0,100.0
589,administración y legislación,atención y servicios de oficina,asistente administrativo,desconocida,24.0,
590,administración y legislación,administración general,coaching en productividad y manejo efectivo del tiempo,desconocida,16.0,
591,artes y artesanía,peluquería y belleza barbería y estilismo,formación técnico laboral en cuidado estético de manos y pies,desconocida,40.0,
592,tecnologías de la información y comunicación,software especializado,simulación por método de elementos finitos en software fem,desconocida,40.0,275.2
593,servicios socioculturales y a la comunidad,gestión cultural,interprete de danza contemporánea nivel básico,desconocida,40.0,
594,tecnologías de la información y comunicación,programas de escritorio,excel para negocios,desconocida,40.0,275.2
595,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
596,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
597,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
598,forestal ecología y medio ambiente,gestión e impacto ambiental,legislación ambiental y auditorías ambientales en la industria,desconocida,40.0,
599,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
600,procesos industriales,refrigeración,cálculo de cargas térmicas para refrigeración comercial,desconocida,40.0,
601,tecnologías de la información y comunicación,software especializado,diseño y modelado de elementos mecánicos con software inventor,desconocida,40.0,420.0
602,tecnologías de la información y comunicación,programas de escritorio,manejo y operacion de una hoja de calculo,desconocida,40.0,90.0
603,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
604,educación y capacitación,metodología y técnica de aprendizaje,diseño geométrico de vías con autodesk civil 3d,desconocida,40.0,
605,servicios socioculturales y a la comunidad,salud y medicina,radiestesia holistica,desconocida,24.0,
606,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40.0,
607,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
608,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
609,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de grúas móviles,desconocida,16.0,
610,administración y legislación,administración contable y de costos,control interno y evaluación de riesgos,desconocida,24.0,
611,finanzas comercio y ventas,riesgo financiero,gestión financiera y presupuestaria empresarial,desconocida,40.0,
612,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
613,administración y legislación,administración general,determinación de las etapas o fases de la contratación pública,desconocida,24.0,
614,comunicación y artes gráficas,fotografía,fotografia digital,desconocida,40.0,
615,comunicación y artes gráficas,medios audiovisuales,adobe premiere,desconocida,40.0,
616,comunicación y artes gráficas,medios audiovisuales,retoque de imágenes y editar en photoshop,desconocida,40.0,
617,educación y capacitación,capacitación,coaching ontológico,desconocida,40.0,
618,finanzas comercio y ventas,marketing y ventas,coaching para gerentes de ventas y marketing,desconocida,40.0,
619,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
620,construcción e infraestructura,tecnología de la construcción,revit estructuras basico,desconocida,40.0,
621,construcción e infraestructura,tecnología de la construcción,revit estructuras avanzado,desconocida,40.0,
622,construcción e infraestructura,tecnología de la construcción,revit aplicado a planos estructurales,desconocida,40.0,
623,administración y legislación,administración contable y de costos,auditoria financiera,desconocida,40.0,
624,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
625,administración y legislación,gestión de la calidad,gestión pública con enfoque a la fiscalización de los recursos del estado,desconocida,40.0,
626,educación y capacitación,capacitación,docencia virtual,desconocida,40.0,
627,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
628,construcción e infraestructura,obras,"análisis, diseño de hormigon y control de calidad del hormigón en obra",desconocida,24.0,
629,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32.0,
630,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
631,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
632,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja bancaria,desconocida,32.0,
633,finanzas comercio y ventas,presupuestos y flujo de caja,aspectos generales del cajero comercial y bancario,desconocida,16.0,
634,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32.0,
635,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
636,procesos industriales,calderos,buenas prácticas operativas y mantenimiento preventivo de calderas de generación de vapor,desconocida,24.0,
637,electricidad y electrónica,electrodomésticos,reparación por software en televisor digital y electrodomésticos digitales,desconocida,40.0,
638,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
639,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
640,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",desconocida,40.0,
641,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",desconocida,24.0,
642,servicios socioculturales y a la comunidad,salud y medicina,responsabilidad técnica de farmacias,desconocida,16.0,
643,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16.0,
644,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8.0,
645,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
646,educación y capacitación,diseño educativo y curricular,gestión pedagógica,desconocida,32.0,
647,tecnologías de la información y comunicación,software especializado,diseño de entornos virtuales de enseñanza aprendizaje a partir de pedagogías emergentes,desconocida,32.0,309.44
648,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
649,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
650,tecnologías de la información y comunicación,software especializado,diseño y modelado mecánico en software cad - cae,desconocida,40.0,222.39999999999998
651,tecnologías de la información y comunicación,software especializado,"modelado de prototipos en chapa metálica, diseño estructural y paramétrico en software cad -cae",desconocida,40.0,724.8000000000001
652,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
653,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
654,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
655,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
656,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
657,educación y capacitación,metodología y técnica de aprendizaje,escritura y publicación de artículos científicos,desconocida,40.0,
658,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
659,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales en el trabajo,desconocida,40.0,
660,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
661,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
662,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
663,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
664,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
665,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
666,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
667,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
668,administración y legislación,administración general,comercio y desarrollo sostenible,desconocida,40.0,
669,finanzas comercio y ventas,riesgo financiero,programa de educación financiera - pef,desconocida,40.0,
670,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
671,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
672,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
673,finanzas comercio y ventas,marketing y ventas,community manager y campañas de marketing digital,desconocida,8.0,
674,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40.0,
675,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
676,administración y legislación,administración general,gestión de proyectos de desarrollo con enfoque de marco lógico,desconocida,32.0,
677,administración y legislación,administración general,fundamentos del emprendimiento e innovación,desconocida,8.0,
678,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
679,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8.0,
680,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
681,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40.0,
682,servicios socioculturales y a la comunidad,gestión cultural,"ceremonial, protocolo y etiqueta",desconocida,32.0,
683,alimentación gastronomía y turismo,turismo,organización y montaje de eventos especiales,desconocida,32.0,
684,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
685,administración y legislación,atención y servicios de oficina,atención al público,desconocida,32.0,
686,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
687,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
688,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
689,administración y legislación,gestión de la calidad,guia ep15-a3 calculo de la precisión y veracidad,desconocida,8.0,
690,administración y legislación,gestión de la calidad,planificacion del control de calidad correcto de la manera correcta.,desconocida,8.0,
691,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
692,administración y legislación,administración contable y de costos,auditoria financiera,desconocida,40.0,
693,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
694,construcción e infraestructura,arquitectura y urbanismo,accesibilidad universal y diseño para todos,desconocida,16.0,
695,administración y legislación,gestión de la calidad,auditoría interna bajo la norma iso 9001,desconocida,32.0,
696,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,arteterapia: sanacion a traves del arte,desconocida,40.0,
697,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8.0,
698,educación y capacitación,capacitación,estadística descriptiva aplicada a la investigación científica,desconocida,40.0,
699,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
700,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
701,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
702,administración y legislación,administración general,gestión de proyectos de desarrollo con enfoque de marco lógico,desconocida,32.0,
703,administración y legislación,atención y servicios de oficina,"investigación, producción y redacción de textos académicos",desconocida,40.0,
704,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
705,forestal ecología y medio ambiente,contaminación ambiental,monitoreo ambiental,desconocida,24.0,
706,forestal ecología y medio ambiente,remediación ambiental,biorremediación ambiental,desconocida,40.0,
707,educación y capacitación,capacitación,estadística descriptiva aplicada a la investigación científica,desconocida,40.0,
708,forestal ecología y medio ambiente,gestión e impacto ambiental,supervisión de control de calidad en higiene ambiental hospitalaria,desconocida,40.0,
709,administración y legislación,gestión de la calidad,implementación de sistemas de gestión ambiental en la industria,desconocida,40.0,
710,administración y legislación,gestión de la calidad,interpretación de la norma iso 9001:2015,desconocida,16.0,
711,administración y legislación,gestión de la calidad,implementación de sistemas integrados de gestión,desconocida,40.0,
712,construcción e infraestructura,arquitectura y urbanismo,autocad,desconocida,32.0,
713,procesos industriales,automatización industrial y robótica,controladores logicos programables,desconocida,40.0,
714,electricidad y electrónica,electrónica industrial,instrumentacion industrial,desconocida,16.0,
715,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales en el trabajo,desconocida,40.0,
716,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
717,tecnologías de la información y comunicación,programas de escritorio,planificación y control de proyectos con microsoft project,desconocida,40.0,243.6
718,educación y capacitación,capacitación,excel avanzado y tablas dinámicas,desconocida,32.0,
719,administración y legislación,gestión de la calidad,interpretación de la norma iso 9001:2015,desconocida,16.0,
720,forestal ecología y medio ambiente,tratamiento de residuos,manejo y control de emergencias con materiales peligrosos,desconocida,24.0,
721,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16.0,
722,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
723,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de extintores portátiles,desconocida,8.0,
724,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16.0,
725,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,"inspección, mantenimiento y recarga de extintores",desconocida,32.0,
726,administración y legislación,administración contable y de costos,obligaciones tributarias y beneficios laborales,desconocida,24.0,
727,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
728,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
729,administración y legislación,administración contable y de costos,contabilidad para pymes con aplicación tributaria y nómina,desconocida,40.0,
730,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operaciones de plantas de tratamiento de agua potable (operadores),desconocida,40.0,
731,forestal ecología y medio ambiente,contaminación ambiental,"auditorías ambientales a sistemas de gestión medio ambiental (sgm) iso 14001 2015, auditorías de cumplimiento y cierre según formato mae suia",desconocida,40.0,
732,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
733,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
734,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8.0,
735,transporte y logística,logística integral,gestión integral en el comercio internacional,desconocida,40.0,
736,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,aprendiendo a enseñar: procesos metodológicos para la enseñanza de adultos,desconocida,40.0,
737,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basico,desconocida,40.0,
738,educación y capacitación,capacitación,atención inicial al trauma civil,desconocida,40.0,
739,tecnologías de la información y comunicación,programas de escritorio,manejo y operacion de una hoja de calculo,desconocida,40.0,90.0
740,procesos industriales,seguridad prevención de riesgos e higiene industrial,atención primaria en emergencias,desconocida,24.0,
741,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
742,administración y legislación,legislación,auditoría forense y prevención del fraude,desconocida,24.0,
743,artes y artesanía,artesanía,patronaje y escalado,desconocida,40.0,
744,transporte y logística,logística integral,logística integral,desconocida,40.0,
745,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
746,educación y capacitación,capacitación,excel avanzado y tablas dinámicas,desconocida,32.0,
747,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
748,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
749,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",desconocida,24.0,
750,administración y legislación,administración contable y de costos,tributacion,desconocida,24.0,
751,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
752,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,adaptaciones curriculares para alumnos/as con trastornos del lenguaje,desconocida,16.0,
753,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,adaptaciones curriculares para alumnos/as con discapacidad física,desconocida,16.0,
754,administración y legislación,gestión del talento humano,supervisión de las actividades de vigilancia y seguridad,desconocida,40.0,
755,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y auto protección,desconocida,8.0,
756,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
757,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
758,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
759,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
760,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24.0,
761,procesos industriales,seguridad prevención de riesgos e higiene industrial,seguridad para líderes,desconocida,16.0,
762,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y auto protección,desconocida,8.0,
763,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
764,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
765,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
766,educación y capacitación,capacitación,docencia virtual,desconocida,40.0,
767,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
768,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
769,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
770,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basico,desconocida,40.0,
771,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
772,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
773,administración y legislación,legislación,derechos humanos y bienestar,desconocida,40.0,
