id_fact_oc_cp,id_razon_social,id_curso_perfil,id_fecha,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
2117,572,2271,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de materiales y sustancias peligrosas,presencial,10,105.8,28-02-2023,28,2,2023,corporacion una oportunidad de superacion,calificado,operador de capacitación,15-10-2021,quito,pichincha
1988,572,2304,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos,virtual,10,104.5,28-02-2023,28,2,2023,corporacion una oportunidad de superacion,calificado,operador de capacitación,15-10-2021,quito,pichincha
2160,572,2136,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud- organismos paritarios,presencial,10,264.40000000000003,28-02-2023,28,2,2023,corporacion una oportunidad de superacion,calificado,operador de capacitación,15-10-2021,quito,pichincha
316,582,4552,6,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,aparejamiento de maniobras de izaje,presencial,16,528.8,31-12-2021,31,12,2021,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
317,582,4554,6,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de grúas,presencial,16,528.8,31-12-2021,31,12,2021,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
318,582,4550,6,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de montacargas,presencial,8,528.72,31-12-2021,31,12,2021,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
319,582,4556,6,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,supervisión de operaciones de izaje,presencial,16,528.8,31-12-2021,31,12,2021,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
2029,582,4552,2142,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,aparejamiento de maniobras de izaje,presencial,16,528.8,31-01-2023,31,1,2023,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
2185,582,4550,2142,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,operación de montacargas,presencial,8,528.72,31-01-2023,31,1,2023,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
1956,582,4552,2143,curso,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,aparejamiento de maniobras de izaje,presencial,16,528.8,28-02-2023,28,2,2023,cranes engineering & operator ecuador cia. ltda,calificado,operador de capacitación,12/10/2021,quito,pichincha
320,632,2812,6,curso,administración y legislación,legislación,derechos humanos y movilidad humana,virtual,64,179.84,31-12-2021,31,12,2021,defensoria del pueblo,calificado,operador de capacitación,22-05-2021,quito,pichincha
321,665,3992,6,curso,transporte y logística,transporte de carga y de pasajeros,"actualización profesional en conducción de vehículos de 4 ruedas o más, con capacidad de 26 asientos en adelante, diseñados para el transporte de pasajeros",presencial,20,550.0,31-12-2021,31,12,2021,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
322,665,3995,6,curso,construcción e infraestructura,tecnología de la construcción,"diseño de obras de captación, superficial",presencial,40,760.8,31-12-2021,31,12,2021,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
323,665,3991,6,curso,transporte y logística,conducción de vehículos terrestres,manejo preventivo y defensivo en el trabajo y la carretera,presencial,10,475.6,31-12-2021,31,12,2021,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
841,665,6952,3,perfil,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0,31-12-2018,31,12,2018,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
2091,665,6952,2143,perfil,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0,28-02-2023,28,2,2023,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
1977,665,3996,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,16,760.96,28-02-2023,28,2,2023,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
1009,665,3996,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,16,760.96,31-12-2019,31,12,2019,econstrucciones riego y seguridad industrial seprytsa s.a.,calificado,operador de capacitación,20-07-2021,latacunga,cotopaxi
324,680,4007,6,curso,educación y capacitación,capacitación,beginner a (jóvenes y adultos) / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
325,680,4000,6,curso,educación y capacitación,capacitación,beginner b (jóvenes y adultos) / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
326,680,4001,6,curso,educación y capacitación,capacitación,intro a (jóvenes y adultos) / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
327,680,4006,6,curso,educación y capacitación,capacitación,intro a (niños) / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
328,680,3999,6,curso,educación y capacitación,capacitación,intro b (jóvenes y adultos/inglés),online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
329,680,4005,6,curso,educación y capacitación,capacitación,intro b (niños) / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
330,680,4004,6,curso,educación y capacitación,idiomas,nivel básico a2 (jóvenes y adultos - inglés),online,28,192.52444444444436,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
331,680,4003,6,curso,educación y capacitación,idiomas,nivel básico a2 (niños / inglés,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
332,680,4002,6,curso,educación y capacitación,idiomas,nivel intermedio b1 (jóvenes y adultos - inglés),online,28,192.52444444444436,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
333,680,4008,6,curso,educación y capacitación,idiomas,nivel intermedio b2 (jóvenes y adultos - inglés),online,28,192.52444444444436,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
334,680,3997,6,curso,educación y capacitación,capacitación,starters 1,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
335,680,3998,6,curso,educación y capacitación,capacitación,starters 2,online,21,144.39333333333326,31-12-2021,31,12,2021,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
2072,680,4000,2142,curso,educación y capacitación,capacitación,beginner b (jóvenes y adultos) / inglés,online,21,144.39333333333326,31-01-2023,31,1,2023,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
2011,680,4007,2143,curso,educación y capacitación,capacitación,beginner a (jóvenes y adultos) / inglés,online,21,144.39333333333326,28-02-2023,28,2,2023,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
2193,680,4001,2143,curso,educación y capacitación,capacitación,intro a (jóvenes y adultos) / inglés,online,21,144.39333333333326,28-02-2023,28,2,2023,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
2045,680,4003,2143,curso,educación y capacitación,idiomas,nivel básico a2 (niños / inglés,online,21,144.39333333333326,28-02-2023,28,2,2023,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
2061,680,3998,2143,curso,educación y capacitación,capacitación,starters 2,online,21,144.39333333333326,28-02-2023,28,2,2023,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
1011,680,3997,4,curso,educación y capacitación,capacitación,starters 1,online,21,144.39333333333326,31-12-2019,31,12,2019,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
1012,680,3998,4,curso,educación y capacitación,capacitación,starters 2,online,21,144.39333333333326,31-12-2019,31,12,2019,eduproyect proyecto global del ecuador s.a.,calificado,operador de capacitación,20-07-2021,quito,pichincha
336,681,4809,6,curso,administración y legislación,gestión de la calidad,formación de auditores internos en buenas prácticas de manufactura (bpm),virtual,40,275.03492063492047,31-12-2021,31,12,2021,egae estrategia gestion alimentaria empresarial s.a.,calificado,operador de capacitación,15-10-2021,quito,pichincha
337,681,4810,6,curso,administración y legislación,gestión de la calidad,formación de auditores internos en fssc 22000 v. 5.1,virtual,40,275.03492063492047,31-12-2021,31,12,2021,egae estrategia gestion alimentaria empresarial s.a.,calificado,operador de capacitación,15-10-2021,quito,pichincha
338,681,4812,6,curso,administración y legislación,gestión de la calidad,formación de auditores internos en sistemas de análisis de peligros y puntos críticos de control (haccp),virtual,40,275.03492063492047,31-12-2021,31,12,2021,egae estrategia gestion alimentaria empresarial s.a.,calificado,operador de capacitación,15-10-2021,quito,pichincha
339,737,4548,6,curso,administración y legislación,administración general,"administración de contratos, fiscalización y control de obras",presencial,40,275.03492063492047,31-12-2021,31,12,2021,escuela profesional y tecnica codadepro c.a.,calificado,operador de capacitación,29-09-2021,quito,pichincha
340,737,4547,6,curso,construcción e infraestructura,tecnología de la construcción,diseño y cálculo de estructuras sismoresistentes,virtual,40,104.4,31-12-2021,31,12,2021,escuela profesional y tecnica codadepro c.a.,calificado,operador de capacitación,29-09-2021,quito,pichincha
341,764,8679,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094,31-12-2021,31,12,2021,estrella castro sebastian benigno,calificado,operador de capacitación,27-07-2021,francisco de orellana,sin provincia
342,768,3097,6,curso,educación y capacitación,idiomas,inglés básico - a2,presencial,104,372.32,31-12-2021,31,12,2021,f&e ecuatoriana s.a.,calificado,operador de capacitación,28-12-2021,guayaquil,guayas
343,768,3096,6,curso,educación y capacitación,idiomas,inglés básico- a1,presencial,80,286.4,31-12-2021,31,12,2021,f&e ecuatoriana s.a.,calificado,operador de capacitación,28-12-2021,guayaquil,guayas
344,768,3098,6,curso,educación y capacitación,idiomas,inglés intermedio - b1,presencial,104,372.32,31-12-2021,31,12,2021,f&e ecuatoriana s.a.,calificado,operador de capacitación,28-12-2021,guayaquil,guayas
345,768,3099,6,curso,educación y capacitación,idiomas,inglés intermedio - b2,presencial,72,257.76,31-12-2021,31,12,2021,f&e ecuatoriana s.a.,calificado,operador de capacitación,28-12-2021,guayaquil,guayas
346,829,3262,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,24,528.72,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
347,829,3263,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,semipresencial,24,89.03999999999999,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
348,829,3264,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,virtual,24,89.03999999999999,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
349,829,3265,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,presencial,24,528.72,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
350,829,3266,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,semipresencial,24,168.48,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
351,829,3267,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,virtual,24,89.03999999999999,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
352,829,3268,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,presencial,24,528.72,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
353,829,3269,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,virtual,24,89.03999999999999,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
354,829,3270,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,semipresencial,24,168.48,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
355,829,6949,6,perfil,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0,31-12-2021,31,12,2021,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
2122,829,3262,2142,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,24,528.72,31-01-2023,31,1,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
2169,829,3263,2142,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,semipresencial,24,89.03999999999999,31-01-2023,31,1,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
2172,829,3262,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,24,528.72,28-02-2023,28,2,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
2010,829,3263,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,semipresencial,24,89.03999999999999,28-02-2023,28,2,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
2013,829,3269,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,virtual,24,89.03999999999999,28-02-2023,28,2,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1981,829,6949,2143,perfil,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0,28-02-2023,28,2,2023,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1017,829,3262,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,24,528.72,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1018,829,3263,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,semipresencial,24,89.03999999999999,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1019,829,3264,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,virtual,24,89.03999999999999,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1020,829,3265,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,presencial,24,528.72,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1021,829,3266,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,semipresencial,24,168.48,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1022,829,3267,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,virtual,24,89.03999999999999,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1023,829,3268,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,presencial,24,528.72,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1024,829,3269,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,virtual,24,89.03999999999999,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1025,829,3270,4,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,semipresencial,24,168.48,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
1026,829,6949,4,perfil,actividades tipo servicios,actividades de oficinas principales; actividades de consultoría de gestión,prevención en riesgos laborales,desconocida,6,250.0,31-12-2019,31,12,2019,fundacion academia internacional de ciencias empresariales,calificado,operador de capacitación,16-04-2021,quito,pichincha
356,834,5695,6,perfil,industrias manufactureras,"fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",operación de maquinas industriales de confección textil,desconocida,6,250.0,31-12-2021,31,12,2021,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
357,834,5774,6,perfil,industrias  manufactureras,"fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",operación de maquinas industriales de confección textil,desconocida,6,250.0,31-12-2021,31,12,2021,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
2191,834,5695,2143,perfil,industrias manufactureras,"fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",operación de maquinas industriales de confección textil,desconocida,6,250.0,28-02-2023,28,2,2023,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
2126,834,5774,2143,perfil,industrias  manufactureras,"fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",operación de maquinas industriales de confección textil,desconocida,6,250.0,28-02-2023,28,2,2023,fundacion benefica accion solidaria,calificado,operador de capacitación,9/11/2021,guayaquil,guayas
358,844,172,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,10,330.5,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
359,844,179,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,10,330.5,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
360,844,173,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,10,440.6,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
361,844,184,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,presencial,10,330.5,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
362,844,190,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados,presencial,20,528.8000000000001,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
363,844,189,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,presencial,10,264.40000000000003,31-12-2021,31,12,2021,fundacion criterium,calificado,operador de capacitación,29-03-2021,quito,pichincha
364,847,4855,6,curso,administración y legislación,administración general,curso de compras públicas,online,40,44.8,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
365,847,4861,6,curso,administración y legislación,administración contable y de costos,curso de formación de auxiliar contable,online,200,390.0,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
366,847,4858,6,curso,educación y capacitación,capacitación,curso de limpieza hospitalaria,online,40,70.0,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
367,847,4859,6,curso,administración y legislación,administración contable y de costos,curso de práctica profesional tributaria,online,40,44.8,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
368,847,4856,6,curso,finanzas comercio y ventas,crédito y cobranzas,formación de cajeros bancarios y comerciales,online,80,180.0,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
369,847,4857,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,online,40,70.0,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
370,847,4854,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en educación para el manejo de párvulos,presencial,150,256.5,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
371,847,4862,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en educación para el manejo de párvulos,online,150,421.5,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
372,847,4860,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,online,40,104.8,31-12-2021,31,12,2021,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
1937,847,4861,2143,curso,administración y legislación,administración contable y de costos,curso de formación de auxiliar contable,online,200,390.0,28-02-2023,28,2,2023,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
2062,847,4860,2143,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,online,40,104.8,28-02-2023,28,2,2023,fundacion de desarrollo humano y social latacu,calificado,operador de capacitación,9/11/2021,latacunga,cotopaxi
373,849,4544,6,curso,transporte y logística,transporte de carga y de pasajeros,"capacitación en el código pbip, para el personal de apoyo en las instalaciones portuarias",online,8,140.0,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
374,849,4530,6,curso,administración y legislación,gestión de la calidad,"curso ""auditor interno del código pbip""",online,24,165.02095238095228,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
375,849,4525,6,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,msabp manejo seguro del amoníaco para buques pesqueros,online,10,15.6,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
376,849,4524,6,curso,transporte y logística,transporte de carga y de pasajeros,nsp-normas de seguridad portuaria,online,10,11.7,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
377,849,4518,6,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias (omi 3.21),presencial,38,462.08,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
378,849,4545,6,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias (omi 3.21),online,38,152.0,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
379,849,4527,6,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias opip avanzado (omi 3.21),online,40,40.0,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
380,849,4519,6,curso,transporte y logística,transporte de carga y de pasajeros,"oficial de protección de instalaciones portuarias, opip avanzado (omi 3.21)",presencial,40,550.0,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
381,849,4520,6,curso,transporte y logística,transporte de carga y de pasajeros,operadores de equipo portuario a bordo y en tierra,presencial,26,357.5,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
382,849,4546,6,curso,transporte y logística,transporte de carga y de pasajeros,operadores de equipo portuario a bordo y en tierra,online,26,227.5,31-12-2021,31,12,2021,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
2170,849,4524,2142,curso,transporte y logística,transporte de carga y de pasajeros,nsp-normas de seguridad portuaria,online,10,11.7,31-01-2023,31,1,2023,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
2103,849,4545,2143,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias (omi 3.21),online,38,152.0,28-02-2023,28,2,2023,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
2198,849,4527,2143,curso,transporte y logística,transporte de carga y de pasajeros,oficial de protección de instalaciones portuarias opip avanzado (omi 3.21),online,40,40.0,28-02-2023,28,2,2023,fundacion de la gente de mar,calificado,operador de capacitación,6/10/2021,guayaquil,guayas
383,851,4193,6,curso,educación y capacitación,metodología y técnica de aprendizaje,metodologías de evaluación en la educación,presencial,20,71.6,31-12-2021,31,12,2021,fundacion ecuador,calificado,operador de capacitación,21-10-2021,guayaquil,guayas
384,854,3969,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de tutores virtuales,semipresencial,40,70.0,31-12-2021,31,12,2021,fundacion emprender el futuro,calificado,operador de capacitación,20-07-2021,rumiñahui,pichincha
385,854,3983,6,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de tutores virtuales,virtual,40,162.8,31-12-2021,31,12,2021,fundacion emprender el futuro,calificado,operador de capacitación,20-07-2021,rumiñahui,pichincha
386,863,4702,6,curso,administración y legislación,legislación,actualización en legislación laboral,virtual,12,279.96,31-12-2021,31,12,2021,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
387,863,4665,6,curso,administración y legislación,administración contable y de costos,actualización tributaria,virtual,12,257.16,31-12-2021,31,12,2021,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
388,863,4644,6,curso,transporte y logística,manejo integral de bodegas y almacenes,administración de bodegas,presencial,12,148.44,31-12-2021,31,12,2021,fundacion rio guayas,calificado,operador de capacitación,15-10-2021,guayaquil,guayas
