id_fact_oec_rs,id_razon_social,id_fecha,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
11350,771,1947,28-07-2020,28,7,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11363,771,2027,29-09-2021,29,9,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11371,771,2076,30-07-2021,30,7,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11378,771,2122,31-05-2021,31,5,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11173,771,1006,15-03-2022,15,3,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11297,771,1657,24-05-2022,24,5,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11025,771,180,03-07-2019,3,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11028,771,193,03-09-2019,3,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11106,771,636,09-12-2019,9,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11201,771,1159,17-06-2019,17,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11348,771,1939,28-06-2019,28,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11012,771,123,02-09-2021,2,9,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11017,771,142,02-12-2021,2,12,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11026,771,189,03-08-2021,3,8,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11054,771,354,05-11-2021,5,11,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11108,771,649,10-02-2020,10,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11115,771,686,10-08-2021,10,8,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11121,771,719,11-02-2020,11,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11127,771,741,11-06-2021,11,6,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11207,771,1196,17-12-2020,17,12,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11366,771,2033,29-10-2021,29,10,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11202,771,1172,17-08-2019,17,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11241,771,1373,20-06-2019,20,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11004,771,58,01-10-2019,1,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11043,771,287,04-12-2018,4,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11114,771,677,10-07-2019,10,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11117,771,695,10-10-2019,10,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11140,771,815,12-06-2019,12,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11142,771,826,12-08-2019,12,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11155,771,917,13-11-2019,13,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11158,771,926,14-01-2019,14,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11166,771,974,14-10-2019,14,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11169,771,991,15-01-2019,15,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11174,771,1008,15-04-2019,15,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11178,771,1031,15-08-2019,15,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11184,771,1061,16-01-2019,16,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11188,771,1078,16-04-2019,16,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11194,771,1131,17-01-2019,17,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11206,771,1195,17-12-2019,17,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11215,771,1247,18-09-2019,18,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11218,771,1265,18-12-2018,18,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11229,771,1304,19-07-2019,19,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11231,771,1320,19-09-2019,19,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11234,771,1331,19-11-2019,19,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11237,771,1349,20-02-2019,20,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11243,771,1386,20-08-2019,20,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11245,771,1393,20-09-2019,20,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11249,771,1411,20-12-2018,20,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11251,771,1417,21-01-2019,21,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11254,771,1424,21-02-2020,21,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11257,771,1445,21-06-2019,21,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11260,771,1459,21-08-2019,21,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11277,771,1524,22-07-2019,22,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11289,771,1595,23-07-2019,23,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11290,771,1609,23-09-2019,23,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11291,771,1615,23-10-2019,23,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11308,771,1728,25-06-2019,25,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11322,771,1811,26-08-2019,26,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11340,771,1901,27-11-2019,27,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11360,771,2011,29-07-2019,29,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11372,771,2081,30-08-2019,30,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11380,771,2126,31-07-2019,31,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11046,771,299,05-02-2019,5,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11087,771,546,08-09-2018,8,9,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11137,771,804,12-04-2019,12,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11151,771,886,13-06-2019,13,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11171,771,997,15-02-2019,15,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11180,771,1042,15-10-2018,15,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11281,771,1549,22-11-2018,22,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11364,771,2030,29-10-2018,29,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11093,771,585,09-03-2020,9,3,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11165,771,963,14-08-2019,14,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11216,771,1260,18-11-2019,18,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11303,771,1707,25-02-2019,25,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11008,771,84,02-02-2022,2,2,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11042,771,281,04-11-2021,4,11,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11074,771,480,07-09-2021,7,9,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11079,771,511,08-02-2022,8,2,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11154,771,896,13-07-2022,13,7,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11299,771,1661,24-06-2022,24,6,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11001,771,44,01-08-2019,1,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11014,771,127,02-10-2019,2,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11031,771,213,03-12-2019,3,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11056,771,378,06-03-2020,6,3,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11058,771,390,06-05-2019,6,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11063,771,417,06-10-2018,6,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11068,771,440,07-02-2020,7,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11118,771,707,10-12-2019,10,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11123,771,724,11-03-2019,11,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11141,771,821,12-07-2019,12,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11181,771,1044,15-10-2020,15,10,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11204,771,1183,17-10-2019,17,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11282,771,1550,22-11-2019,22,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11296,771,1655,24-05-2019,24,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11300,771,1676,24-09-2019,24,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11302,771,1694,24-12-2019,24,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11335,771,1869,27-06-2019,27,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11337,771,1888,27-09-2019,27,9,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11365,771,2031,29-10-2019,29,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11069,771,445,07-03-2019,7,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11075,771,485,07-10-2019,7,10,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11144,771,845,12-11-2018,12,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11149,771,881,13-05-2019,13,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11224,771,1283,19-03-2019,19,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11239,771,1366,20-05-2019,20,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11325,771,1827,26-11-2018,26,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11045,771,290,04-12-2021,4,12,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11049,771,314,05-04-2022,5,4,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11095,771,595,09-05-2019,9,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11186,771,1070,16-02-2022,16,2,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11284,771,1559,22-12-2021,22,12,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11304,771,1710,25-02-2022,25,2,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11094,771,590,09-04-2019,9,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11320,771,1804,26-07-2019,26,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11332,771,1861,27-04-2022,27,4,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11362,771,2019,29-08-2019,29,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11136,771,799,12-03-2020,12,3,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11041,771,249,04-06-2021,4,6,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11150,771,883,13-05-2022,13,5,2022,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11030,771,199,03-10-2018,3,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11052,771,351,05-11-2018,5,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11067,771,439,07-02-2019,7,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11073,771,477,07-09-2018,7,9,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11089,771,559,08-11-2018,8,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11104,771,628,09-11-2018,9,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11236,771,1337,19-12-2018,19,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11330,771,1846,27-02-2019,27,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11159,771,927,14-01-2020,14,1,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11170,771,992,15-01-2020,15,1,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11352,771,1953,28-08-2019,28,8,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11003,771,57,01-10-2018,1,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11007,771,83,02-02-2021,2,2,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11013,771,126,02-10-2018,2,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11015,771,140,02-12-2019,2,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11034,771,225,04-02-2019,4,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11040,771,248,04-06-2019,4,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11059,771,396,06-06-2019,6,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11103,771,622,09-10-2018,9,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11145,771,846,12-11-2019,12,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11156,771,922,13-12-2018,13,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11205,771,1194,17-12-2018,17,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11208,771,1208,18-02-2019,18,2,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11210,771,1212,18-03-2019,18,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11233,771,1330,19-11-2018,19,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11255,771,1429,21-03-2019,21,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11265,771,1476,21-11-2018,21,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11295,771,1650,24-04-2019,24,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11298,771,1659,24-06-2019,24,6,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11305,771,1712,25-03-2019,25,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11312,771,1751,25-10-2018,25,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11333,771,1863,27-05-2019,27,5,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11355,771,1983,29-01-2019,29,1,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11374,771,2099,30-11-2019,30,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11381,771,2138,31-10-2018,31,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11129,771,766,11-10-2018,11,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11203,771,1182,17-10-2018,17,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11292,771,1620,23-11-2018,23,11,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11349,771,1941,28-06-2021,28,6,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11035,771,227,04-02-2021,4,2,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
10995,771,4,31-12-2019,31,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11009,771,89,02-03-2020,2,3,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11053,771,353,05-11-2020,5,11,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11080,771,514,08-03-2019,8,3,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11132,771,781,11-12-2019,11,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11147,771,853,12-12-2019,12,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11221,771,1279,19-02-2020,19,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11266,771,1477,21-11-2019,21,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11354,771,1978,28-12-2019,28,12,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11066,771,424,06-11-2020,6,11,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11162,771,944,14-04-2021,14,4,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11189,771,1079,16-04-2021,16,4,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11124,771,725,11-03-2020,11,3,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11085,771,533,08-07-2019,8,7,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11134,771,794,12-02-2021,12,2,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11138,771,810,12-05-2021,12,5,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11212,771,1224,18-05-2021,18,5,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11252,771,1418,21-01-2020,21,1,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11258,771,1446,21-06-2021,21,6,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11271,771,1496,22-02-2020,22,2,2020,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11279,771,1541,22-09-2021,22,9,2021,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11353,771,1972,28-11-2019,28,11,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11341,771,1906,27-12-2018,27,12,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11036,771,237,04-04-2019,4,4,2019,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
11116,771,694,10-10-2018,10,10,2018,factor integral social ecuatoriano fialser s.a.,habilitado,organismo evaluador de la conformidad,24-05-2021,quito,pichincha
