id_fact_oec_cp,id_razon_social,id_curso_perfil,id_fecha,num_cer,total_horas,total_ganancias,porcentaje_asistencia
5412,771,6221,1307,7.0,42.0,1750.0,0.0
5413,889,6409,1307,10.0,60.0,2500.0,0.0
5414,931,6131,1307,1.0,6.0,250.0,0.0
5415,944,6215,1307,2.0,12.0,500.0,0.0
5416,944,6216,1307,2.0,12.0,500.0,0.0
5417,1050,6259,1307,1.0,6.0,250.0,0.0
5418,1331,2455,1307,1.0,40.0,275.03492063492047,0.0
5419,1331,2456,1307,1.0,40.0,162.8,0.0
5420,1331,6283,1307,1.0,6.0,250.0,0.0
5421,1331,6284,1307,1.0,6.0,250.0,0.0
5422,1965,6326,1307,2.0,12.0,500.0,0.0
5423,2154,6101,1307,1.0,6.0,250.0,0.0
5424,55,6335,1322,1.0,6.0,250.0,0.0
5425,1216,7584,1322,1.0,6.0,250.0,0.025
5426,2112,7620,1322,1.0,6.0,250.0,0.0
5427,2112,7613,1322,1.0,6.0,250.0,0.0
5428,2112,6701,1322,1.0,6.0,250.0,0.0
5429,55,6335,1327,6.0,36.0,1500.0,0.0
5430,840,6711,1327,59.0,354.0,14750.0,0.0
5431,840,6752,1327,1.0,6.0,250.0,0.0
5432,857,7004,1327,1.0,6.0,250.0,0.0
5433,889,6021,1327,1.0,6.0,250.0,0.0
5434,1494,6282,1327,5.0,30.0,1250.0,0.0
5435,1556,6000,1327,1.0,6.0,250.0,0.0
5436,1935,7014,1327,1.0,6.0,250.0,0.0
5437,2050,6288,1327,1.0,6.0,250.0,0.0
5438,55,6335,1351,3.0,18.0,750.0,0.0
5439,55,6335,1363,3.0,18.0,750.0,0.0
5440,59,6212,1363,1.0,6.0,250.0,0.0
5441,269,6104,1363,2.0,12.0,500.0,0.0
5442,931,6591,1363,2.0,12.0,500.0,0.0
5443,944,6215,1363,1.0,6.0,250.0,0.0
5444,944,6216,1363,1.0,6.0,250.0,0.0
5445,1935,5936,1363,1.0,6.0,250.0,0.0
5446,2050,7338,1363,2.0,12.0,500.0,0.0
5447,55,6335,1368,4.0,24.0,1000.0,0.0
5448,372,6015,1368,1.0,6.0,250.0,0.0
5449,666,6738,1368,2.0,12.0,500.0,0.0
5450,1556,5998,1368,1.0,6.0,250.0,0.0
5451,1728,6334,1368,11.0,66.0,2750.0,0.0
5452,2112,6732,1368,1.0,6.0,250.0,0.0
5453,2112,5978,1368,1.0,6.0,250.0,0.0
5454,55,6335,1369,5.0,30.0,1250.0,0.0
5455,78,5950,1369,2.0,12.0,500.0,0.0
5456,269,6104,1369,1.0,6.0,250.0,0.0
5457,501,6811,1369,1.0,6.0,250.0,0.0
5458,666,6292,1369,1.0,6.0,250.0,0.0
5459,675,6691,1369,25.0,150.0,6250.0,0.0
5460,771,5878,1369,3.0,18.0,750.0,0.0
5461,771,5920,1369,14.0,84.0,3500.0,0.0
5462,1331,2455,1369,1.0,40.0,275.03492063492047,0.0
5463,1331,2456,1369,1.0,40.0,162.8,0.0
5464,1331,6283,1369,1.0,6.0,250.0,0.0
5465,1331,6284,1369,1.0,6.0,250.0,0.0
5466,1556,6044,1369,1.0,6.0,250.0,0.0
5467,1556,6000,1369,1.0,6.0,250.0,0.0
5468,1705,6279,1369,1.0,6.0,250.0,0.0
5469,1846,6502,1369,1.0,6.0,250.0,0.0
5470,1846,6706,1369,2.0,12.0,500.0,0.0
5471,1935,7014,1369,1.0,6.0,250.0,0.0
5472,2050,6720,1369,4.0,24.0,1000.0,0.0
5473,2050,7338,1369,2.0,12.0,500.0,0.0
5474,2154,7420,1369,4.0,24.0,1000.0,0.0
5475,2170,6228,1369,2.0,12.0,500.0,0.0
5476,55,6335,1376,8.0,48.0,2000.0,0.0
5477,501,6811,1376,3.0,18.0,750.0,0.0
5478,666,6659,1376,1.0,6.0,250.0,0.0
5479,931,6591,1376,2.0,12.0,500.0,0.0
5480,55,6335,1380,4.0,24.0,1000.0,0.0
5481,559,6881,1380,10.0,60.0,2500.0,0.0
5482,738,6751,1380,9.0,54.0,2250.0,0.0
5483,771,6221,1380,1.0,6.0,250.0,0.0
5484,889,6014,1380,2.0,12.0,500.0,0.0
5485,889,6271,1380,5.0,30.0,1250.0,0.0
5486,889,6045,1380,3.0,18.0,750.0,0.0
5487,1021,6051,1380,1.0,6.0,250.0,0.0
5488,1556,6044,1380,2.0,12.0,500.0,0.0
5489,1556,5998,1380,2.0,12.0,500.0,0.0
5490,1846,6502,1380,7.0,42.0,1750.0,0.0
5491,55,6335,1381,8.0,48.0,2000.0,0.0
5492,78,5950,1381,2.0,12.0,500.0,0.0
5493,782,6664,1381,1.0,6.0,250.0,0.0
5494,1050,6259,1381,1.0,6.0,250.0,0.0
5495,1556,5998,1381,13.0,78.0,3250.0,0.0
5496,1935,2004,1381,1.0,40.0,275.03492063492047,0.0
5497,1935,6295,1381,1.0,6.0,250.0,0.0
5498,2112,5979,1381,4.0,24.0,1000.0,0.0
5499,2170,5912,1381,1.0,6.0,250.0,0.0
5500,2176,6289,1381,1.0,6.0,250.0,0.07955449482895784
5501,55,6335,1395,3.0,18.0,750.0,0.0
5502,492,6731,1395,1.0,6.0,250.0,0.0
5503,954,6316,1395,7.0,42.0,1750.0,0.0
5504,1050,6376,1395,1.0,6.0,250.0,0.0
5505,1336,7503,1395,1.0,6.0,250.0,0.0
5506,1616,7328,1395,1.0,6.0,250.0,0.0
5507,1935,5936,1395,1.0,6.0,250.0,0.0
5508,1935,2004,1395,1.0,40.0,275.03492063492047,0.0
5509,1935,6295,1395,1.0,6.0,250.0,0.0
5510,55,6335,1399,1.0,6.0,250.0,0.0
5511,372,6883,1399,1.0,6.0,250.0,0.0
5512,563,7058,1399,3.0,18.0,750.0,0.0
5513,563,7059,1399,3.0,18.0,750.0,0.0
5514,771,6221,1399,6.0,36.0,1500.0,0.0
5515,1728,6474,1399,7.0,42.0,1750.0,0.0
5516,1935,6519,1399,1.0,6.0,250.0,0.0
5517,55,6335,1405,5.0,30.0,1250.0,0.0
5518,55,6440,1405,25.0,150.0,6250.0,0.0
5519,140,7883,1405,1.0,6.0,250.0,0.0
5520,335,6151,1405,1.0,6.0,250.0,0.0
5521,335,6590,1405,6.0,36.0,1500.0,0.0
5522,372,6883,1405,1.0,6.0,250.0,0.0
5523,430,7954,1405,43.0,258.0,10750.0,0.0
5524,556,7015,1405,27.0,162.0,6750.0,0.0
5525,559,6442,1405,16.0,96.0,4000.0,0.0
5526,563,7058,1405,13.0,78.0,3250.0,0.0
5527,563,7059,1405,13.0,78.0,3250.0,0.0
5528,573,6882,1405,3.0,18.0,750.0,0.0
5529,666,6952,1405,3.0,18.0,750.0,0.0
5530,830,6949,1405,4.0,24.0,1000.0,0.0
5531,845,6670,1405,7.0,42.0,1750.0,0.0
5532,909,7010,1405,11.0,66.0,2750.0,0.0
5533,1202,6696,1405,44.0,264.0,11000.0,0.0
5534,1331,7511,1405,7.0,42.0,1750.0,0.0
5535,1331,7512,1405,7.0,42.0,1750.0,0.0
5536,1331,7079,1405,39.0,234.0,9750.0,0.0
5537,1331,7080,1405,39.0,234.0,9750.0,0.0
5538,1366,5918,1405,1.0,6.0,250.0,0.0
5539,1616,6914,1405,1.0,6.0,250.0,0.0
5540,1616,6944,1405,11.0,66.0,2750.0,0.0
5541,1846,6502,1405,6.0,36.0,1500.0,0.0
5542,1935,6519,1405,41.0,246.0,10250.0,0.0
5543,1951,6432,1405,8.0,48.0,2000.0,0.0
5544,2086,6935,1405,33.0,198.0,8250.0,0.0
5545,2154,6101,1405,2.0,12.0,500.0,0.0
5546,2154,6771,1405,4.0,24.0,1000.0,0.0
5547,55,6335,1406,1.0,6.0,250.0,0.0
5548,308,6904,1406,3.0,18.0,750.0,0.0
5549,308,6694,1406,1.0,6.0,250.0,0.0
5550,308,7641,1406,1.0,6.0,250.0,0.0
5551,308,7083,1406,3.0,18.0,750.0,0.0
5552,1220,7618,1406,6.0,36.0,1500.0,0.2654867256637168
5553,1331,6744,1406,1.0,6.0,250.0,0.0
5554,1331,6745,1406,1.0,6.0,250.0,0.0
5555,1331,7511,1406,7.0,42.0,1750.0,0.0
5556,1331,7512,1406,7.0,42.0,1750.0,0.0
5557,1331,7079,1406,3.0,18.0,750.0,0.0
5558,1331,7080,1406,3.0,18.0,750.0,0.0
5559,1331,2455,1406,7.0,280.0,1925.2444444444432,0.0
5560,1331,2456,1406,7.0,280.0,1139.6000000000001,0.0
5561,1331,6283,1406,7.0,42.0,1750.0,0.0
5562,1331,6284,1406,7.0,42.0,1750.0,0.0
5563,1555,5919,1406,1.0,6.0,250.0,0.0
5564,1846,6502,1406,1.0,6.0,250.0,0.0
5565,55,6335,1413,2.0,12.0,500.0,0.0
5566,1077,6340,1413,2.0,12.0,500.0,0.0
5567,1077,6341,1413,2.0,12.0,500.0,0.0
5568,2098,7706,1413,1.0,6.0,250.0,0.00026112183161297565
5569,55,6335,1420,3.0,18.0,750.0,0.0
5570,59,6212,1420,1.0,6.0,250.0,0.0
5571,501,6076,1420,1.0,6.0,250.0,0.0
5572,501,6811,1420,3.0,18.0,750.0,0.0
5573,573,2153,1420,1.0,60.0,793.2,0.0
5574,573,7317,1420,1.0,6.0,250.0,0.0
5575,666,5973,1420,18.0,108.0,4500.0,0.0
5576,666,7377,1420,18.0,108.0,4500.0,0.0
5577,675,6124,1420,1.0,6.0,250.0,0.0
5578,709,7063,1420,2.0,12.0,500.0,0.0
5579,709,6667,1420,1.0,6.0,250.0,0.0
5580,1605,6272,1420,1.0,6.0,250.0,0.0
5581,2112,6701,1420,2.0,12.0,500.0,0.0
5582,2112,7402,1420,3.0,18.0,750.0,0.0
5583,2176,6289,1420,2.0,12.0,500.0,0.15910898965791567
5584,55,6335,1426,10.0,60.0,2500.0,0.0
5585,144,6391,1426,2.0,12.0,500.0,0.0
5586,144,6392,1426,2.0,12.0,500.0,0.0
5587,144,6389,1426,4.0,24.0,1000.0,0.0
5588,144,6390,1426,4.0,24.0,1000.0,0.0
5589,269,6104,1426,4.0,24.0,1000.0,0.0
5590,331,6907,1426,11.0,66.0,2750.0,0.0
5591,335,5914,1426,2.0,12.0,500.0,0.0
5592,427,6322,1426,17.0,102.0,4250.0,0.0
5593,427,6441,1426,1.0,6.0,250.0,0.0
5594,427,6876,1426,2.0,12.0,500.0,0.0
5595,709,5898,1426,1.0,6.0,250.0,0.0
5596,709,6109,1426,1.0,6.0,250.0,0.0
5597,709,7063,1426,1.0,6.0,250.0,0.0
5598,709,6667,1426,1.0,6.0,250.0,0.0
5599,931,6591,1426,3.0,18.0,750.0,0.0
5600,944,6215,1426,1.0,6.0,250.0,0.0
5601,944,6216,1426,1.0,6.0,250.0,0.0
5602,1366,5918,1426,1.0,6.0,250.0,0.0
5603,1846,6502,1426,1.0,6.0,250.0,0.0
5604,2112,5978,1426,1.0,6.0,250.0,0.0
5605,2112,7615,1426,1.0,6.0,250.0,0.0
5606,2120,6098,1426,1.0,6.0,250.0,0.0
5607,2176,6729,1426,1.0,6.0,250.0,0.07955449482895784
5608,55,6335,1453,1.0,6.0,250.0,0.0
5609,889,6271,1453,1.0,6.0,250.0,0.0
5610,1050,6376,1453,1.0,6.0,250.0,0.0
5611,1050,6259,1453,2.0,12.0,500.0,0.0
5612,1050,6544,1453,1.0,6.0,250.0,0.0
5613,2050,7338,1453,2.0,12.0,500.0,0.0
5614,2154,6101,1453,1.0,6.0,250.0,0.0
5615,2154,7420,1453,1.0,6.0,250.0,0.0
5616,55,6335,1485,2.0,12.0,500.0,0.0
5617,110,6122,1485,2.0,12.0,500.0,0.0
5618,110,6463,1485,3.0,18.0,750.0,0.0
5619,110,6967,1485,1.0,6.0,250.0,0.0
5620,223,6647,1485,10.0,60.0,2500.0,0.0
5621,223,6126,1485,10.0,60.0,2500.0,0.0
5622,223,6542,1485,3.0,18.0,750.0,0.0
5623,416,6286,1485,2.0,12.0,500.0,0.0
5624,492,6731,1485,1.0,6.0,250.0,0.0
5625,771,5878,1485,9.0,54.0,2250.0,0.0
5626,1050,6962,1485,2.0,12.0,500.0,0.0
5627,1331,2315,1485,1.0,16.0,110.01396825396819,0.0
5628,1331,2316,1485,1.0,16.0,1187.52,0.0
5629,1331,2429,1485,1.0,16.0,110.01396825396819,0.0
5630,1331,2430,1485,1.0,16.0,10.72,0.0
5631,1331,2443,1485,1.0,20.0,137.51746031746023,0.0
5632,1331,2444,1485,1.0,20.0,271.4,0.0
5633,1331,6415,1485,1.0,6.0,250.0,0.0
5634,1331,6416,1485,1.0,6.0,250.0,0.0
5635,2170,5912,1485,1.0,6.0,250.0,0.0
5636,55,6335,1489,20.0,120.0,5000.0,0.0
5637,678,6299,1489,5.0,30.0,1250.0,0.0
5638,738,6751,1489,11.0,66.0,2750.0,0.0
5639,889,6271,1489,5.0,30.0,1250.0,0.0
5640,1728,6589,1489,1.0,6.0,250.0,0.0
5641,1728,6037,1489,1.0,6.0,250.0,0.0
5642,55,6335,1502,6.0,36.0,1500.0,0.0
5643,771,6221,1502,22.0,132.0,5500.0,0.0
5644,1846,6502,1502,11.0,66.0,2750.0,0.0
5645,55,6335,1508,3.0,18.0,750.0,0.0
5646,223,6647,1508,1.0,6.0,250.0,0.0
5647,223,6126,1508,1.0,6.0,250.0,0.0
5648,427,6441,1508,1.0,6.0,250.0,0.0
5649,501,6027,1508,5.0,30.0,1250.0,0.0
5650,501,6811,1508,7.0,42.0,1750.0,0.0
5651,709,7063,1508,1.0,6.0,250.0,0.0
5652,944,6215,1508,2.0,12.0,500.0,0.0
5653,944,6216,1508,2.0,12.0,500.0,0.0
5654,996,6337,1508,1.0,6.0,250.0,0.0
5655,1092,6106,1508,2.0,12.0,500.0,0.0
5656,1556,5998,1508,2.0,12.0,500.0,0.0
5657,1605,6272,1508,2.0,12.0,500.0,0.0
5658,1705,6279,1508,3.0,18.0,750.0,0.0
5659,2154,6101,1508,1.0,6.0,250.0,0.0
5660,2202,5909,1508,2.0,12.0,500.0,0.0
5661,55,6335,1513,1.0,6.0,250.0,0.0
5662,2176,6289,1513,1.0,6.0,250.0,0.07955449482895784
5663,55,6335,1514,20.0,120.0,5000.0,0.0
5664,110,6122,1514,3.0,18.0,750.0,0.0
5665,335,8175,1514,1.0,6.0,250.0,0.0
5666,55,6335,1558,2.0,12.0,500.0,0.0
5667,335,5914,1558,6.0,36.0,1500.0,0.0
5668,437,7903,1558,1.0,6.0,250.0,0.0
5669,771,774,1558,1.0,40.0,275.03492063492047,0.0
5670,771,794,1558,1.0,40.0,275.03492063492047,0.0
5671,771,6429,1558,1.0,6.0,250.0,0.0
5672,771,6221,1558,4.0,24.0,1000.0,0.0
5673,771,6585,1558,5.0,30.0,1250.0,0.0
5674,2098,7716,1558,2.0,12.0,500.0,0.0005222436632259513
5675,2098,7215,1558,1.0,6.0,250.0,0.00026112183161297565
5676,2098,7706,1558,41.0,246.0,10250.0,0.010705995096132001
5677,55,6335,1564,3.0,18.0,750.0,0.0
5678,1331,2315,1564,5.0,80.0,550.0698412698409,0.0
5679,1331,2316,1564,5.0,80.0,5937.6,0.0
5680,1331,2429,1564,5.0,80.0,550.0698412698409,0.0
5681,1331,2430,1564,5.0,80.0,53.6,0.0
5682,1331,2443,1564,5.0,100.0,687.5873015873012,0.0
5683,1331,2444,1564,5.0,100.0,1357.0,0.0
5684,1331,6415,1564,5.0,30.0,1250.0,0.0
5685,1331,6416,1564,5.0,30.0,1250.0,0.0
5686,1331,7511,1564,4.0,24.0,1000.0,0.0
5687,1331,7512,1564,4.0,24.0,1000.0,0.0
5688,1331,7079,1564,1.0,6.0,250.0,0.0
5689,1331,7080,1564,1.0,6.0,250.0,0.0
5690,1331,2455,1564,8.0,320.0,2200.2793650793637,0.0
5691,1331,2456,1564,8.0,320.0,1302.4,0.0
5692,1331,6283,1564,8.0,48.0,2000.0,0.0
5693,1331,6284,1564,8.0,48.0,2000.0,0.0
5694,1331,7114,1564,2.0,12.0,500.0,0.0
5695,1331,7115,1564,2.0,12.0,500.0,0.0
5696,1331,8077,1564,1.0,6.0,250.0,0.0
5697,1331,8078,1564,1.0,6.0,250.0,0.0
5698,1494,6282,1564,1.0,6.0,250.0,0.0
5699,1935,5923,1564,1.0,6.0,250.0,0.0
5700,55,6335,1577,2.0,12.0,500.0,0.0
5701,269,6104,1577,9.0,54.0,2250.0,0.0
5702,501,6811,1577,7.0,42.0,1750.0,0.0
5703,675,6691,1577,6.0,36.0,1500.0,0.0
5704,689,7071,1577,1.0,6.0,250.0,0.0
5705,889,6769,1577,1.0,6.0,250.0,0.0
5706,889,6021,1577,2.0,12.0,500.0,0.0
5707,889,6500,1577,12.0,72.0,3000.0,0.0
5708,944,6215,1577,2.0,12.0,500.0,0.0
5709,944,6216,1577,2.0,12.0,500.0,0.0
5710,1331,2315,1577,5.0,80.0,550.0698412698409,0.0
5711,1331,2316,1577,5.0,80.0,5937.6,0.0
5712,1331,2429,1577,5.0,80.0,550.0698412698409,0.0
5713,1331,2430,1577,5.0,80.0,53.6,0.0
5714,1331,2443,1577,5.0,100.0,687.5873015873012,0.0
5715,1331,2444,1577,5.0,100.0,1357.0,0.0
5716,1331,6415,1577,5.0,30.0,1250.0,0.0
5717,1331,6416,1577,5.0,30.0,1250.0,0.0
5718,1331,7511,1577,5.0,30.0,1250.0,0.0
5719,1331,7512,1577,5.0,30.0,1250.0,0.0
5720,1331,2455,1577,17.0,680.0,4675.593650793648,0.0
5721,1331,2456,1577,17.0,680.0,2767.6000000000004,0.0
5722,1331,6283,1577,17.0,102.0,4250.0,0.0
5723,1331,6284,1577,17.0,102.0,4250.0,0.0
5724,2050,6288,1577,11.0,66.0,2750.0,0.0
5725,2154,6771,1577,2.0,12.0,500.0,0.0
5726,55,6335,1580,2.0,12.0,500.0,0.0
5727,771,6221,1580,6.0,36.0,1500.0,0.0
5728,771,5920,1580,7.0,42.0,1750.0,0.0
5729,1050,6544,1580,2.0,12.0,500.0,0.0
5730,1176,6285,1580,2.0,12.0,500.0,0.0
5731,1494,6282,1580,9.0,54.0,2250.0,0.0
5732,1556,6044,1580,1.0,6.0,250.0,0.0
5733,1556,6000,1580,1.0,6.0,250.0,0.0
5734,1728,6602,1580,1.0,6.0,250.0,0.0
5735,1851,6343,1580,2.0,12.0,500.0,0.0
5736,2112,7563,1580,1.0,6.0,250.0,0.0
5737,55,6335,1596,6.0,36.0,1500.0,0.0
5738,140,7886,1596,8.0,48.0,2000.0,0.0
5739,335,6895,1596,2.0,12.0,500.0,0.0
5740,1728,6648,1596,1.0,6.0,250.0,0.0
5741,2050,6288,1596,2.0,12.0,500.0,0.0
5742,55,6335,1597,19.0,114.0,4750.0,0.0
5743,666,7529,1597,1.0,6.0,250.0,0.0
5744,666,6734,1597,3.0,18.0,750.0,0.0
5745,666,5973,1597,17.0,102.0,4250.0,0.0
5746,709,7064,1597,1.0,6.0,250.0,0.0
5747,1331,2315,1597,23.0,368.0,2530.321269841268,0.0
5748,1331,2316,1597,23.0,368.0,27312.96,0.0
5749,1331,2429,1597,23.0,368.0,2530.321269841268,0.0
5750,1331,2430,1597,23.0,368.0,246.56,0.0
5751,1331,2443,1597,23.0,460.0,3162.9015873015856,0.0
5752,1331,2444,1597,23.0,460.0,6242.2,0.0
5753,1331,6415,1597,23.0,138.0,5750.0,0.0
5754,1331,6416,1597,23.0,138.0,5750.0,0.0
5755,1331,7511,1597,8.0,48.0,2000.0,0.0
5756,1331,7512,1597,8.0,48.0,2000.0,0.0
5757,1331,2455,1597,9.0,360.0,2475.3142857142843,0.0
5758,1331,2456,1597,9.0,360.0,1465.2,0.0
5759,1331,6283,1597,9.0,54.0,2250.0,0.0
5760,1331,6284,1597,9.0,54.0,2250.0,0.0
5761,1331,7723,1597,1.0,6.0,250.0,0.0
5762,1331,7724,1597,1.0,6.0,250.0,0.0
5763,1331,6674,1597,1.0,6.0,250.0,0.0
5764,1331,6675,1597,1.0,6.0,250.0,0.0
5765,1555,6958,1597,1.0,6.0,250.0,0.0
5766,1555,5919,1597,2.0,12.0,500.0,0.0
5767,1556,6044,1597,11.0,66.0,2750.0,0.0
5768,2050,6288,1597,2.0,12.0,500.0,0.0
5769,55,6335,1610,1.0,6.0,250.0,0.0
5770,237,7489,1610,1.0,6.0,250.0,0.0
5771,335,5946,1610,1.0,6.0,250.0,0.0
5772,430,7945,1610,1.0,6.0,250.0,0.0
5773,840,6711,1610,6.0,36.0,1500.0,0.0
5774,1050,6544,1610,1.0,6.0,250.0,0.0
5775,1176,8116,1610,1.0,6.0,250.0,0.0
5776,1935,2004,1610,1.0,40.0,275.03492063492047,0.0
5777,1935,6295,1610,1.0,6.0,250.0,0.0
5778,2154,6101,1610,1.0,6.0,250.0,0.0
5779,55,6335,1611,8.0,48.0,2000.0,0.0
5780,269,6104,1611,2.0,12.0,500.0,0.0
5781,559,7369,1611,32.0,192.0,8000.0,0.0
5782,1192,7498,1611,1.0,6.0,250.0,0.0
5783,1223,6314,1611,9.0,54.0,2250.0,0.0
5784,1757,6237,1611,1.0,6.0,250.0,0.0
5785,1994,5939,1611,3.0,18.0,750.0,0.0
5786,2050,7338,1611,1.0,6.0,250.0,0.0
5787,55,6335,1615,3.0,18.0,750.0,0.0
5788,55,6440,1615,1.0,6.0,250.0,0.0
5789,223,6948,1615,1.0,6.0,250.0,0.0
5790,335,6917,1615,24.0,144.0,6000.0,0.0
5791,509,6922,1615,1.0,6.0,250.0,0.0
5792,559,6442,1615,20.0,120.0,5000.0,0.0
5793,563,7058,1615,8.0,48.0,2000.0,0.0
5794,563,7059,1615,8.0,48.0,2000.0,0.0
5795,666,6952,1615,1.0,6.0,250.0,0.0
5796,771,6431,1615,1.0,6.0,250.0,0.0
5797,840,6711,1615,2.0,12.0,500.0,0.0
5798,845,6670,1615,42.0,252.0,10500.0,0.0
5799,1088,8069,1615,1.0,6.0,250.0,0.0
5800,1110,6795,1615,1.0,6.0,250.0,0.0
5801,1418,6936,1615,9.0,54.0,2250.0,0.0
5802,1418,6937,1615,9.0,54.0,2250.0,0.0
5803,1616,6944,1615,8.0,48.0,2000.0,0.0
5804,1851,6444,1615,12.0,72.0,3000.0,0.0
5805,1935,6519,1615,18.0,108.0,4500.0,0.0
5806,1951,6432,1615,1.0,6.0,250.0,0.0
5807,1975,6433,1615,1.0,6.0,250.0,0.0
5808,1975,6434,1615,1.0,6.0,250.0,0.0
5809,2086,6935,1615,15.0,90.0,3750.0,0.0
5810,55,6335,1616,1.0,6.0,250.0,0.0
5811,430,7859,1616,1.0,6.0,250.0,0.0
5812,738,7411,1616,2.0,12.0,500.0,0.0
5813,819,6315,1616,1.0,6.0,250.0,0.0
5814,1331,2315,1616,1.0,16.0,110.01396825396819,0.0
5815,1331,2316,1616,1.0,16.0,1187.52,0.0
5816,1331,2429,1616,1.0,16.0,110.01396825396819,0.0
5817,1331,2430,1616,1.0,16.0,10.72,0.0
5818,1331,2443,1616,1.0,20.0,137.51746031746023,0.0
5819,1331,2444,1616,1.0,20.0,271.4,0.0
5820,1331,6415,1616,1.0,6.0,250.0,0.0
5821,1331,6416,1616,1.0,6.0,250.0,0.0
5822,1331,7511,1616,2.0,12.0,500.0,0.0
5823,1331,7512,1616,2.0,12.0,500.0,0.0
5824,1366,5918,1616,2.0,12.0,500.0,0.0
5825,2170,5912,1616,1.0,6.0,250.0,0.0
5826,55,6335,1622,1.0,6.0,250.0,0.0
5827,102,5974,1622,2.0,12.0,500.0,0.0
5828,335,5914,1622,1.0,6.0,250.0,0.0
5829,559,6881,1622,1.0,6.0,250.0,0.0
5830,559,7369,1622,1.0,6.0,250.0,0.0
5831,1162,6630,1622,1.0,6.0,250.0,0.0
5832,1162,6268,1622,1.0,6.0,250.0,0.0
5833,1162,6632,1622,14.0,84.0,3500.0,0.0
5834,1162,7687,1622,2.0,12.0,500.0,0.0
5835,1494,5996,1622,1.0,6.0,250.0,0.0
5836,2170,5912,1622,1.0,6.0,250.0,0.0
5837,55,6335,1647,5.0,30.0,1250.0,0.0
5838,269,6104,1647,1.0,6.0,250.0,0.0
5839,299,6332,1647,1.0,6.0,250.0,0.0
5840,427,6441,1647,2.0,12.0,500.0,0.0
5841,738,6631,1647,12.0,72.0,3000.0,0.0
5842,931,6591,1647,1.0,6.0,250.0,0.0
5843,944,6215,1647,2.0,12.0,500.0,0.0
5844,944,6216,1647,2.0,12.0,500.0,0.0
5845,1120,6273,1647,4.0,24.0,1000.0,0.0
5846,1494,6684,1647,4.0,24.0,1000.0,0.0
5847,1566,5993,1647,12.0,72.0,3000.0,0.0
5848,1605,6613,1647,53.0,318.0,13250.0,0.0
5849,1616,7328,1647,1.0,6.0,250.0,0.0
5850,1846,6502,1647,52.0,312.0,13000.0,0.0
5851,1846,6706,1647,3.0,18.0,750.0,0.0
5852,2112,6732,1647,2.0,12.0,500.0,0.0
5853,2112,5979,1647,1.0,6.0,250.0,0.0
5854,55,6335,1651,6.0,36.0,1500.0,0.0
5855,335,5944,1651,1.0,6.0,250.0,0.0
5856,55,6335,1652,4.0,24.0,1000.0,0.0
5857,1308,6138,1652,4.0,24.0,1000.0,0.0
5858,1757,6237,1652,1.0,6.0,250.0,0.0
5859,55,6335,1656,6.0,36.0,1500.0,0.0
5860,678,6299,1656,1.0,6.0,250.0,0.0
5861,1494,6282,1656,5.0,30.0,1250.0,0.0
5862,1494,6684,1656,2.0,12.0,500.0,0.0
5863,1846,6502,1656,49.0,294.0,12250.0,0.0
5864,2112,6700,1656,1.0,6.0,250.0,0.0
5865,2112,6701,1656,3.0,18.0,750.0,0.0
5866,2112,6727,1656,1.0,6.0,250.0,0.0
5867,2112,8150,1656,1.0,6.0,250.0,0.0
5868,2112,6710,1656,1.0,6.0,250.0,0.0
5869,2154,6101,1656,1.0,6.0,250.0,0.0
5870,55,6335,1657,1.0,6.0,250.0,0.0
5871,269,6104,1657,1.0,6.0,250.0,0.0
5872,771,6221,1657,3.0,18.0,750.0,0.0
5873,1062,6260,1657,3.0,18.0,750.0,0.0
5874,1062,6261,1657,3.0,18.0,750.0,0.0
5875,1366,5918,1657,1.0,6.0,250.0,0.0
5876,1935,7014,1657,1.0,6.0,250.0,0.0
5877,2050,6288,1657,2.0,12.0,500.0,0.0
5878,2050,7337,1657,2.0,12.0,500.0,0.0
5879,2050,6720,1657,9.0,54.0,2250.0,0.0
5880,2112,6732,1657,2.0,12.0,500.0,0.0
5881,2154,6746,1657,1.0,6.0,250.0,0.0
5882,55,6335,1660,3.0,18.0,750.0,0.0
5883,427,6441,1660,1.0,6.0,250.0,0.0
5884,614,4313,1660,1.0,40.0,275.03492063492047,0.0
5885,614,4314,1660,1.0,40.0,150.0,0.0
5886,614,4379,1660,1.0,40.0,275.03492063492047,0.0
5887,614,4380,1660,1.0,40.0,162.8,0.0
5888,1050,6259,1660,1.0,6.0,250.0,0.0
5889,1188,6189,1660,15.0,90.0,3750.0,0.0
5890,1331,2315,1660,5.0,80.0,550.0698412698409,0.0
5891,1331,2316,1660,5.0,80.0,5937.6,0.0
5892,1331,2429,1660,5.0,80.0,550.0698412698409,0.0
5893,1331,2430,1660,5.0,80.0,53.6,0.0
5894,1331,2443,1660,5.0,100.0,687.5873015873012,0.0
5895,1331,2444,1660,5.0,100.0,1357.0,0.0
5896,1331,6415,1660,5.0,30.0,1250.0,0.0
5897,1331,6416,1660,5.0,30.0,1250.0,0.0
5898,1331,2455,1660,4.0,160.0,1100.1396825396819,0.0
5899,1331,2456,1660,4.0,160.0,651.2,0.0
5900,1331,6283,1660,4.0,24.0,1000.0,0.0
5901,1331,6284,1660,4.0,24.0,1000.0,0.0
5902,1331,6674,1660,1.0,6.0,250.0,0.0
5903,1331,6675,1660,1.0,6.0,250.0,0.0
5904,1935,7014,1660,1.0,6.0,250.0,0.0
