id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_perfiles
1292,1164,1978,32.0,192.0,8000.0,0.0,4
1293,1164,1987,1.0,6.0,250.0,0.0,1
1294,1164,2011,2.0,12.0,500.0,0.0,2
1295,1164,2094,15.0,90.0,3750.0,0.0,1
1296,1167,33,2.0,12.0,500.0,0.0,2
1297,1167,42,4.0,24.0,1000.0,0.0,2
1298,1167,55,4.0,24.0,1000.0,0.0,4
1299,1167,62,2.0,12.0,500.0,0.0,2
1300,1167,169,30.0,180.0,7500.0,0.0,6
1301,1167,185,12.0,72.0,3000.0,0.0,4
1302,1167,197,22.0,132.0,5500.0,0.0,4
1303,1167,240,18.0,108.0,4500.0,0.0,4
1304,1167,251,2.0,12.0,500.0,0.0,2
1305,1167,270,2.0,12.0,500.0,0.0,2
1306,1167,316,2.0,12.0,500.0,0.0,2
1307,1167,399,10.0,60.0,2500.0,0.0,6
1308,1167,443,4.0,24.0,1000.0,0.0,4
1309,1167,459,2.0,12.0,500.0,0.0,2
1310,1167,464,32.0,192.0,8000.0,0.0,6
1311,1167,483,2.0,12.0,500.0,0.0,2
1312,1167,512,54.0,324.0,13500.0,0.0,4
1313,1167,545,2.0,12.0,500.0,0.0,2
1314,1167,582,112.0,672.0,28000.0,0.0,8
1315,1167,583,2.0,12.0,500.0,0.0,2
1316,1167,682,12.0,72.0,3000.0,0.0,2
1317,1167,698,30.0,180.0,7500.0,0.0,4
1318,1167,784,2.0,12.0,500.0,0.0,2
1319,1167,807,68.0,408.0,17000.0,0.0,6
1320,1167,857,4.0,24.0,1000.0,0.0,2
1321,1167,885,2.0,12.0,500.0,0.0,2
1322,1167,892,60.0,360.0,15000.0,0.0,4
1323,1167,930,14.0,84.0,3500.0,0.0,4
1324,1167,955,2.0,12.0,500.0,0.0,2
1325,1167,983,32.0,192.0,8000.0,0.0,4
1326,1167,995,2.0,12.0,500.0,0.0,2
1327,1167,1011,64.0,384.0,16000.0,0.0,4
1328,1167,1029,38.0,228.0,9500.0,0.0,4
1329,1167,1066,32.0,192.0,8000.0,0.0,4
1330,1167,1084,2.0,12.0,500.0,0.0,2
1331,1167,1093,8.0,48.0,2000.0,0.0,2
1332,1167,1136,58.0,348.0,14500.0,0.0,4
1333,1167,1153,2.0,12.0,500.0,0.0,2
1334,1167,1206,2.0,12.0,500.0,0.0,2
1335,1167,1292,46.0,276.0,11500.0,0.0,4
1336,1167,1324,52.0,312.0,13000.0,0.0,4
1337,1167,1391,36.0,216.0,9000.0,0.0,4
1338,1167,1449,30.0,180.0,7500.0,0.0,4
1339,1167,1494,6.0,36.0,1500.0,0.0,4
1340,1167,1500,36.0,216.0,9000.0,0.0,4
1341,1167,1522,12.0,72.0,3000.0,0.0,6
1342,1167,1560,2.0,12.0,500.0,0.0,2
1343,1167,1567,12.0,72.0,3000.0,0.0,4
1344,1167,1649,2.0,12.0,500.0,0.0,2
1345,1167,1654,62.0,372.0,15500.0,0.0,6
1346,1167,1662,6.0,36.0,1500.0,0.0,2
1347,1167,1679,2.0,12.0,500.0,0.0,2
1348,1167,1680,4.0,24.0,1000.0,0.0,2
1349,1167,1744,64.0,384.0,16000.0,0.0,4
1350,1167,1767,78.0,468.0,19500.0,0.0,4
1351,1167,1796,4.0,24.0,1000.0,0.0,2
1352,1167,1802,2.0,12.0,500.0,0.0,2
1353,1167,1815,4.0,24.0,1000.0,0.0,4
1354,1167,1838,24.0,144.0,6000.0,0.0,4
1355,1167,1867,20.0,120.0,5000.0,0.0,2
1356,1167,1873,14.0,84.0,3500.0,0.0,4
1357,1167,1892,4.0,24.0,1000.0,0.0,4
1358,1167,1937,6.0,36.0,1500.0,0.0,2
1359,1167,1944,8.0,48.0,2000.0,0.0,2
1360,1167,1962,2.0,12.0,500.0,0.0,2
1361,1167,1969,2.0,12.0,500.0,0.0,2
1362,1167,1970,2.0,12.0,500.0,0.0,2
1363,1167,2034,10.0,60.0,2500.0,0.0,4
1364,1167,2046,86.0,516.0,21500.0,0.0,4
1365,1167,2047,2.0,12.0,500.0,0.0,2
1366,1167,2079,6.0,36.0,1500.0,0.0,6
1367,1167,2097,26.0,156.0,6500.0,0.0,2
1368,1167,2107,48.0,288.0,12000.0,0.0,4
1369,1167,2124,32.0,192.0,8000.0,0.0,6
1370,1176,18,4.0,24.0,1000.0,0.0,1
1371,1176,58,3.0,18.0,750.0,0.0,1
1372,1176,125,1.0,6.0,250.0,0.0,1
1373,1176,170,5.0,30.0,1250.0,0.0,1
1374,1176,264,2.0,12.0,500.0,0.0,1
1375,1176,290,1.0,6.0,250.0,0.0,1
1376,1176,298,3.0,18.0,750.0,0.0,1
1377,1176,327,5.0,30.0,1250.0,0.0,1
1378,1176,340,4.0,24.0,1000.0,0.0,1
1379,1176,357,2.0,12.0,500.0,0.0,1
1380,1176,378,1.0,6.0,250.0,0.0,1
1381,1176,424,2.0,12.0,500.0,0.0,1
1382,1176,428,6.0,36.0,1500.0,0.0,1
1383,1176,444,1.0,6.0,250.0,0.0,1
1384,1176,458,4.0,24.0,1000.0,0.0,1
1385,1176,496,3.0,18.0,750.0,0.0,1
1386,1176,506,2.0,12.0,500.0,0.0,1
1387,1176,539,5.0,30.0,1250.0,0.0,1
1388,1176,576,1.0,6.0,250.0,0.0,1
1389,1176,586,1.0,6.0,250.0,0.0,1
1390,1176,642,1.0,6.0,250.0,0.0,1
1391,1176,653,13.0,78.0,3250.0,0.0,1
1392,1176,660,1.0,6.0,250.0,0.0,1
1393,1176,677,1.0,6.0,250.0,0.0,1
1394,1176,688,1.0,6.0,250.0,0.0,1
1395,1176,759,4.0,24.0,1000.0,0.0,1
1396,1176,892,9.0,54.0,2250.0,0.0,1
1397,1176,930,6.0,36.0,1500.0,0.0,1
1398,1176,937,4.0,24.0,1000.0,0.0,1
1399,1176,1002,2.0,12.0,500.0,0.0,1
1400,1176,1015,1.0,6.0,250.0,0.0,1
1401,1176,1066,6.0,36.0,1500.0,0.0,1
1402,1176,1129,1.0,6.0,250.0,0.0,1
1403,1176,1213,1.0,6.0,250.0,0.0,1
1404,1176,1266,1.0,6.0,250.0,0.0,1
1405,1176,1292,5.0,30.0,1250.0,0.0,1
1406,1176,1297,6.0,36.0,1500.0,0.0,1
1407,1176,1318,3.0,18.0,750.0,0.0,1
1408,1176,1320,1.0,6.0,250.0,0.0,1
1409,1176,1372,4.0,24.0,1000.0,0.0,1
1410,1176,1377,9.0,54.0,2250.0,0.0,2
1411,1176,1378,4.0,24.0,1000.0,0.0,1
1412,1176,1407,1.0,6.0,250.0,0.0,1
1413,1176,1443,2.0,12.0,500.0,0.0,1
1414,1176,1464,4.0,24.0,1000.0,0.0,1
1415,1176,1580,2.0,12.0,500.0,0.0,1
1416,1176,1610,1.0,6.0,250.0,0.0,1
1417,1176,1692,1.0,6.0,250.0,0.0,1
1418,1176,1732,3.0,18.0,750.0,0.0,1
1419,1176,1774,4.0,24.0,1000.0,0.0,2
1420,1176,1785,5.0,30.0,1250.0,0.0,1
1421,1176,1845,3.0,18.0,750.0,0.0,1
1422,1176,1881,2.0,12.0,500.0,0.0,1
1423,1176,1912,2.0,12.0,500.0,0.0,1
1424,1176,1921,3.0,18.0,750.0,0.0,1
1425,1176,1937,1.0,6.0,250.0,0.0,1
1426,1176,1939,2.0,12.0,500.0,0.0,1
1427,1176,1970,4.0,24.0,1000.0,0.0,1
1428,1176,1984,8.0,48.0,2000.0,0.0,1
1429,1176,2036,1.0,6.0,250.0,0.0,1
1430,1176,2049,1.0,6.0,250.0,0.0,1
1431,1176,2093,3.0,18.0,750.0,0.0,1
1432,1176,2107,2.0,12.0,500.0,0.0,1
1433,1176,2115,9.0,54.0,2250.0,0.0,1
1434,1176,2125,1.0,6.0,250.0,0.0,1
1435,1176,2134,1.0,6.0,250.0,0.0,1
1436,1183,68,21.0,126.0,5250.0,0.0,1
1437,1183,79,9.0,54.0,2250.0,0.0,1
1438,1183,86,1.0,6.0,250.0,0.0,1
1439,1183,112,5.0,30.0,1250.0,0.0,1
1440,1183,185,1.0,6.0,250.0,0.0,1
1441,1183,298,8.0,48.0,2000.0,0.0,1
1442,1183,311,3.0,18.0,750.0,0.0,1
1443,1183,356,2.0,12.0,500.0,0.0,1
1444,1183,369,1.0,6.0,250.0,0.0,1
1445,1183,376,4.0,24.0,1000.0,0.0,1
1446,1183,382,2.0,12.0,500.0,0.0,1
1447,1183,399,8.0,48.0,2000.0,0.0,1
1448,1183,400,2.0,12.0,500.0,0.0,1
1449,1183,416,1.0,6.0,250.0,0.0,1
1450,1183,438,1.0,6.0,250.0,0.0,1
1451,1183,464,1.0,6.0,250.0,0.0,1
1452,1183,495,1.0,6.0,250.0,0.0,1
1453,1183,506,5.0,30.0,1250.0,0.0,1
1454,1183,507,1.0,6.0,250.0,0.0,1
1455,1183,538,2.0,12.0,500.0,0.0,1
1456,1183,564,16.0,96.0,4000.0,0.0,1
1457,1183,576,3.0,18.0,750.0,0.0,1
1458,1183,582,14.0,84.0,3500.0,0.0,1
1459,1183,610,3.0,18.0,750.0,0.0,1
1460,1183,627,6.0,36.0,1500.0,0.0,1
1461,1183,658,3.0,18.0,750.0,0.0,1
1462,1183,675,2.0,12.0,500.0,0.0,1
1463,1183,676,1.0,6.0,250.0,0.0,1
1464,1183,693,6.0,36.0,1500.0,0.0,1
1465,1183,699,11.0,66.0,2750.0,0.0,1
1466,1183,765,2.0,12.0,500.0,0.0,1
1467,1183,802,16.0,96.0,4000.0,0.0,1
1468,1183,850,7.0,42.0,1750.0,0.0,1
1469,1183,878,7.0,42.0,1750.0,0.0,1
1470,1183,891,1.0,6.0,250.0,0.0,1
1471,1183,920,12.0,72.0,3000.0,0.0,1
1472,1183,931,3.0,18.0,750.0,0.0,1
1473,1183,936,6.0,36.0,1500.0,0.0,1
1474,1183,937,1.0,6.0,250.0,0.0,1
1475,1183,944,9.0,54.0,2250.0,0.0,1
1476,1183,950,3.0,18.0,750.0,0.0,1
1477,1183,960,1.0,6.0,250.0,0.0,1
1478,1183,983,7.0,42.0,1750.0,0.0,1
1479,1183,996,3.0,18.0,750.0,0.0,1
1480,1183,1009,20.0,120.0,5000.0,0.0,1
1481,1183,1053,1.0,6.0,250.0,0.0,1
1482,1183,1054,7.0,42.0,1750.0,0.0,1
1483,1183,1066,11.0,66.0,2750.0,0.0,1
1484,1183,1071,10.0,60.0,2500.0,0.0,1
1485,1183,1079,61.0,366.0,15250.0,0.0,1
1486,1183,1129,1.0,6.0,250.0,0.0,1
1487,1183,1163,2.0,12.0,500.0,0.0,1
1488,1183,1187,15.0,90.0,3750.0,0.0,1
1489,1183,1270,10.0,60.0,2500.0,0.0,1
1490,1183,1290,1.0,6.0,250.0,0.0,1
1491,1183,1296,5.0,30.0,1250.0,0.0,2
1492,1183,1297,3.0,18.0,750.0,0.0,1
1493,1183,1335,4.0,24.0,1000.0,0.0,1
1494,1183,1403,2.0,12.0,500.0,0.0,1
1495,1183,1481,8.0,48.0,2000.0,0.0,1
1496,1183,1500,3.0,18.0,750.0,0.0,1
1497,1183,1517,2.0,12.0,500.0,0.0,1
1498,1183,1548,6.0,36.0,1500.0,0.0,1
1499,1183,1560,9.0,54.0,2250.0,0.0,1
1500,1183,1566,11.0,66.0,2750.0,0.0,1
1501,1183,1572,5.0,30.0,1250.0,0.0,1
1502,1183,1601,1.0,6.0,250.0,0.0,1
1503,1183,1619,7.0,42.0,1750.0,0.0,1
1504,1183,1630,4.0,24.0,1000.0,0.0,1
1505,1183,1661,8.0,48.0,2000.0,0.0,1
1506,1183,1662,6.0,36.0,1500.0,0.0,1
1507,1183,1685,23.0,138.0,5750.0,0.0,1
1508,1183,1705,1.0,6.0,250.0,0.0,1
1509,1183,1767,7.0,42.0,1750.0,0.0,1
1510,1183,1774,7.0,42.0,1750.0,0.0,1
1511,1183,1785,10.0,60.0,2500.0,0.0,1
1512,1183,1795,4.0,24.0,1000.0,0.0,1
1513,1183,1802,6.0,36.0,1500.0,0.0,1
1514,1183,1857,8.0,48.0,2000.0,0.0,1
1515,1183,1868,1.0,6.0,250.0,0.0,1
1516,1183,1880,1.0,6.0,250.0,0.0,1
1517,1183,1916,4.0,24.0,1000.0,0.0,1
1518,1183,1969,2.0,12.0,500.0,0.0,1
1519,1183,1982,1.0,6.0,250.0,0.0,1
1520,1183,1989,3.0,18.0,750.0,0.0,1
1521,1183,2004,4.0,24.0,1000.0,0.0,1
1522,1183,2005,2.0,12.0,500.0,0.0,1
1523,1183,2034,3.0,18.0,750.0,0.0,1
1524,1183,2037,10.0,60.0,2500.0,0.0,1
1525,1183,2096,3.0,18.0,750.0,0.0,1
1526,1183,2108,1.0,6.0,250.0,0.0,1
1527,1183,2124,3.0,18.0,750.0,0.0,1
1528,1184,44,25.0,150.0,6250.0,0.0,1
1529,1184,106,1.0,6.0,250.0,0.0,1
1530,1184,594,4.0,24.0,1000.0,0.0,1
1531,1184,604,11.0,66.0,2750.0,0.0,1
1532,1184,649,10.0,60.0,2500.0,0.0,1
1533,1184,664,7.0,42.0,1750.0,0.0,1
1534,1184,719,1.0,6.0,250.0,0.0,1
1535,1184,725,1.0,6.0,250.0,0.0,1
1536,1184,799,13.0,78.0,3250.0,0.0,1
1537,1184,821,1.0,6.0,250.0,0.0,1
1538,1184,1013,1.0,6.0,250.0,0.0,1
1539,1184,1084,3.0,18.0,750.0,0.0,1
1540,1184,1221,11.0,66.0,2750.0,0.0,1
1541,1184,1226,2.0,12.0,500.0,0.0,1
1542,1184,1266,1.0,6.0,250.0,0.0,1
1543,1184,1292,3.0,18.0,750.0,0.0,1
1544,1184,1545,13.0,78.0,3250.0,0.0,2
1545,1184,1654,3.0,18.0,750.0,0.0,1
1546,1184,1796,1.0,6.0,250.0,0.0,1
1547,1184,1966,4.0,24.0,1000.0,0.0,1
1548,1184,2094,2.0,12.0,500.0,0.0,2
1549,1188,64,12.0,72.0,3000.0,0.0,1
1550,1188,102,12.0,72.0,3000.0,0.0,1
1551,1188,140,7.0,42.0,1750.0,0.0,1
1552,1188,180,43.0,258.0,10750.0,0.0,1
1553,1188,182,3.0,18.0,750.0,0.0,1
1554,1188,193,44.0,264.0,11000.0,0.0,1
1555,1188,213,1.0,6.0,250.0,0.0,1
1556,1188,264,10.0,60.0,2500.0,0.0,2
1557,1188,272,27.0,162.0,6750.0,0.0,1
1558,1188,300,3.0,18.0,750.0,0.0,1
1559,1188,334,24.0,144.0,6000.0,0.0,1
1560,1188,341,16.0,96.0,4000.0,0.0,1
1561,1188,359,13.0,78.0,3250.0,0.0,1
1562,1188,372,8.0,48.0,2000.0,0.0,1
1563,1188,394,26.0,156.0,6500.0,0.0,1
1564,1188,412,5.0,30.0,1250.0,0.0,1
1565,1188,440,84.0,504.0,21000.0,0.0,1
1566,1188,480,1.0,6.0,250.0,0.0,1
1567,1188,509,1.0,6.0,250.0,0.0,1
1568,1188,533,57.0,342.0,14250.0,0.0,1
1569,1188,555,2.0,12.0,500.0,0.0,1
1570,1188,585,1.0,6.0,250.0,0.0,1
1571,1188,605,8.0,48.0,2000.0,0.0,1
1572,1188,607,2.0,12.0,500.0,0.0,1
1573,1188,691,1.0,6.0,250.0,0.0,1
1574,1188,703,1.0,6.0,250.0,0.0,1
1575,1188,707,1.0,6.0,250.0,0.0,1
1576,1188,741,1.0,6.0,250.0,0.0,1
1577,1188,746,1.0,6.0,250.0,0.0,1
1578,1188,781,2.0,12.0,500.0,0.0,1
1579,1188,793,9.0,54.0,2250.0,0.0,1
1580,1188,794,10.0,60.0,2500.0,0.0,2
1581,1188,800,47.0,282.0,11750.0,0.0,3
1582,1188,810,2.0,12.0,500.0,0.0,1
1583,1188,821,63.0,378.0,15750.0,0.0,1
1584,1188,853,30.0,180.0,7500.0,0.0,1
1585,1188,869,2.0,12.0,500.0,0.0,1
1586,1188,882,1.0,6.0,250.0,0.0,1
1587,1188,886,1.0,6.0,250.0,0.0,1
1588,1188,903,2.0,12.0,500.0,0.0,1
1589,1188,913,9.0,54.0,2250.0,0.0,1
1590,1188,923,15.0,90.0,3750.0,0.0,1
1591,1188,933,8.0,48.0,2000.0,0.0,1
1592,1188,936,6.0,36.0,1500.0,0.0,2
1593,1188,952,2.0,12.0,500.0,0.0,1
1594,1188,983,2.0,12.0,500.0,0.0,2
1595,1188,998,4.0,24.0,1000.0,0.0,1
1596,1188,1013,1.0,6.0,250.0,0.0,1
1597,1188,1075,3.0,18.0,750.0,0.0,2
1598,1188,1086,3.0,18.0,750.0,0.0,1
1599,1188,1114,2.0,12.0,500.0,0.0,1
1600,1188,1139,20.0,120.0,5000.0,0.0,1
1601,1188,1159,6.0,36.0,1500.0,0.0,1
1602,1188,1209,5.0,30.0,1250.0,0.0,1
1603,1188,1224,2.0,12.0,500.0,0.0,1
1604,1188,1227,2.0,12.0,500.0,0.0,1
1605,1188,1234,30.0,180.0,7500.0,0.0,1
1606,1188,1245,22.0,132.0,5500.0,0.0,1
1607,1188,1279,7.0,42.0,1750.0,0.0,1
1608,1188,1318,14.0,84.0,3500.0,0.0,1
1609,1188,1320,5.0,30.0,1250.0,0.0,1
1610,1188,1373,4.0,24.0,1000.0,0.0,1
1611,1188,1412,15.0,90.0,3750.0,0.0,1
1612,1188,1418,4.0,24.0,1000.0,0.0,1
1613,1188,1424,1.0,6.0,250.0,0.0,1
1614,1188,1446,6.0,36.0,1500.0,0.0,1
1615,1188,1459,1.0,6.0,250.0,0.0,1
1616,1188,1463,4.0,24.0,1000.0,0.0,2
1617,1188,1477,3.0,18.0,750.0,0.0,1
1618,1188,1496,6.0,36.0,1500.0,0.0,1
1619,1188,1519,1.0,6.0,250.0,0.0,1
1620,1188,1541,2.0,12.0,500.0,0.0,1
1621,1188,1552,4.0,24.0,1000.0,0.0,1
1622,1188,1592,6.0,36.0,1500.0,0.0,1
1623,1188,1602,5.0,30.0,1250.0,0.0,1
1624,1188,1659,3.0,18.0,750.0,0.0,1
1625,1188,1660,15.0,90.0,3750.0,0.0,1
1626,1188,1673,6.0,36.0,1500.0,0.0,1
1627,1188,1743,2.0,12.0,500.0,0.0,1
1628,1188,1817,8.0,48.0,2000.0,0.0,1
1629,1188,1847,1.0,6.0,250.0,0.0,1
1630,1188,1901,2.0,12.0,500.0,0.0,1
1631,1188,1918,1.0,6.0,250.0,0.0,1
1632,1188,1939,40.0,240.0,10000.0,0.0,1
1633,1188,1972,4.0,24.0,1000.0,0.0,1
1634,1188,1987,1.0,6.0,250.0,0.0,1
1635,1188,1995,2.0,12.0,500.0,0.0,1
1636,1188,2006,17.0,102.0,4250.0,0.0,1
1637,1188,2019,45.0,270.0,11250.0,0.0,1
1638,1188,2060,2.0,12.0,500.0,0.0,1
1639,1188,2074,11.0,66.0,2750.0,0.0,1
1640,1188,2086,4.0,24.0,1000.0,0.0,2
1641,1190,496,4.0,24.0,1000.0,0.0,1
1642,1190,627,15.0,90.0,3750.0,0.0,1
1643,1190,990,6.0,36.0,1500.0,0.0,1
1644,1190,996,4.0,24.0,1000.0,0.0,1
1645,1190,1060,2.0,12.0,500.0,0.0,1
1646,1190,1251,5.0,30.0,1250.0,0.0,1
1647,1190,1319,1.0,6.0,250.0,0.0,1
1648,1190,1324,9.0,54.0,2250.0,0.0,1
1649,1190,1397,11.0,66.0,2750.0,0.0,1
1650,1190,1906,3.0,18.0,750.0,0.0,1
1651,1190,1922,5.0,30.0,1250.0,0.0,1
1652,1192,13,2.0,12.0,500.0,0.0,2
1653,1192,26,1.0,6.0,250.0,0.0,1
1654,1192,86,1.0,6.0,250.0,0.0,1
1655,1192,156,3.0,18.0,750.0,0.0,1
1656,1192,199,3.0,18.0,750.0,0.0,1
1657,1192,229,2.0,12.0,500.0,0.0,1
1658,1192,237,20.0,120.0,5000.0,0.0,1
1659,1192,323,6.0,36.0,1500.0,0.0,1
1660,1192,358,1.0,6.0,250.0,0.0,1
1661,1192,377,6.0,36.0,1500.0,0.0,2
1662,1192,405,1.0,6.0,250.0,0.0,1
1663,1192,433,2.0,12.0,500.0,0.0,1
1664,1192,457,2.0,12.0,500.0,0.0,1
1665,1192,507,1.0,6.0,250.0,0.0,1
1666,1192,527,1.0,6.0,250.0,0.0,1
1667,1192,533,18.0,108.0,4500.0,0.0,1
1668,1192,549,1.0,6.0,250.0,0.0,1
1669,1192,564,1.0,6.0,250.0,0.0,1
1670,1192,599,1.0,6.0,250.0,0.0,1
1671,1192,633,2.0,12.0,500.0,0.0,1
1672,1192,653,2.0,12.0,500.0,0.0,1
1673,1192,694,1.0,6.0,250.0,0.0,1
1674,1192,725,5.0,30.0,1250.0,0.0,1
1675,1192,728,2.0,12.0,500.0,0.0,1
1676,1192,745,1.0,6.0,250.0,0.0,1
1677,1192,813,1.0,6.0,250.0,0.0,1
1678,1192,815,7.0,42.0,1750.0,0.0,1
1679,1192,824,2.0,12.0,500.0,0.0,1
1680,1192,926,1.0,6.0,250.0,0.0,1
1681,1192,937,2.0,12.0,500.0,0.0,1
1682,1192,963,10.0,60.0,2500.0,0.0,1
1683,1192,968,4.0,24.0,1000.0,0.0,1
1684,1192,983,4.0,24.0,1000.0,0.0,2
1685,1192,1031,13.0,78.0,3250.0,0.0,1
1686,1192,1053,2.0,12.0,500.0,0.0,1
1687,1192,1126,8.0,48.0,2000.0,0.0,2
1688,1192,1194,2.0,12.0,500.0,0.0,2
1689,1192,1195,6.0,36.0,1500.0,0.0,1
1690,1192,1201,4.0,24.0,1000.0,0.0,2
1691,1192,1217,1.0,6.0,250.0,0.0,1
1692,1192,1233,1.0,6.0,250.0,0.0,1
1693,1192,1298,2.0,12.0,500.0,0.0,1
1694,1192,1312,24.0,144.0,6000.0,0.0,1
1695,1192,1320,13.0,78.0,3250.0,0.0,3
1696,1192,1360,1.0,6.0,250.0,0.0,1
1697,1192,1428,1.0,6.0,250.0,0.0,1
1698,1192,1429,1.0,6.0,250.0,0.0,1
1699,1192,1444,1.0,6.0,250.0,0.0,1
1700,1192,1611,1.0,6.0,250.0,0.0,1
1701,1192,1624,2.0,12.0,500.0,0.0,2
1702,1192,1631,2.0,12.0,500.0,0.0,2
1703,1192,1659,1.0,6.0,250.0,0.0,1
1704,1192,1675,4.0,24.0,1000.0,0.0,1
1705,1192,1746,1.0,6.0,250.0,0.0,1
1706,1192,1768,1.0,6.0,250.0,0.0,1
1707,1192,1786,5.0,30.0,1250.0,0.0,1
1708,1192,1845,2.0,12.0,500.0,0.0,1
1709,1192,1852,1.0,6.0,250.0,0.0,1
1710,1192,1853,1.0,6.0,250.0,0.0,1
1711,1192,1907,1.0,6.0,250.0,0.0,1
1712,1192,1922,1.0,6.0,250.0,0.0,1
1713,1192,1938,1.0,6.0,250.0,0.0,1
1714,1192,2027,2.0,12.0,500.0,0.0,1
1715,1192,2083,5.0,30.0,1250.0,0.0,1
1716,1193,12,11.0,66.0,2750.0,0.0,3
1717,1193,112,3.0,18.0,750.0,0.0,1
1718,1193,149,3.0,18.0,750.0,0.0,3
1719,1193,163,9.0,54.0,2250.0,0.0,1
1720,1193,231,15.0,90.0,3750.0,0.0,3
1721,1193,235,12.0,72.0,3000.0,0.0,2
1722,1193,240,1.0,6.0,250.0,0.0,1
1723,1193,247,3.0,18.0,750.0,0.0,1
1724,1193,310,3.0,18.0,750.0,0.0,2
1725,1193,371,8.0,48.0,2000.0,0.0,2
1726,1193,437,2.0,12.0,500.0,0.0,2
1727,1193,440,2.0,12.0,500.0,0.0,1
1728,1193,470,5.0,30.0,1250.0,0.0,3
1729,1193,485,7.0,42.0,1750.0,0.0,2
1730,1193,495,20.0,120.0,5000.0,0.0,3
1731,1193,527,2.0,12.0,500.0,0.0,2
1732,1193,545,2.0,12.0,500.0,0.0,2
1733,1193,553,6.0,36.0,1500.0,0.0,3
1734,1193,564,12.0,72.0,3000.0,0.0,2
1735,1193,622,1.0,6.0,250.0,0.0,1
1736,1193,626,13.0,78.0,3250.0,0.0,3
1737,1193,647,1.0,6.0,250.0,0.0,1
1738,1193,704,7.0,42.0,1750.0,0.0,1
1739,1193,800,1.0,6.0,250.0,0.0,1
1740,1193,837,2.0,12.0,500.0,0.0,1
1741,1193,845,5.0,30.0,1250.0,0.0,1
1742,1193,898,24.0,144.0,6000.0,0.0,1
1743,1193,920,7.0,42.0,1750.0,0.0,2
1744,1193,933,5.0,30.0,1250.0,0.0,1
1745,1193,936,4.0,24.0,1000.0,0.0,2
1746,1193,961,9.0,54.0,2250.0,0.0,1
1747,1193,967,8.0,48.0,2000.0,0.0,2
1748,1193,974,1.0,6.0,250.0,0.0,1
1749,1193,1001,17.0,102.0,4250.0,0.0,4
1750,1193,1053,26.0,156.0,6500.0,0.0,2
1751,1193,1054,2.0,12.0,500.0,0.0,1
1752,1193,1059,4.0,24.0,1000.0,0.0,2
1753,1193,1072,9.0,54.0,2250.0,0.0,1
1754,1193,1119,3.0,18.0,750.0,0.0,2
1755,1193,1129,5.0,30.0,1250.0,0.0,1
1756,1193,1181,4.0,24.0,1000.0,0.0,2
1757,1193,1199,3.0,18.0,750.0,0.0,1
1758,1193,1216,1.0,6.0,250.0,0.0,1
1759,1193,1228,11.0,66.0,2750.0,0.0,2
1760,1193,1239,11.0,66.0,2750.0,0.0,2
1761,1193,1251,8.0,48.0,2000.0,0.0,3
1762,1193,1253,1.0,6.0,250.0,0.0,1
1763,1193,1264,16.0,96.0,4000.0,0.0,2
1764,1193,1270,3.0,18.0,750.0,0.0,1
1765,1193,1278,6.0,36.0,1500.0,0.0,3
1766,1193,1292,4.0,24.0,1000.0,0.0,2
1767,1193,1335,30.0,180.0,7500.0,0.0,1
1768,1193,1336,4.0,24.0,1000.0,0.0,1
1769,1193,1350,6.0,36.0,1500.0,0.0,1
1770,1193,1409,140.0,840.0,35000.0,0.0,5
1771,1193,1449,7.0,42.0,1750.0,0.0,2
1772,1193,1457,10.0,60.0,2500.0,0.0,2
1773,1193,1463,6.0,36.0,1500.0,0.0,2
1774,1193,1480,155.0,930.0,38750.0,0.0,3
1775,1193,1554,52.0,312.0,13000.0,0.0,2
1776,1193,1560,2.0,12.0,500.0,0.0,2
1777,1193,1572,3.0,18.0,750.0,0.0,3
1778,1193,1619,1.0,6.0,250.0,0.0,1
1779,1193,1624,43.0,258.0,10750.0,0.0,5
1780,1193,1776,15.0,90.0,3750.0,0.0,1
1781,1193,1817,5.0,30.0,1250.0,0.0,1
1782,1193,1828,8.0,48.0,2000.0,0.0,1
1783,1193,1838,1.0,6.0,250.0,0.0,1
1784,1193,1873,2.0,12.0,500.0,0.0,1
1785,1193,1898,3.0,18.0,750.0,0.0,1
1786,1193,1904,1.0,6.0,250.0,0.0,1
1787,1193,1962,3.0,18.0,750.0,0.0,1
1788,1193,1975,7.0,42.0,1750.0,0.0,1
1789,1193,1984,4.0,24.0,1000.0,0.0,1
1790,1193,2017,5.0,30.0,1250.0,0.0,1
1791,1193,2034,4.0,24.0,1000.0,0.0,2
1792,1193,2040,3.0,18.0,750.0,0.0,1
1793,1193,2046,1.0,6.0,250.0,0.0,1
1794,1193,2052,9.0,54.0,2250.0,0.0,1
1795,1193,2107,7.0,42.0,1750.0,0.0,3
1796,1193,2131,9.0,54.0,2250.0,0.0,1
1797,1193,2137,1.0,6.0,250.0,0.0,1
1798,1197,68,5.0,30.0,1250.0,0.0,2
1799,1197,106,7.0,42.0,1750.0,0.0,2
1800,1197,310,1.0,6.0,250.0,0.0,1
1801,1197,368,1.0,6.0,250.0,0.0,1
1802,1197,589,1.0,6.0,250.0,0.0,1
1803,1197,599,3.0,18.0,750.0,0.0,2
1804,1197,850,5.0,30.0,1250.0,0.0,1
1805,1197,875,2.0,12.0,500.0,0.0,2
1806,1197,950,2.0,12.0,500.0,0.0,2
